Step,harvest_original_cbam_svo - SW_ep_rew_total,harvest_original_cbam_svo - SW_ep_rew_total__MIN,harvest_original_cbam_svo - SW_ep_rew_total__MAX
7552000,-92.7483924059397395,-89.1971260700826747,-257.4235625150001283
7616000,-132.2787700677111502,-110.8149478029487227,-166.4550867425644469
7680000,-94.0984788343873362,-118.2344182818818012,-104.9695390939291713
7744000,-68.8299375800412463,-208.3857741852458787,-43.9119285988860355
7808000,-221.8017713584332000,-73.3733834932886708,-217.4739615910664554
7872000,-50.6815096514529699,-31.8812350472309305,-41.7317635058553549
7936000,-128.5429802941122830,-201.3236282935968120,-133.8875004919915455
8000000,-238.1144483864897836,-227.9611219769594186,-238.9223610793631565
8064000,-134.1233507043256168,-130.6336217832186435,-241.3653824479157493
8128000,-131.6687974677346631,-175.7929168311284798,-127.6924802213945611
8192000,-98.5727079615665076,-122.9626828469159818,-109.5332018759276025
8256000,-205.0320548257928408,-115.5137703229158035,-126.0936323879113274
8320000,-198.8976302980846071,-21.4754629581792784,-97.2078503649828036
8384000,-160.5166941672914334,-14.8245626451132040,-159.4059030364192040
8448000,0.5843727279548574,5.2935131425748665,11.8646877545246952
8512000,-68.6356790101758207,-48.3418482713056079,3.0524515435420447
8576000,107.5799337537566203,76.9070836561053284,48.7397722419991482
8640000,-17.0266328595891991,69.1526541275969038,70.1199781794615120
8704000,-10.3992279182213352,91.7549092819892991,75.1797134024141229
8768000,113.1347075383107494,101.2361685916467025,66.9034861106006815
8832000,40.9487351143477980,39.0479064121529689,28.8177169479370505
8896000,26.5622898258993132,125.3566116104191082,24.5830767319732360
8960000,146.1636413241635069,10.4723619055816073,154.7081548966760352
9024000,136.3510174957259835,14.5977632641232304,159.0260978312271334
9088000,88.2405941758634640,83.0277344470190144,-40.8784024462806315
9152000,8.7317409984038719,8.5454488469198946,9.1668735054276631
9216000,47.2863827241781678,-80.2044928819120173,-81.7543529720851296
9280000,78.2900284089828915,59.7212496512162403,50.0035848686248130
9344000,71.7414596980781312,-102.5949950630795513,82.4650278937985206
9408000,76.0263502478852899,-49.5095814729581818,74.1163469165429802
9472000,4.5838969306115587,72.4299295921324102,82.7498768486612164
9536000,56.0486799142933734,60.3801527109334160,24.8840987616144389
9600000,-3.3244080468017145,-96.9464776764321527,-80.6309889375274480
9664000,19.2087254830364742,24.1276914156512703,-96.3569574577900028
9728000,-81.4816523183420998,-106.0266215201639852,-99.2635655179755645
9792000,-8.8115191544705951,-75.8009742815033434,-24.9197038219239708
9856000,-89.5388388493643674,25.8412998853686986,26.6922068334366358
9920000,37.7465301572896692,18.4336011728601719,-49.0793817993196342
9984000,-75.0473766790277210,89.2314016590826213,-82.2710124372873395
10048000,71.2317193119258576,-36.2267891342305148,-73.9703767486863057
10112000,85.5610253907078402,-19.7330865872400807,38.9214725568838276
10176000,-58.6274502989537041,94.1622697426458046,107.8620476439864149
10240000,-12.3394284687917377,153.2880619958161788,158.7201429651844364
10304000,165.7130905585922562,155.8043966941040708,22.7660227142313829
10368000,-68.3994366251386623,-54.4329046836782311,-73.8105287427266603
10432000,43.1451710522921061,15.0269165865594019,10.6964738494598457
10496000,93.9892892834912175,105.4796288207068216,69.1812445453568330
10560000,-15.5647356095754930,-21.0162392975382630,92.5826559961387403
10624000,-1.9841959288577868,9.7775448574488664,103.4275267246010799
10688000,71.1493557912905743,63.1761218431772846,60.7009296288600666
10752000,-5.4958906276438881,-5.6161192122769847,-20.8875215973024666
10816000,60.7565293901724885,120.0615134619077935,61.0351256062324552
10880000,150.7236007988293238,42.2097721669395014,153.5117848213537854
10944000,142.6918641645924026,55.2588948224710919,31.4497639418084347
11008000,17.7271220160238308,66.9337838622517722,19.4116119442368955
11072000,16.2482806897529883,77.7113061286304401,110.0775299204077271
11136000,103.6693758929950064,106.5146465684031369,106.9109296444485864
11200000,65.8203890457733962,64.5411402542421229,173.3664880020764087
11264000,161.9068224679660375,142.0525712741089137,89.4740855265390849
11328000,181.4289043735872724,50.4066915045892472,50.1986825556874265
11392000,39.0170325675562140,69.3887402585052087,167.4646855703152255
11456000,235.0263967287082494,238.2092883043667939,55.3405166822309695
11520000,256.1138642548985445,196.0673397648322407,256.3180919190180020
11584000,101.8708022964630260,240.0392840989249521,107.0176859477339235
11648000,100.1747226381842069,101.6978239510013822,53.5936750949592664
11712000,90.8931875863836041,78.5205360828159797,84.3800244742058396
11776000,207.4445382508582725,202.5624760143364256,60.2060831751006162
11840000,175.8915069883020124,131.9982505435918938,163.5564575501391857
11904000,179.8565993516116919,106.3581612405283892,202.0861757422671872
11968000,156.7580888206977932,123.4934768045569342,180.7207328195198102
12032000,99.7040611130429397,83.9125976684360921,178.3494181739100384
12096000,153.1852781843820139,55.0558493378367118,54.2055242553983874
12160000,58.1254584935292087,165.0372076608657324,47.4362015519578151
12224000,3.0061857633421027,146.6210973558862918,52.9324005885636879
12288000,76.9296935777602755,62.9146813855668512,74.1984574550444336
12352000,40.8495527897959221,207.6490064438127661,204.9228788188627561
12416000,73.0891696954362828,136.8316425018321070,144.1665416663240080
12480000,18.6927116640900124,161.2818014536337614,21.1794775369362327
12544000,69.7050011745619429,67.3054128898946828,170.7947741438849789
12608000,147.6626589291155369,146.7460466373436248,116.8945805944642871
12672000,131.8759460412974818,12.3777720016017838,110.5932494155152881
12736000,67.8006664119936602,15.9161537603375791,185.0548679370662910
12800000,65.0270430029414115,231.9916211439397671,216.8069797551711133
12864000,75.9084781978621379,71.5847031945957895,71.8501153384632971
12928000,189.4267000814002131,37.3528881101645425,196.4220368182497225
12992000,26.8796188814633226,134.3422337493285568,13.7525839522872815
13056000,102.8137169184632711,1.3434203992857121,99.1508468181745002
13120000,51.9302476365214716,120.7297745757839920,127.3783084747136911
13184000,-19.0445541410159223,129.9042282254205247,-23.3031836460591677
13248000,75.3500344266863351,60.0814855072237819,64.9641405159433418
13312000,-34.2603928928006880,-4.2259370636143387,38.9178591898630302
13376000,58.6696369049699129,63.3455437610598651,-27.7716860077316454
13440000,0.0094509808953305,32.9701794810066247,63.9841817545739957
13504000,-58.0814750482823996,-77.4171260422516099,-83.2071894696148320
13568000,-17.0721774561615902,-25.8327633300531261,-79.8903133575003892
13632000,-171.4619695164498125,-11.9591355469479765,35.3192204536884446
13696000,95.8899795477686467,-77.0114739152715941,43.6230969092176153
13760000,163.0889067095552605,176.7575218691366103,6.9752506719874816
13824000,153.9706997421645553,105.2650793284304882,175.1465933845917391
13888000,216.2349050039389056,196.9719289836160101,230.6795645762495042
13952000,117.9632597225307933,55.7118437093351275,97.1481742868473361
14016000,41.5003255386565826,38.9503907900068072,185.2441612546777492
14080000,92.3642225952593350,220.0876392483922643,224.3959755384186110
14144000,159.3139742356457305,158.3075863863342647,200.5426011139903721
14208000,217.7108088805763657,157.1576639240944928,251.3138536488147281
14272000,136.8675715535687232,111.4404048482187193,97.5098088522750572
14336000,240.8391051125070135,116.8359305851146104,103.1924613152428947
14400000,114.1646634151603621,252.5125188560112406,118.8352235688443841
14464000,267.0532548944029259,245.1156978463964151,110.9544955747650192
14528000,134.0663289549829642,136.5910844913495339,229.9781875710064583
14592000,171.4498930418624241,220.7753056445896789,169.3660625176842132
14656000,167.2113886480644283,220.7979521058136925,172.7735622080726614
14720000,159.7982569329006992,157.7171054006726933,193.1548847473347337
14784000,163.3468250996907045,270.7444492458295144,280.1200383534680896
14848000,277.4920863136061939,273.5803178272489049,149.0869835703753381
14912000,293.8341363529814885,295.4275951390779937,181.7607509061034534
14976000,291.8589122190881540,112.5646968347998467,124.7652129389559263
15040000,157.4459482603782590,89.1075903506704350,115.7063086161213477
15104000,172.6026434587529366,191.5851597398590229,177.5839006560712221
15168000,245.6962582896399567,217.1216999142229156,70.4846764042325304
15232000,65.6760920507658028,80.1404840655497139,210.8065721540529012
15296000,252.1930039834188335,121.0176406233898803,235.1762045660993863
15360000,281.1352938472611527,227.1567383479432749,182.2415633534616859
15424000,187.0177287308536620,295.9155907702801755,187.9352350044765956
15488000,142.1231852276850987,320.2891097935416838,166.0025237198535137
15552000,303.1954695286004835,190.3046892043709022,293.8927499509968584
15616000,298.2315697512935344,289.3491949707348567,201.1258608357613298
15680000,235.1619428746777203,295.1488945116325340,293.0406107633643273
15744000,238.3817683768447466,301.3605627451711371,238.1817613432745304
15808000,252.1055236181783812,287.8175056262592193,251.8604605498589706
15872000,322.2931604105477845,385.5125850769576346,372.5315890817316244
15936000,318.5461766715161502,196.8327256560388889,274.6346352125738122
16000000,226.7218089919993531,182.7446952813600376,199.0037474745229247
16064000,252.1867327990186141,257.2830696353149733,261.2844526493080934
16128000,398.7695590597596720,380.2403464336065326,236.7043911771384330
16192000,363.1888952012844243,359.3186680857820647,371.0011383785211478
16256000,363.4030194740087154,250.8818644495588615,258.7920760439978949
16320000,371.8371934080038841,391.2205300071846068,380.3658095211612817
16384000,396.5408673827749908,330.3247217632948605,357.1179493580392545
16448000,388.8629520558949366,387.6663158889346619,267.4991083612540024
16512000,288.1393789856832086,403.8988434079021204,439.9901849449831275
16576000,275.9592498539693111,400.1260997554822438,279.1477257171409292
16640000,385.8922235775880267,385.9069225336667159,375.3456079198668931
16704000,426.4811844276152897,279.8447941488119568,311.8412375652191031
16768000,280.9711127977370211,399.2851148010555562,284.9136737220173359
16832000,284.6838474023039680,283.6170371548802791,282.6541928475525083
16896000,320.6323673931863709,315.2598362507152387,431.3215282382216174
16960000,304.8877989166795146,398.4723639175613812,311.4108234097107584
17024000,423.1940094589392061,441.6691437846924373,281.6117854370406235
17088000,356.3919575095067103,350.8904177190565292,359.7491658915261041
17152000,307.8994033426156420,290.7513415292966670,272.0060862820711236
17216000,248.7633141587177192,448.8863075858894263,245.1752172319617671
17280000,415.3734777806964189,417.6736259311641675,338.9210956151992491
17344000,347.1221511998514302,383.6007308804042282,373.5761968038903547
17408000,452.5368226362101609,332.1930040782644937,318.7213375177256012
17472000,471.1794007745678527,386.0896553546686505,472.0226701384126500
17536000,472.0587176226525798,339.9041604976231952,303.6403401287604424
17600000,334.3707987778772690,434.2224284397482847,335.6603890256129716
17664000,474.2584220179349472,468.7534147743309632,348.7146190669263888
17728000,389.6803992643925767,354.6331453912082452,496.7349937432655906
17792000,385.1864213437520448,383.4567159167330601,476.1181662313368292
17856000,502.3952763819578422,460.7102990457155443,368.4400246686629998
17920000,465.2283509103835968,430.7353023733518853,436.0963788827658618
17984000,349.3205776148246287,402.7411527761961452,537.4077856886774498
18048000,458.6513756548689571,407.0936621969273688,465.0615247669996961
18112000,478.5046943054926487,459.4316293527690505,400.9523669515039046
18176000,392.1686769570666797,489.7435942165721485,486.8895876141660892
18240000,515.7209983196596568,359.0236525140879849,510.7255031973021460
18304000,506.9342725241407948,422.3900473489089222,500.7647387534995005
18368000,501.1488234925745928,368.9292383899081642,515.0912192824223439
18432000,353.3513345395256238,522.0283464102541302,493.6419172527741921
18496000,397.7590204596444323,295.2758488920234754,412.0029395389569800
18560000,196.0012222216497548,151.1357101168032955,142.9032646105989670
18624000,-190.2008642250342518,-44.7090882491175137,-183.4092404974182955
18688000,-349.8096173657107784,-466.3731872290829301,-327.7551220150702420
18752000,-707.2770727705341187,-738.0927553334387312,-700.4690122508411605
18816000,-795.7562711669178270,-767.3442917094300810,-877.6728776987065430
18880000,-759.8465696645250773,-781.9499628149238788,-907.1883192263831006
18944000,-946.0081170513890356,-989.1643603391573834,-943.4266783609851927
19008000,-1151.9162397021673314,-1136.2813796806458413,-1215.3220763996939695
19072000,-1391.0402669527966282,-1256.8072135519821586,-1243.8355996090961071
19136000,-1860.3898345152229012,-1937.8521476014518612,-1934.1947156858830112
19200000,-1765.5985313262331147,-1779.6673496574735509,-1642.1199355116984862
19264000,-1262.5568892290777967,-1188.5288333505689025,-1343.2295584990438329
19328000,-1159.8168577275685038,-1277.3853756731230078,-1162.1945911779732796
19392000,-1562.2478308857671436,-1566.9754692351291396,-1501.9246604306781592
19456000,-1656.5746143849478358,-1572.9609366803599642,-1625.0017566604328749
19520000,-1888.3572981738298040,-2027.1183371006516154,-2012.7762492358388045
19584000,-1743.5474761260195464,-1749.3436425379279626,-1777.6959610924764092
19648000,-1467.6987914490059666,-1461.6885330030361274,-1452.4535414963729636
19712000,-1529.2458999228435914,-1529.9898534179037597,-1359.0100335678125703
19776000,-1351.2102258873260325,-1265.8522224039495541,-1283.6049779609309098
19840000,-1432.4074169497821458,-1322.7196610893183788,-1312.2246453331017619
19904000,-1495.5062825810566665,-1482.6005862058689218,-1484.1576270619591469
19968000,-1261.2564399539130591,-1187.3588586963228408,-1154.3730795687106365
20032000,-1336.2552198211001269,-1436.6257941137951093,-1341.0878598929282361
