Step,harvest_original_cbam_svo - SW_ep_rew_total,harvest_original_cbam_svo - SW_ep_rew_total__MIN,harvest_original_cbam_svo - SW_ep_rew_total__MAX
2752000,-1112.8722020744914971,-939.4133590981939506,-979.3620464196720832
2816000,-880.0667371115071091,-917.5053757972956419,-880.4242585572568487
2880000,-931.6916558648837281,-794.0833774923877399,-811.2992837644461588
2944000,-716.5617827652288270,-702.7185978971876921,-832.6569854878744081
3008000,-572.6533813559760802,-708.7300088328277070,-589.4568468404245323
3072000,-415.4861389659143924,-413.7333072743926436,-579.6504768648817389
3136000,-521.0102531609545622,-376.9790678102564812,-376.4049602288425831
3200000,-412.6220626229396657,-342.8547905851003179,-361.3331018715394407
3264000,-432.9207990488180826,-288.9135396014455637,-291.8603639300799841
3328000,-364.1932123497043676,-402.4401608366110281,-370.6348046858677208
3392000,-214.8437207476221715,-369.6194840005991864,-381.8173833790291383
3456000,-365.5974736304066255,-233.3391579621712424,-387.2947442647302978
3520000,-244.6070624670352061,-279.7681000738008947,-266.6730899267898280
3584000,-262.9434506389753210,-272.4553234641756490,-333.2024807544018472
3648000,-225.8376115680028420,-338.4406730516878952,-321.7815786945338914
3712000,-156.8964581462995511,-158.6634993378018521,-155.9564226148821149
3776000,-356.3150505157054226,-356.6467218268199986,-207.6867966755208386
3840000,-255.0336828645419587,-222.8101743985675398,-352.0375606158530672
3904000,-274.9217506743939339,-308.5620843712932242,-273.7034640245091168
3968000,-306.2981649924355452,-322.6441002041378852,-302.8787270793627044
4032000,-258.9168243564494105,-259.3251142020296811,-256.3674313475399344
4096000,-373.4969551946922479,-353.8398305822997258,-341.2547797795892848
4160000,-457.1278174452302778,-279.2807112348118608,-433.1702019315201255
4224000,-261.1892895583609970,-437.1976752558974226,-289.7166924506045689
4288000,-238.9757950253118679,-276.8817747303120314,-241.2396578723985101
4352000,-265.8076152105004439,-288.7828330380452257,-274.1026194437958452
4416000,-244.3982516165576726,-332.8556727406196387,-334.9036899296461911
4480000,-273.0995575885188487,-124.8224068955912003,-151.2305048065960023
4544000,-261.5596209185556518,-218.0788559205366823,-218.8377640716156520
4608000,-366.6710679684437082,-371.2738760664725532,-393.3757219214127190
4672000,-304.8884596742648796,-435.8332140146536062,-266.8397401735365406
4736000,-275.8116657601940460,-289.2076737007822658,-369.9629577391297630
4800000,-318.1641447468827550,-210.8875953112320758,-210.9089271603548923
4864000,-193.4588443595035301,-353.5643327609270727,-312.1722536977052300
4928000,-245.6162085041279681,-316.7803912078011876,-308.9628475644710761
4992000,-180.8786356765073720,-323.7928305037544874,-196.4754630566133073
5056000,-293.3441579260215235,-291.3880251062989828,-297.5383265760922313
5120000,-275.7604716877197575,-272.6714570509199689,-283.9256571184387212
5184000,-320.1888546405723446,-221.3685106420577426,-288.5049369522610050
5248000,-231.5045976444306461,-223.2252118574795361,-254.9739077263376430
5312000,-251.4446522577663359,-200.2495233215864516,-260.6887103042525951
5376000,-346.3927317622810165,-358.2618843646944811,-224.4137558845886815
5440000,-287.5708747405343502,-251.5939658381096820,-295.2528329924925856
5504000,-329.0144651648112699,-329.4103312782780222,-256.9030419946013239
5568000,-301.5079533682429656,-291.8048271629258466,-298.4123030323120247
5632000,-346.5194759953864150,-216.9723692317904806,-343.0840005810850357
5696000,-351.5661871508791023,-357.6707291435559455,-274.2145162277696500
5760000,-355.4992733065271864,-356.3425535807418214,-355.5556760714654274
5824000,-317.6880937664358271,-315.2512066152805232,-329.6146714543618259
5888000,-239.2252590336683511,-344.7083443960618183,-342.4360105289595708
5952000,-168.4301485145948618,-331.6759545321279461,-381.9967111267967539
6016000,-231.1178650366850320,-329.9566599517199279,-230.7642918422563412
6080000,-373.4911609153146514,-242.0090878451807725,-241.7140828792212801
6144000,-355.0483025548793421,-228.5061861103340561,-371.6020538808240303
6208000,-197.9307474704557990,-198.1481778925209483,-345.4295336437385231
6272000,-321.8551699377306363,-153.1948979745057500,-191.0354541918364362
6336000,-240.4639148502668036,-239.8275267299665643,-239.5683528957011106
6400000,-280.3487533288643476,-285.0426633505743439,-313.1315055545386485
6464000,-90.7170410002974705,-95.6555686399333496,-217.0593251492756508
6528000,-86.8886850954175571,-65.2331178433802279,-86.6877064806652697
6592000,-108.9890803142540818,-237.5067429102200549,-225.7450986657597127
6656000,-197.2985641627209645,-95.0315113498742932,-200.7632550877356437
6720000,-50.6383145830731536,-183.9749021954369823,-175.6162422053822922
6784000,-33.0783374430983130,-13.7345082020749061,-35.1960825642005162
6848000,-126.7368234162895249,9.4433321557079211,-124.4962514989544502
6912000,-167.3549973202924264,-167.8602376678111625,-166.8598143315932418
6976000,-187.9497370668183009,-3.5686527603280922,-194.2523654661772810
7040000,-30.4912957413474146,-12.0850419774591131,-19.4492920490174583
7104000,-107.8428173920487723,-109.6735062945994201,-98.2328693792800038
7168000,-119.4822432241373491,-156.2929169828394151,-78.9632322134527840
7232000,-38.9043692683585789,-175.3142053637851632,-44.0674715371353045
7296000,-110.7672233675864248,-116.6568951336511901,-119.4356289506688711
7360000,-28.8655247539511777,-21.1784525682439408,-8.4275674892954271
7424000,-23.0297621114841888,-179.0754113250128512,-183.3821169685541008
7488000,-47.6571897702792100,-158.6589750705892925,-29.5648775471013323
7552000,-112.1819873615253584,-227.0440632728937658,-90.4552456221667569
7616000,-220.3524252141462796,-257.0191659254744536,-230.3872260032497650
7680000,-227.9178357357255607,-89.0516052401691098,-221.9246420610418795
7744000,-207.2574036355937324,-84.0976678834806961,-52.6900512224656836
7808000,-171.7721142467318600,-119.7421769258443192,-167.2886101303712678
7872000,-163.1903682663005384,-22.6259483312871339,-156.7858588688140458
7936000,-93.2855019606207918,-92.2245414890126796,-87.0519261638676909
8000000,-251.1671737158645783,-242.2729411956755143,-113.9202023443701961
8064000,-122.4309195114254862,-134.5457610745931163,-258.9959738218599909
8128000,-202.7022783156785977,-259.8648907449843932,-65.0124348384977679
8192000,-59.0155791781093342,-237.4601123896551087,-73.3492582209317163
8256000,-147.6544200097508792,-132.9229278927557516,-182.1719775850924634
8320000,-13.0027315188911246,-201.6575888228604470,-75.9475298327886605
8384000,-145.6628832425242877,-41.8155530438886416,-38.1762218469050083
8448000,-113.9994815847441458,27.4259400407881344,-4.6665232835130865
8512000,85.8351750279372823,85.2674175518081086,87.4405464071792267
8576000,80.3180581956009974,-8.6952935634351718,10.7603158632405780
8640000,76.0711738845958791,-40.7151039232299894,-21.9902870321896202
8704000,106.2148176311570751,107.7911536797518579,111.2123756692767955
8768000,146.6452136012555911,168.7869837690720374,-10.1132652407735861
8832000,11.8685103396216505,144.2015233539535188,27.7926781513569665
8896000,91.8497774725823319,25.9027555756272889,30.3771250114132840
8960000,-1.1161727273982791,-9.9064946709018784,151.0856232498560132
9024000,123.6335734789120409,1.1888959662913123,156.2112759547413248
9088000,4.3106419686900814,-43.1019829662435257,3.5575364514486481
9152000,-71.3606299222002178,-48.3707917268012650,-52.2369072481438366
9216000,45.7201186426853212,31.4967634771764793,-76.5287493377493320
9280000,-24.8155128428953944,-48.0722848329427563,21.7165807989080726
9344000,-65.5625927574707106,-64.4194640301812314,51.5364206304340797
9408000,-59.6961154490381318,83.3603473609237255,71.9119709481878147
9472000,-7.6184074030785780,99.8240752560537317,101.4554686165793953
9536000,25.9154352963831442,-22.7199395257282681,21.8983573513317182
9600000,38.0506680490235283,-119.9289280835201907,-125.3630581316777182
9664000,-95.0993399200928309,18.7566527247860009,-87.5923883193582355
9728000,68.6856342530532373,-70.5941244975929436,56.5752935154382612
9792000,-114.5471077482447697,11.1670543037824928,12.0580646056108378
9856000,-102.2770116157608271,-92.6327907451304071,77.6326015002085938
9920000,69.1923144260438505,56.0687264013268845,36.4878334152859765
9984000,61.3946153183517538,98.8289971431768350,-79.3801571541102788
10048000,9.0703278515036203,-11.5425111466668451,-52.4796869444767182
10112000,-57.2906318355188375,-28.0300096749512448,60.9192957621555280
10176000,121.1988809470103376,115.8135259193381330,94.0904868099775342
10240000,110.8544509367478383,112.3398851204281073,-1.0400447302327223
10304000,32.5971513941122168,29.5375853926963217,30.0489582183677300
10368000,86.1826536224573942,14.9893976745894193,76.1421006042464228
10432000,134.2855985784391919,105.5977879069029512,142.8156213700681292
10496000,52.9046624913627284,16.8195047290609487,17.5939761628747107
10560000,94.1332612285671644,88.9361383634741856,92.1242804926563394
10624000,2.5870371471299478,-59.5360012284878906,136.6284393014768739
10688000,-92.0373295263379134,26.4663549386725201,-0.7653447138735778
10752000,107.3343746409309460,-5.9771665000670140,124.9332928544851598
10816000,97.9123486439654869,80.7423169384328929,152.9883337814041795
10880000,146.0727398605144174,21.8930941709159299,34.3988853837451813
10944000,110.4733604390857522,131.6272086029703701,116.7670188122885691
11008000,-19.3556754111558291,90.9405601968211386,-19.5594921301314812
11072000,-21.0483404507209286,103.4894820008247365,107.0203102751220001
11136000,74.4421971430801506,167.6247793807009430,34.4177930502242901
11200000,57.8701600569921624,182.5262948357326707,190.1237162310927147
11264000,67.0960905494307269,148.9541027777159456,67.7319249223402551
11328000,44.2139428727182775,59.5818526572149807,196.6696498991310023
11392000,212.4593073510787065,191.1677018579362652,26.6249665984067150
11456000,179.8109444139669222,171.2863172047625540,113.5719524907664493
11520000,242.1493489480128574,233.5583714913666995,214.6983692796569585
11584000,129.4606418751618833,234.1232000470618573,145.6795528108403062
11648000,208.8934303928613190,210.4755709683757914,89.6178238878877664
11712000,177.5522437814998398,88.3585063728016848,164.1496721667533336
11776000,161.1833853924700861,175.9674345556492199,164.7741761645968381
11840000,153.9947824016573179,34.2956338221382282,150.8496438268103077
11904000,190.6057015203910794,169.8852644217347745,95.2603395491925227
11968000,80.4949903850469468,190.0573509643067496,178.6773200225984510
12032000,77.3448041236032395,184.5840643236354026,88.2225147581885381
12096000,109.0919967301196323,97.4340054903708221,98.5518098805627289
12160000,140.2731698176238240,43.5138114926264805,145.8411197002455424
12224000,150.8630886957903101,70.0266348867081518,169.3200218659330289
12288000,189.6923249696128266,217.4617836418014747,202.3029498440894827
12352000,170.9169121186952509,86.6225183944369235,85.9602390346956895
12416000,71.4260993710692560,136.0557444372622626,171.7646943764028720
12480000,163.0621650656656527,44.3636902314229715,44.3404699565694784
12544000,195.7398912183623167,200.2713420238818287,50.1875504215411183
12608000,138.8724241845891072,22.3421996086898744,27.2754986393861287
12672000,126.8686495503380769,152.9285801192478971,23.6895556158027176
12736000,46.6431863308684171,28.4240493837825738,142.2218301179186710
12800000,51.9701177027810388,214.7513863276245729,235.2751264354712362
12864000,188.8586581734836614,230.4832956208855137,51.3038221398283127
12928000,212.3044354607582704,149.5678399648748780,177.1236380329680742
12992000,36.8778909555457375,38.2062180627650037,121.8300483671980601
13056000,130.8018332470920768,-25.9955999153607138,85.6432533196197596
13120000,102.8234753928788194,69.5743529151546625,58.9388464897425166
13184000,41.7578364661476797,44.6129242853276367,147.6356251884030542
13248000,114.1971476528432703,107.2497840306234025,111.8679310231261468
13312000,38.8610105261674192,-67.7787405546715149,53.9878954142427077
13376000,-37.3720787403833299,43.1099291331330932,-19.5854431976297398
13440000,41.3414897672460597,-101.3851916669691207,-99.8065335219919234
13504000,-104.2612045502887952,-17.7015879928884061,27.7845703055423030
13568000,45.7647208855428573,19.2356734250841441,-106.5991674792426238
13632000,-161.3075205575131292,-144.2555548821002844,31.1332625222057402
13696000,-60.6296790050453183,-43.5459884022703392,16.2707208262235490
13760000,188.0166212794682394,193.0200695907584532,13.2437243878366502
13824000,118.4761441983049224,126.1448034807984016,77.1527595773160186
13888000,189.3469822874394026,65.7497578489063415,75.1511791063465751
13952000,79.0610138495411405,83.0117425143738785,82.8563955853826855
14016000,121.0130908030608481,170.6995307213578883,173.2941357752852980
14080000,124.8571937839022610,205.6386556448089493,204.6166213595041938
14144000,186.5540167302328598,188.4078565443457478,177.1905251598512052
14208000,128.9698746641612672,256.1904423810299818,259.5564839914540016
14272000,87.3748686536770407,91.6265537061756419,271.7865147526863439
14336000,253.1257349133321668,100.1413693073400708,112.4212124199094092
14400000,157.4018227920531956,206.1897223285845087,195.6911122782785526
14464000,133.9724059709494099,134.5490384767970795,234.8696671365993325
14528000,161.9882259397133168,154.7306523287380742,250.3180513830510563
14592000,212.8929577543771074,212.9522822378102944,178.7189270229290514
14656000,131.2011785580595529,125.2479173319977406,110.8605191975616009
14720000,183.3678442533461634,223.3216456887913921,189.1651194686736233
14784000,328.0479174296543192,126.5628252968530205,274.7683257766485099
14848000,265.1482867464923743,170.4309284940741236,195.0105858930807017
14912000,150.1535636114745955,171.1265084269744534,267.2778016403376569
14976000,159.5939127299324980,302.2771578072253078,305.8711558642281716
15040000,155.3208490706117004,106.3363349336475494,294.5263768664569852
15104000,77.0230822522796359,218.3897043754921299,81.7995318143597956
15168000,201.0510029521863089,157.4202692641058547,156.6482063023869102
15232000,99.6955867396721942,107.1288479504997042,108.4711803905957197
15296000,93.2907739802412834,221.6721773315231019,271.0282771597481428
15360000,143.4025726302267572,124.9427560766918077,282.4036583902858979
15424000,263.2521031567408158,229.4653128932380639,252.3675620224492206
15488000,152.5200430258631457,262.6015618773284359,308.3731907566421455
15552000,159.5844799507493690,173.7186669724096078,152.2156448280903192
15616000,311.0958585673284915,323.0917768954917619,291.4207872082758968
15680000,191.9168400873310816,212.9731767189450693,339.2664061004289806
15744000,222.2491226567172191,222.3193223636801292,324.6534716156618288
15808000,375.2607633895707409,340.5752494675892308,201.7008326459637715
15872000,201.3632581680077749,362.3285663181675318,220.9645542092841026
15936000,397.8386252447635343,403.6292262343557695,189.5871871092771244
16000000,353.0879622847693895,350.6740098653717155,376.6274811553561790
16064000,255.7926617234896298,349.6863499530040258,329.5835881925044077
16128000,268.0834345947072848,267.9864552350662166,270.6515930285081026
16192000,357.5289455974410089,338.1324472383795410,374.1314406558731207
16256000,383.2746168981025221,260.5037811060688568,385.9855916807573522
16320000,376.9649915610268636,399.5807337032007354,383.5142482712790866
16384000,461.0902109977827195,283.8749011709765000,459.0201507914572403
16448000,295.6698419240502176,357.0472564998103167,320.9245986868152158
16512000,431.2793462254857104,384.7553889070000537,384.0991076523690708
16576000,429.8944898389793252,421.1280505611064768,273.6953964293390982
16640000,277.5041347172948463,274.4899841516710239,283.4228032622214641
16704000,369.1751343344033103,370.0643294938851682,420.6797435510607102
16768000,446.8020200164703510,420.1260160009560423,443.7691572659557551
16832000,364.1350793473918657,288.5836347424024098,382.9704177831322909
16896000,306.5628263102912570,312.6578660976759920,446.0964587797787999
16960000,293.9214810834383798,445.2870161660001713,272.0085690996017433
17024000,310.5615139124324742,444.1942720617292935,433.1388857810969171
17088000,282.2574777338637659,507.7617063523741194,481.5245337046380882
17152000,405.9281698519699830,275.6575501415082954,423.9350803887797952
17216000,263.4063633628925913,461.4479704694521160,288.9644378596673846
17280000,364.7203614612146225,357.4996321425417705,333.8618342978514306
17344000,457.8130219646161549,420.2557009177898522,425.1563909234264429
17408000,411.5325404159350455,436.7830754540780163,326.9482285075754930
17472000,482.5600833941746259,430.3967317984561873,446.1817884447067968
17536000,392.0752460737824094,345.9266991406893226,347.4122362045918067
17600000,308.1388030236918212,352.6402119892917426,443.6486591323597395
17664000,411.4687748844365842,405.0170817061322168,484.5113334757801340
17728000,449.0335153751933035,468.9456389042060778,468.4520000255376999
17792000,444.2616821258254731,422.7849100268906568,426.5716378461729619
17856000,368.2876738878386504,515.6773749979303147,521.8557332830866926
17920000,482.6233888466989015,468.2785538032060799,479.9135369368031547
17984000,478.9580670391436570,516.3744077821046403,393.0047881111560173
18048000,343.6725852372080681,492.0951174809031272,356.6791502927894726
18112000,494.9683065070996690,504.3144771797655039,392.3407595442060938
18176000,498.1930321818504126,409.0438777220917927,412.5627957367938734
18240000,556.0607458461735177,378.7857052816289638,537.6413317645526604
18304000,433.0229902496466821,499.4273155499571430,431.5488143166996338
18368000,497.4658639549381860,507.3645681116767037,339.8467554688368750
18432000,451.4213856366886262,504.4628892029203939,461.1324247363323252
18496000,303.8742763671524472,303.7502980491400422,305.1412359919185633
18560000,188.8067888762335258,191.9062051835799423,193.0432438856350359
18624000,-92.2613308919416113,-184.2846285527069767,-182.0642399518882257
18688000,-325.2930508895733510,-337.8573679653636646,-445.6688952308782632
18752000,-824.4383567221611884,-642.3207576416560869,-667.1205147754816380
18816000,-733.6948507703092446,-924.1032281640692645,-950.2742584990606929
18880000,-878.3971487921186281,-779.1734250906506531,-876.7900486092981964
18944000,-1045.0494423090153759,-942.6454171836267051,-909.1444436529166069
19008000,-1213.0702591712711182,-1123.9382268574615864,-1242.8036434323714730
19072000,-1409.1785608658269666,-1274.7487922585573870,-1350.8783947494366657
19136000,-1925.6669990477341798,-1922.8904739942042852,-1864.5621316174660933
19200000,-1667.1750864668290433,-1668.9050056562598456,-1669.3602555043373741
19264000,-1209.2045706314147537,-1231.1047219630954714,-1269.2972692583259686
19328000,-1280.5141906201633901,-1169.6555226840464456,-1251.7867981479382706
19392000,-1479.1958618413218574,-1486.3555794221740598,-1471.9800998803827952
19456000,-1628.7917246314814292,-1624.7289991647733132,-1605.5355164195777888
19520000,-1920.5680016215810610,-1912.7724588294386194,-1977.1559161258626318
19584000,-1710.7029367009504313,-1705.1577540359251088,-1690.5320097994481330
19648000,-1515.1376356259252134,-1474.9218249178775295,-1462.5248929280542143
19712000,-1512.3665386183931787,-1503.6415152310794383,-1336.3955909834601243
19776000,-1374.3428808893604582,-1367.0158940353726393,-1350.8953485334172910
19840000,-1316.7704638071945737,-1362.8208352297128840,-1411.5912026701464583
19904000,-1597.8579540006878688,-1468.8415975307107146,-1591.1303948695965573
19968000,-1165.9908403384583835,-1322.1508473626647628,-1173.1253289469193533
20032000,-1315.1515675005180128,-1305.0215333270602969,-1359.3856043743730879
