Step,harvest_original_cbam_svo - SW_ep_rew_total,harvest_original_cbam_svo - SW_ep_rew_total__MIN,harvest_original_cbam_svo - SW_ep_rew_total__MAX
3136000,-519.1938056640989316,-372.6671333763295024,-540.2041259031059326
3200000,-416.7651493116029542,-418.1732155895083451,-422.3668466983097574
3264000,-390.5587650241806728,-315.0150083331431574,-391.4423356546412265
3328000,-283.2639829112532652,-242.8191780946991969,-351.2605645019986582
3392000,-313.6959357016957028,-340.0229897014168614,-334.2260636085458714
3456000,-269.3409152415581502,-270.2698436024755893,-265.8367843184810226
3520000,-413.0785034038635786,-410.2888021833064727,-233.7672622751779841
3584000,-355.1448452950851902,-258.6795686544762134,-354.8134724387306278
3648000,-263.7718740060882965,-280.5820023541294859,-264.2852704492585758
3712000,-246.3856976547073714,-252.6334010443993634,-215.4716374665295575
3776000,-318.0919980668324456,-321.2154453827139946,-326.1514773872584101
3840000,-262.7064118864765874,-329.2734750721392061,-268.2731270715094070
3904000,-267.7613793839956315,-332.2496389320585308,-245.3481823696834851
3968000,-397.7186508621842336,-395.6265174609428641,-286.4168971497405778
4032000,-337.2070356755375542,-245.9038567169606893,-346.0457302471641015
4096000,-312.1902613359359293,-304.3911167216148215,-235.5314185625778407
4160000,-350.4095745080481379,-405.3281247580524109,-417.9504875003523807
4224000,-373.2253506759240622,-348.0420366926859401,-351.0037321072063037
4288000,-281.0241210920572712,-284.2254131858462074,-341.8428345789367313
4352000,-370.5318928933417624,-296.3496511976082957,-373.2319457060110039
4416000,-349.5261233461710617,-338.4369351444096310,-353.1056242826886091
4480000,-274.4880520380759776,-260.1780920522144811,-157.1433745882542325
4544000,-291.4184151398401923,-301.6927922082543319,-196.4119393337189763
4608000,-288.6126067093799747,-409.0097461027275472,-421.4026207930941155
4672000,-319.6377462940997134,-291.6069284513766888,-370.4459154953962070
4736000,-267.7784352802652279,-389.7690071972406258,-367.6403162049989533
4800000,-191.7313176005336004,-175.1339525245731465,-331.2340180147272122
4864000,-213.8854357821583960,-319.1601147038122690,-226.9519351480601586
4928000,-202.4025308928090965,-200.2725376268247715,-330.9867713428429852
4992000,-191.0721782689601582,-309.9800026440063334,-277.8801762602528811
5056000,-217.8365131187132988,-212.0176263742661149,-218.2814210336492238
5120000,-270.1316612294428410,-327.7718466528717727,-268.8514469505878992
5184000,-256.7714260978667085,-331.8609633467061144,-286.9240137312775119
5248000,-387.9410255100239056,-263.3723788473084824,-396.1518387276361750
5312000,-161.2126907808661258,-158.9451740683856258,-296.5883564792509333
5376000,-215.8253902745940991,-357.3380507246469051,-228.1277368533714593
5440000,-196.6526753836719763,-200.7535197178079613,-332.0495204766451138
5504000,-272.8320932997737600,-274.7744877131526664,-254.4354373242272800
5568000,-272.3687571384296007,-273.4118640288858728,-280.3570128197021063
5632000,-263.9811900401955427,-235.9621728311353195,-244.0129468810924891
5696000,-356.2075233373508922,-315.8359487445580385,-322.0777097616326614
5760000,-323.6125541316105227,-358.6932105309202825,-362.0100761387423631
5824000,-441.0206884969244925,-463.1476655428557478,-308.4284866054268264
5888000,-256.0755962549638980,-256.8091337034588832,-257.2505030118812215
5952000,-188.5295022003984116,-183.3600214462015856,-307.7189063634696140
6016000,-201.3852123348550549,-306.4036583161373528,-386.4189895039188514
6080000,-298.4851047865018927,-318.2070848470351052,-267.8651232569252443
6144000,-239.7744421237784422,-262.9050349656660046,-251.8577197914439125
6208000,-223.0414096719274823,-208.1375541201341548,-328.0646284893675784
6272000,-314.0591203242719303,-300.3955067565584045,-308.0083400001942664
6336000,-247.9820690739192059,-241.7161110947974407,-347.8929427937218293
6400000,-177.2117040361600857,-174.5312475439054651,-175.5839475482671617
6464000,-178.5631891438015089,-86.9867934646861585,-124.3265382601404099
6528000,-37.9314557378317616,-139.3020137415207387,-130.6532388536570295
6592000,-202.9462058441128249,-227.2859820294437441,-193.3672649247841662
6656000,-86.2235436296085709,-109.5417990671030708,-215.4371508517385791
6720000,-159.6669697423878063,-171.4667226445091615,-54.0403474813012821
6784000,-135.5441807363796443,-8.7146605084737701,-14.8742092227305278
6848000,-23.2684401549588671,-11.7503668201082192,-44.2330292282764077
6912000,-47.5257657729769534,-50.8604082631156658,-150.2314507588838808
6976000,-146.0924163742771498,-148.4822523951850712,-17.4885512922749911
7040000,-124.7851253854448146,10.5159801337564573,-22.6777247688442145
7104000,-99.1417500899492836,-90.8916381339499679,-99.2854069117162794
7168000,-62.7534888399475648,-69.3816172797961599,-158.7413372976380970
7232000,-169.0480586527688160,-181.5929618435943098,-194.5046724487053496
7296000,-28.8558804457773448,-114.4325286873736616,-114.2024471484044454
7360000,-4.4016198991292157,-174.3970613051403973,-165.8424748119836067
7424000,-208.4039157087187277,-134.1453172935317752,-217.8864355340123211
7488000,-191.3344723768024949,-23.2493987532603796,-27.2222954369091354
7552000,-111.8754454349501799,-113.0403773503061302,-183.3338542299852065
7616000,-238.7586441513899445,-179.2392381659791454,-234.8920639680628994
7680000,-137.0243543745631882,-207.6247409948838651,-200.4759587095551296
7744000,-58.5453397721643967,-247.6882513266801311,-85.8729053200871135
7808000,-77.5139409755259976,-213.7662527299926865,-91.8571819466414610
7872000,-127.0360452738030119,-57.8357162321511638,-79.9934414386904677
7936000,-195.9076806750857713,-190.5424510795505171,-118.2082919713271281
8000000,-202.2580866755419322,-232.7652935510952830,-151.7714546023846935
8064000,-274.6318314545495696,-258.8441600470123376,-277.6874643487982439
8128000,-231.4697919778917594,-214.0982498861147576,-234.7102768732691516
8192000,-204.5869115066785184,-203.6168302896662112,-201.2176361781562548
8256000,-106.8454614200016977,-62.9355481405342232,-125.2650871352772981
8320000,-99.7034044545767983,-79.8255091033372111,-98.3711065823592463
8384000,-153.6028144641965412,-29.5228923182523175,-31.2208972372138547
8448000,-81.4664664405225949,-78.8259710128606059,-7.5402365632975616
8512000,45.9048743348511579,48.9978024006277622,10.4975956323947237
8576000,-1.6456306451791249,-37.7656997237112080,-25.0201888269258177
8640000,-5.5296576066325116,129.8948352352534243,121.2098290388038180
8704000,-24.7367659694042956,118.4012934255303975,-29.2608768603360545
8768000,95.2440793121295712,95.3632257027077941,74.4944209172801806
8832000,178.2448261052805094,20.7976422914092112,175.6406636926674878
8896000,-27.6202902232584222,92.8117075565954792,86.6139168777085331
8960000,129.0288211946611625,-2.2885739392865077,52.1940305385841938
9024000,33.7063653253896547,51.1454695658867280,52.4304756659279718
9088000,2.8197488337343088,49.7838820437095677,49.5524277105029185
9152000,58.5424335125033224,63.9679857149421736,-58.6959007448931800
9216000,53.4654629799566123,54.5699147308701100,-78.6658302505201448
9280000,-60.4174734529942867,-57.0512971533353408,-50.6205082128563220
9344000,69.8507151763056413,-78.6255775734136222,-70.7124689582993824
9408000,98.5043636451992910,98.4707936230621499,-68.3583736225657930
9472000,21.0000421255892817,17.6308194884142893,7.7197946756892080
9536000,27.3187296918462827,39.9980716474420461,-39.8536234501669071
9600000,70.4837127353409443,-129.7916397409446176,-103.2332909618828296
9664000,-66.8670513252281751,-61.5886035071700206,-74.9443587620198457
9728000,-109.6690762287075529,49.8990460740231185,-79.1307304789674362
9792000,11.2375989304734816,-10.3095115210589370,-12.1198031804019735
9856000,2.3314775421271747,-8.9197276718021428,-73.0723976419074859
9920000,-61.3307660660673903,69.1194285634850587,71.2577059908904857
9984000,5.3855879113097345,-23.4212767433146141,-23.5352975509576936
10048000,37.3425851964279190,34.8267057159841897,17.5635121951618345
10112000,63.1422682599039646,41.5503191965272052,53.7532113752374272
10176000,54.2657198762240682,8.1558493198924751,65.7503350744114812
10240000,38.0062025968199677,35.6771060250629262,113.5803114715018296
10304000,11.7558325835816220,153.5229538557530589,-7.0879306937534068
10368000,35.6200135026464224,73.5041195157009781,27.6132237690980062
10432000,17.9119186211911448,41.8155337688564401,51.5128308572099485
10496000,-21.2638442707474411,-25.1202515306035252,85.7631057434250863
10560000,-2.2124294998672553,5.6510008804393053,68.5294321987890100
10624000,-5.9538320020239013,102.8642812901083374,120.2772245988128361
10688000,41.8856141147938672,90.0839327410343316,-42.7796584174415599
10752000,-21.3777782462744739,115.8756899189750840,80.9922490826306216
10816000,38.8116147998056320,161.5671743321971974,78.1729127855756332
10880000,43.1312493996206712,129.8790012456339298,124.4092177816964124
10944000,125.1515877081767627,118.9929196683840757,132.8525968694109736
11008000,-48.4014417479465635,102.8119599953345045,-25.8958708577747174
11072000,99.0362769092769781,1.4204576869421786,3.5172976283317965
11136000,69.0489026276800786,60.2319722090380054,58.7941758035789803
11200000,171.9308791952971092,82.3901924443255211,83.2652537291069450
11264000,194.7375116941518058,79.0129578736007261,174.4596177543697024
11328000,152.1464405249760148,91.2702539020728381,144.1400961756456809
11392000,208.2442856649757346,179.6861743866621737,209.0887553595233328
11456000,57.5176460930742053,192.0210283987020148,55.3218151943540875
11520000,192.7883485031887290,122.3293056944701789,210.1816376771950559
11584000,139.7440955005310457,136.5908688295018010,148.2306472287109500
11648000,212.2243061107544406,89.2781298239414696,212.0805498374106435
11712000,149.5726524386721792,127.0345903329423010,150.3963376867420152
11776000,146.2872311996194696,172.4156273575883063,148.0319969886768945
11840000,208.9491059775946269,150.2300877568447106,189.5123769471495621
11904000,237.3346798330837544,75.6965901279449440,208.9808546544435899
11968000,178.4606230985161517,181.3223566295333171,176.1440946358766269
12032000,196.9538527934182071,201.6111142331000678,71.5959182616154806
12096000,180.3495309698499227,177.0602779270568021,40.6346457377554415
12160000,81.0594244322064128,55.5045104689605182,55.2665897416446654
12224000,159.1513506117532870,54.3743118912500591,63.2672761064390983
12288000,119.0273455509904608,122.0052239699825378,115.1061584682976218
12352000,91.0717544510715129,173.4657246219224476,87.1523595995061271
12416000,175.0588136474300427,161.3731778563678745,36.0569691006666631
12480000,68.6785249980200376,58.7905442439902259,77.7085254430098900
12544000,60.4440009612308913,183.6661638414826427,53.2308359290181130
12608000,114.9481530324204357,56.3981492893223972,89.2794178844042676
12672000,147.3158733643348910,-2.9011541403920234,147.9398352801087810
12736000,130.7791372201768354,3.3431830480756162,47.9989610138878504
12800000,58.8593791273876548,73.1995742144417818,204.4662075440008380
12864000,200.1256800979290347,60.7488906078764757,189.5123066415926019
12928000,23.8601083209472620,39.6926576660226402,169.6694750500552971
12992000,46.8685227678012524,51.3439322416237189,119.0058527918616278
13056000,112.8088156175481913,-26.8673310989123024,132.1638939511787498
13120000,122.2478140977814576,49.4227901751655310,50.7184089633002273
13184000,148.9571860127964555,-18.5386858109613399,-6.5405396147632757
13248000,27.0812754545967209,-24.9653516807489240,4.7174988732037946
13312000,-20.5018417038644074,5.5084647671331268,-34.3698076024841583
13376000,-59.1660949341466420,67.6032003184218695,-61.6670641909209820
13440000,21.2609185913101584,-74.0156918232189582,28.5464901422279382
13504000,-34.0044353636092609,-33.8790615971177189,-33.8883651248246380
13568000,-71.8101042574303392,-23.2821563090299293,-24.0275423321278723
13632000,-90.2398997857006862,-99.4516909829911100,-32.7301213290929880
13696000,-58.9596288173983396,34.0571501775323924,-67.9983226523062996
13760000,66.6528267465563715,40.2752717727069296,46.8389984574113427
13824000,64.9378931047261290,156.9915524752628926,167.1243796107176536
13888000,184.1401900697914584,184.1421439069536916,65.2941201203208124
13952000,193.0581461338744305,107.6944654071307497,200.4070275417268476
14016000,76.5255406393217186,83.8449725891919115,194.9499206064985515
14080000,61.8111924158923784,64.2290832032677770,96.6013224885436017
14144000,127.1247930348218205,258.0232073138531064,124.5382944948997874
14208000,136.2354974211151273,257.5944037851119788,254.9564424637878517
14272000,180.2130774563802902,180.9925208338550249,182.6740242750861967
14336000,237.3407251822619912,127.3053310293549316,219.9207825429436980
14400000,232.8300532006208812,138.7443842742534343,140.1544853081817621
14464000,126.7559774384319127,245.1057682272918044,125.3367215879623586
14528000,246.8908553412805986,244.3659757200369427,257.7373575878870042
14592000,130.6211322327344249,94.9640984655046623,116.0030671679806602
14656000,155.5568367271991690,130.2415735843260336,262.6385870876491140
14720000,154.1766885293002076,219.1341316638483363,119.6974072402150995
14784000,302.1811807294207028,281.3349534481649812,140.4369286373554360
14848000,184.4007063151389616,276.5098321414103566,277.9324900219995129
14912000,244.7263852404166471,240.0396038288581337,205.1014453408687075
14976000,226.3635566018677707,225.9214300647279288,192.5618245329272611
15040000,254.3710083611593404,151.7126291832747711,147.6772192714890366
15104000,204.9923878786501916,201.0827520542815705,97.9517391977571776
15168000,229.7810978085477416,167.8402991796429262,162.1426024132853740
15232000,205.1709632692826233,105.5630998049392133,195.5125727933499888
15296000,137.4229974927952753,224.8591982031225029,205.5999995113990053
15360000,303.4245847640685838,312.8638666783805320,129.8109004553712396
15424000,185.8580934120423080,211.6353085583550637,305.3190403681117004
15488000,283.1602502180282954,278.1758574175955232,158.3838388433327680
15552000,142.2888663626926586,158.6391150949722828,171.6991175123208109
15616000,294.2476214474038443,198.3374657994168047,219.3054054893413252
15680000,319.9582788771498940,315.0064578631776158,192.1536123007361994
15744000,213.3183036403918322,310.0044897300203388,351.9726799535982309
15808000,256.4185295307684669,289.2289368584213207,256.3707053782348453
15872000,223.8178735929334380,233.8298678884523270,337.1968842445908194
15936000,353.5755465290669690,349.2931124718970182,348.0194806231258440
16000000,376.5113548072610001,224.2829622374302403,216.4583203186035121
16064000,231.3361217917614567,233.2068132552009843,368.1868048692364255
16128000,267.9750987142115832,266.2753040835369234,350.3495975742746964
16192000,298.0246590723866120,302.9278765807729314,345.0659716535647590
16256000,303.1237430324617321,291.1533630019440011,293.2830510577891800
16320000,297.9117875787286494,380.0503394404572646,374.6913195355145945
16384000,308.9942481911060668,294.0593006794171060,421.8518323513787323
16448000,363.6828237867430289,316.3961991656482837,364.4021371419783009
16512000,412.4644590360676375,279.1571522806321468,268.7102344143199275
16576000,348.7564122324121172,310.5486892760961837,379.0984800185129870
16640000,304.6585326608117725,306.0993771846985396,364.5045425270366195
16704000,399.5179666415331781,404.8040628907272094,418.7154897185636173
16768000,264.6976664420510588,310.2576174792187658,288.2581293171169818
16832000,286.7125044528877424,420.3975607179328335,399.3068544562117381
16896000,340.2940386882845587,414.9710117677301469,334.5320547845112742
16960000,455.0841263984552256,242.0151952348413715,298.8539372283161697
17024000,294.5202388236472189,301.1478176850542923,429.0268278158694102
17088000,315.9024323832524601,441.7169292844304778,320.1432099254897707
17152000,345.6107571863624344,338.6501262694466732,386.1630105484186970
17216000,381.1060131486758564,290.1741110730938544,390.4264743996812967
17280000,288.2137082426906431,443.9816910890073132,306.6544860180031264
17344000,433.1593579409796462,285.7724835140736559,421.2074090832873594
17408000,481.3175837116351659,318.9210777105472516,458.3910254830288409
17472000,379.2733992360153934,448.5774354886272590,393.9508535392963609
17536000,347.9283479663730532,473.9523718352658079,351.7710244925457346
17600000,328.6611944551614783,470.0770208768352632,493.3049987730601060
17664000,504.6194554075112251,478.1330540742256971,490.2897781043337773
17728000,354.1869966796190852,353.8433764335924252,332.2951770635708613
17792000,397.2286657322121073,535.9244801882584852,344.4470530970581876
17856000,388.0773978833691444,480.2754138104934327,390.4917476850952198
17920000,529.2905986705237638,394.9613755960001527,385.7881201170510508
17984000,477.3981540633163831,469.8614483860699806,425.6182726265659539
18048000,492.3343472955057223,387.3684586423641463,494.8067821133072925
18112000,368.6086424476169441,545.3553717636217470,496.7088263629728999
18176000,510.6217713576927508,520.6285283477027406,355.6394560984157351
18240000,567.6507673014051534,375.8964999104732669,385.9277982339959863
18304000,405.1422945539919738,410.6376736293973408,524.0919721379569864
18368000,515.9772587110479662,513.9744007296877726,347.6782660226327835
18432000,474.6375793169339659,393.4800117483847544,473.2249227629554298
18496000,392.1825855066156237,283.3680505218205212,402.0745375336497318
18560000,95.0513779449591709,285.7177137649374572,293.9707885848166029
18624000,-95.1856387397582466,-95.1103175741882865,-229.0062798988804502
18688000,-358.4306460103547920,-359.7472010350588221,-358.5990635709341063
18752000,-783.0318887993287262,-647.6472148214088520,-650.5040710827953490
18816000,-775.5866700234663540,-763.3467109803606263,-922.1622976658741209
18880000,-761.1549480187605923,-765.5361146375880708,-897.7448027366195902
18944000,-1004.5839364747303080,-1013.4335838426412693,-931.4150955757181691
19008000,-1156.1456451101983021,-1234.7270060854557414,-1248.6368120888132580
19072000,-1344.7050602577060090,-1273.8766018580145101,-1266.3412774753485337
19136000,-1937.0516902559822938,-1869.7344409781605918,-1931.7339711894612719
19200000,-1736.8865280777720272,-1687.4931502639490191,-1652.0541415720283567
19264000,-1200.3340919228749044,-1303.3511992031076261,-1301.3940024326002458
19328000,-1158.3977973573009876,-1281.2040464330202667,-1277.5321091237151450
19392000,-1582.0650349162187922,-1481.9619457883895848,-1493.9643413250469166
19456000,-1684.2261249731147927,-1505.1247372161496969,-1512.5899948774283530
19520000,-1905.6717886666972390,-1919.5652643479716062,-1918.5608985569622291
19584000,-1785.5482278419062823,-1742.9942767463328437,-1746.1169698747667098
19648000,-1482.0311953116506629,-1450.3005247159242117,-1467.1020080483285710
19712000,-1473.2220663277919357,-1524.3689813818905350,-1482.7521732384029747
19776000,-1276.4799273215398898,-1255.1201427207136021,-1279.0250101820765849
19840000,-1419.0661961917940062,-1415.4332035826193987,-1345.2180698444858535
19904000,-1435.6149008178019812,-1454.8163569405821818,-1449.7112880900851906
19968000,-1315.0178957901280228,-1126.0735572882656470,-1255.6244479376491654
20032000,-1427.5937088518032851,-1349.9716115811102100,-1421.5712323744401147
