Step,harvest_original_cbam_svo - SW_ep_rew_total,harvest_original_cbam_svo - SW_ep_rew_total__MIN,harvest_original_cbam_svo - SW_ep_rew_total__MAX
9024000,83.3580534406046922,93.0271574900519482,62.1649215006733442
9088000,51.4486069449342907,52.5424473968691146,52.7954855762013437
9152000,29.4495432933071370,32.3918756597986430,32.8551146352490804
9216000,8.6531363072267560,-40.7198700857038176,17.1902293682254879
9280000,-30.8557013086181797,-28.0268062252975341,37.2895802926810802
9344000,15.0896545321397042,21.3171364306383104,-51.1718806050209665
9408000,31.7302893078222752,-6.7924192474382110,-5.0150043783316072
9472000,37.4305699603639184,52.4466557153552415,64.3427139350628465
9536000,20.7049570610729212,34.5955897786868931,40.5847701622167278
9600000,-21.3269662695767686,-70.1960675476661180,-61.7715974219026123
9664000,-17.8125058690413987,-3.4887884464267600,-19.3055839609792628
9728000,-63.4684034085869655,5.1259634474316726,-46.8152341659632469
9792000,-81.8854889842458249,-17.2525880640817064,-87.6663936604178815
9856000,-44.0757768672778241,-13.5282045876083430,-14.4920391074401849
9920000,8.0854928132450965,23.3287889422355619,39.4245788284359691
9984000,17.4393923042294965,-49.7429024996699880,14.1582300629575961
10048000,2.8855535550803317,-49.1507366210682051,2.1113754271757443
10112000,32.6431205393309867,-6.2117757023727300,19.1085424632299699
10176000,50.5400151863684499,21.7482073731792944,56.2228588061785217
10240000,71.5264948200086081,57.5945998092577796,58.4152124429242576
10304000,123.1062175725912482,41.5793168922736101,57.4697322929238652
10368000,20.0786752336680578,75.9577124133394932,22.1738236263902948
10432000,53.7628784425234088,11.3101167727350358,3.9706474688967859
10496000,61.7921333486308697,18.6279531613197200,68.5818002626927949
10560000,68.9604133556547652,12.2034075207149044,78.6495475037212088
10624000,77.6007564235708003,31.4604501202559526,76.0759976536961773
10688000,21.2684294758978396,-20.2882738238410454,21.8891856901837834
10752000,82.6200403642189940,79.5607409325470485,25.2771579823965773
10816000,106.8501019206910883,69.5142323880005790,69.2387237060658975
10880000,52.8865301985418270,93.3046766172597302,58.3253717582082203
10944000,100.0291702565308611,51.7482550636099461,55.0750808155006411
11008000,52.2409740486435794,52.5600608245067917,51.7692549133178375
11072000,39.2395150355426168,38.6728501381356651,62.6943494093087352
11136000,122.9325304261331837,127.4802103954335166,123.3825041223543337
11200000,147.1636916609557773,97.5411104544656382,95.7580007013985863
11264000,145.8850155688396626,90.8407979083729913,145.5168358748196056
11328000,102.8380823984702772,90.3152804590882994,104.8491185185560539
11392000,136.0611123129671114,137.0138042809616934,79.6034815340462671
11456000,157.0431185094764999,157.8461694574597232,157.4353380390864174
11520000,184.5531197324778248,137.2323629946041308,184.1720933041799810
11584000,163.7202123710239903,182.9314394395413501,170.6982004274843518
11648000,156.1101076337197071,142.6074891458318632,152.4723387832746653
11712000,157.8971824935592849,121.2994879936902635,161.0398784507001722
11776000,156.2897276401280351,102.5264196072034792,156.3169253693254745
11840000,79.6342496792632630,125.1054464792531746,129.9109864005053794
11904000,117.6323423374209369,123.7516165151669156,161.2132080456024426
11968000,131.0430978224556782,150.2491614351081637,154.3559712530314698
12032000,143.4145375024056648,95.6470369191124092,159.0296925111143480
12096000,144.5571243241540174,127.2214067228298404,119.4254674693826672
12160000,129.1602141501313383,135.3811912797395394,126.5988203805259218
12224000,79.4939846967230466,105.4376058690863402,106.6289755361246989
12288000,112.9045908617840155,164.4111626878614913,158.0545527579760119
12352000,147.3831050387790356,149.4693881183065969,110.8802095202113094
12416000,87.8423263353749917,87.5584622487671567,125.6103539455981775
12480000,119.2501207446703688,117.0788030136607887,90.9905417105372436
12544000,110.9537815983041895,134.5772713039841335,135.7582616571229437
12608000,88.9601634506735905,67.7590024231265886,88.5891782427659962
12672000,121.8766859239970586,49.0806390746841146,99.1093766061620443
12736000,59.5634535530926286,85.5499040539321669,122.3710445890457947
12800000,131.0763997802157235,115.5879613018371401,161.7281661750706405
12864000,137.7061863594694842,137.6927326588350411,123.4946035927554391
12928000,84.1011807805168559,85.0317150612421813,84.8047495084045266
12992000,53.3173924208197576,59.4327206577861205,45.7663385999559296
13056000,44.0028455055368184,70.8635150025886276,34.4270216254722641
13120000,88.6057497199934119,82.3462893155927986,88.8163404963884062
13184000,36.0248322009803985,26.7240671087857464,24.0557478379779184
13248000,63.1502850090422285,15.7023959048382125,70.4008935511180027
13312000,40.8615874908093204,-1.4854823911221260,40.6452210091710739
13376000,-19.9259113175205869,-28.1283054859928967,-12.7834814928996288
13440000,-65.6499281856787036,-1.4066154408379496,9.2723859310323604
13504000,-48.0928103521562207,-88.3581039588928121,-47.7823383524024337
13568000,-31.9064070202824972,-32.9810078669651148,-31.5965252979353366
13632000,-46.8144513649520491,-41.7168215116986900,-100.3027589896563256
13696000,-37.4597696069759323,-24.2646786755731583,-36.3912454114931307
13760000,123.6622478949256845,63.7789432094995519,114.3893332520270860
13824000,90.0927267631814175,108.6696064976873686,90.4752088406924315
13888000,101.9153289492261223,105.9342956588209006,142.7911876897086358
13952000,170.1202515278607450,160.0542859669898235,135.5845851901148365
14016000,154.1893448412251644,129.7586287429081153,118.4489016928807104
14080000,195.8885361832034278,179.3924250787460721,129.1775097706224074
14144000,203.3005549312770484,200.5614065863883582,208.9139587099531354
14208000,173.1236609070624866,158.4421663975639660,167.9943970931651904
14272000,150.4173078125582776,152.4042425006264807,189.6552842168528059
14336000,167.8806384431529466,165.3459405203500410,189.7554618536081819
14400000,172.3241947856517982,157.5461824065238545,186.7352700555913998
14464000,169.1852440595152416,202.1692978978166479,205.6021316126347074
14528000,223.9934116260371866,202.1095339010005034,199.9654044038558993
14592000,175.0467147003537889,161.2345519046851621,161.8783684458724110
14656000,156.0248000334377423,162.5145864510495812,219.6915661533195419
14720000,223.2674713505571162,220.5808352182640419,188.9218238513175550
14784000,194.0078200919977007,193.1074691452090804,195.5065953815010857
14848000,254.2045497917891339,253.7115373598346366,210.1843423758470237
14912000,233.1841850465592074,208.3445544305343731,210.9099881883863645
14976000,187.2179461478391431,177.3708859066113632,178.5306495647204201
15040000,224.4743579137588654,176.5230310078321168,213.5963622264415562
15104000,111.8551814782691736,114.2200302459695962,113.2583838240793455
15168000,210.5464874512192353,140.1426443965311819,193.7562163543462646
15232000,172.5448336054799938,163.4008135328661808,127.5854024524564352
15296000,165.3239785564884130,191.4207603954493209,190.2838316944718713
15360000,244.3593598497932931,235.0775868448024255,187.8658083756074575
15424000,277.2435397591089554,207.5669553929503195,268.7246690218945560
15488000,228.9855479192193002,212.2608071430416601,228.7162352387131534
15552000,260.3815803529142840,236.4249902079365597,235.9156747480211038
15616000,296.7753657850694822,219.1981077581564250,266.9175016411229535
15680000,290.5211726269934616,243.3824497969471565,288.1399973529570389
15744000,293.9752818439753810,242.7898533267422181,254.9213473884830989
15808000,290.4388450370198029,255.3218924142354354,250.1343918508206343
15872000,324.1570408577958915,333.0484106076266357,247.9180591936373617
15936000,276.5954176680231740,276.1223567858810384,315.7996273437755121
16000000,272.3346884605518881,316.2078746332921355,318.8599830140590257
16064000,284.4373086003547542,283.1481746448207559,301.5844813999019607
16128000,285.9296274338494754,285.8240568284659844,327.8950914042756040
16192000,313.3094127480962925,342.7070321200724834,329.9900651372096263
16256000,361.2162152248587290,289.3905250734368337,291.0198222272134103
16320000,355.4376183947425716,363.5759927909963949,325.3509910691122968
16384000,381.4271264373190320,329.2164512137910037,402.4509795687051792
16448000,308.6801350338546968,303.6837002093348019,370.9236516202557823
16512000,327.9833900665965416,330.9087673394565172,372.6634432898757723
16576000,326.0852068726955508,350.8594089104450404,356.4791484179104941
16640000,350.0371451571314196,327.7675057507715337,353.0566753305037082
16704000,358.5447966559779616,334.7357929129096874,328.5117871636566633
16768000,355.3064575262152971,370.2468117767137983,316.6649015834382794
16832000,333.3750079588277799,360.5801035420114999,362.8978063738866240
16896000,341.9976814201380648,400.0634749435961339,346.3341301796740481
16960000,319.9899521463311771,337.1821833223042972,386.4026315324446159
17024000,379.6492731076049836,342.5665934391390124,379.0724329331151807
17088000,419.0433211410554577,356.8408197622473494,368.3318247670717938
17152000,331.5187843763011983,334.5020884107956363,330.3385178880963622
17216000,376.8805441814212713,326.7846107682470347,318.5193486521716864
17280000,413.7401756299532849,399.1566937685014409,356.4447732962009923
17344000,387.8799050127192913,393.1376695330877737,345.0120880243103443
17408000,372.8475636652080993,368.5503137150905673,417.6895740153481711
17472000,442.0306860460735834,370.8383205230836666,382.7976624414325215
17536000,415.4511491101471279,389.3481642807275875,423.9327363206449490
17600000,397.6504698396457798,392.9159162475681342,394.2040012776742515
17664000,397.5693628994694109,465.9879972629594818,446.8911189496078009
17728000,456.7392498602343949,455.5275510725668937,457.5039866261922157
17792000,463.0075084783009629,456.3433371773687099,474.5561854778069346
17856000,418.6098224493276234,418.9734826581199059,418.2912907245721499
17920000,424.8691620370429973,477.9074884298630650,423.9760824993659867
17984000,430.0262799329182144,428.6612540298088447,474.6350964477764478
18048000,409.3926492366108505,423.6897393073821831,412.3796181970242856
18112000,434.1629710161867592,455.5400973756379699,450.4206208802353899
18176000,416.0629770998819481,413.3473282682127206,465.7004958757467534
18240000,453.6635172766375490,485.6144180138243769,476.5677110832157837
18304000,443.0345560350390883,439.4838440797205408,493.6016314567121412
18368000,484.8523950168200258,485.3042207672185668,481.8093300444224383
18432000,423.0903613419534395,445.1553769848840716,424.1779781757149976
18496000,314.6812949764024552,367.1902124922024200,313.8504762265280306
18560000,225.5890101769334422,224.8330389627137720,187.5536621752793280
18624000,-117.4458892162206496,-122.7213505766503090,-127.8613689400083899
18688000,-381.0913811081924223,-369.0065557095060740,-366.0493913681314666
18752000,-708.8140713561433586,-749.9670203774551283,-716.5629103611871642
18816000,-867.5660260809236206,-885.1415128081658850,-887.8689828734029561
18880000,-788.5559230832527646,-784.8896252833324070,-855.6522983859315445
18944000,-993.9671347692899417,-997.4553464997570700,-997.1247400324361934
19008000,-1169.8917775025970514,-1177.2552937653788376,-1179.6596849122261119
19072000,-1292.8178510001009727,-1290.9427310190837943,-1342.6528503617216757
19136000,-1862.4720314256696838,-1862.0262258096897767,-1935.2438581600472389
19200000,-1711.1649812112671043,-1719.0955791421704362,-1678.7513882746061427
19264000,-1271.2492964163357101,-1266.0576684892810135,-1207.8813581427421013
19328000,-1261.4269547154428892,-1189.8413502017913288,-1177.7928909505603770
19392000,-1518.2716416188186486,-1514.0011193267835097,-1577.5610463542639081
19456000,-1609.6522405176954180,-1572.6351219653950011,-1573.9317930580384655
19520000,-1989.7178131556302105,-1992.7347180396616295,-1984.9292937493069076
19584000,-1782.4566088874209981,-1788.1169876706605919,-1747.5781410387658070
19648000,-1387.1287849263535463,-1386.8298576982740542,-1386.7510359462919496
19712000,-1465.7165637001992309,-1471.4613375664375781,-1390.0629214295656766
19776000,-1329.0448646190850468,-1317.6273607661471488,-1315.2106239867091517
19840000,-1397.0350216284311955,-1359.1954598811885262,-1394.2538074108342698
19904000,-1554.2880844557441833,-1495.2654756537579033,-1498.3382682884900987
19968000,-1202.7538173358909717,-1212.6570783419817872,-1204.9337186214825124
20032000,-1348.1943084549957348,-1351.8763492991524799,-1366.3802040341656721
