Step,cleanup_cbamsvo - SW_ep_rew_total,cleanup_cbamsvo - SW_ep_rew_total__MIN,cleanup_cbamsvo - SW_ep_rew_total__MAX
6720000,24.339999675750732,24.339999675750732,24.339999675750732
6784000,24.28000044822693,24.28000044822693,24.28000044822693
6848000,29.039999961853027,29.039999961853027,29.039999961853027
6912000,29.799999713897705,29.799999713897705,29.799999713897705
6976000,29.34999990463257,29.34999990463257,29.34999990463257
7040000,28.070000171661377,28.070000171661377,28.070000171661377
7104000,30.759999752044678,30.759999752044678,30.759999752044678
7168000,32.64999961853027,32.64999961853027,32.64999961853027
7232000,33.140000343322754,33.140000343322754,33.140000343322754
7296000,33.15000057220459,33.15000057220459,33.15000057220459
7360000,30.56999969482422,30.56999969482422,30.56999969482422
7424000,31.369999885559082,31.369999885559082,31.369999885559082
7488000,30.71000051498413,30.71000051498413,30.71000051498413
7552000,31.079999923706055,31.079999923706055,31.079999923706055
7616000,31.90999984741211,31.90999984741211,31.90999984741211
7680000,31.249999523162842,31.249999523162842,31.249999523162842
7744000,33.94000005722046,33.94000005722046,33.94000005722046
7808000,34.21000051498413,34.21000051498413,34.21000051498413
7872000,35.3299994468689,35.3299994468689,35.3299994468689
7936000,37,37,37
8000000,34.86999988555908,34.86999988555908,34.86999988555908
8064000,33.329999923706055,33.329999923706055,33.329999923706055
8128000,36.480000019073486,36.480000019073486,36.480000019073486
8192000,41.52999925613403,41.52999925613403,41.52999925613403
8256000,44.21000003814697,44.21000003814697,44.21000003814697
8320000,41.53999996185303,41.53999996185303,41.53999996185303
8384000,40.110000133514404,40.110000133514404,40.110000133514404
8448000,45.4399995803833,45.4399995803833,45.4399995803833
8512000,47.88000011444092,47.88000011444092,47.88000011444092
8576000,45.46000003814697,45.46000003814697,45.46000003814697
8640000,50.079999923706055,50.079999923706055,50.079999923706055
8704000,51.46999931335449,51.46999931335449,51.46999931335449
8768000,52.59000110626221,52.59000110626221,52.59000110626221
8832000,48.790000438690186,48.790000438690186,48.790000438690186
8896000,50.07000017166138,50.07000017166138,50.07000017166138
8960000,51.49999952316284,51.49999952316284,51.49999952316284
9024000,47.75999975204468,47.75999975204468,47.75999975204468
9088000,55.89000082015991,55.89000082015991,55.89000082015991
9152000,52.3799991607666,52.3799991607666,52.3799991607666
9216000,52.10000038146973,52.10000038146973,52.10000038146973
9280000,53.850000858306885,53.850000858306885,53.850000858306885
9344000,54.1899995803833,54.1899995803833,54.1899995803833
9408000,53.630000591278076,53.630000591278076,53.630000591278076
9472000,56.089999198913574,56.089999198913574,56.089999198913574
9536000,52.089999198913574,52.089999198913574,52.089999198913574
9600000,54.920000076293945,54.920000076293945,54.920000076293945
9664000,58.130001068115234,58.130001068115234,58.130001068115234
9728000,53.72000026702881,53.72000026702881,53.72000026702881
9792000,49.34000110626221,49.34000110626221,49.34000110626221
9856000,48.489999771118164,48.489999771118164,48.489999771118164
9920000,49.94999980926514,49.94999980926514,49.94999980926514
9984000,51.59000015258789,51.59000015258789,51.59000015258789
10048000,51.71999979019165,51.71999979019165,51.71999979019165
10112000,-4901.3441664295314695,-4901.3365613442083486,-4901.2668551720107644
10176000,-4614.5595647950140119,-4614.4863283049407983,-4614.5607054791253177
10240000,-3908.1794533565375787,-3908.2157118440823069,-3908.2381964142600737
10304000,-3679.1560796186272455,-3679.0800196638565467,-3679.1543861874865797
10368000,-3332.9385324261347705,-3332.9175915167588755,-3332.9575535603021308
10432000,-2644.6145761195566593,-2644.5717378913232096,-2644.6317743098607025
10496000,-2133.7401672195310312,-2133.7084674373486450,-2133.7548975367053572
10560000,-1874.6684266670579291,-1874.7039275940021525,-1874.6506987739840042
10624000,-1637.2478025502082346,-1637.2364329351455581,-1637.2106391678969430
10688000,-1247.6785224593638759,-1247.7209445243174741,-1247.7043816377695293
10752000,-1107.0595383135978409,-1107.0357381902661018,-1107.0494970708043638
10816000,-1041.6679969506321868,-1041.6107511093650828,-1041.5846576019089298
10880000,-857.8819508538261971,-857.9183947528354111,-857.9202071211349221
10944000,-692.8027394348064263,-692.7811591452817765,-692.8417245232495816
11008000,-575.6242157553415382,-575.6276878720044579,-575.6153740281547471
11072000,-582.9115113345820873,-582.8850925865407362,-582.8454846227962207
11136000,-605.2787408950723602,-605.3660928994877395,-605.3460023140887643
11200000,-529.1444442652291400,-529.0664325601338760,-529.1208684971168168
11264000,-453.2954832683288942,-453.2935195196779432,-453.3291978519083614
11328000,-409.6648940050248484,-409.6189189454607913,-409.6330101307592031
11392000,-354.9039876440716625,-354.9730970098532907,-354.8979841976646981
11456000,-291.3962903435942167,-291.3373191312998642,-291.3788343587307850
11520000,-310.5495732844635768,-310.5381435496182121,-310.5062576075407605
11584000,-316.5104418810933566,-316.5490250059268647,-316.4844081297869707
11648000,-276.4357318467539812,-276.4610288465465260,-276.4530011119811661
11712000,-243.2794915108933367,-243.2425000462577032,-243.2257139893918634
11776000,-216.3806006915034459,-216.3929831683880707,-216.4288419351922528
11840000,-189.2005199294361546,-189.1855672948746303,-189.1316321100264304
11904000,-168.5955079425437475,-168.6071698600238733,-168.6344663319121366
11968000,-129.8440662629684539,-129.8469649926676084,-129.7908660144153146
12032000,-108.7465177257404179,-108.6673860073780986,-108.7494693453611063
12096000,-98.6751736630416190,-98.7275877041752636,-98.6585420539469453
12160000,-82.1636036648835955,-82.1885491525977869,-82.1100001043967183
12224000,-68.7503429800376011,-68.7043322039753832,-68.7300524272166626
12288000,-63.5441665556409134,-63.6336125723178156,-63.5637453101099723
12352000,-59.3064258250693754,-59.3191714625135660,-59.3301853641383588
12416000,-50.2322730318235955,-50.1815196679327045,-50.2259618569950064
12480000,-40.6144921679547934,-40.6131282683455410,-40.6152879758969263
12544000,-31.3950424530356180,-31.3300376093348589,-31.3871004447796622
12608000,-24.9530586841829773,-24.9609566091173214,-25.0370625394309947
12672000,-20.2832304053908743,-20.2609733993746808,-20.3408058884693403
12736000,-16.3323257255658554,-16.3749994066520941,-16.3237712264106740
12800000,-8.7136223175601639,-8.7150550932356712,-8.6943251430073953
12864000,-3.1974940262985396,-3.2326640689715020,-3.2497139645343833
12928000,2.8812163191972666,2.8988339491207649,2.9420057766074992
12992000,5.2756745775236009,5.2842407564815268,5.2302755714372404
13056000,8.1602402820955167,8.1051352651521231,8.1357905154716335
13120000,5.6062294960549464,5.5293196289751112,5.6015918402738309
13184000,8.1484001848203551,8.1212898090125698,8.1692859299869696
13248000,11.2254157439375728,11.2137533542920842,11.2558438832888505
13312000,13.4918563871391548,13.4509087125846900,13.4918376429551721
13376000,17.4301347946514973,17.4276843666599461,17.4582084653529392
13440000,19.7813684079346501,19.8060412776842760,19.8353711296854875
13504000,20.2045268440646808,20.1551022420538324,20.1556256825027234
13568000,19.3613652683628175,19.3624571434116426,19.3887088228739444
13632000,17.5089893746531438,17.5401903828466175,17.5732284613210616
13696000,22.3046565406424016,22.3074554466082446,22.3888230525094940
13760000,25.8797940222125540,25.8331083006812428,25.8157903907296173
13824000,27.0472256965773035,27.0275684895736887,26.9944698680449946
13888000,26.4534584153485497,26.3840934295960636,26.3603851912631626
13952000,25.2170595444323169,25.2269943227461191,25.2037042435440419
14016000,24.6849402487528806,24.5977125884338790,24.6454799288932875
14080000,25.0544256647437891,25.1199130165316795,25.1117010933921883
14144000,27.0775692406681934,27.0750690585260259,27.0483786303884592
14208000,27.7253158654941174,27.7827478792766485,27.7623350955339738
14272000,28.3037198037595452,28.3432095285661134,28.2604116074679474
14336000,28.7866745879085357,28.8137548429941468,28.7848655201931933
14400000,31.1032217245428981,31.1460097013854025,31.1444272993781013
14464000,32.6784419787650577,32.6855105673838366,32.7638483165237062
14528000,32.2641958965251376,32.2591618297371880,32.1973229222039237
14592000,33.1385284033578529,33.2146295687909401,33.2066101922182995
14656000,35.1947881558913167,35.1492927818475280,35.2128208621943486
14720000,34.4363230826782001,34.4771975319706385,34.4616915954479950
14784000,31.4215450031977142,31.4064163346893217,31.4164349162484804
14848000,30.4289377019296339,30.4709986436897857,30.5058614778156993
14912000,31.7050361330837553,31.7519997414398176,31.6819469232919992
14976000,33.1429735438147546,33.1535894876324591,33.1938325815566486
15040000,32.4944834981150024,32.5478315238759066,32.4930378688851391
15104000,30.2592921623886184,30.3237870948311645,30.3122511566603876
15168000,28.8021337072399248,28.7721457047717202,28.7076763668098565
15232000,28.6949162912193465,28.6370663294681123,28.6903238037929604
15296000,27.7052098318573066,27.6538475552686798,27.6759423059945249
15360000,25.9505311723121181,25.8994324252037842,25.9349223989032609
15424000,27.3762720002607658,27.3806120391326431,27.3982473187426550
15488000,28.7434162327162035,28.7216865071797827,28.6766454429929887
15552000,26.2536828036380889,26.2825959336155499,26.2775267678592925
15616000,25.0645810561447959,25.0846980637562531,25.1006666451732698
15680000,26.3799756875424585,26.3713678496153001,26.3044757466730985
15744000,28.9430712808478745,28.8978030448912548,28.8936317967864156
15808000,29.0932279712613102,29.1057849346888631,29.0876934799516818
15872000,25.8803677372201939,25.8586254272985521,25.8367314700557742
15936000,25.4611968354290745,25.5476028533858255,25.5248075493849313
16000000,26.3050829076744286,26.3334706912513248,26.3527513573959027
16064000,26.3963800237327391,26.3886385122712888,26.3609155197091489
16128000,26.7282384384393978,26.7761658249256342,26.7269286480192783
16192000,25.4288348110205220,25.4290339348764611,25.4432177545840759
16256000,24.8026551526623393,24.7711456387017748,24.7316379980959837
16320000,24.1003177336211678,24.0685724548127418,24.0814545782115061
16384000,23.6591588355989444,23.6843258818979052,23.7103406521300002
16448000,23.4762524456340174,23.5178280707041125,23.4826219190646448
16512000,25.0099830740736557,25.0349616342984831,24.9909790627442696
16576000,25.1548896966375217,25.2238734303019605,25.1665119770340695
16640000,24.4988090968704171,24.4884121435745250,24.5095999078855478
16704000,24.3845366135697219,24.3269545095831567,24.3574079667541419
16768000,24.2587398400952488,24.3430234342689928,24.2579097383370801
16832000,27.4921307973314555,27.4891258795582551,27.4708388820020275
16896000,29.5625325737447930,29.5334906426911559,29.5427423376058620
16960000,29.4776466750874171,29.5219947935505438,29.5021092433874372
17024000,28.4829057935464043,28.4945265173782083,28.4789260445994437
17088000,29.9602956236812581,29.9007895306977147,29.9438960590545769
17152000,32.0660743597638742,32.1098276002546115,32.0678282433329329
17216000,32.9714327882454086,32.9664165971169894,32.9642848467456133
17280000,33.1947301318052084,33.1590014427735014,33.1081821516739581
17344000,31.3239538818214740,31.2599886784877974,31.3282223610694182
17408000,31.1637476725031810,31.1933434397058775,31.1058148972231123
17472000,30.8680238940257610,30.8376397605706778,30.8503042010963533
17536000,31.0234845700457456,30.9759377674108336,30.9421995069320381
17600000,31.7310621187493638,31.6962299043812870,31.7347626342529558
17664000,31.3939995824344678,31.4325006025134250,31.4157932549264380
17728000,33.3191977616627142,33.2643578175053918,33.2680616611775122
17792000,34.1487825382017078,34.1152046177040518,34.1522433152048919
17856000,35.0976504428471543,35.0374532691460061,35.0386982864914671
17920000,36.5911848381310278,36.6181897242847398,36.5996894452552368
17984000,35.3559943665839143,35.3295639981440246,35.3005524087903666
18048000,33.6166009138725173,33.6831707336984820,33.6746840129291272
18112000,35.8713610323128123,35.7952489880979527,35.8378584703609206
18176000,40.5367624604681467,40.5282526679825494,40.5469576375305181
18240000,43.7243162966221561,43.6618861635257076,43.6703300330437401
18304000,42.0469619115421054,42.0822796480476384,41.9990323967270172
18368000,40.4077015900068162,40.3263661432783138,40.3929434060820185
18432000,44.5526642393722057,44.4879453427829645,44.5120942167892650
18496000,47.4547800010578982,47.4287672429495615,47.4393115893847579
18560000,45.7981663816759763,45.8866891241919461,45.8125582917397765
18624000,49.3661074932274744,49.3909576970133344,49.3357234790766839
18688000,51.2194025430105455,51.2645238187834167,51.2861149877475455
18752000,52.4313744175659693,52.4329159721623412,52.4089534722625530
18816000,49.3347982801215892,49.2984605619041929,49.2511623430550571
18880000,49.9018031646761742,49.9026499519459676,49.9442523125209874
18944000,51.3655052024009890,51.2971001349081845,51.2995711145673354
19008000,48.2313167221078771,48.2198626197651876,48.2179696913531544
19072000,55.0170490615581613,55.0593561869160411,54.9623338616410280
19136000,52.7731477518233945,52.7730290889116205,52.6967990972969460
19200000,52.1250675660568916,52.1674737418697774,52.0989474180675174
19264000,53.6907896021160624,53.7356618236712080,53.7011202309026459
19328000,54.2022272176763167,54.1910304513263981,54.1780236693699280
19392000,53.6704148723472443,53.6574878245050684,53.6852031237979617
19456000,55.9592372969178768,55.8799777260069206,55.9657074714200036
19520000,52.3029737109261674,52.3547076721294857,52.3109308518978224
19584000,54.7907312096547869,54.7943040701386153,54.7514170289250188
19648000,58.0073966753235908,57.9621291601346016,57.9292272048366854
19712000,53.9030111621670400,53.9446479974820789,53.8819464630589948
19776000,49.4815036700983910,49.5101152409931444,49.5338433516547312
19840000,48.5203724982842814,48.5188681400998334,48.5400124588633872
19904000,49.9314720062641015,49.9154971052424372,49.9058872039840509
19968000,51.5470549825963786,51.5895538157682125,51.5377757358247948
