Step,cleanup_cbamsvo - SW_ep_rew_total,cleanup_cbamsvo - SW_ep_rew_total__MIN,cleanup_cbamsvo - SW_ep_rew_total__MAX
5632000,-24.2954900874091777,-25.2132299707827983,73.0501945385500449
5696000,65.5521918487859097,-13.0430238273377768,-10.7680697960343750
5760000,-5.0531716007625889,-5.4523801920352142,66.2842805853061776
5824000,69.3666141324999046,-19.5907979147273181,72.0413020753654791
5888000,-18.4551462717312944,65.3722292388643780,68.2816440028391582
5952000,67.2588451893609971,-24.2271136038153259,-23.0201977462401359
6016000,75.0555641628685350,-14.5029072141418212,-16.9636550483463182
6080000,65.6312854886013639,65.8089666848487695,65.7133171110927350
6144000,-15.3512516838651720,-11.9916326185757001,-15.4495907456557546
6208000,62.6629660165001852,62.3519216991765859,63.9809362952654013
6272000,-14.0271095431213269,67.0092160007644679,64.0318796582003813
6336000,-12.3674295851470646,60.6172199779061103,-14.4393101080367430
6400000,64.5916474565877365,-16.1808220677231205,-17.0467636649689993
6464000,-11.2219183043679038,57.3934102799765427,57.6437523817289517
6528000,-8.5766190310953974,60.3569927479124217,-8.5595648642259832
6592000,76.2774740607981414,62.2225069593458926,-24.4562382049329656
6656000,-18.4162581480256122,66.3104205225993155,-18.2599914816290294
6720000,-18.0498400801290870,66.5298598457503658,67.0144285766630219
6784000,63.3632894993103193,64.4639079268384165,-13.1551699652596028
6848000,-4.2275607412299010,-3.2253706714591530,62.1901290221007415
6912000,-9.4687293595702329,-10.3058039669533841,77.8236328972002127
6976000,-8.8744808257140591,70.1424235388919612,-11.7274534353746205
7040000,64.7526088309596162,-16.9300462949610520,66.6571174386494363
7104000,66.4315371561330892,75.4298143684744673,63.5909574254990062
7168000,74.5215810335200928,-5.2771526017357360,74.2096186645147071
7232000,-5.1737202649142233,74.5836378420300150,-6.6115767886693320
7296000,66.9935301853696501,-3.1151669899927725,-1.5242535850503955
7360000,-11.8997852806030551,65.4338254181360242,-15.0456939568129542
7424000,-3.8501667761193090,65.8042045998099923,68.0236317177430010
7488000,-1.0940517600135635,-0.6130403851162853,63.0348959827125697
7552000,-12.2119673991389917,-11.3679593302888406,75.7402840812034412
7616000,72.7887778476450933,-11.3789970417440429,-13.1784317355637910
7680000,-11.9858575640888816,76.0811890925546663,-10.0688642669196540
7744000,-8.8953123124883859,72.0120301226277491,75.5799592974561705
7808000,65.9577622841189992,66.4077324636054556,1.5804928600950845
7872000,78.1885893941748122,78.2922693520654605,78.4804970379695277
7936000,-0.2562624826598565,73.0394278674714457,73.7634883735401274
8000000,84.0189654485533879,-1.7165070503735933,-3.3665806686786865
8064000,-12.6970105617853264,-13.8466935222885397,-11.8087465822154272
8128000,82.2209845784490483,-11.9751045532649698,-8.3447922876412619
8192000,77.5199693852904232,77.5558557417792827,5.5162166798076697
8256000,89.2258471516290115,85.4813203001988882,0.9297931921068141
8320000,-10.8614181357479964,91.4081871643293908,80.1533789582928620
8384000,87.0991174200862588,80.2711136859751662,82.9074681002013563
8448000,80.9462166197973261,-5.6630648681170257,91.7027693259647236
8512000,82.9192220519925627,83.5134912804825120,83.6341303080930913
8576000,81.3408334741257164,80.7124358474943477,85.2919903333261686
8640000,12.8885382603413134,13.7128127315787864,14.5711655007617296
8704000,99.4410545864814708,6.5824758815774871,13.2009166762179362
8768000,95.3115964818278627,7.2073096766403495,4.4528632768501382
8832000,3.8528199512975974,94.7399128043663410,94.0195985305026909
8896000,9.8435488852226882,8.7822579179156079,9.0973220250644147
8960000,8.5249238236918927,6.0562962863842955,14.6120333253925594
9024000,2.5216781114441673,-0.7338198474940612,7.9869573534792693
9088000,90.2901213994335023,20.4397000006922980,90.6047782906865962
9152000,102.6577039609658186,4.7759401969323250,99.6725919381489120
9216000,18.2694319328351966,16.1913976841756266,87.7007893512114549
9280000,12.2197017683656526,99.2964625682715791,99.1636437383058365
9344000,17.7744164912219773,90.3499570756937089,18.7361637478095773
9408000,105.9928549085626912,6.0413852961520007,104.6033837131779194
9472000,16.7101466781497123,95.4353466774134915,95.5717745278197697
9536000,102.4587614279715098,88.2973578850102712,99.4274642056639948
9600000,14.7112627675548282,106.9639467175360181,90.1167033215211859
9664000,98.2384149345673734,4.1400560179959527,12.3271856650940563
9728000,98.7667456000561970,11.1847161960925021,8.5933997512643074
9792000,87.0874529830005457,85.5473660352098193,88.7826820385355120
9856000,82.8685854603308201,86.8925815384282885,84.8605999720757893
9920000,96.1621456193132644,11.9472511251408946,7.2603744773334284
9984000,88.0674444014372142,86.5442620244467662,86.5709683581074501
10048000,14.2115232299778143,16.1318246231621032,12.6971635704062606
10112000,-4943.3611905233747166,-4943.2943889696944098,-4859.2250984196434729
10176000,-4574.2230010119328654,-4652.3438955985957364,-4575.2542718660624814
10240000,-3946.1231223575809963,-3868.1452109870701861,-3945.3805416273448827
10304000,-3631.4518097283207680,-3724.7409277074862075,-3726.3886540052758392
10368000,-3375.2837526472453646,-3293.1498667864129857,-3370.1991953723236293
10432000,-2604.1166398935420148,-2684.6990394873992045,-2603.9583505607929510
10496000,-2097.8549451087878879,-2170.1448174914517040,-2170.3308198214431286
10560000,-1839.0408691735149205,-1838.2875186206917988,-1921.9934292488660503
10624000,-1685.6756549952717705,-1679.6601041669598544,-1686.6539585583677763
10688000,-1283.6831515707240214,-1284.3393296707934041,-1211.4299015416572729
10752000,-1145.5793004799745631,-1068.9619111809277001,-1145.6880099153588617
10816000,-1003.9564837892160085,-1077.5333094318905296,-1080.1661403640282515
10880000,-824.5230741788001296,-900.9595225839130990,-892.3167185770100787
10944000,-735.6512069766685045,-736.2213574422733018,-736.3190439619550034
11008000,-610.2662949490360234,-610.2890741710187967,-610.5771809692673742
11072000,-630.3325162197656937,-545.2402314085037460,-544.1411177057694886
11136000,-652.4229547532230526,-554.1404913397983591,-564.9946676968980910
11200000,-572.7083030469066216,-485.1224508847286643,-574.5095593088212809
11264000,-415.5424678224450190,-491.5291614348128633,-409.9834633991993087
11328000,-366.5079446484311347,-450.3776931914867987,-365.8056965825041402
11392000,-323.2038137362440580,-396.1744306550746160,-397.8093702774554572
11456000,-330.0036525730550352,-253.1280372292277434,-329.7872117492953521
11520000,-271.0404184724073389,-350.1106497990065236,-271.2014194223087316
11584000,-356.5703583013595903,-277.4769684184816469,-354.6344492425136536
11648000,-322.5878707676381509,-230.1294839807868300,-313.0206488320723679
11712000,-280.0123857836421735,-279.8429548130422972,-279.0265413539717656
11776000,-248.6787332865635847,-183.8588865322389267,-248.9533479890075682
11840000,-231.8909528471659485,-144.5629024596661623,-145.7547562758642528
11904000,-122.4146787127490938,-124.5303275065976152,-126.5657050640715227
11968000,-86.0637198182423049,-90.0991900954253708,-181.5592225056143718
12032000,-152.1868340951903065,-63.0080548053621641,-64.2078946010977774
12096000,-142.7445050907718098,-53.6469664429958755,-48.8088604152165288
12160000,-126.7505284305486128,-125.4997495706844575,-40.6176840344487857
12224000,-109.5290068624795907,-109.9459008216283991,-26.8471393587250731
12288000,-27.9168306017072041,-28.1659329154359597,-28.0531524473933871
12352000,-21.0917563697944743,-96.6553658788793371,-22.1084909221068671
12416000,-9.2700201368368838,-96.9681211424868224,-1.9849974455106363
12480000,2.5957867398572603,4.8272539471439018,-3.5458893280121302
12544000,12.1357909863257696,-72.1233716452235285,-75.0290479174651637
12608000,-69.0758132277618557,-69.5517361312681004,18.9792061379729837
12672000,-62.8286846962763619,-62.5601946850728439,22.9928934437227213
12736000,23.5172388258468921,-58.2872688731955719,-57.1308914956167371
12800000,-47.9149196013885117,-53.5902814932187681,-50.8223399955586501
12864000,34.0115263964051309,-49.4254221425685856,-45.9271496519804430
12928000,-34.8619369376012500,-39.2932912326072099,42.3173894681716689
12992000,53.1446503468198657,39.4369559875753737,42.9330979728678130
13056000,51.4349105090026271,-39.2298285721786826,50.6185502266989644
13120000,41.8743387975724488,-31.9107871301328316,-30.4855113470450227
13184000,46.5954927569117316,-29.0481747963584986,44.5464298962874423
13248000,-32.9969927544456780,53.4061261378589904,57.2814736929422708
13312000,56.7104650982248728,-25.4839547542458362,-22.5321921807928938
13376000,53.3016065136074673,-18.6755359089848199,54.3944049329935808
13440000,-14.3724050841887561,-19.1281906064512235,56.1732684269698552
13504000,61.6815250126680112,-18.9397453444568420,-25.9903124124623304
13568000,-24.3149487457326217,56.5190161132890267,63.8511864810564660
13632000,-19.1968400331111191,61.4116433713198191,61.8900442025474575
13696000,-15.7439276112152022,55.1591636252258866,62.0294506485416832
13760000,-24.9403631533663166,-15.1260141400190768,-23.2029465831180488
13824000,70.2686324159845128,69.2325489661979248,68.8786485569218314
13888000,61.7079032059558941,60.9012041873580543,60.6081680039141943
13952000,64.7808487573290677,63.6587849873430258,68.3760970566481632
14016000,72.1405779847590338,-23.2064507699778062,-25.4997808550335634
14080000,-13.4298832822032423,63.2946921739249007,-11.6643747398393565
14144000,-16.3419281661645392,68.5898643603964047,71.3332076616229216
14208000,61.0919789652976419,-4.1955710748601938,-4.7152088745124878
14272000,64.9445276356196928,62.1681702845696549,-13.2133985961508493
14336000,-4.9615416048480867,62.6572542051836621,-5.1331724838740627
14400000,-18.8963256866776277,-5.8638283704606167,70.6963125766499729
14464000,76.0851143539251069,76.4304981937877557,78.5741399322158998
14528000,67.6556481571831370,-8.3323035857376695,76.9565792470813221
14592000,-2.0908865564611929,-2.2152088728533670,-3.5493582528329028
14656000,-13.0585941136760084,78.2315678354765538,70.4183198499001435
14720000,64.9132199974624626,65.7951434776497734,4.0670307800940684
14784000,69.0783234878052497,68.1997676853160328,69.3180662107029093
14848000,80.3397951216168451,76.8001236141351740,-10.2119880595185251
14912000,-7.2619604376404361,-7.1154876280051411,-14.3575652662306901
14976000,76.8824491510774806,80.4323411690070884,-15.4282950309577132
15040000,-8.0388362168515854,73.0325508619159791,72.9373859860488949
15104000,71.4162054912455631,-12.2901529770758096,-16.8908802855244673
15168000,-1.4960147245788420,60.2556913332912103,59.9940097277124806
15232000,69.3191689800617326,67.4247473622212112,-10.7641151350212319
15296000,-22.3089729867524973,-20.8739648962376556,65.8725695817206258
15360000,69.7185580994318173,-16.5465878820090353,-16.1995505951249967
15424000,63.2612794485166319,65.2328064815910267,64.6792830236101395
15488000,-6.8075938961960496,-11.3673268842827682,72.3860932466714928
15552000,67.6281382248947693,68.1825247104969776,68.0848174970364823
15616000,65.7466144191109834,65.0975271591094327,58.4979256208936746
15680000,-18.3457025093983184,76.7273272403328264,67.4714865540449864
15744000,74.5989877660718150,74.5196983906909054,-17.8643646583958997
15808000,-17.0673146960621160,-13.5575981985515170,-15.0580729692713078
15872000,-12.2432970482677455,75.5991827493488131,76.4331112790701184
15936000,-13.3735209637229850,-13.3485758438522879,-13.3305670653645763
16000000,62.5383412024293079,65.1097414014537890,-12.0820394999978333
16064000,-6.2292170679302075,57.5186048642857557,61.7418227345391983
16128000,-15.3740220479646297,69.1890310308974108,67.5812404269242393
16192000,64.3496818119372449,62.6202788594767839,65.5900366042208418
16256000,-18.1256448183932832,-17.7911260927870387,69.9526633766103600
16320000,-19.2592361610114722,68.0304146361781648,63.5613437598104198
16384000,76.5293587361060332,-24.3503857491513571,-22.5719005207310843
16448000,55.2466515457848999,-14.2412252104579835,-13.4267824233921154
16512000,-18.1777018049757935,67.7433325527635475,69.2417135666233889
16576000,73.8849374413070024,-25.9084458620364906,59.6987795902396599
16640000,62.6533737726774831,-13.8630664716613019,63.2798483649144714
16704000,-15.6733241598929496,-13.8804905152936975,63.6065488299663002
16768000,61.3241298744682695,57.8124272336915510,-10.9666133119743243
16832000,-8.1080757492372229,64.6287601849552829,-14.3466662180579050
16896000,74.0104065607130934,74.5963112585832846,80.3992154985079708
16960000,-7.3291489939756822,-8.0500980020480490,-2.2175994863988606
17024000,-9.6840383705660606,-10.1583933002899478,69.4037361146262839
17088000,-5.1559780500948413,75.9608691127910447,-10.1538114217185118
17152000,76.6073371480149774,-10.7697426553204920,-5.9345878577493565
17216000,73.4152717375892792,-15.1463276567158900,78.5493365625696924
17280000,67.9969443923481549,70.5590301288505657,-3.0422698400493005
17344000,-12.1403080844173061,-11.1569893352054414,69.4189662076653207
17408000,-3.1945801875168662,-2.5713885366281133,-4.1913520759384326
17472000,71.6913981783238796,-10.8685341320851698,71.6065965044134316
17536000,-4.8777519391130113,69.2255578176657309,-6.5867930454046011
17600000,-3.8501128887113438,-2.6907295990317586,68.5336191197805960
17664000,74.6802929301190659,74.8413047274297440,78.9669767436298997
17728000,-11.7545703967923387,-10.5907445389042252,-13.6413842563985810
17792000,-9.8874727012625314,77.8149032691784583,84.0177962737764119
17856000,68.8888625069143927,-6.2204791706233920,-9.5362284770282173
17920000,78.2347260402766693,-6.1958726943340778,76.5565822432057104
17984000,-3.0168691191254027,75.3024216480287549,-4.2575978722888124
18048000,72.6376967079666258,-3.0255790408073509,78.4240737687532032
18112000,79.9922705601745463,-9.6453089850306242,83.2248395929978528
18176000,89.6379890499830196,-1.1794046423460642,78.7903479628379699
18240000,92.6668232009685369,91.3383851520933945,89.2660636814952966
18304000,0.8345960365784748,92.3989046822007936,89.9378812455660182
18368000,73.6562711705664697,3.4349928185031118,75.2120122194520206
18432000,87.8043692165700946,86.6000278311366287,1.5817204484897118
18496000,91.6153639169945109,91.2472421683799695,2.5536189455626612
18560000,87.4396223615356263,81.3586805516118829,89.1039463215732610
18624000,14.4344426445511118,85.3374953602846347,85.5877361344382592
18688000,13.4982997873348083,87.9293356939494117,14.7342770592725572
18752000,7.2248279121667167,93.0390451039831987,93.1459919048959932
18816000,8.2798602057108326,89.4954689613629455,2.0848514993463070
18880000,8.3557899319604232,9.7797489686895958,5.2722485144426159
18944000,93.6647331657713522,93.5975314211697196,93.8361976976537164
19008000,9.5712095571633000,9.3107425494307350,85.5282701593307024
19072000,7.3684965507676736,102.2587457579311945,95.4402425712788443
19136000,11.9726478856402991,92.1647272108351672,13.0619128570170773
19200000,15.8435536645962785,9.8528678206880969,85.9645510960013155
19264000,7.1326153329719588,11.3315288866660708,97.6201872206593180
19328000,21.0593518646538342,17.1859718506221952,89.1549702654169209
19392000,93.6829889426641529,19.3282153613216181,13.6358790506427283
19456000,99.9030381082585706,104.0017609192174461,7.7574576384978542
19520000,96.7671000204659038,98.2299391047329493,15.2129157069446137
19584000,89.0049612372145305,20.3832187591948113,20.4801388580677752
19648000,15.6309932872088453,104.0176035936926837,16.0572112359435550
19712000,17.5620421997440062,20.6297693849576760,95.8975380694529917
19776000,16.6746958525742528,80.8417556182034076,82.0591403490631990
19840000,4.0658286230780618,90.4023353014576116,4.4458560483673182
19904000,87.9308831344228139,11.2844216925478449,85.6685389451469632
19968000,12.8528118987202049,90.0110450711867713,12.9695523325015429
