Step,cleanup_0.3_0.0_0.85_0.015_cbam_baseline - SW_ep_rew_total,cleanup_0.3_0.0_0.85_0.015_cbam_baseline - SW_ep_rew_total__MIN,cleanup_0.3_0.0_0.85_0.015_cbam_baseline - SW_ep_rew_total__MAX
4352000,-329.0694619501683746,-393.8512886231462176,-330.0991967808482173
4416000,-420.8130953577284004,-421.2682847265360238,-348.3802392782844777
4480000,-320.8774170802796561,-392.4413902458970824,-392.4015045264941364
4544000,-313.0232411459875266,-378.6049648426219960,-312.3672482036617453
4608000,-354.4945297524642456,-356.1848071771590298,-355.6168630148495708
4672000,-349.5165472912108271,-284.4432125825898083,-284.4599015634858006
4736000,-305.0701476223173358,-231.7939666974459669,-304.9114148155987323
4800000,-266.5934762058417959,-195.4966248900507253,-200.9916002567748023
4864000,-269.1913871724969454,-200.9402192501540867,-201.0455498602429998
4928000,-201.0794244401373589,-198.3299297059976425,-266.7854758212566253
4992000,-260.9689537301104565,-262.7054868087471959,-260.8061710166770695
5056000,-330.7185663557090152,-265.5632929520488688,-265.5605126031231862
5120000,-263.0805069271021921,-263.0139348406170825,-332.2705523844816753
5184000,-346.4150460406407888,-278.4380833371086510,-278.4041843285320965
5248000,-364.1604332304671061,-298.3933710817942142,-298.6316503535837228
5312000,-309.0570198887361926,-239.5612370454801976,-310.0502814896505015
5376000,-272.5616360596239929,-210.7035948931375628,-208.6189602645960690
5440000,-264.0083652687835638,-268.0426010807612442,-200.1184142355958784
5504000,-256.6548653040784984,-180.1201592260600535,-181.4877705802837795
5568000,-234.1821720927144668,-167.3230125761557474,-233.6283494048179534
5632000,-183.9071998997476953,-252.9726232067643252,-253.0078364873904206
5696000,-273.4983897240438182,-273.4603628701829621,-273.4835694005569167
5760000,-207.6799021702165362,-279.0392917719014463,-208.7374947095661923
5824000,-183.4029205278803829,-253.4169635769357001,-253.4091548105655249
5888000,-158.1629917921273147,-229.6651008903928357,-157.4534234164721056
5952000,-171.0869290346764160,-172.2151025211101398,-241.3840787767478844
6016000,-242.8622231593216156,-240.2632833702458584,-242.2053171967814080
6080000,-227.3380578859009518,-227.3653138372307865,-227.2392132675180392
6144000,-239.0638177156597237,-176.1888031434204436,-174.9559722323068627
6208000,-180.6206318158188537,-175.6378277383003024,-178.4239762021513798
6272000,-229.1289045319929585,-229.2155985499451845,-160.1508383540337661
6336000,-128.8127217317617692,-128.7611501174658883,-197.0937980865010388
6400000,-203.8817419586211770,-203.7808080987049095,-134.8458821524951077
6464000,-124.3921571531737413,-123.4582112243907943,-187.6948319547371682
6528000,-185.7462114190161628,-186.4571120904790291,-114.6842002395190150
6592000,-115.6304057503921001,-117.9058553490217207,-118.3849158700237041
6656000,-172.7443524872202261,-173.0191436894029380,-172.6526735915444419
6720000,-168.6091923785436961,-102.2277156824597739,-100.8766943755607031
6784000,-92.6801417632747189,-93.1104450822800658,-163.2438507644823744
6848000,-87.9408584476064448,-90.7123522919004870,-161.2142441609827870
6912000,-164.3840835862174004,-162.5469597296156792,-98.8712755891167774
6976000,-154.6931016094041524,-155.0378173291815926,-93.2480291289634238
7040000,-148.2308783933301584,-84.8502935218084389,-84.1798065528296604
7104000,-86.0190750148503582,-152.0256672406933376,-152.7840259358085291
7168000,-144.9026629850878578,-66.0101029057080098,-66.5337047135459443
7232000,-61.5834942042840510,-61.7897670542496513,-61.9515524949105298
7296000,-60.7354658369671014,-130.6769590811057640,-62.0637268962464290
7360000,-52.9821943527677561,-53.5749373541657334,-50.9371384746234028
7424000,-126.5659460169211030,-56.2333957704074550,-54.9358072772270347
7488000,-49.4419532383871925,-48.8152668742510656,-49.4302746813098395
7552000,-34.6318768129094110,-34.8952043581721014,-104.9994321714278556
7616000,-97.0001112228670479,-96.7233152908113425,-29.8718002137017749
7680000,-30.7878667934885186,-31.0346070945911876,-95.9650849310250180
7744000,-22.4706286893045402,-93.9069912546682986,-92.4341084139297777
7808000,-89.2282125357332347,-89.2823499476338327,-20.9509540482278993
7872000,-13.1852677163630645,-12.9860038051681670,-80.0974522796551867
7936000,-93.6242253442355832,-22.8703067648003326,-21.3474015459112536
8000000,-25.8074092717418040,-22.9297619962107788,-26.0340499432062558
8064000,-18.0249695131195367,-18.7956972838582317,-18.6574710065266558
8128000,-17.5499587174156488,-21.4693240369972145,-17.5345633050724174
8192000,-78.0288065398033837,-7.7956762972890488,-77.4659886331203609
8256000,-0.6600257764620707,-70.4569277401521816,-0.1347794639019853
8320000,0.5513693730167688,0.4794165601562703,-60.6508947006834234
8384000,-66.1254586668021886,4.9750403808439216,-70.9775721985997734
8448000,3.8078144275067771,3.3517032072882422,3.3677222088399041
8512000,-59.1013268972993302,-57.2855630317725826,5.0857889231307212
8576000,-53.5636651313104295,12.2023403706005311,-59.5098797758401830
8640000,-48.2820796441926277,-48.2791909535421979,13.9830173211193092
8704000,16.7266870895707385,18.4856392882042471,-49.5459743907164949
8768000,24.4203771208027121,19.3666817031926541,16.7776886494422079
8832000,-44.0722229282787410,18.0255577330029446,-44.2075762055950676
8896000,24.3875781966831084,24.5232406879620015,-41.8213995876828193
8960000,-47.4718260682487525,17.6663977891242610,22.9132042357269441
9024000,-43.4649108377582820,25.1811209599487071,24.8334139000969643
9088000,37.1397019014899996,36.0128207354955876,37.1725696999973678
9152000,39.9586754852216828,38.4456616957978525,38.6904886989704266
9216000,-30.2148200677436876,-29.9884017180811391,-30.2607194667131409
9280000,-30.1701890130777173,34.0680735367239578,38.0572126245050555
9344000,-28.7510316700771398,-31.5180141398775007,-33.2625721581113254
9408000,42.6232161177783269,45.6392083757249125,-29.2275624899876192
9472000,-22.6669120944637612,-23.1110665304468803,39.7396806810382088
9536000,-24.0291911272365724,45.1292773561140592,42.3718138845869348
9600000,46.8548996396071828,-25.9453161134102714,48.5704153733715458
9664000,45.6494932384497929,-20.9510134921752709,44.5813288859543917
9728000,49.2696271497241653,48.9177394831053363,-23.7149086943955680
9792000,43.0694205450091445,43.0492274258035579,43.2277073959676841
9856000,-20.5951294992627183,-22.0374756374600764,49.0325968507622747
9920000,-17.1638971894697647,-17.0110030866947639,-16.8131504133943608
9984000,-21.9977860373636318,51.1928889243403447,-21.8737597254906007
10048000,-20.2788443746856544,46.9988018927787863,-20.8798145479598816
10112000,-18.4477039479986971,-18.4767878608808971,46.5229406890318842
10176000,49.8815638225307723,52.1804704718359886,51.4227690704489433
10240000,45.1315252240155047,-15.6896572723347809,-15.7093257617680671
10304000,46.0592153356114196,-19.4159933661444413,46.5257711215905942
10368000,-21.7581137437934302,-22.4907978924672136,49.5718254093337478
10432000,51.2286032952163382,-19.9869221810925950,50.0514820401026981
10496000,-20.8166022043211498,-20.9631373052919798,46.8236655509009267
10560000,-27.0859439785664691,45.1194122314791457,-26.7397016465772239
10624000,51.1906189858773146,46.3923021896274861,-23.2919958873358297
10688000,-22.3229954845358236,47.5130594462454141,-21.9725758821668080
10752000,45.3075309924419969,-18.1293641196316813,44.7879124093032317
10816000,-23.2726160397118065,47.7012070743474510,47.2867362297194518
10880000,45.2682703979412295,-22.8963464829910990,-23.1123246222446497
10944000,44.9279963196117222,45.7675458053352742,-26.0969044820651490
11008000,44.4734254710815549,47.1501993939636321,43.2931291079305396
11072000,-27.2687131745084486,-22.5605446691909961,47.3524485321429722
11136000,-22.7818707969180494,46.8855778683266351,46.9597274318064066
11200000,-22.8188137811208804,49.6518563702857705,-24.0729298557602149
11264000,49.6126677931627498,51.4078490003728703,47.5090787237734133
11328000,-19.2588009105206126,45.7399780313245614,-19.6099088463879028
11392000,-21.1052924696554172,49.4368202527776646,52.4731974989550736
11456000,-19.3803849717846504,-15.7756650708046635,47.3937105508232648
11520000,-22.5680262557416782,-21.6646856463707564,-21.7747472715996011
11584000,-14.7102300952844658,51.5030584239235623,-14.3798595553065738
11648000,-16.0187463039319340,47.7095252475216682,48.3759263909109052
11712000,48.0557023608034086,48.8689023031455889,-14.3260048992563043
11776000,51.3410833465419287,-15.2560330027772082,50.6127167406373388
11840000,51.4459787036637266,-17.0107789100320943,-15.9124465618923239
11904000,-22.5995441278097857,56.2893750011506953,55.5602525646229992
11968000,-17.9614883482867569,-16.1985394865719172,52.6637381592546632
12032000,49.3470560945516965,-18.7029340692889292,-17.4057102526988743
12096000,-22.9275316454233433,-19.2427610347479288,51.5842583475288166
12160000,-15.7859508532664563,48.6061828889029215,-16.3821042445367340
12224000,48.3074288337158180,48.0325503917787913,48.4129813732445911
12288000,52.0004435198487300,52.1871869069007914,48.9373913178413176
12352000,49.1661478183278149,49.2070450247147875,-11.5710476880852404
12416000,54.9759555402480657,53.3827192540713114,-18.1639801821152318
12480000,50.3594218427005060,48.9447817974378907,50.2327508211340898
12544000,-13.5583673459491081,-11.2607559061188098,-14.2168776375607351
12608000,-9.7481456276413532,-10.0575215142022891,51.0708346349744602
12672000,52.6925924538074781,53.5893303690707654,-14.0217109913612390
12736000,52.7707683938819940,52.8749375526196204,52.7805096787098194
12800000,-14.1425475319373675,-13.1461200300927388,54.8226876167929547
12864000,54.0867773961838836,55.4318205797928840,57.0267583910230229
12928000,53.6477412337860358,-18.9173853116124704,55.3509948243001304
12992000,-16.5450268110367347,-15.6166796866249200,-15.9542662648413085
13056000,-12.4072171626435406,-13.2858227893281011,51.2833649405850025
13120000,50.4157888153119487,-17.0682083328359653,-19.2671754030555817
13184000,50.6442133216043970,-14.4526942512149290,-14.7580135530194880
13248000,-19.3849910842343576,49.5689581362935812,-16.0121678643090064
13312000,-15.3241289825884692,52.2491744055926546,-13.3442127323093587
13376000,-10.4221145115724241,-12.3086948326684933,-15.2149216763409214
13440000,60.0905933838554631,-14.4951460244471235,-13.1222703678295574
13504000,-11.2151989162931400,57.5481716823287570,58.9439523680066060
13568000,-8.1644614252218446,-7.4830462098877746,59.6312341929721441
13632000,-11.5950491285465773,-10.3900273742255251,59.7944719995959204
13696000,-3.2380250237642940,61.9478944093014050,62.0236626029848210
13760000,-5.6400911519661321,63.4502161304798449,63.0950097120120930
13824000,63.1495273464932154,63.0184088443143011,63.2582217218544400
13888000,65.6657096045340154,-5.8758769493840930,-6.0028935332033342
13952000,60.7878192341704207,60.8530012390763062,60.2477944339263090
14016000,67.7554742951833759,-9.1361518687375352,-8.2035821116650425
14080000,-3.2705159696908410,67.1600952558450786,60.3789416484437922
14144000,60.2860097820245358,-2.8118305737542997,-2.4043481765816743
14208000,62.3569929986328688,62.4906577812872328,62.8596983080090581
14272000,62.7673184178208814,-7.7028650061486346,62.8855293822035222
14336000,-8.4755497145896008,-8.3663593794339484,-9.6954215397832186
14400000,-8.2460357490050455,57.4778165883558714,-7.3353569468623903
14464000,-8.9881086269110071,-4.1363727712215592,62.8992294115005279
14528000,-5.9644593433903026,-2.6987540741964651,-4.3900163368689320
14592000,-5.2586629809919501,-3.7010727516812238,-5.3603456218201870
14656000,-4.6759076701899112,57.9595263835889369,-4.5326786370014105
14720000,60.1434293227867016,-9.0668992375464725,60.2717434242220662
14784000,65.1689805389303842,62.2641816115515212,65.5450361664264420
14848000,64.1975888247473137,-5.5734561342872269,-7.3331336471816968
14912000,63.5914469043172375,63.4854137418982489,64.1423269329062862
14976000,-7.1555648969455277,-9.3792095108311671,-8.6739355053614773
15040000,58.9297521071010308,-4.4284536562867984,-4.3681209381285910
15104000,-6.7859172870839402,-7.5005165396471014,62.9687131794145785
15168000,65.1966058587298534,64.3818867335059224,-4.0304798458872853
15232000,69.1996420593733319,-3.8806005185137309,66.7687085230076036
15296000,70.7288127909510536,-0.0023933005388130,-0.7768939588699624
15360000,71.4541759039628630,-1.7654901551240272,-1.5534826166029276
15424000,-2.4002738970626751,65.3318624600140794,65.6741365198603830
15488000,-4.3009751772153919,65.1802155909570047,65.4043376586333807
15552000,67.0595137897515627,69.0038160809188810,-6.4955687462058478
15616000,68.1753507539754793,68.5987621517427044,70.0611737090319053
15680000,-2.6381770712643444,-2.5548041540317215,59.9926642757966704
15744000,-5.3267920316324009,68.3212879073056740,68.7244063360777488
15808000,-6.2753597738060165,-5.6487486718713953,-5.8471665611349124
15872000,-5.3278114701042938,57.9266074654083809,-5.1743502298040660
15936000,-8.3668276551788097,-8.5760463531737656,58.3188578628414760
16000000,-10.0021431389003155,-8.6251616170657854,-13.5608724889176102
16064000,60.0803571570762074,-10.1995107776654876,61.7639745825075721
16128000,63.5105367326071715,61.8303966854434890,61.4689695746809335
16192000,-9.8747538788146301,60.7503317708364108,60.9888181066192914
16256000,58.5571684634371721,58.6448192424872872,-10.7865043783629417
16320000,56.5850681810821357,-9.3094788696091868,-9.4649286559538268
16384000,57.6087595898108376,-14.8525661672020917,56.6724202236554504
16448000,-20.7219548238346363,50.5205915821322833,-17.3509032886525958
16512000,51.3305711386938981,47.6006322065562131,50.3892067564227517
16576000,-20.3946271425142100,-20.5215920331398252,-19.7065364713447195
16640000,-14.6134501605078455,50.3220315815520536,50.4988320390056060
16704000,-12.7694508630936809,-14.4243744729050789,-14.5770865589362515
16768000,-14.1892393158929195,-12.6211340970656281,58.1355541927460422
16832000,-14.5303461709150028,56.1560120836608263,55.5322869267513397
16896000,55.5455769808482742,-15.7413407478492644,55.2233512524737762
16960000,54.0036659940830575,-16.3943628749561654,-17.5826948915322987
17024000,-11.1232563628625734,49.5158297265055296,49.6249708086538135
17088000,54.9406437100893896,-17.4483453153250352,52.2406905736703493
17152000,51.1266255037956867,54.5628284977131770,52.2445828526323695
17216000,52.3653605389014700,-17.8929855339663391,-12.8028640983163058
17280000,57.1418347638065569,-17.0532367297597744,53.3087938673634198
17344000,-19.2039234567916068,-19.1333974589758924,54.5523449680582644
17408000,47.8935490865204656,-18.7871240432099285,47.9191371172677876
17472000,-19.2638001393486604,52.3358441404065786,48.4473947927005355
17536000,52.0202369821241462,-14.3171710853955965,-14.8365075691614905
17600000,-17.6619540466343494,-17.3280456796825248,51.0808277876308026
17664000,-18.4836514204008466,53.8808893350244631,53.2787164116537895
17728000,-11.3704931368103779,49.9012468340252724,49.8729468643401503
17792000,-18.9735691136973514,-15.8116761443691516,58.7883764073468598
17856000,-16.9193698661246188,-17.5997979634862745,-15.0114155731812531
17920000,48.3684267546821829,48.3665609114006969,48.3697567786228930
17984000,49.5889011548182879,-16.9015466902174367,49.5668597290057349
18048000,49.9348324269555590,-20.0710445700392270,49.0646584286701923
18112000,45.8641317419896026,46.6723941687634749,-18.7750777997128466
18176000,46.9795873569263662,-24.8730771903910295,48.2379301698725413
18240000,43.5350216994562018,-20.1150439729531492,-19.5047110095892755
18304000,-22.7248242256235855,47.6920407603543097,49.4626207645054450
18368000,-20.3024525836562901,-20.1487152602685100,49.2324319774810064
18432000,50.7179739983183779,-19.5134344285674501,51.0561864360422888
18496000,-16.7023795188651931,-16.2288386240264728,49.0040800837818011
18560000,-16.1335718356910611,46.8549579297348231,-15.6158566884127659
18624000,-16.6945851947969572,-18.2166888069398780,49.0830047526921192
18688000,-21.8620768155253131,-19.5244165709340507,48.1619584021470573
18752000,-16.4211060592021383,45.7268500943173919,45.1596653005347406
18816000,-17.0379667241377035,-17.5151175270230937,-17.1965540376240895
18880000,52.3220788170786690,-18.7024331206477825,-18.2413138505248398
18944000,-13.3014924243290871,-13.2189030318777050,48.1873540808066991
19008000,51.6759629380239645,-15.4558702920784938,50.6092949249576591
19072000,56.2793836670845948,55.3877082864418071,53.3740366689410237
19136000,54.6606074506867117,55.4508376653469028,54.6118375823724094
19200000,-17.5822477654118146,53.5450303365784066,-18.0973204687261671
19264000,-17.8781148995139532,49.2614961354080236,53.0680947976592776
19328000,50.9117798513200199,53.3642795899288558,52.6656942496883431
19392000,48.5864591539139425,53.3287124866434681,-22.0630560517938221
19456000,52.0443698501152596,-17.8746698474820533,-17.8922809840730039
19520000,-16.2234607097047530,-14.8158693206935439,56.2062980131931837
19584000,56.7911185324143730,56.8946817152086481,-15.1711759904978365
19648000,-15.3431525449776700,61.5496866785370997,55.8891155599206897
19712000,56.1322144474609814,57.3093956525876749,56.7623765948291918
19776000,56.7678027833192260,56.8516159124764116,-11.6565229839072586
19840000,-16.9613168123840126,-14.6767242810538505,-16.6847184747134634
19904000,-14.0838933781320392,58.5989919627126667,-14.4080511216788025
19968000,53.7999070798953767,53.7757078671971200,-15.2145740659967004
20032000,-13.6994579414401585,-12.3004990434738346,-12.3401712194053346
