Step,cleanup_0.3_0.0_0.85_0.015_cbam_baseline - SW_ep_rew_total,cleanup_0.3_0.0_0.85_0.015_cbam_baseline - SW_ep_rew_total__MIN,cleanup_0.3_0.0_0.85_0.015_cbam_baseline - SW_ep_rew_total__MAX
4352000,-327.0491072527776737,-326.4341308828819592,-325.6457807412814418
4416000,-419.4573126972911723,-347.5168353896819440,-419.1072393477467131
4480000,-392.6352725917254816,-321.0644796953967557,-393.0674802044274543
4544000,-383.0318922997726077,-380.9400150913642165,-382.5505476144721797
4608000,-291.8296258607786626,-287.3755411576921688,-289.1811721144453031
4672000,-283.5170057558308372,-350.2121324372760682,-284.4782367768340237
4736000,-303.8910077937757706,-303.3721023856205647,-304.1465545205691114
4800000,-266.5906553976726059,-201.9016560224417276,-272.8349647203550035
4864000,-270.8344096647838342,-268.9663738495338521,-271.5464788641505720
4928000,-265.8708421388657257,-201.8448439931659664,-266.4702659891199232
4992000,-190.4889695918757866,-190.4163534847484129,-264.2600480119899657
5056000,-334.5429464732829388,-266.2254916978612300,-330.1281315314362246
5120000,-262.8065234496618814,-332.5705794590377309,-262.7192351842437574
5184000,-346.6395126536493194,-349.5808415475918309,-349.5898557116847201
5248000,-295.0462430359753512,-297.6860632764710317,-367.4282883149205645
5312000,-309.7690991672608334,-238.8939312746545909,-238.1864323446521325
5376000,-209.5977047723741293,-275.2193026487919383,-275.0202523679076876
5440000,-269.7354362673806349,-265.6355809795442724,-269.2608777442578116
5504000,-251.2893425384188504,-179.8612714375788073,-182.6972376592948422
5568000,-165.3033069306848120,-165.5592599269441507,-165.5482432322813224
5632000,-250.4564843192658259,-253.7166116204422224,-252.9999665532865833
5696000,-209.5476753176303077,-209.1938207096902715,-208.7777571146861533
5760000,-207.7401908307165286,-209.2645341340688674,-209.2069289502635741
5824000,-255.9854773758646331,-253.7229382257227144,-255.1061166710217663
5888000,-163.0869318099811380,-226.2630634189824548,-226.7561618313444001
5952000,-240.8181550526522017,-169.6123417193222735,-240.7585274938249711
6016000,-173.2997717786154226,-171.3349689326009297,-241.5104764980138157
6080000,-164.1533562487305744,-225.7449631343951353,-227.8564435834435926
6144000,-175.9151162239497808,-239.8257128473432545,-175.4799042963266515
6208000,-249.5643058605554074,-179.0450661920903599,-249.2742345233289711
6272000,-159.1949758327713766,-160.7039361973492646,-231.3936953382229831
6336000,-131.4184912903409099,-195.3007899580587718,-195.6319258616453851
6400000,-132.8356117106291094,-206.5406801602707105,-135.4547440540582386
6464000,-120.5714175370666226,-122.5491643283271515,-121.3633726523813436
6528000,-182.0435202377719293,-184.7874518882110522,-185.8044187096074040
6592000,-118.4945272058635197,-181.5284447441610212,-180.9001177491787189
6656000,-105.5834522400368627,-172.8436159915680719,-107.5382422948657819
6720000,-168.3509298700425632,-168.5847686919152579,-169.9707685747909238
6784000,-97.1364142487134075,-97.1281878673710253,-164.6533227537919117
6848000,-160.6521733724968897,-87.2417061776872202,-161.9291994408944788
6912000,-99.0193570453249947,-98.9183317184841258,-164.7869532184311936
6976000,-159.7535878842896295,-158.5596596847577189,-86.0320208481728343
7040000,-150.3326774687496652,-151.0492506365494307,-150.0705078526823115
7104000,-85.6048532063624350,-152.1914143963996366,-85.5785741790963925
7168000,-73.2815689441814726,-69.7010539479482674,-139.0865512682235874
7232000,-56.4296201944757456,-58.6826427915894939,-61.3152407227110601
7296000,-130.5804841277817445,-63.6829514687915292,-129.7397079077150579
7360000,-123.2054705830150283,-47.7675497708503727,-124.3453016061228311
7424000,-123.7528431328398000,-125.7275145553490745,-123.5463788281426503
7488000,-47.8258800393212198,-47.6708524039575323,-114.2110124826659359
7552000,-108.8033211915272886,-106.7533557029050115,-104.8954013072643363
7616000,-29.9450224766420519,-95.9106584460825928,-29.9457763369658068
7680000,-101.3442760468088437,-29.5371332756404286,-100.7972915969204735
7744000,-92.5282244698893805,-22.1043440830996545,-93.2421362798771156
7808000,-15.5449050974203118,-87.8783238812887788,-92.5695537463747655
7872000,-10.1490952187794363,-80.8883980298066376,-10.8951665974075738
7936000,-23.7270162670956992,-24.0134551857574365,-90.9895189227896566
8000000,-25.1584751140520027,-27.0358733987393975,-25.5887339636101245
8064000,-17.8163088579660425,-18.0230054486870159,-86.0430143158538669
8128000,-86.6185436605166643,-15.6646184236674273,-86.3685678631197220
8192000,-10.1945390964636644,-9.5091655399919475,-9.1009073509621814
8256000,-72.1469230494609803,-73.3148881259972711,-71.8116155157407121
8320000,4.7728256247187417,-65.9102465400467565,4.4340374374464346
8384000,4.4677132083233886,-71.0452708751840163,-69.7753886751844163
8448000,-62.1484701286108177,5.5956302432518612,5.4990663715188433
8512000,7.0422258880197504,-60.0031843692797082,7.2185083023525181
8576000,-53.1703269717280236,-53.9282603722318754,10.3827441155614437
8640000,-51.4938632428372429,-49.8965494885767740,-50.7277832771063046
8704000,18.2602211508599765,-49.7258758737839628,-49.7261135577116704
8768000,18.5297113106087323,17.4092506659576571,17.9702422635075649
8832000,-48.6293085488935333,22.7039450753116654,24.5598317789100733
8896000,-45.7317288854006492,27.7554762110228097,29.5930651188346658
8960000,-52.5757042458961550,-48.5899745644814587,-49.8111876741751587
9024000,24.8603112219209947,24.9261233698593827,-43.2354370084893205
9088000,-33.1301626606830268,37.0247821026833677,-34.0055945461529632
9152000,-32.4669834001170088,-31.7275334993752480,-32.2145167682944376
9216000,-32.0644479971269476,35.8918726683012110,-32.4264849359484657
9280000,-31.6320692019498537,-31.6258395503321665,36.9994568607091665
9344000,38.3840184259997415,-26.8354283588734788,39.7697694637784238
9408000,39.9452707394003141,-26.0386039364850390,-24.6523995486301359
9472000,40.8955642204810701,40.5513291311113306,-23.9108806337751219
9536000,45.4696978930661544,46.9306026581324218,48.0075088566367185
9600000,-21.7329027266762793,-24.5900468151693374,-25.6475966484365756
9664000,48.1284141909658700,48.9132763900169039,-22.9219351384998475
9728000,-25.1567803133342380,-21.6329330912082298,50.3099292139341401
9792000,-23.2757101895252134,44.1569991869748080,-24.6644201528254641
9856000,44.5879854485894427,43.2087064088923825,44.3056100424071673
9920000,-20.6225865980717131,-20.6499161313728976,-20.6877127905086553
9984000,-18.2279006072445355,-18.9242559283942668,49.3573552699174485
10048000,-18.7061811190232774,-18.8739182156043626,-20.6700091360604503
10112000,-20.7261812812861734,-22.1235264380313481,-21.0372936544420455
10176000,-16.1829476366891924,-14.7132140666720623,48.6475663151215585
10240000,-17.6379517921344728,49.8278134912830666,-18.2068965051448899
10304000,-19.4150016432749908,46.4015315947180866,-19.5363113433130451
10368000,46.9882082270598005,-21.1070492419714455,-20.5141173754317023
10432000,45.0295535172986945,-17.0195878671520902,50.5344741680406386
10496000,48.0631845517209513,47.8282817524782615,-20.9530226293294817
10560000,-23.2069871504225418,-22.7709526778724580,43.6660595614642020
10624000,-17.3570956787146429,43.3240090249141048,43.4203790925773347
10688000,44.5144327400431621,-21.7217423506005858,47.4144570463543644
10752000,-21.5523627172860301,49.4384916060530912,-21.4696108784921051
10816000,49.6922866643643246,49.5840422558188934,50.6956421865307405
10880000,44.1310746525417699,-22.1710053486475331,42.2567761330506215
10944000,-23.3447408282228679,-23.5105301801977049,-21.9445172658360690
11008000,44.2609278692181221,44.3030911585939009,-23.6969746848907548
11072000,42.6336894988134674,-21.0474290059298639,42.3748342128943420
11136000,44.6661242675471328,-20.4444697317645847,-20.5328927293284949
11200000,47.3431846654468345,-22.4085594650471904,-20.0077488220809840
11264000,46.8204140489090364,46.0526599635257128,-17.3732674621032217
11328000,47.1902264725075398,48.0150397189792599,-22.0714198552103582
11392000,48.1934091856670292,51.4160448019910419,51.9937202329801380
11456000,46.9196492961251437,-15.9568816746576694,-18.3621589140760761
11520000,49.1987942729671062,49.2746233874774049,49.5034679253961087
11584000,53.7444678056478651,-14.0331515569248495,50.6562067623737704
11648000,53.6683873049762781,53.0116416256566581,-19.3384309446981177
11712000,48.6129080277800227,49.1154485224313930,49.3386530821646119
11776000,52.0906129191020497,53.5029072081859454,51.2243586993548661
11840000,49.6929444778055895,-14.9882184001636958,52.1606574003503027
11904000,49.0676709289244926,49.1337593584363646,49.0086451399965100
11968000,50.1194138312274333,50.6612278926907749,-14.0106895922556305
12032000,53.2329954606963440,52.7095724609714651,-18.3810027258395650
12096000,51.3219696242731018,52.5631887782813934,-16.4067989014841089
12160000,52.9316896274889643,-19.7598379330019682,-19.5646545990379153
12224000,55.1894453171833561,50.9916905618409331,50.1169986507951961
12288000,53.0799961952113151,-19.6327970797514197,-20.8230682800347111
12352000,-13.7560758059746391,-13.6431623356440213,-13.6331352596448596
12416000,-13.1050785685316100,-13.4864055185930560,49.0876232626463604
12480000,-16.1090115580306090,51.2609599800556452,51.2239499793807198
12544000,53.4761931791550680,53.3279479306970217,-12.3009617147543651
12608000,-13.3329217865093739,54.8537800813154774,53.3128397718815989
12672000,53.0671179833576971,50.6714743072559202,-11.1720776866119564
12736000,-16.2610864972676907,-15.1270428493363625,-13.3325819330317898
12800000,-12.3901374148793266,56.4481395464729943,-17.3848948869097697
12864000,54.2901546342355132,-16.5540732755126427,-13.4587431072094148
12928000,55.7125902918103293,-18.8153603140951020,-18.9094578307707337
12992000,51.7434554075175939,52.8641447496460373,-16.7920192648784337
13056000,-13.7617034508186862,-15.6775529682898949,-15.8218516135160598
13120000,-17.2573626347025382,50.6025053159233167,50.2123980320274441
13184000,-21.1117097475085416,-19.3257623181426510,57.3053730143343856
13248000,53.0997384542151423,54.6759088428741933,-18.3978684487952222
13312000,-11.5540692088859593,-16.5469708660175172,54.7363035852311981
13376000,-9.2691269585465434,-11.9750689405563691,55.3802600666338307
13440000,59.9958425756535760,-16.1717941825182194,57.8479980351244336
13504000,54.2713706935013960,-10.6785908921552490,54.4212170826504575
13568000,59.2270384261763780,-9.2615774163327416,-8.5427947924428622
13632000,58.3707598262047753,-10.0935552722956245,-9.7853948760728713
13696000,63.6377736282268103,-1.2768649621602002,60.3243258451765314
13760000,-3.0344886469907202,62.8491152795127519,60.8081643902583338
13824000,61.2442428241608283,-7.1519887892385015,-7.4100747593430043
13888000,-3.1543184720021458,65.0957088964573813,-4.2421864711084112
13952000,60.8525441861404346,-4.9454111111453614,-4.7236657805244420
14016000,-7.6159379755512688,-8.3313912721583137,-8.9833122815934701
14080000,63.8391865681004731,-7.8638831612215867,62.9187120183515347
14144000,62.2915830548690863,61.8146053271399225,64.2014891997596777
14208000,64.2987307481683814,63.1601714023332192,64.0389240065869387
14272000,-4.7891059577600004,-3.8183392719065523,-5.0272516456245455
14336000,-10.3965873087833529,-11.7676081801808010,-10.7786116296661874
14400000,-10.6245638878591038,63.4339617840869181,62.5375039645922683
14464000,62.6856887147888600,64.8864419323515449,61.8016534851018378
14528000,-2.8891656337179938,62.3123228513535423,61.4137585774939438
14592000,-3.0162766563229013,-3.0831160706186722,63.2492481494661973
14656000,64.9680415087763663,58.6626664818532149,63.9479738152814221
14720000,62.4097850437054404,63.0567150345006837,-11.8968210295288941
14784000,61.7876823404810480,-5.2077500994882158,-8.5735178375326200
14848000,63.6612264917090300,-7.1810796585045935,64.8305707865108474
14912000,65.9082453910553170,-4.2271400271095061,-4.3667421043591901
14976000,-4.8629569936070354,-4.3033948524038976,-2.5249278955515493
15040000,-8.2480028610739211,62.0287909291478812,-7.5255874694480696
15104000,-6.2301161641859792,-8.6905964089547751,-7.5445538134865302
15168000,-4.3600276635719339,63.6182797245187857,-6.7245263765459029
15232000,-0.9993358892950965,66.6221259679233810,66.3462151474721793
15296000,70.6354247622807918,69.3976370493663097,0.9004522257368208
15360000,72.7117072959074733,71.0667731567352945,66.9905715860326438
15424000,66.9152598562996843,-2.9020053189714901,66.2895170276552932
15488000,63.6747125490074168,-3.3673035071069108,62.7055182456926801
15552000,-2.9229979106381023,68.5202886564538289,-2.6348830945323840
15616000,66.6315944920513914,67.1511981101075435,-1.1374826716162048
15680000,60.6363019114503601,-5.3592748002558608,-3.0495998964127722
15744000,65.5171905386372799,66.8060230789030243,-3.2419228825000772
15808000,-3.8041976337404009,63.1003454913745756,63.3689371214008261
15872000,-8.0882490558926818,-8.6139976903163102,61.6916676618231392
15936000,-9.8650927960468096,59.6476713607859992,-9.9111733926386449
16000000,-9.7414083310772241,61.6372553722767762,59.9081991952748680
16064000,-11.1144448628933006,-6.7353874091038008,-8.2327412424123878
16128000,-9.0367126153479660,-7.1242215891285454,64.8080985083783077
16192000,-11.8803582908381600,-9.3556443330943750,59.7307906103721891
16256000,60.7562318314469039,60.2575028584547141,61.0351849470397880
16320000,58.4023736509600866,56.5715462539975817,-11.5807583822703464
16384000,53.5953122964656643,54.9715231416666938,54.4515754039244300
16448000,47.6018415175766307,47.8489331603140755,-15.8843709901791996
16512000,-22.9147632898044549,55.3729306867967637,-16.2866122504429356
16576000,-16.1012141893610021,52.1759444073529437,-17.7409907243124962
16640000,-17.6909948890710567,53.0206960316799112,-17.4421174969659987
16704000,-16.3267477287843477,-16.5689119339196225,-17.1343886554498965
16768000,-12.2363021382312311,57.1152965273300879,-12.7554235117595667
16832000,-14.5498057286356470,-15.2230618279879053,55.9796060835568241
16896000,-16.6435603384741455,52.9114986470996556,52.9370002111636353
16960000,-13.4204066695647057,51.7022146427077018,50.7177857336497766
17024000,-16.2278850977041813,55.2063766271515561,-17.0264068119992373
17088000,52.2793171083745136,52.4413003824877961,-14.9986005469538384
17152000,-15.8262214830045806,54.4011157257236704,-16.0774377654886109
17216000,-15.3932586229614898,-15.8944820147120538,53.4820584101259300
17280000,-14.9456683511029667,49.4914091529982301,-15.9476623526386092
17344000,52.9689083972210071,-19.3296432198703911,-17.1444794403167364
17408000,45.8170847683288542,51.7393581087711141,51.8717401819654640
17472000,-17.8119809140819072,48.9202259602357756,49.3459244297644233
17536000,54.6195527100963361,-18.6950925903406358,54.1142193852516940
17600000,-15.1324429782487471,-14.7625640072959321,47.8425953683270961
17664000,51.1660075456542032,-17.7356894207867057,51.0864745896918535
17728000,-15.9451827762352778,-16.9348862047916953,54.8125708084616505
17792000,54.2783686965273660,-13.5526516695257229,53.4397854926843365
17856000,-18.6223730713143851,-19.5575077429859405,-16.2839030482913998
17920000,-17.2836207272846138,49.1323531009325336,47.7495037127276873
17984000,-15.8758071643121852,47.3360261855261371,48.2109753489298214
18048000,48.7027436738573414,47.8295977940787154,47.4956111368524390
18112000,-21.5242585462113780,48.9509746842068694,-21.4482356030457666
18176000,-22.3997690588865268,45.6551853164568087,46.0884959287855054
18240000,46.4817678165020709,48.2008057543219266,-23.9056532476184174
18304000,43.8119915209819126,-18.8572393988248201,43.6029753885607931
18368000,46.2497923747296227,49.3626268081026893,-22.8637757119991605
18432000,48.1421217048052270,48.7128033921686949,-14.0642546412019094
18496000,45.6881797782029224,45.6529878105897637,-16.6335070780660814
18560000,-18.4015604464828044,-18.4123097682947332,48.2915075425746778
18624000,-18.6879824820480565,-17.0256488721759638,47.8008697399554521
18688000,51.6723084224649227,49.8013365393562140,52.7786698312467237
18752000,49.3210785128605664,52.0962070928283438,-21.7334708561437822
18816000,-19.9932757020077290,46.4189411042162448,45.7200009437433224
18880000,-20.1757735707454202,-22.6060605122802940,-23.7151555844524893
18944000,50.6535151389804028,-15.8599058317646282,50.7984604846529635
19008000,52.2830230283336022,-16.4451490069591273,-18.7031422548720130
19072000,51.2930344346784537,-16.3611776512603129,53.3323654469187076
19136000,53.8580861753613576,52.9445400451191972,53.3022514881051066
19200000,53.9018648444927067,51.7890903954615212,56.0180195266332106
19264000,52.2316803200565900,-18.1541184011080361,-19.2708648615097644
19328000,-19.1227879526941607,50.3330987221723234,-19.0355305231423344
19392000,50.9784690758465899,51.5388674317828546,-16.9387041768299866
19456000,-17.5927725213793806,-15.6166476656929945,-13.8337473294063997
19520000,-14.4802892453651921,53.1688252969899224,52.3746281075925495
19584000,-15.7400040677151338,53.5345718320827899,-16.6447823548104665
19648000,54.4832636368744758,-9.7192764588887854,-8.6020766904392723
19712000,53.1308763793375505,53.5404446494817279,-7.6104092094268587
19776000,-9.9208758090757811,57.5198885918882681,-9.2321141535445079
19840000,55.8505472394051452,52.5437692004782093,52.6192110657445653
19904000,53.1404321047861004,-10.5433800030967788,53.3338407537220363
19968000,-15.6903801371267875,57.0837641688546711,-12.8259989344310341
20032000,-10.6120697863429641,54.0198704431875214,-12.7028504965808651
