Step,cleanup_0.3_0.0_0.85_0.015_cbam_baseline - SW_ep_rew_total,cleanup_0.3_0.0_0.85_0.015_cbam_baseline - SW_ep_rew_total__MIN,cleanup_0.3_0.0_0.85_0.015_cbam_baseline - SW_ep_rew_total__MAX
8512000,8.6803687445275060,8.5382615125604460,-61.2938098675916549
8576000,-60.2010838433869324,-56.3588420526094751,-53.4704033309474838
8640000,-49.1426953138139666,-49.6601793040967650,15.6872017644503003
8704000,-46.6802822792566730,-46.5187333170715434,-46.3642232146835838
8768000,21.2612039020110402,-50.7253054155155283,-51.6563973963334391
8832000,-49.8077741706326975,23.1866368057057244,25.0527870108498973
8896000,25.8674794644727868,26.0720783549302553,23.6251405613022740
8960000,-46.9987499680219543,20.0276174789957579,17.9945065513648288
9024000,-43.8683878056366723,25.5107845552944426,25.5484165184691676
9088000,33.5374402910018432,-30.1872684856892270,-30.1772353550082890
9152000,-28.0276135547953729,35.6861349693232981,-28.7503010733025093
9216000,-30.6680131462469632,-30.4514910495986229,34.7484556552370876
9280000,-30.7462382553281657,36.6370039099358991,-30.7236299085223834
9344000,41.9293064372557609,-30.1323392711580027,-25.9720079330308771
9408000,-25.4803190197745266,40.4128573073098352,40.4510552795779219
9472000,42.5088584368048288,-27.2333708581242249,44.8847485057344784
9536000,45.4603201627729376,45.4608990149606385,45.4463673648764797
9600000,-25.7583590802263132,-23.8103637929355756,-21.2397505272532641
9664000,44.2008657916672547,44.2267394809269376,-18.7817677999564054
9728000,51.7846085325200534,-21.6082348276008460,-23.4293299916428381
9792000,42.7961724796717533,-21.4442715287171097,-22.7312059284430603
9856000,-21.7408182117395086,48.8892053467516661,-19.4160376964206272
9920000,49.4843380267114057,-19.6383872388468887,-19.7533976075331310
9984000,49.8021920984543129,-20.2678513136841261,-22.0110131127912894
10048000,46.0277991069967527,-20.0443829278460157,-18.4811978907101064
10112000,45.1896286766576978,-16.7952653491077193,-17.4851159685577358
10176000,-19.3445860435876895,53.4379230940222030,49.4532972924013947
10240000,51.2487014656471302,51.7323627890506756,50.9356461437202839
10304000,-19.2556585680862398,45.4430152762640134,-19.0358864175957407
10368000,-22.5705615753584254,-20.7299615415182785,49.1492463087529572
10432000,48.6292096096197071,-16.6296925305276808,-19.0360046023638247
10496000,-23.0460268443818990,48.4814323338992281,-21.7916391289794973
10560000,-21.7196326119009058,43.4596717344932415,43.4555473592147834
10624000,45.8886810068808018,-20.6042215987431661,45.7841406158374440
10688000,49.2760525282085524,45.4187864163524040,49.2559106515248146
10752000,49.1311688155892128,44.7054544056408929,-20.6683801984818345
10816000,44.5683988852114510,-19.8500145988990084,44.5323508141647650
10880000,43.1299883446450210,-23.5705017787178761,-20.7713456317341958
10944000,-20.4101450904304471,-24.8458408529658286,43.1885874648313504
11008000,-22.8037875853600198,-24.9417230988175760,-28.5061439547374320
11072000,44.4322154547443091,45.0788839786324900,-25.5515804477794006
11136000,48.5895738876635406,49.2317166076753807,46.4236584584904293
11200000,-20.1587301204271370,-22.1467681780444678,49.5692280234487583
11264000,48.2530969119514666,48.4516456504576709,-20.9105052219641223
11328000,51.9300918271694059,-21.1382623230569706,-25.8556671541043244
11392000,-20.6359660055279406,-20.9488401367034527,48.7945796301560648
11456000,-24.1436805766717058,-22.9840958271448983,-20.5382008257218942
11520000,46.9983945565916983,-17.1892899782759301,47.3638561755450382
11584000,-16.1855128009776479,-16.3792291585267407,52.4042307157663956
11648000,-15.5395953644279103,49.9025948035644689,-15.0505941190865684
11712000,-18.9094116466419706,53.2453664393164487,-18.5109585635802745
11776000,-15.1760657615310066,56.6412544611261950,-17.9973260004605891
11840000,-14.1008394380651758,-14.4465464313554079,48.1374316087118927
11904000,49.8534293877867682,50.4986783455764154,-16.8647338491585543
11968000,-16.6854055977001536,-15.7350883273642452,52.9962854618062593
12032000,-17.8595127060974406,-18.3603225294367505,-18.8297137598818267
12096000,-16.5455180744488786,-16.9278516589900860,49.3322577943807232
12160000,48.2415821287158977,46.4625616636579082,51.3502931754770486
12224000,-14.0759389231544851,-13.8243573372731205,47.8897023623690927
12288000,51.1859987717166192,-17.8067939627022938,-17.8068172966926639
12352000,53.0028484094101131,54.8466334987699042,-15.7697260530996175
12416000,54.6020873269021081,-16.6946859221327131,-16.5026463503986847
12480000,-16.7796193741155477,-15.3024520758941591,-14.5269077602612455
12544000,-11.1434948024175178,-10.0882356346614230,53.5362962363966020
12608000,-14.6989035784880784,-17.3302820170695000,-16.4390842402945765
12672000,-15.5509412714238664,56.6585081109731448,57.7641488332134472
12736000,54.3182821674288832,51.5074147313881667,52.2065497677562576
12800000,55.4126697261286125,55.7910421463075323,54.9423661004910073
12864000,54.9442377621004638,-12.4951640622672144,53.0695635735157509
12928000,-14.5095570443597381,-16.1800380545562916,55.1593517642789806
12992000,-11.2715047973221232,-11.1403864263072201,-11.2796375908253488
13056000,54.4450162319673296,-17.6778559617633277,55.7966602074073776
13120000,-16.2681699341907446,49.2579954201793910,48.3838113657203905
13184000,54.4777432417986063,53.6878494042560916,-16.7856692171635515
13248000,52.3266261568352107,53.5592315958373248,56.4363707990930195
13312000,49.5040913268445024,-15.7792991089530474,-11.7153497618098683
13376000,59.9123918552341479,60.2773744899759834,60.6006375983146910
13440000,-10.6986930924784858,-15.2330993284336813,-14.6308396037161614
13504000,59.5106374532512845,-13.1193554652291198,-16.5445054959939597
13568000,59.4604538421214954,60.5721414531962736,-8.8690831385118258
13632000,-9.3082161401479198,-9.5902587673519193,60.0482945083042168
13696000,-1.4397118244372287,60.2315640739471547,60.7058981925137289
13760000,-6.9823672392295464,62.0223383727335431,-5.4067785195996336
13824000,-5.5598450258548908,60.4789139968432536,-9.5706471138417584
13888000,-1.8583812058768885,-3.0164483618106317,-3.0905337441084910
13952000,62.2226274124478209,-6.0371545342693835,60.4564185496032067
14016000,-4.1119890408494584,64.4541519513413306,63.5611320842360144
14080000,62.6610274226859048,62.6990511171095051,-6.1366816033775820
14144000,64.8656917349994302,-6.3443008035385162,63.7593794807523935
14208000,63.5617421351842395,-1.9397047983489344,-0.8753682684811679
14272000,-6.5219754143181277,63.3603282040002327,62.2631765043731917
14336000,60.1132367047241729,-14.4786305556400734,62.7346077984290744
14400000,60.9369401750672068,61.2301273818198624,-9.3929338838547025
14464000,-9.9239508147688369,-5.6195134924637671,67.1630668833510924
14528000,-5.2276832282454109,62.0021873218161801,62.4488050949024256
14592000,-3.1397150761430197,-3.6103953569863663,62.9813749995892351
14656000,62.4792010854976354,-10.4726546966013956,-8.0630607423069307
14720000,58.3072276936579073,57.5684776801048557,58.4696521471068849
14784000,-3.0728261246477864,-3.1941644287618125,58.7373906667884427
14848000,-2.9392372110805027,61.6999606950701889,-2.9829404091052183
14912000,66.2476524467107595,-4.8386061387369139,67.7668529181645738
14976000,62.8978240473824641,62.9774848192217789,62.9544713178838435
15040000,59.4665796590681595,-4.1560121824315601,-5.4690375677933503
15104000,-5.9015653533715096,61.4924514984069148,-5.8065878197620791
15168000,-2.2656182665956734,-3.8701683866420780,62.4782639910327617
15232000,-1.8452866082905359,-0.9770225334522920,69.9569950052969887
15296000,68.8734291128091627,2.8472457602243040,2.8380799788670075
15360000,68.4376956617035859,68.4969550903198439,0.5038655349170327
15424000,-5.3070279418150363,65.5610702274658195,63.8484528940800260
15488000,62.2665351960505191,62.1730306367210162,-1.8396525539882234
15552000,70.6720640338308073,0.3574266653041605,-5.3336689001318689
15616000,66.0404868270845498,66.0523086877964261,-0.7909512182494822
15680000,-4.9581113489162902,-8.7161460326540521,64.7041648566980854
15744000,67.0258408019212766,66.5913795014534173,66.5806811931065141
15808000,64.3402755184075232,63.1501558675741279,64.4593621354830191
15872000,-8.8112793002237098,62.4075128993791708,62.3640415170073510
15936000,-9.9372958102149056,60.0641464363716722,57.8696042623517144
16000000,56.6288376054306539,56.5244069445922293,-5.9050027543551131
16064000,58.7530730477538583,-6.1854737698993247,-6.5930173291654270
16128000,62.8970429059021754,62.5452853888214406,-6.8141295384718887
16192000,-10.1918857094104638,-8.3749754946439339,-11.2985880176869244
16256000,59.0713413219081076,-9.9614313002312969,-7.1944897949445981
16320000,58.8225372066806358,-10.2139251314381525,58.3832046493946706
16384000,-18.0315296531001223,55.2869263987588084,-14.7380878842590448
16448000,50.2368997927545919,49.2555436478877269,-17.5677628289754608
16512000,51.2373445923186708,52.6419278723668498,-22.8436742215046706
16576000,48.1293422238841657,-14.1228837593119749,-19.9824079118682789
16640000,-16.2923173000164851,51.1505130148525993,-17.0142059009940780
16704000,58.3788545603503621,-17.7757610949933493,57.0110692513542929
16768000,-12.9074361838930471,-15.5952744224429694,-11.5522057355410723
16832000,56.5835291982019797,-16.9477783190826088,-17.1071888542942574
16896000,52.9361412469285426,51.6928301362674318,-16.1641503430437652
16960000,-18.1085456162444345,-14.9915968209535109,-13.9530947821211484
17024000,-14.1625517115626423,53.8130559727894564,53.0905434908631193
17088000,-15.8709933285140607,-16.3081562757245280,52.2193898057297616
17152000,-12.7485121484546120,-13.0832205716133103,-13.3858724570276451
17216000,-18.6869133536942584,-16.9105935618751673,-17.6461482100560616
17280000,-18.3634630390851541,-19.9332633482500512,53.2074481891527213
17344000,48.1562655993399886,-19.1069789044704450,49.1483876532320849
17408000,-15.8389462631446705,-16.0114936849007918,-15.8970879160802738
17472000,-19.1207588563633735,-20.1746451995138116,-20.3129793550807705
17536000,52.8454967754549543,52.2210396949128395,-18.9570035462207684
17600000,-13.8597701573830285,-14.6459600742768927,-14.8866403134650334
17664000,-17.1011324753415295,50.7213753700967729,50.4379487598313361
17728000,53.7480198693795970,-15.1458496816526562,-15.1444446624092492
17792000,-14.6127139760839242,-12.7236436607383681,-13.2461688633533470
17856000,52.8384181884212651,-18.9774932390827047,57.4904825306576583
17920000,51.5177175069362150,-17.6134883423404816,51.5271566049695693
17984000,-19.1479820842615709,-19.7002658604744241,51.0079422333201506
18048000,-22.0722590032926931,50.6061703154454250,49.8175164924379885
18112000,46.8699469219973182,-17.9597024655917714,-19.5386813056745652
18176000,-25.2115318968352540,-24.2654175872006235,45.7369178020515648
18240000,-21.8797615943217068,-21.7920950721652460,45.8552118869848115
18304000,49.1747794869528079,-20.4253315712806298,44.6641953549038533
18368000,-20.4573722352932705,-19.0640079807774256,-18.5120703979764372
18432000,49.7995013244127449,49.3854122879785464,-18.2026363773122739
18496000,53.8185173652161239,54.0418338317767848,-19.5261214601761282
18560000,47.6921998852006723,47.9982353318806645,-17.9256225539532537
18624000,-18.2318426247401675,50.1166729008309417,49.7283463023144776
18688000,-15.5801073641648031,49.5963817058481311,46.0090895886562095
18752000,-21.7535855476679814,50.3392932080197113,-20.5714396233330916
18816000,47.2713200337852939,-18.6797768323280948,46.9385127614102799
18880000,50.8273463997412165,52.1166905910779903,-20.8325856708386681
18944000,-15.2967387109296666,-15.1293742144245087,-15.7480354134468783
19008000,50.4647734209992223,50.9953696780815093,-14.6586988267779788
19072000,49.3030952110864860,52.0828256697434355,-14.5923491380952086
19136000,-13.2242266770849923,-12.7967996558862893,52.3349332710179453
19200000,-13.9960713361172253,52.1033750152393722,52.2000132157141152
19264000,-19.1497441082435529,51.4390672061816403,51.8892523445214238
19328000,52.3322131227309058,-22.0319716060623634,-21.7680060109703533
19392000,-16.2178904597087765,51.6917899200971007,50.7457138102520489
19456000,54.3474746921612777,-18.5961273990256046,55.0333006799059845
19520000,-15.3129936939120768,-16.9710521289525005,-15.4308322872779584
19584000,55.4766993553319381,-17.8423975222095947,-15.1970051233728114
19648000,-9.2381315342743555,52.9144527467869779,53.3056443540590692
19712000,-11.4442383264586667,56.3742685869992499,-11.5277519506650563
19776000,60.2555134941577606,58.1080857620958753,-11.6755740717900878
19840000,56.4407466834137139,53.8137774001662734,-10.3631385809978553
19904000,54.0100991279188563,52.6410734189278600,-8.8109330219209490
19968000,-9.7747929706078551,52.4232446365280040,52.3928400512788528
20032000,-11.7533341433657839,-10.6621196748701479,-11.1405522329472291
