Step,harvest_original_cbam_inequity_aversion - SW_ep_rew_total,harvest_original_cbam_inequity_aversion - SW_ep_rew_total__MIN,harvest_original_cbam_inequity_aversion - SW_ep_rew_total__MAX
3264000,-1185.5152538612890112,-1140.5866150294041290,-1183.0113361650546722
3328000,-1011.4671784953252427,-1052.8949252805648484,-1051.7625600778007993
3392000,-793.9160640839036205,-792.1874646295765388,-798.6545424749790527
3456000,-702.6597053862203666,-656.6894428206450129,-704.0376572285581460
3520000,-656.4346679532619646,-628.2682206766324953,-656.8948530878068368
3584000,-590.3318568804722872,-546.7437198280498478,-550.3743343738510703
3648000,-493.6822183010927461,-492.3148999897972544,-492.4820378566617478
3712000,-462.2655979421010102,-419.3275865509111782,-460.3039769300645503
3776000,-389.8625852629239716,-415.8845430002644434,-415.9723764597605395
3840000,-310.0716290202158234,-350.3852999548189473,-305.1677476805641049
3904000,-289.7442237134755487,-310.2094357830261515,-310.3119660626796872
3968000,-339.8264723475909932,-379.4100687178832914,-379.3050743123111488
4032000,-311.1712489992261226,-315.6758713311677411,-344.0660409680716043
4096000,-224.4465673276695270,-226.6759079765101887,-220.6588977082697340
4160000,-234.6392052580847007,-234.3372678646583154,-234.3930455402202142
4224000,-221.2886596387499196,-220.9699702798897931,-221.2511111559524011
4288000,-216.1572960148282334,-216.3688019717708073,-216.0796954356985680
4352000,-136.0341702140210600,-187.4150544214628553,-191.8992001977007078
4416000,-115.2055515030074133,-157.1782136954003022,-116.4667214549220517
4480000,-123.1193245157689091,-151.7307002962864715,-122.8323127953719620
4544000,-183.1589066042564014,-184.1546375176853019,-210.2979287622644904
4608000,-288.0065203703322254,-287.2718393682099531,-328.4722375340416534
4672000,-408.1799488138433958,-366.5511295693016223,-358.6629615844767045
4736000,-359.2919179789208215,-360.9848408197280492,-365.5444238684827951
4800000,-375.3284448758315648,-421.2636017765925658,-420.5868735553044644
4864000,-343.4249012544115658,-342.4154003309603240,-309.0378526740889811
4928000,-375.1134128364528806,-374.8106964082130617,-340.9793777454625001
4992000,-318.5333984827154836,-319.2994543594364245,-329.8742035949022693
5056000,-313.0427026923784410,-350.4872978803325623,-352.2583138029339125
5120000,-257.4804144195929894,-288.3953419514595566,-257.9526033388773953
5184000,-328.1316969408981663,-328.3765629491711593,-328.4471756628018966
5248000,-300.3343705295729933,-300.2739734531716636,-338.3373035948297343
5312000,-347.0080497353313831,-347.3622680736829693,-303.8729751144539364
5376000,-434.5450862227110633,-437.0114597455698231,-399.9085038216406929
5440000,-394.3429988874142396,-398.5581540541825802,-393.4180089118137289
5504000,-348.8807505918818492,-349.2622792722759755,-348.8328831217029347
5568000,-335.9230439616553667,-340.0543258954452881,-366.8961110302626025
5632000,-308.7842594890979058,-274.2877300092471842,-274.3341467680719461
5696000,-264.6364755967695146,-227.1207368882234903,-228.1662788563746744
5760000,-284.8193207749864087,-257.9454931683690688,-286.2018950345215558
5824000,-256.6849003509531713,-228.6576723105401072,-258.8507563206506461
5888000,-175.2782764266335960,-185.4024506005488888,-184.0785908904898633
5952000,-129.5880160967319341,-135.2233571568123693,-133.3367114493782992
6016000,-233.3571660409731123,-231.0756223415322381,-189.9379373817650674
6080000,-230.3397736870601307,-196.1658024089247476,-233.9249614002288524
6144000,-184.3582360485843594,-182.9857271496942417,-181.2653101884529292
6208000,-206.7266543871548663,-184.5742062862835837,-206.8640787977634830
6272000,-170.6136480523714170,-213.9074639084474256,-169.5353115714458738
6336000,-193.1757771142249567,-156.2594426400771965,-153.3882926730924510
6400000,-120.5315687534980640,-160.1310214200117628,-119.3127959213346969
6464000,-132.7460705477707563,-155.2760043011916196,-132.0210413399192362
6528000,-118.3281846552913805,-149.5111947388614340,-119.1082649874059740
6592000,-82.1725994998007252,-90.6036826311415524,-139.9521895646594203
6656000,-92.9511673668351932,-96.2396108140055020,-99.3003327098292345
6720000,-90.3223323155740729,-121.8669278737526867,-84.6080082226943659
6784000,-79.1434469949200832,-47.8388456263928745,-51.1471539998623825
6848000,-110.0894929993038716,-110.1694899917289803,-110.2814955478345382
6912000,-140.8135422142473487,-97.3698513324291071,-100.7966387891804914
6976000,-156.4232867079363132,-157.4621445912125353,-151.4612065860648613
7040000,-149.6405248090152327,-145.2603552381073087,-152.9273933894919821
7104000,-172.7766661280461449,-171.0566875690650761,-126.9857855780318800
7168000,-130.8242665640480311,-171.9442312110915339,-174.6674896444452827
7232000,-142.4762193041086107,-142.3456310447357680,-138.6002561444224170
7296000,-154.3647156867221497,-155.2868212195752733,-154.9578382068859810
7360000,-167.0816782638473512,-133.0196049585312892,-133.7868650324006126
7424000,-122.4830609594486646,-122.9974016850294447,-119.3211856472085657
7488000,-88.3608653551830230,-87.4776757118209929,-88.5533262622768689
7552000,-81.4665061380238313,-109.4816722732138601,-110.0904010305276017
7616000,-49.3479547507923684,-92.3498541795550949,-50.1121145556123366
7680000,-37.5810901165171884,-31.9689804192088580,-71.4482635653863696
7744000,-15.1972177197977558,-21.2150959193755249,-15.6112879070307145
7808000,-56.0684167372960758,-15.2240437803574906,-18.6096705023700295
7872000,-39.2625772866938476,-63.8094287633167312,-30.6538079268623278
7936000,-47.0545852982963808,-47.0715349401465417,-46.2651542192676004
8000000,-60.7462829875395229,-54.1944598869072678,-27.1186179578380653
8064000,-15.5287298579564315,-45.3811271687270334,-13.9341595569543379
8128000,-43.4215511629269884,-9.4097003434783275,-11.1740052986892913
8192000,25.3654846181487343,23.4192823029607489,-18.9486622529566127
8256000,31.8228449133717355,21.7926229904787938,-18.0316561011102650
8320000,-44.7100779902562735,-41.4939024275405615,-47.0638290618683968
8384000,-9.4437130078129492,-8.0998265714955942,-9.5515252535291673
8448000,11.2889269302817965,11.7728172731618947,14.3069590042209320
8512000,-0.2788695066032929,-35.5322556069339868,-36.1851099775907130
8576000,-11.3676448260231346,-16.8358907549315511,-19.0933651747783593
8640000,24.4836956204600433,23.9257518023554461,25.7572246660683177
8704000,-1.4121849951942345,41.9251916261505215,38.4989535895012267
8768000,40.6545761365155016,14.9131626859142212,5.1438476711583832
8832000,-13.2648980447159310,-10.3759803524678169,-10.2737937789626130
8896000,1.1682341067728856,3.0679439905223447,40.9125205018278564
8960000,17.4124204714538635,16.8462880373966115,53.4589277086451204
9024000,14.7743250075451620,10.7236937453686103,47.1288661380653338
9088000,36.6439607983188296,3.5674269410555048,2.4753618448549162
9152000,61.3503914092697968,60.9083628769410765,19.0416446018126884
9216000,71.1111943538251694,24.4984649299018500,23.2572123060988361
9280000,18.5707804922213633,18.4291178025304809,13.2671792480442932
9344000,11.3042702091480614,10.8649395448794941,11.1634539771137398
9408000,14.1128413809211715,50.7277461204958442,63.8256357223882702
9472000,17.8907987470927914,21.1098792633583585,21.2532728829672060
9536000,14.0375091733501343,50.8321908463661458,50.9071663654164865
9600000,22.3177095452562142,23.1476555439198997,49.3660775213367913
9664000,13.1357679068409468,53.9486918926815804,57.5774495069749292
9728000,37.6427814220884756,8.7200262460114146,10.0516962785879738
9792000,7.9825687938715610,55.0744383830425903,19.6814646617626181
9856000,17.2331128444402921,56.3127130315865472,26.3086399281670538
9920000,62.5762603787483229,29.4115337820900642,30.1633442956024354
9984000,19.5708433126475576,56.3035700956215166,19.5896950186797518
10048000,65.5231129869004718,32.9710133771728593,18.0058722406862977
10112000,38.1303116421309269,72.0944759598351368,28.3105925498532827
10176000,34.7013495941123580,76.1205298471046774,35.1801898247846623
10240000,69.4972623699956671,30.1152432234578207,69.2700012932899369
10304000,23.3292088975132046,67.8525248943605277,25.6941528585558885
10368000,74.9553407833510903,68.2523760638841139,77.1580264672888774
10432000,40.5870350546375533,35.0677035104163863,81.2666264405390280
10496000,27.1266426535419640,32.4700141149034209,28.9694911272485669
10560000,34.6493604273160258,66.5328157808456950,34.7611975241423465
10624000,66.4794036791176097,69.7392983361021948,66.9307107634290048
10688000,71.5977571031352937,42.3255267845920926,42.9086368513157481
10752000,81.2435367140192142,83.9406846827520496,45.0821468511489840
10816000,47.5879336335094933,78.2444561398720282,48.1275200770930738
10880000,37.9848058463297491,37.5616147536182226,36.5080101248883082
10944000,42.1956281332078760,76.9479400143552397,39.1758421797987211
11008000,66.2330633254094607,66.2303869928320523,66.1840410624129873
11072000,78.5787661311115926,44.3576288016512308,41.8234131634414723
11136000,35.2382471740762426,33.2780384935313620,81.5667286887772605
11200000,51.2240412698998711,51.2778119366919753,71.3410002415641173
11264000,48.4659763757219935,77.0401306045885264,74.1449280106149047
11328000,85.7990862584546505,85.9256608209934996,49.8651203738434816
11392000,43.6464913329746480,41.2750158945068861,43.0597406771092466
11456000,91.5067315618546644,46.0283547120951013,45.3623091270953651
11520000,94.2020324908177855,101.8656365461595499,105.9937123076392567
11584000,84.5430224374840691,91.3303401917250994,86.7819896728279474
11648000,45.5950595007705459,84.3405540741305231,43.3523263184871013
11712000,91.6660069722266257,52.3636945903164559,52.0032469784699458
11776000,50.3095679847522206,49.6020410308530302,90.4432298386772118
11840000,56.7622907567810913,83.5347964498420765,86.4943813990534807
11904000,52.9467634614037834,47.0728871847255306,91.4781304791541032
11968000,90.9203824440802748,54.1154437805957116,86.1882388772589962
12032000,60.7739763682471192,85.4261224589004229,60.1939219429302383
12096000,95.6584828503701061,95.3668621053981127,95.5559101247387446
12160000,89.1371574391821468,92.7838735575819555,44.6796951182536191
12224000,94.2152287647589475,48.6019259523236258,47.5686501740421050
12288000,55.8650858278653146,64.8368594315634539,91.3251572661623072
12352000,94.3923620062247579,53.6669021372183579,55.6439338545055335
12416000,89.5963865755755364,89.0191510424329380,58.3663983572992322
12480000,89.9990617306671368,61.8048167806592588,90.3172260958557160
12544000,89.2627165917682390,88.0930309022505469,45.9981343808059648
12608000,54.3291855640422057,54.3889308671102043,54.0727775853039816
12672000,49.8354177747876435,50.5343120289254770,54.1756990273535166
12736000,87.2227860882630068,59.7285735266299369,87.2827942546829547
12800000,53.2067692913733836,45.6860501254638081,45.3688791599715557
12864000,92.5734033328093631,87.2814235892301156,60.1889453660629385
12928000,86.9344162825235287,55.7479101314761465,52.5485214288825020
12992000,85.8552551711968022,62.3563317980360949,64.7565099794312573
13056000,56.0207420961967273,95.2766622365154774,53.4646218801608697
13120000,92.0860617035446722,92.1022217258020248,91.1608667609866075
13184000,52.6811161894109148,51.7592987196975400,49.8323078326418099
13248000,96.6033922818900521,52.5810205991705786,94.7060266159207202
13312000,91.0906715005030492,53.0396999624024659,53.1085782644798030
13376000,94.7323995117247932,92.3741522854550254,52.8279997773976220
13440000,53.0955874170423954,51.5081827667431895,93.4755359421317138
13504000,48.5604451941696595,48.1593469863157395,87.0068554959345875
13568000,90.1601269952075768,55.5514831212721205,87.5482792443007583
13632000,90.1180881552701294,56.1015341645155416,97.3208722346124517
13696000,56.5608834344505595,52.3716758281578123,53.0572061307254401
13760000,55.6198938365003954,101.3361875868477000,49.8756785490379713
13824000,59.7376547718376685,109.2336852704092536,107.3625545055279105
13888000,99.6468262300846277,61.0701273361708914,56.2852717146729375
13952000,53.1518176322203999,93.8241998125394048,93.3235713472108870
14016000,69.3714746077054372,67.9708222483226621,67.2733876211836161
14080000,92.5562992757241432,64.3545682413642197,66.1503570185233372
14144000,103.5274242863740568,59.5212258877429292,98.7735335033434012
14208000,91.9971205620065433,90.8726496608468892,60.5525607099289189
14272000,89.1903785891970813,58.3247760418280592,59.4554403992505769
14336000,101.3305439424644590,62.5949168575474033,62.3046912440967517
14400000,99.0984784008600741,97.8375433489937620,94.7529725223966892
14464000,67.3004645592232720,95.3422932502364233,63.8861364750161869
14528000,96.5031076981058789,96.7743729473998116,62.0220460656196906
14592000,104.2727240773537289,104.5875566605367197,103.1628773434383675
14656000,107.9579305646870040,108.8849174610224964,63.4259496537602558
14720000,57.2934965452868497,60.7652966997216879,105.9091388060833197
14784000,63.6095573022008693,103.1234942557887422,103.6308678970615773
14848000,105.6399787015277241,102.7480823391764915,64.9861787008817373
14912000,106.6144554852025834,60.1226478781018443,63.4646676306264439
14976000,98.9443922267207654,99.2106769084295621,66.2630522262478365
15040000,66.3245146993782839,68.0189041855039846,96.1573612087595535
15104000,63.8239742234353642,64.7425199043188826,65.6313621672432390
15168000,94.0194991640818358,65.6884547594339949,66.3800776227222116
15232000,107.4710498944853327,55.5203314337047189,69.2002418543407032
15296000,111.4131750688335387,67.0970826488295700,111.0214603832224753
15360000,95.0179443815889329,95.1119541961101191,72.3077845336859468
15424000,66.4704424310868092,60.8710275968588377,104.0203997275864793
15488000,106.4096054917467455,61.0078865683773586,60.1606539397934128
15552000,103.5235761002486470,62.3454930994292198,67.3522810175189619
15616000,71.7555759393938786,102.7600837070755802,66.8917927071191798
15680000,72.1670215054724054,71.6064777934011261,96.6962265223709494
15744000,108.0568856156206152,103.1944491541810294,109.4057679583738150
15808000,74.6681539925907316,102.0434490592053578,101.0720050539528785
15872000,101.5700932893126520,101.4258159984451595,99.9920727300095393
15936000,63.7575513816143129,103.5970631237127009,64.4398118476017459
16000000,94.4908799741813397,70.9822329180571501,94.6369948914669123
16064000,103.7371109227347006,59.7977392651263102,110.4600278111783211
16128000,97.9579083192843285,63.4498736067344922,96.2382554294558616
16192000,96.7465918431612266,65.2720187427899816,65.0853035834186926
16256000,64.2581384039697667,104.1256460580650440,64.2379334936620410
16320000,57.1393137553895940,105.8965205825455342,101.1205390709475154
16384000,98.1378683341795011,66.6635572531098433,66.6577686538037000
16448000,101.5888363015587288,64.0659759542695042,66.0788114959961774
16512000,104.0055418028908036,61.0715889589555090,102.6017888405301903
16576000,63.7575342572774986,109.4306518615520361,64.5766293746788449
16640000,106.7903952079522583,68.4107333581222434,102.4456558650594076
16704000,59.3904981547002961,58.8533554504058714,59.4262811617687134
16768000,100.1739084143103327,100.4879581777983901,100.9174586887759801
16832000,96.0981540251026587,64.6440473901943164,107.6013285312007781
16896000,62.9041380016057090,63.8341168076917143,103.1261119400133168
16960000,97.2211330888297312,67.3786663560328378,67.1894422380246397
17024000,66.8224763257415191,101.4886582861453235,104.3255555660952894
17088000,69.0181851698152826,94.5671909746441912,69.0016220770050381
17152000,99.6308863093199335,59.6368539470938543,104.0672759512959686
17216000,68.7061073217227545,104.5919690122462953,62.3855951103763289
17280000,105.2402845415158481,106.0036466085542202,107.6170860352479792
17344000,56.4191082851529160,54.5918631026751839,98.0336833537279944
17408000,101.6015211643976102,101.2880440741086545,71.4685284642113317
17472000,67.1186133664515978,103.7723569059059372,67.2198105096894665
17536000,65.0374472071273146,100.3075294038782488,106.1321715100371108
17600000,109.3319140527644180,61.5300017090090208,111.7219728498456988
17664000,100.6705686387324192,73.7694880914271778,72.2164167421744878
17728000,106.4605003031840198,108.0325567778616715,107.2020734425489081
17792000,104.0876559068636737,105.0132297707723410,62.5682517448907660
17856000,97.3625773485195225,73.4631640393452017,96.4713543828454050
17920000,65.0953608434309956,107.4494331307742812,66.1767919882503293
17984000,69.2521736323352002,73.3699080553987812,106.7208102103072207
18048000,61.6365455122992216,69.3718113234513254,65.0220809081413620
18112000,98.6312538117333020,93.5811304110805224,98.1141921500384058
18176000,99.7296534296701083,61.3698489303466914,99.7513360709094741
18240000,98.4688477675646254,98.5974092666424866,99.7868437284205783
18304000,96.7644318785237658,98.1722966257332672,98.7062078533532770
18368000,30.0099746712703634,27.9734325865674762,57.8068848787205525
18432000,40.1569182829603761,37.7707617552257773,39.4925690433449716
18496000,69.3914783236754715,91.8879722867428086,93.1855406616885631
18560000,110.0701953989165816,64.8526939115648702,63.7057824545586229
18624000,101.9136546723091499,66.2039550236109591,63.1098436315013416
18688000,106.4577170728388182,68.6906565428994895,106.4515562963864568
18752000,97.9177099159479098,60.5884525268262735,61.3152287893586703
18816000,95.3125549195532216,52.8748177011555498,97.8981139869982115
18880000,94.0152734881204424,60.2016328540367596,55.0392999341272144
18944000,65.6980352486296937,31.0587639731700449,31.0033041133787854
19008000,44.3983292823319005,47.2489953464381927,80.1802787832218371
19072000,61.6270238893525288,60.1911225267654828,96.9909251615568024
19136000,92.9236836411417073,87.5841537368843461,89.4673878795751421
19200000,56.1688461741680101,53.8395804551588029,11.9310944313920686
19264000,79.0117377479997032,75.7537328764111066,77.7923710503482084
19328000,37.7323457854524236,40.3439848250141466,38.6554245572207478
19392000,48.4964783591781412,47.5512998335598382,47.3296713457146510
19456000,104.0197945817651544,104.0234072214630316,104.0137584223949716
19520000,73.2161565231755560,98.0775151346708327,71.4941462851435858
19584000,67.6330557953700833,100.1355806844912877,68.3807113229063077
19648000,65.8099696897536859,63.9465606063775311,100.8432095887197306
19712000,73.9780600274973779,76.3885396496389717,49.0254637390388623
19776000,90.2239331513240046,53.5266239590003607,47.1308184554089777
19840000,34.5379148916995575,33.5699870956101307,77.0678704401573214
19904000,94.5158246288703197,61.9042539596323422,58.9007754218662214
19968000,55.6829596942215943,55.9048726679317269,13.7169862031084122
20032000,87.2996351831664441,50.2981391440759538,54.8666148144332411
