Step,harvest_original_cbam_inequity_aversion - SW_ep_rew_total,harvest_original_cbam_inequity_aversion - SW_ep_rew_total__MIN,harvest_original_cbam_inequity_aversion - SW_ep_rew_total__MAX
9600000,26.7007832790305244,53.6580997247758944,51.8725125230654669
9664000,10.4064583175988474,10.4921385293533760,54.0477834948013438
9728000,40.5918366071097765,42.7473915509777385,49.4641379222692166
9792000,53.8203157066894562,54.8272535291078853,13.2584436114140800
9856000,66.6386248585452847,63.3274168317838217,24.1004689580163820
9920000,69.3764501249756904,23.1882502822300189,61.7687346685103336
9984000,17.2156318690558763,58.3608267971119830,15.4515921420369757
10048000,30.6188461744205895,29.4424197328279185,24.0737766484584519
10112000,73.8579381137975588,74.5196577908651392,37.2232982267712060
10176000,75.0195566329414305,76.0021445025171118,34.4324119296040720
10240000,67.8019922014845662,33.0693451300427199,64.2451740226894970
10304000,68.8584980741504467,29.9258487661639876,29.2827684373026003
10368000,69.9455447967276172,69.1330692048000515,38.7922892274134412
10432000,78.2827615912124486,77.2449322582660898,41.7581104903394049
10496000,66.3342414445150013,66.0473396626990308,66.1618614429631293
10560000,65.5805639316953375,31.3224434247715813,70.2774527208107145
10624000,74.6805804247268696,32.6137937343534148,34.8978723229249042
10688000,81.7633486026834646,32.4185147127547779,35.0175062817160168
10752000,47.6639214724925040,78.1840873003739461,43.7744503848277233
10816000,76.0310216475304372,47.7036858694880976,39.6556887739613728
10880000,75.1959695565238064,43.1434411197057059,34.8911540690745881
10944000,72.7611383730890822,75.2403911550098030,76.8201726370523943
11008000,78.6818992725646069,71.7894333598397765,76.5144866729735753
11072000,41.7837652663113133,42.5013263541620177,78.3202946362032719
11136000,73.5667261820628227,38.7284917744743709,42.2615703209484224
11200000,42.1835770618803494,82.7768135517552821,76.2260417339868752
11264000,74.7333063058441667,48.4886260021031177,47.7066064241669991
11328000,87.6240230732323369,48.1482571085086448,88.2356335501712294
11392000,53.0450310123188729,77.8004554783999396,77.1770628797293341
11456000,51.1791126705792720,51.2321092751860050,51.6969082688935160
11520000,64.0585735437923063,98.1796703652317433,64.3649101863969690
11584000,50.8749701272765762,49.8698219710560551,48.3698945476615876
11648000,52.7941338847902557,77.1735811386794524,76.7780847748486224
11712000,91.7525512451130680,92.4403890114586346,48.9623173704619461
11776000,89.9859125168492540,92.4866888705776660,48.2222444181097956
11840000,97.9694010493446399,95.8831853218821379,47.9154078995629931
11904000,52.5217624287181906,91.6597024797875548,92.2714328289457768
11968000,55.6377679798110876,58.3513559232536494,59.2207605384788351
12032000,91.4773942452196707,101.0176598207624750,53.2287529952789100
12096000,53.4030906911642944,59.5512526321294615,99.2184549438242840
12160000,41.9789398214401146,45.4625499049874335,91.7231206628601541
12224000,57.8394677359009108,83.6619991087236059,83.1295442047614586
12288000,60.4525808795742137,95.8255962935570409,95.4408767017378636
12352000,93.5009046725221253,95.1278668090670152,88.6894161341698180
12416000,89.6924538329248833,84.4540839880203151,89.7134679830336665
12480000,53.1924916556608878,95.6586304858767562,59.1765321414280052
12544000,90.3455781065276540,57.0717241869019034,58.0354781172824232
12608000,92.3682510300766495,92.3366450044008218,92.3658071773143945
12672000,59.6954857902667300,87.2171453239264736,87.5388280637625371
12736000,89.6955195666578220,89.1068662187717848,89.9147360369814237
12800000,80.4549716390675798,57.6214056092440288,57.7187080558060757
12864000,99.2309975322560973,97.1637420091846451,91.6572439503187582
12928000,54.1820537408208267,54.1315803315444981,54.0512097443306772
12992000,60.8911101446630951,61.0260210119406352,89.5205166407958473
13056000,52.8400276414679340,100.9076789348382874,48.5259679783032425
13120000,91.2512786456761091,91.2070519267900295,90.6696946964121935
13184000,94.1967973960605036,54.0619116956387558,53.9676031359771713
13248000,91.8170926710754571,54.2319860685314552,91.7888120657368773
13312000,90.0757142513711813,49.6098429761194168,54.1805769517288098
13376000,52.3444320182964873,93.0144691734154492,95.6298104922332186
13440000,50.3744166391167454,49.0038609592977181,46.3135623392859088
13504000,57.8427547421188066,83.6789632138653445,85.8580945500227273
13568000,84.2803246789435860,57.9774776408070807,84.5092225976389102
13632000,60.5946302764851055,85.5183909847756780,86.3859786556564586
13696000,62.3130939345145975,58.6054318292451910,62.3040055416585474
13760000,93.4635504450704531,56.9719922693333487,57.7504123380297827
13824000,62.4708377910772867,62.2243974370898698,62.8597167918847362
13888000,62.8120168755540504,102.9941964548829816,98.1794237153291078
13952000,51.9489530859448436,103.9365957424120808,55.8492532667083594
14016000,67.4517344275582218,97.2446945054787335,101.1846231892546655
14080000,104.0898574073046490,108.0678331313327050,59.6687581726246208
14144000,97.7987017346076328,98.0452164232520431,61.3594670757872080
14208000,89.0510943556647447,58.7124833436303390,94.7259925283844666
14272000,58.5804096136296550,98.9120341154376206,59.9663049578688074
14336000,64.8174670763551291,99.4043384209311682,104.8524614261659167
14400000,67.9863494961279287,69.9156175839388823,68.4946589405432178
14464000,89.7650329186512295,89.8710505663747767,68.2038238352565145
14528000,96.5922820769683028,59.1158872740458463,59.2381952013520632
14592000,56.8531640604575443,105.0030188777299998,104.4165133499276550
14656000,101.3792496796175016,101.3949671296400368,66.9665751751065415
14720000,62.0317115059346733,63.7497227654011738,62.0037420009170148
14784000,103.6783763990096503,62.8439669238168577,63.5482838986344518
14848000,64.6595197481173329,60.4868860916640614,102.5620079756159697
14912000,96.6569009709164249,96.5745351890588779,98.2704445180459061
14976000,101.3577371202702011,94.2785262378663731,60.0833953535412348
15040000,62.4758316424166935,101.9905950518824511,101.4491944179775942
15104000,58.0993717936776406,57.4295132911065025,102.6289195963380081
15168000,56.7147727142516516,56.9000432956121642,99.7302355301546299
15232000,107.7584938306363398,111.6531197271239364,110.3225851297545290
15296000,100.5853927196854869,109.9194175883860254,60.0396929142365394
15360000,107.0560469063950961,99.4799105362950229,99.8664610134268713
15424000,66.2082116235137335,100.4814950924007491,103.4733655858318428
15488000,69.3001995640402697,97.9340550255425768,63.8514169601330934
15552000,106.0939089006443226,57.5059090679148071,103.0240017851935477
15616000,67.6595029575190807,67.8811471915574174,67.1975997596331638
15680000,60.0561482371502535,61.4625164914594322,105.3014296586096066
15744000,58.8695119941418241,58.0306242899907971,112.8577355070329276
15808000,72.4197359561416931,105.7169791838935140,112.6728660804313193
15872000,104.1042416457673028,106.4352036506420944,58.8712338716167594
15936000,106.8384316007242489,105.9639872684754778,64.2462539644873232
16000000,105.6485195856782298,107.1350923370266344,62.0764166694995652
16064000,97.9182890956906817,99.4337370279450710,66.7162405445640871
16128000,99.1001625936407180,65.0816831951245263,60.5997853417773769
16192000,57.9586462408941259,55.9011289758284562,104.0266399588761033
16256000,68.0593492155870621,68.5511650362994800,100.1100670445273266
16320000,65.1988048194310466,98.4758566527441133,65.8276772677093334
16384000,63.0034913514258363,64.8550466505113832,98.0655318923964074
16448000,68.6512245158056373,68.1022627951231243,71.2464845591198639
16512000,103.1001423805438719,67.0648024264319673,67.2445097061723800
16576000,71.3018072677603385,107.1914407498829860,71.1023590198670945
16640000,64.9735714012273604,66.1720369806445490,105.5698651500081837
16704000,66.3669491540431977,97.3003139714371201,65.3805158750677293
16768000,65.3756577940091290,98.1328153225324513,97.7515488601044353
16832000,97.9126524566599130,71.5622980768833514,69.7130854328694198
16896000,70.6029788724590617,71.0276578044601621,95.5198810305205370
16960000,66.5926070272501249,107.7026686755384617,56.3357312482254358
17024000,109.5633575594957989,109.0150725364305657,106.1243093845562981
17088000,97.9428303983823412,61.3255335946161111,63.1059744630477724
17152000,68.4291539406288223,98.8535180589881577,97.8846199379916584
17216000,69.9439490647208970,101.1318945146137196,70.5198334621721159
17280000,68.3189541463791699,98.4977018011677501,66.4382816650919068
17344000,97.1484819462160942,61.4721704561887350,64.9085963845739542
17408000,67.8334908820832254,67.6855226271285346,70.1898257462844981
17472000,70.2672597883798744,70.0626655688602682,98.1727504047493511
17536000,103.1365143043891237,100.0296111860630077,101.0737224173061009
17600000,110.8442349057187499,66.8087652409454904,113.3552468228773193
17664000,101.3340553805168298,72.3502151269538416,103.9279634659286842
17728000,58.6166996472103747,111.9765476955747943,108.0674218311241503
17792000,103.0492396112573488,104.6790441740145212,67.3988545262182157
17856000,63.8116288633056001,108.7121021800226970,105.9247211065324876
17920000,65.2161397035953172,63.9975696042917903,67.6379577771491967
17984000,70.8235975935461113,71.2584168602505770,104.5742653520507872
18048000,103.9521974920577208,100.2923130972620953,102.1900982722848141
18112000,59.2270265653944961,60.6022752386999599,56.7506353722912635
18176000,92.2949383260445018,101.1829492078825723,66.8350493822698439
18240000,93.2195018696068303,64.6038065485210069,59.3076227754336855
18304000,67.1397365719998049,100.9526737177706366,62.5256776376088723
18368000,66.0756076528437433,68.8653234267843999,28.1697604030685262
18432000,34.2286567867272709,83.8657291503561595,81.0322965502313650
18496000,66.6123170417359631,93.4801244902171931,69.4870658174512243
18560000,64.7498429803555666,102.6740177395945040,99.1390601131412836
18624000,66.3946638193851157,105.8703765069349743,59.2188252396092878
18688000,106.4906533752372866,105.7228250652030397,104.7738946036506604
18752000,65.8526671536956059,65.9627378554900616,93.5316236261994618
18816000,47.4386005563936735,48.5707977129558159,101.1549148403534275
18880000,99.0035220656482835,53.8147475669640372,54.2568824745972691
18944000,29.5511060055493147,23.2780373123907509,64.3975647360042984
19008000,83.2556161723196340,43.9052504231563887,46.5024586693403776
19072000,97.9349337750565212,96.0102382805781787,103.7880446106343584
19136000,48.9691973554300688,48.4387622980273562,49.0377552666035896
19200000,10.7599240279599826,59.0859511581586077,58.4502315081404049
19264000,77.2943631670657680,32.6443905385520452,73.5605332165101942
19328000,77.7510221967099824,82.3205990850473341,42.1415858706939446
19392000,49.2276869342383634,82.9693520398417661,79.4807742055002109
19456000,103.6658246306894711,103.6232137581230006,65.8088382432829917
19520000,109.2474979016114389,67.0021547774823034,96.7490277797678715
19584000,103.5246647107215097,60.4916566476719311,61.0499897589560163
19648000,98.1305128426861728,96.5625368546984646,63.9051604186800617
19712000,75.9928326021195915,49.8002997057578227,51.6076691927947451
19776000,46.9501348557042064,44.4773189700780520,97.6890345275098753
19840000,38.2565130369462167,75.3842800537062629,70.9357713612348988
19904000,92.4978418594058951,92.2260751192233244,96.2041418607573746
19968000,23.9013934056014463,23.2774391099806763,52.2228172255831140
20032000,84.9286525583356990,54.3857713545551320,84.9262424002345995
