Step,harvest_original_cbam_baseline - SW_ep_rew_total,harvest_original_cbam_baseline - SW_ep_rew_total__MIN,harvest_original_cbam_baseline - SW_ep_rew_total__MAX
6784000,70.1320848174857190,12.6630232070871322,70.1195482391172362
6848000,72.2272041336346007,38.5344942203436318,79.8561252834966950
6912000,-21.8481563796123979,-23.8479233673405275,8.6932512697439179
6976000,4.3468376924393723,9.2219076664631352,-35.7141646826783301
7040000,43.5618821927130568,42.5653711102895116,45.6399815529883384
7104000,98.9327271338392364,64.3802548961762398,104.6673289147713888
7168000,100.6385573866127743,50.2425063126340063,55.9563499891057319
7232000,84.6170933592780727,127.3249338165462632,128.5469231639064560
7296000,104.7959351087033042,67.1588723751264638,65.0136641528068822
7360000,90.3121690365591405,135.5200358268047580,126.9026977356062389
7424000,91.5196287697398674,128.1029709940611383,142.0742160671733245
7488000,131.2119229865269290,121.1925809056350971,136.4737912275188592
7552000,120.5619222654118516,82.3377392362401821,95.5743598167459112
7616000,118.7371378853897568,131.9246382938812872,119.2366122994074829
7680000,106.4494867515882106,62.5696639036035265,59.7334462931574279
7744000,105.8694607204942599,65.6432172678663193,113.6392621012101785
7808000,95.4380970253941570,143.7641953788242688,140.5884003692156057
7872000,140.0054820445867563,102.6317951113307316,133.5924975271898916
7936000,71.2690301125949759,33.0826327938122091,28.1090153268709173
8000000,-9.0319443182983470,-8.1910959422376557,-6.2741398585308232
8064000,78.0841902834618793,44.4982730489707663,80.1917798427757020
8128000,84.0480921446919211,95.7902564248548458,48.8432316949562164
8192000,79.1268625440558111,71.7382325880849550,76.3582659608909751
8256000,90.0561126783097876,78.4391373211683174,48.0519335669594767
8320000,83.6138507587409947,43.5699107959624499,93.5530588989072101
8384000,100.9916099607728484,53.1872798600292285,65.2012542992556803
8448000,44.0357034585698557,42.7429838284674020,-1.8717742952411740
8512000,5.1905848143333042,-25.2454117370027973,22.7173831698336848
8576000,8.8953042696039333,11.2335268220239719,-31.8166800184436340
8640000,-50.5530868846911403,-64.4439585070869896,-14.8510707980590055
8704000,-33.8854578685316028,-65.0889286259551341,-77.6080058291715318
8768000,-44.3297786474746758,-47.3402383438012464,-49.8865301189454868
8832000,-110.5217212573180063,-101.1539802088602329,-61.1500443126030007
8896000,-88.4164216906212346,-100.1879786543400428,-45.8548930895668860
8960000,-27.5706080653087184,-29.0209468984415615,-22.2052102372949349
9024000,-47.7744326216743787,-53.8211050749887079,-41.2967317339969426
9088000,-59.6047425437634999,-72.9082978324017574,-66.3821812251753443
9152000,-96.4795790042314252,-94.3689358360540922,-88.9004313752092230
9216000,-71.9978747266647474,-108.4768652293037690,-66.5361473517088911
9280000,-57.1931317698921049,-49.4177467613338521,-50.2426540755921849
9344000,-60.8896452128890786,-57.7309805391023616,-23.0907806495459447
9408000,37.3133731349032089,-19.1089929291797453,-20.0373515575872929
9472000,-3.6412288430038462,-16.1071313803557885,20.3434150244370144
9536000,1.7571105345621092,-40.6006156205374040,-33.4028937195399038
9600000,-80.5256590314645564,-37.9552413087633411,-51.2300558574663043
9664000,-37.0077098710795980,-87.5921440777504898,-75.7234265456599900
9728000,-59.2463192016552682,-52.2946256076741562,-14.3798986222076657
9792000,-40.6433189380203288,-8.5810117522234695,-44.6584863346777752
9856000,18.1225459155449435,-36.3839057501841125,-29.5674324381717533
9920000,12.6755287875571447,-39.7846193011536755,5.8468167054072104
9984000,2.9513327412144719,6.0335756812876511,11.5302889348121873
10048000,-84.9958491859531051,-40.8344230014183296,-46.7455878008094814
10112000,-100.7438728492892892,-77.6281945759051837,-108.2574272126794597
10176000,-74.4170616595116883,-69.3217240441242666,-29.8748786649808871
10240000,-9.5636793039025569,-16.2946777992492819,-2.1358055547590098
10304000,-74.1319185285567812,-57.7698511719685044,-34.8666824118960861
10368000,-3.4951128894735959,1.9926894124553414,-37.3219200638060684
10432000,-26.7964399069357029,-14.8479294806869468,-21.1387976970448861
10496000,-52.6891104996184367,-57.5341510994637773,-45.7312030558851603
10560000,-25.4873359707373055,-63.9458697531762041,-77.4165763230977717
10624000,18.1168800394946992,12.4744885039123261,-23.7756968567753155
10688000,-11.9695915721511259,-19.3435165769055573,16.7798572416567566
10752000,5.6889049802499301,-46.7806249548191175,-42.7066189251890478
10816000,-3.8379430312019593,-53.3969189736362750,-53.8967727543552044
10880000,22.6219271902251329,-11.5611097776523195,17.9937127373133734
10944000,-24.6809283899891057,15.2175825761003942,-20.6533905398031976
11008000,20.7430131848408053,-7.5027813313046039,25.4788869284334538
11072000,-13.7409075775959266,-7.8366525998535224,-14.8416106810260189
11136000,-64.4259206931982646,-20.7427077033779810,-67.9938960209935601
11200000,-2.9228912265555351,-8.3347228595925600,-59.1360430094332514
11264000,-7.7897542787691485,43.2564273309189318,34.1004546441920979
11328000,-1.3614678105143057,-0.8462057096931233,-4.8009180054898870
11392000,26.5616486277440700,-10.2488983068539543,-7.5436010848213026
11456000,-20.8632815664924607,35.1956951833525835,-11.6068062853871297
11520000,-2.7084024707938070,-4.1328437017415354,3.3566336201700473
11584000,8.3563971739078724,22.8153121538203649,24.0472507871557895
11648000,3.8920476640228419,36.6703835961488878,37.6854316357516836
11712000,23.3031683162552490,12.1641557185398810,22.7318218481264118
11776000,16.9322830138101921,6.7461789593147685,6.7779659638565199
11840000,33.1341620629829947,72.2472291221750140,38.3300886714914668
11904000,37.0326379523952696,46.5530264447676672,34.9538474447369225
11968000,57.2476016270304555,87.1889092831202817,53.7759777452502092
12032000,64.5331933029239906,93.0271724131683300,100.8633441110313669
12096000,78.3360425086797534,79.6730645005705753,119.5921270776620702
12160000,120.8531040324285044,114.9682690344478431,72.6389217759453771
12224000,95.7071479845606490,94.3319269492346990,139.5321167471949479
12288000,89.4521225025288516,134.4487968176231334,132.9189672954314574
12352000,133.1433778036565059,95.0501969949672230,132.1176358547257905
12416000,146.1620491379350710,140.5445204825047654,138.8200916046348539
12480000,143.7026655439279637,126.0875183130590500,104.1368889783170744
12544000,112.1159154444495414,141.2204230382982928,116.5208337311706401
12608000,142.8405535014624093,113.2385765822056953,112.3374025947388049
12672000,120.2455359798237708,172.0248079055538710,121.2387247215782509
12736000,172.3021058986512912,169.0202109955232288,140.8037112811358327
12800000,145.6681914822304122,144.8496652785143510,149.3546128415125338
12864000,160.7450895006977873,153.6101653535538389,192.7843120548510569
12928000,184.8076580240257840,191.1516854191191328,197.6144039448026604
12992000,188.0680799636306233,181.9733479491397929,177.7543507010985877
13056000,195.6791816266422757,143.1788732107778230,161.1732263422749725
13120000,235.4658503582619460,241.9428331985266709,208.2822300306974341
13184000,188.7271359786766425,227.7000436045105118,233.5952751684673387
13248000,174.3784224922209489,207.4721404750147826,169.3312881333507391
13312000,211.2026584321991436,235.2013371331894405,195.1559386605470934
13376000,222.1379647546049796,262.5334188170426160,218.9872131329417755
13440000,248.7376900002755917,254.3277035250525273,210.0168765917873941
13504000,207.7840670716145155,205.9741520786675153,212.1373648659821356
13568000,229.8575278910029169,246.6383504093557804,283.1679853797920714
13632000,254.8354228111243174,285.6101940269896886,248.4541417165911525
13696000,259.4664941893085484,269.5134754133487718,306.4848802654300925
13760000,329.6883697666152671,335.1845200611088558,299.8710925336341120
13824000,281.5833574654369613,276.6621980307464810,330.4532345259541444
13888000,316.1833630486777338,320.5354973472648794,276.8466078525233343
13952000,268.1146871638222251,261.9514026529574267,265.4066364719903959
14016000,263.9706869428906657,299.7721317211662608,285.8046824264746419
14080000,295.0029709609372048,249.2673987788648446,281.1392091888362188
14144000,266.1124295434190117,304.7957184056962774,260.7563074070943117
14208000,298.2179746682064660,305.5581966110840995,302.7487306043302056
14272000,270.7613014606295110,279.1467450687076735,318.2479367356817761
14336000,326.4721193466142495,328.2474817653383070,335.7449934845154758
14400000,355.1292368515588009,305.2388122691710350,308.2161055050851246
14464000,350.5783514981913527,350.4385399622083241,359.3513199519921386
14528000,350.6353477940495509,304.7043617269606557,299.1140304739744238
14592000,309.0135513141096339,301.0152774004100706,332.3289430551101873
14656000,333.7447670920166161,323.5945441090829604,362.0653093177699020
14720000,333.9008485331967790,373.1560501267825316,334.9872805853366913
14784000,324.9172265220340705,376.2260956783118218,360.4287695573926840
14848000,371.3255194178687475,338.4222072214211039,376.8922906054403938
14912000,351.3715437386851477,389.9261891070883053,350.0961826181739411
14976000,345.0487024043146675,387.6309006801718624,349.9425108731498426
15040000,354.1401114585229379,370.5377187085874766,365.1212559630876626
15104000,406.4429875229565141,362.5299368946774052,397.0537867114969117
15168000,374.9741804645031493,419.8706293998855585,412.8932912583888424
15232000,442.6529268391552137,401.7344231229823208,403.1626981371506417
15296000,450.7921525461263172,455.7498666676272023,446.0251665397490797
15360000,431.1975833416423143,393.2437465621709975,393.1718174324506663
15424000,435.1015858822025848,405.2177416787877178,437.7360216299209696
15488000,445.9995403222233108,447.0917244948307712,404.1223942839694701
15552000,445.9959427437719341,406.8459390687804671,403.9864566039677243
15616000,447.1962329116980186,458.4868953025522842,459.3912883171626618
15680000,465.2839043577818643,425.6823766816316947,423.7865322076161760
15744000,468.2675914127926831,415.6703459188192369,429.6216810450093817
15808000,465.8439298388141765,422.9119270859383732,463.1427631558968869
15872000,424.3906443631508978,422.1092328112328573,474.7921245431669490
15936000,457.9577352905276371,461.4227386650554195,424.8617582807341932
16000000,421.8624049239627993,458.6726267335099578,467.3007539073168459
16064000,484.4483997231298531,448.8273407148720366,481.4724597629604546
16128000,475.4676707089712977,487.4600331545307199,478.0780558896467483
16192000,439.6188544340593580,441.9721377325612934,491.5243184756221240
16256000,435.6386026267226157,443.0829904951698950,437.4352823917656679
16320000,471.1455245854002669,431.3458782336411446,479.3090018127446115
16384000,426.8756888939902865,442.0470052772407143,441.7254944413521116
16448000,450.7641962965435027,477.6968711493491924,475.8364879388299187
16512000,444.1335421673290398,478.2242793539277272,431.4882972729567427
16576000,465.6460767706351476,426.0647861627365955,427.4356844489996092
16640000,472.4243381679933123,434.0659212341383864,480.9574766203920717
16704000,436.7071117137405167,430.2251813632136646,434.6675564239787377
16768000,439.3576779407708273,478.3522353005949981,442.0802157852373853
16832000,436.5182605937326912,479.5412376092937734,476.1861231435958075
16896000,428.3570306460659367,468.7767807304211374,428.3992145578546911
16960000,448.9140898497350918,444.0751086856074608,450.8607248685181617
17024000,430.9661173901437792,470.1492371609698466,477.5008656356209826
17088000,477.7242405583412506,444.5379329531285180,493.4149887697416261
17152000,455.9346517160381040,499.3916857414210426,499.9295706223985576
17216000,436.9642974508371367,480.9194202615237259,477.2932297712046079
17280000,449.8470659800413500,493.6979337158620638,453.4681517945520000
17344000,493.1589491540300401,492.7789404262352377,444.8491645302691495
17408000,505.5111280898794348,495.7006681447368805,490.2640633630061302
17472000,453.8179837066475670,443.0481741105380138,497.1143887762559643
17536000,495.2504525344353397,468.6814707178981507,456.9860027887157798
17600000,491.9559188047485918,451.9947821018774903,455.8603668569253387
17664000,496.7060275987769842,454.0352866570217998,484.7710843452515519
17728000,494.9701081977168542,502.1832243175439885,492.5552597437939539
17792000,502.0619429661044819,469.3092680498547224,460.3226928167282495
17856000,454.1055868484435791,464.1816710168018290,453.3389013938241874
17920000,456.5565346166092127,451.5163500637081597,490.7518295535560355
17984000,491.3448634148069800,438.5122790466119795,486.0057358281279676
18048000,456.4279428529400775,457.5786653267834936,448.5789632982906028
18112000,466.1989102797483042,493.4873842332715981,454.2519949632652470
18176000,475.1271569041392695,500.2628136841624382,513.3138655597523439
18240000,512.0262270270058025,463.0226583799173454,501.7782577652109239
18304000,473.6206244879505789,479.9763490864363575,507.9664454938794620
18368000,517.3525964214277337,475.1887482146513548,476.8601901653966024
18432000,509.9639678358720403,472.4812895480312136,460.9890131191663158
18496000,508.5975561631369715,505.8736346696347255,474.9285053122938507
18560000,503.0612884352777883,505.4290263651962505,462.8949239236036988
18624000,476.3238575633019991,506.6064953758465776,513.2197160522390504
18688000,525.2017367245209698,519.6936022602407093,516.2747534293434910
18752000,519.9089966704638073,522.0489106933124503,472.3650277388194354
18816000,528.2970895075310409,516.3066620992868820,533.0005647920501133
18880000,510.9316712852549358,524.4553011374275684,478.4385201688550637
18944000,482.3000225303962338,518.3781986282442631,481.0320200933722390
19008000,481.7216729493294451,514.3321859043867335,471.4305041364792146
19072000,515.0964683997690372,514.0478527233395880,465.2891942532646681
19136000,473.4365007491418851,470.9539855324509858,466.1014344036171906
19200000,503.4214501145369809,506.3846238575055736,467.1929739192501074
19264000,529.3410933834097705,527.3473244068619579,529.5498053537523901
19328000,524.2258239186995752,479.8970648950765394,482.2428300650582855
19392000,479.8817387454050163,480.6210826396221591,507.6286351496903535
19456000,474.0283857343176805,483.8647690629344993,520.6048707403273283
19520000,464.9661762789679642,464.6750284660553802,515.7366248301370888
19584000,488.0942890726407200,488.0811196775452458,520.7815212800093150
19648000,532.1740495679672449,493.0202364727840632,483.0915406475418195
19712000,473.4355916504234187,485.6942933633438884,526.9892101973921399
19776000,496.7651878608596121,535.1491908172315561,493.6758874916009177
19840000,525.6845175329306130,482.6692367317406251,537.6132053221070919
19904000,497.5106663013125967,524.6760169269491598,525.0599745180821856
19968000,494.5694886775648911,487.0926309314622245,530.7614415495935418
20032000,538.3232211378417560,538.1007747180927936,495.0143164357674550
