Step,harvest_original_cbam_baseline - SW_ep_rew_total,harvest_original_cbam_baseline - SW_ep_rew_total__MIN,harvest_original_cbam_baseline - SW_ep_rew_total__MAX
2432000,-1168.5631988864975028,-1167.6281930478155573,-1146.9162345952152009
2496000,-1152.7851861585816096,-1169.9216231997015711,-1168.2094693025003380
2560000,-1138.5166232587662307,-1138.4770826487094837,-1139.1226578606292605
2624000,-1094.2969953620613524,-1095.5071583915635074,-1092.5398084397343155
2688000,-1042.3303551153767330,-1046.4249985280528108,-1045.8040161808771700
2752000,-930.9171932031740653,-935.3794085883836260,-926.1633720439572244
2816000,-914.6924528545316662,-911.6592409037549487,-891.3417733822170703
2880000,-806.6926477637055086,-810.8785122261444940,-837.3843545506789496
2944000,-794.4969789712133661,-811.3047264871407833,-799.1810802563088600
3008000,-791.4334135448401639,-792.4810397469417467,-793.2283186767753023
3072000,-721.0097533241129213,-744.9710385091052558,-749.7846713818011040
3136000,-678.5323442534079277,-710.9647138883241269,-681.3208225119368535
3200000,-635.0012609964544481,-665.7664617981088213,-663.2744227447457206
3264000,-621.6555947406342284,-621.5223819530434639,-639.5372064815968542
3328000,-625.6767087531883362,-661.7554716491096087,-627.1419452622365043
3392000,-657.6569750268423604,-656.5904138576343030,-657.5482386168920357
3456000,-622.6433097734765170,-622.3984662060375967,-603.7943488157133061
3520000,-563.1833420974813862,-561.7637183832662231,-591.9530196754326425
3584000,-495.1351893892098133,-515.0382747360465601,-520.1487914922792015
3648000,-467.6091621056797862,-495.3330241692592608,-499.0532507233732531
3712000,-479.4049380283828441,-477.1828148697024403,-475.4913171895302071
3776000,-435.1048726700195743,-454.1968365817951963,-435.0246835542332065
3840000,-418.7951169262095732,-407.1570671919326969,-418.8762784128331873
3904000,-400.9354375222566205,-400.9300271638243771,-400.9289628002741779
3968000,-389.6661268141752998,-388.0904859170786949,-386.1860605199749443
4032000,-364.1312865026516761,-362.5294019670726016,-383.4375951276613819
4096000,-362.4250398752141109,-393.0892127505358644,-398.4455904587551913
4160000,-343.9119762250307986,-323.3107533117726575,-318.9240786919990001
4224000,-290.3404051538624913,-288.1173084215548101,-290.8948043107585022
4288000,-308.0692640843677168,-294.6434020095389883,-308.2785292211311230
4352000,-297.3376299647012502,-300.3491849925128463,-298.6513319005424592
4416000,-337.9945434529785757,-335.3556951048968813,-360.7953274647369426
4480000,-273.3056707919199653,-300.1521848760926900,-271.5041623188531617
4544000,-308.7077366779763565,-305.6868401466327896,-285.5259837671958962
4608000,-249.4788295004513259,-247.9579162033721786,-247.2091789689658299
4672000,-250.1307643424839000,-266.1398744918190573,-253.6700901773251928
4736000,-227.8145261337672878,-227.8789985350811378,-252.7268868628079019
4800000,-228.4897986698945260,-259.0289321215832388,-252.3577963753364202
4864000,-215.4175225964192180,-229.4156358969769087,-228.3781423693141051
4928000,-195.4254889157220134,-196.0464773514874253,-186.7400632891958026
4992000,-191.9776773590429571,-163.9546552933775274,-193.1212844384352820
5056000,-224.7358112602505287,-224.5845207531818915,-239.4434650716670205
5120000,-210.1955045906531439,-189.4956169751216351,-187.7202668287126812
5184000,-193.0687555195405878,-228.6332428618073322,-232.7421668853605752
5248000,-254.5227687386262687,-252.1641069009259581,-247.4022739791947174
5312000,-206.9467495137472213,-205.8599846701754075,-180.2756373665434921
5376000,-205.6371205507560092,-191.2851683362996482,-206.5162594697983138
5440000,-193.6326564223661251,-221.9425628262350187,-217.4761937449454194
5504000,-170.5760642165086267,-131.8835785349043590,-137.0662316881682159
5568000,-143.9952025661998505,-171.3344213019759081,-170.9341715632884302
5632000,-184.5189096672739311,-183.9720740066222504,-171.7060124904380700
5696000,-135.3235681950394564,-160.8024520780332125,-135.3469301991037526
5760000,-157.7073368693972668,-160.2795794053149621,-156.5437435344863957
5824000,-128.5980953447136415,-128.2296643846333950,-105.5808371762135351
5888000,-109.2206858398239149,-109.8218491844375677,-109.9676971330979995
5952000,-142.6971721935867095,-113.8355514373785127,-112.4569144275769190
6016000,-129.8103345070491059,-109.0440552576569502,-109.2405196425032301
6080000,-102.1888739485058579,-105.5194876021458725,-114.9694250477421491
6144000,-102.3541800366750039,-130.5857063139050638,-130.2118937529801883
6208000,-118.2461648217351353,-134.4400605282276331,-136.2487860684460088
6272000,-129.7841780594013983,-130.8695361232159087,-100.6834255832281997
6336000,-99.4318967771720708,-70.1672567691482811,-98.6536286138838676
6400000,-71.0825464841111625,-57.2779042834792662,-60.2675679632280250
6464000,-48.9126825896596671,-71.9137319765425786,-74.0731207531605378
6528000,-58.7081672120494602,-58.0354984780405232,-59.2574247569740677
6592000,-29.0349495053078535,-29.4252979199187550,-53.0413816432520449
6656000,-41.6131511690337845,-44.5157950566467946,-36.5757791132105865
6720000,-44.5299270388083386,-63.8976271629565247,-66.2668125840688447
6784000,-59.4947947470888963,-36.6133484788335508,-37.1757046285712534
6848000,-27.1245934732291651,-41.5577709999490850,-26.4059933051204396
6912000,-74.5021584802193644,-63.7152998447029475,-80.6940728923367914
6976000,-61.3450444460833069,-64.2161463055198709,-76.1278827939509881
7040000,-42.8669205522630392,-39.6665031734999758,-10.4838134680590365
7104000,-34.0711603630062498,-7.8963823600179595,-33.2600746807193630
7168000,-30.5480059581002621,-30.5039562088095231,-30.6515084006199210
7232000,-12.5269309879859527,-7.6427809468646792,-10.0384782112385764
7296000,-21.8094084742808718,-16.5560259766646922,-20.8920694125994189
7360000,23.0588317396490226,22.6383261935432571,-1.6826369402666508
7424000,6.4036186655746983,5.8228708918595444,7.5439020643794379
7488000,26.2241470285228004,0.7300875595972229,26.3843150506601383
7552000,3.6878043655488106,34.5778182334014375,35.0767810111269753
7616000,30.1394202872197781,11.7473747287229262,30.1407326658062331
7680000,24.8977728376371452,24.2310248405508162,22.7973772325561406
7744000,0.1406523588628890,29.9170187604488689,-3.0878571829392367
7808000,45.9348720475068149,22.2516631330320003,19.3966307144374461
7872000,51.8589798948580878,20.5084154563945305,19.1426530834634647
7936000,-9.7206685065629923,6.6674870235804811,11.9760907939843548
8000000,-33.0027948426574866,-38.1587026132205764,-35.8010522563124240
8064000,-13.9838591861227375,17.3693727587673550,-10.2496346534759528
8128000,29.2576803028144141,24.5402906303419712,-7.3567614122959828
8192000,11.7612102770028688,-3.9447262391433640,-3.3059923620202740
8256000,0.4846349949514259,2.0537035222577895,27.6033349637407710
8320000,27.2364784287888462,26.4409733687148503,26.9413167582629569
8384000,18.4639153306478931,29.2778479701231440,31.7877267444003664
8448000,10.2696397011720251,9.6838740348756680,10.2838370421545839
8512000,-11.6906901543492623,-25.8102603307131240,-10.1483983987011310
8576000,-9.8893469806372742,-25.5129787739690670,-8.9456608811536213
8640000,-12.0658405955321903,-46.7115065877563467,-44.8669051657459335
8704000,-22.2163036761663761,-44.0075927632751700,-19.2388810399082004
8768000,-26.7415720734261093,-24.5545707706025738,-58.5232627590161414
8832000,-37.7081492169872377,-37.6820175348902211,-61.8053179236522539
8896000,-57.1189992569111809,-26.3208617247129268,-28.7365776252877261
8960000,-22.1797784170753118,-19.6389123195162050,-18.8335048543364678
9024000,-30.5396359069807914,-29.4610413390028469,-5.8654604721180874
9088000,-15.5551741140590813,-15.9621704767579651,-30.5205533217080038
9152000,-41.7510567774036545,-69.8059651603505529,-68.4138377850713084
9216000,-54.3647253108920268,-56.6507273717120370,-27.7041204854412797
9280000,-24.9827554245795618,-45.8603193070152031,-26.0831889005593602
9344000,-30.5144983279230182,-3.0009894813297286,-1.9130698672110267
9408000,13.8759551946898334,0.7283724799785238,13.8804502879749414
9472000,23.0559460303910910,22.4442191423317752,22.6952764945264249
9536000,-13.9225601194464854,-15.5400022970906164,-15.5656999787628170
9600000,-36.8045531849786016,-16.2232276108887596,-16.0101578228601227
9664000,-9.4097604494428744,-7.8851916989866044,-35.8783183776027030
9728000,-30.9010890099798239,1.1171923382645872,7.9360121319108465
9792000,-24.6883802489365785,13.1878802150046255,6.1872802048462381
9856000,-8.1394193655101112,17.2621929544838828,16.7319247624376892
9920000,-20.5765558452871034,18.5505209173710419,18.5586096580954774
9984000,8.3390664800534733,-17.2858754450802401,-18.3476877333601607
10048000,-33.8587006601941454,-34.6857479304324556,-12.5825394925574514
10112000,-53.5718775621276535,-24.5118865143060845,-54.7216863877690329
10176000,-7.2182997119697916,-29.2881083968879281,-28.4677656388988183
10240000,2.2291377950521527,-1.5156854666670139,-12.0068749733464522
10304000,3.8600898368487186,-9.0020405327360109,-9.4048424836560081
10368000,5.5880023624749944,6.8930430348829974,-18.6917950439165494
10432000,-1.7474703970521457,-1.4092730019262998,-22.7994457731648978
10496000,-12.6220172689576877,-36.1479636312815700,-11.0642719872568556
10560000,-5.8376621943515907,-5.8360202282197768,-5.8322294346760071
10624000,10.6943150440178929,-4.8642639573340283,-6.5190984648696233
10688000,14.9451183301826873,0.0936541220062326,15.9876051275779432
10752000,9.0911573129645067,-19.5335286373162589,11.2220762307221147
10816000,9.3111131955603845,-18.5171791076062782,3.9916358080722878
10880000,0.5893153937977740,1.3136724701012330,17.3770356888289328
10944000,13.0353187048015382,11.9987071056935619,13.0778631853348468
11008000,-4.0769908556509424,-4.4900638636626269,22.3689282168310086
11072000,10.7600656521520772,8.6806244915079542,-26.0723575744236840
11136000,-22.1365170946050895,-2.7911016952917471,-29.9132290193770487
11200000,0.2117003193735965,-16.9685855483702497,-19.1174538547967074
11264000,-4.5347428985210669,5.2421307709881848,0.7908641526643212
11328000,6.4640694663055189,29.6134148164438074,8.2557950457377522
11392000,0.2482603945462092,17.0632484331400605,19.2113106307377919
11456000,24.9939582339017967,-5.0537134334758100,30.4459347500912720
11520000,22.7634254836828767,24.3192035740584309,24.1936675736402407
11584000,18.3487115500214379,18.5038342076955686,18.6222022532457707
11648000,11.4203853026239415,5.9461217769803127,10.0557968051574722
11712000,35.2917388076007228,34.2449293131574635,20.9883820219038633
11776000,14.6743259656052896,40.6451238829410713,40.5498295007590315
11840000,45.3423832428688982,22.8800312497162963,45.0676613408898774
11904000,48.4802129014777350,45.0573364858096070,43.8031342347790442
11968000,36.7153452533661948,35.7439894359686292,36.7211392756401480
12032000,59.5201686417632914,59.5115733108567042,59.5001984019304828
12096000,67.6428794918635248,70.5544063400410408,74.9100556939339413
12160000,70.5186628266255440,41.0451294925285310,40.0740533748535910
12224000,83.5148386048057745,81.3539320175673168,87.9964045190741331
12288000,73.3764843199005270,55.3556654951374085,54.6337194671022814
12352000,75.2698326132300934,75.6908606915965549,76.0955308342529690
12416000,61.8478738899546201,61.8321125670988607,79.7197043716096658
12480000,55.8704293866288921,50.2346016159426938,79.1953270188828924
12544000,63.1767789268288240,55.8394116320509468,57.8714893551825185
12608000,60.1290172913684842,85.9704826118733507,67.3635552545332246
12672000,69.4459019659464047,98.9041633249050847,96.6584851016889388
12736000,74.1852941572566920,72.0698892221201532,72.0864233172372337
12800000,100.8147716114768571,90.5531364811804167,90.9929458605371906
12864000,111.2157166561766246,82.7758921098723590,84.3123009124339262
12928000,81.5948977138948806,81.4926456553120886,104.4016119834043650
12992000,99.7522900358595450,99.0892253838396186,101.0857532745000498
13056000,107.8681352687274995,86.2857044079952260,84.8291703578633189
13120000,104.8491881852594787,103.9209696799325542,131.9177766939248784
13184000,105.8555548955512222,118.9975897509859095,118.9795660017752255
13248000,89.8367594955009992,89.8503511711519849,89.7936140799117197
13312000,136.7189361651489889,105.9145032441851271,137.0591664924037900
13376000,144.2167719660889134,144.8108715578108274,143.4620572798181968
13440000,116.4901937737060109,116.4297693949209247,116.3309807669778166
13504000,112.1681224271421513,134.2939592707521967,112.8492745074962755
13568000,152.9477433325490949,155.7972829138804798,128.6452232274690743
13632000,140.5754494190101980,140.3996662522490340,161.4967563674141502
13696000,142.2284921125674657,148.0658178086824535,169.3587294541768529
13760000,185.2988927014847604,179.5833077777085691,182.0706326563076516
13824000,152.1517487756688070,150.0294161774836255,171.7200829550075696
13888000,176.3794351418331416,175.6446162418172321,174.2744005868540285
13952000,166.7601271560310749,141.7418725635652947,166.0367424948314010
14016000,137.3345872145595195,172.1666683137756024,136.2912875817226848
14080000,162.4209830750986612,141.8754067353191317,160.6868210719958370
14144000,139.7332794355972680,170.9843564470544948,139.8864524665154079
14208000,146.9829476640845201,170.8593480742686097,169.8142363223599318
14272000,175.3731863457537088,150.8766011628918591,175.4677601998214982
14336000,180.6134282080899141,152.7640107647118839,182.3837726427672692
14400000,188.1483898254780343,188.1628324167520248,185.8688159118715930
14464000,165.8690599641295478,195.2472871900388327,192.2753322759245123
14528000,163.5490489953620568,164.8961949821632800,192.8844266668176033
14592000,166.0231269305831461,184.8975267352861636,187.7062145165253071
14656000,200.1489860817393662,198.6244363608338119,200.1741210751922893
14720000,170.0175294776541364,202.6137984864569148,196.7655751142277722
14784000,196.1104562789567751,177.8369710900185794,200.0074510900545306
14848000,206.3177501450759337,207.6854727452638372,204.1025129352092051
14912000,212.2866337102551029,186.7225984205525435,212.8259963503099925
14976000,187.8504375853895567,213.6856081625088279,215.4993849194694064
15040000,193.5376655423027614,217.7972432485092895,216.7506907708555275
15104000,212.7465503758179750,215.8410090672913100,220.1105381003311834
15168000,221.2170339119705318,222.5438930965279667,221.2735115233203658
15232000,215.6308534774307475,215.4386253238729125,216.9355019720657651
15296000,215.3510106510161961,246.2489157595015286,219.8986641310709444
15360000,218.3964540286305009,235.3925443160953819,218.4864445003086075
15424000,236.0834191447231092,236.3515536050820458,235.7433203114891853
15488000,245.7482400673003156,225.1165597871075477,220.7994974380574433
15552000,220.7433414096398110,240.4861837787880177,239.7680338593996510
15616000,245.3261651750955821,225.6398461267813502,242.2985068090415552
15680000,245.4083231197669193,222.7202776546869245,247.8490350302021739
15744000,249.7737900979435892,226.0534619775898761,249.7901209461772112
15808000,226.9542430483590181,246.9627794361109352,248.6092400013873203
15872000,230.9432264228493352,229.0862750176316638,242.7198552015921678
15936000,225.1226663844239795,248.3797926833992733,223.5872578115651379
16000000,251.8163516670790329,220.4285728427143738,246.4961161625998045
16064000,234.9383597267878656,252.3783981513496713,234.8854403302344451
16128000,231.4176065985556363,231.8672974586978341,259.0737510818459555
16192000,258.5211657113584351,228.9363171065158440,228.2274079664451847
16256000,255.1832235594218901,224.7014036399972952,255.9521298627746546
16320000,219.7933480472050860,221.2318524520031247,215.8907084112731241
16384000,227.2214841347663139,254.8749198807802827,252.3218981539276911
16448000,222.1070563720195707,223.7575268163440114,224.9931400067942207
16512000,220.8470083925898848,253.0800197405878293,222.7460285747637272
16576000,224.3093504988108862,219.1436734103394883,221.8740621737171637
16640000,249.4610477672865159,250.0010245900228369,253.3765590479902130
16704000,246.8952229598160102,225.9495774446809264,246.7879359787476119
16768000,225.7432574881645451,250.5187621343517321,226.0391484114495313
16832000,249.9339908744520926,249.4954169167728253,248.6095297248971292
16896000,224.0097688870020249,249.4922087634588763,223.9828784792818226
16960000,253.4871167219452275,257.1031445772166535,229.0747945928827107
17024000,224.1040284363695605,224.0861970132847603,246.8037321044276666
17088000,254.6564572483515292,253.6963310139040289,228.6127573608189323
17152000,238.9396301655056618,238.6114333891200090,239.2098689797379905
17216000,231.2966437938613353,231.1953664300644107,248.7887192209972511
17280000,258.5153182183035483,235.3818131147777706,227.4503554332848125
17344000,229.7213176451993490,229.3142450913052528,255.8828125916136571
17408000,226.1176859283317242,231.5274979854657147,258.0560358209510241
17472000,260.0602183417864239,259.0943384042313369,259.6738562072251284
17536000,226.9367561773405271,239.1261247778058703,259.9937566829830757
17600000,237.5755304102980290,257.5733858881600327,242.2956087209066425
17664000,255.9689351598083817,229.1297763184700500,232.8043592473362082
17728000,230.0063588318685106,259.4907818167608298,263.2433168409344830
17792000,238.9218983047028928,236.3861162777026266,266.9436150057690611
17856000,261.7019798589810762,261.1097655024842652,240.1611513934772120
17920000,233.0998968030415881,260.6516464690045041,235.5182271756849559
17984000,250.8279748476315092,252.3540742543463580,231.8624821552782578
18048000,248.4494495993099576,248.2578155548432335,236.0116022259262252
18112000,237.2154295280208487,237.3054627150420970,257.9630728177507990
18176000,237.7901299131838471,238.0852194488433895,237.5905606377260142
18240000,266.5014216108399410,237.4411289402337388,267.1875838684812265
18304000,271.9721733915638993,236.6407199671203330,236.2587449400704145
18368000,237.6695255257765211,236.8874919344767989,234.3746201738199204
18432000,255.8425038523422756,255.5182026495415357,242.6658791546745420
18496000,265.9661197651774387,238.5607166386613471,242.8162010938982576
18560000,269.6493491834091856,241.5017696519430785,260.6496415794219956
18624000,264.1764097734783832,242.0955976222157346,265.3743851645459699
18688000,243.8222064824627466,248.9241611235592302,272.9779124752086545
18752000,267.7929281718609218,274.7627279070821942,269.6925201629354660
18816000,249.2653466290844904,248.8426890672456580,269.9842329894757995
18880000,243.2655062541446682,241.3276914027797488,268.5390566632470950
18944000,265.8993457789576382,262.3346627381041003,264.1834109996940470
19008000,268.3501214551076259,269.9304878001143493,245.5029220816127236
19072000,262.3756315164683883,267.7841237395192593,242.3369782529564702
19136000,245.3733426548989769,240.4143243486055610,247.1967577622682484
19200000,265.8887650338185722,241.6415134600645160,238.1261389200724921
19264000,270.4985032955260635,270.1418879028013862,245.6484283276409428
19328000,238.6804299477967106,238.6755518109459331,271.1563994228303613
19392000,250.1860801749415657,249.4554030222508914,245.8157759427187159
19456000,270.4268423879817078,250.6334600748388652,245.2225515327168921
19520000,245.6331874344096207,268.3484246956334687,268.2720238409246463
19584000,276.0625579422762144,278.1515713171493189,252.1658972790503697
19648000,274.0927533177178361,280.9450184162661230,247.8624574563390297
19712000,248.3522634954392743,274.2285532397191332,242.2990476239512248
19776000,280.2683002262926379,255.1823540556219427,252.8907206711414801
19840000,260.2715504424664346,272.0794104610258159,270.6212246475066081
19904000,248.8902568314901771,279.1416784797714286,281.1775727232281383
19968000,277.9281345712494726,251.0555883963225483,284.5106068278733460
20032000,274.2121424601754143,257.1803711271463158,258.4135890489067719
