Step,harvest_original_cbam_baseline - SW_ep_rew_total,harvest_original_cbam_baseline - SW_ep_rew_total__MIN,harvest_original_cbam_baseline - SW_ep_rew_total__MAX
3392000,-658.2026977889851196,-632.7794007104624825,-659.5388027572582814
3456000,-594.6914125541263729,-599.3154116989646809,-594.9548635437020039
3520000,-590.7414658514838948,-562.8109672419914205,-594.5037899473674088
3584000,-521.0149577826130098,-490.9181386464799175,-492.2174858323237459
3648000,-498.2208481249888905,-475.8289740861542327,-497.3717382396914104
3712000,-477.7909090007232749,-475.2752718800619505,-447.7893656956994732
3776000,-430.7950302255700308,-458.4169317549814764,-456.3308793596489750
3840000,-401.8941574382986346,-421.3615025910648342,-403.1528949096374959
3904000,-424.4611115326921436,-423.9029493385529008,-396.9203069204023677
3968000,-404.8799048455608158,-388.2722624959397422,-403.4663680026229144
4032000,-384.9902316620868419,-387.0028386355979251,-385.6591561551974223
4096000,-373.4388974888456119,-385.5855389004709082,-385.1624837963968275
4160000,-344.8848170687300012,-322.5130122229384142,-344.8537391325489239
4224000,-314.8662930677076019,-313.3833766525341957,-294.7610875494513607
4288000,-286.7283936125608648,-312.7375349568055185,-309.3214098179940947
4352000,-327.0385652587131062,-324.8295749061318247,-329.2377510851792977
4416000,-354.7018333429374479,-341.4625611384175841,-341.5234865115230036
4480000,-303.4414990679412654,-301.3156322863572427,-276.2997735328440854
4544000,-301.6038651236008832,-301.3134123891217087,-301.3373249668549079
4608000,-252.9296206311531705,-250.5990531780599042,-265.2915739356898825
4672000,-242.3527058631824218,-275.6627618308659180,-275.8796151382624089
4736000,-247.9008212882631597,-253.6852468125183577,-233.4729194370574419
4800000,-249.4007764301800592,-249.8001239310739265,-249.6189620121006101
4864000,-239.9865673001911262,-234.8310119928626420,-236.1370031563842531
4928000,-222.3054798464848432,-221.2032050886342347,-215.2921560868627182
4992000,-188.6950050595364701,-189.2513125257607101,-188.8501844045745770
5056000,-242.5494521316819032,-245.5694935560902934,-243.4492217554555680
5120000,-216.1223582658306839,-222.5589559841101277,-218.1272416671459382
5184000,-196.8219625157944961,-201.2074833311873761,-201.4871542820630452
5248000,-251.8591643406831508,-227.0277669999750287,-248.1892929198695015
5312000,-200.9501518822554544,-187.2421941442427737,-184.0562207436881295
5376000,-213.2635436331964058,-185.1205446037668878,-211.6121163491190202
5440000,-190.5622067741137755,-189.1638509974440012,-218.7558715541481433
5504000,-139.0239654293672515,-136.1838019276388252,-169.7674991818632293
5568000,-144.5316924643562402,-167.2351323428472654,-149.9180356940518095
5632000,-160.7498472309163162,-158.5472995291974883,-161.9740568332500459
5696000,-157.0531711751758053,-139.4517127588724748,-139.3182210684256290
5760000,-159.1760116882464047,-159.8671424607070719,-160.0065832886446628
5824000,-109.5897739710283929,-123.2791728115368386,-110.7489517805962862
5888000,-133.4351507477222469,-114.4936105348674715,-108.8064358059511250
5952000,-144.7102844899872309,-112.7309048895810832,-147.6932459276071938
6016000,-108.2027218549087166,-134.2195078535191328,-129.5197188890909956
6080000,-109.2692753218922803,-110.1938668343108816,-108.8637535380801040
6144000,-102.5567406781746911,-130.8776377433233620,-137.6522065894916693
6208000,-118.7335483458163310,-118.2807150132560281,-118.2230636435118356
6272000,-127.9627476358392499,-133.5292831119688799,-133.5535520836389196
6336000,-85.8018608193008845,-72.8131518936415745,-89.7075702006870301
6400000,-53.5855605741152843,-51.8054950568531609,-51.2779348800125021
6464000,-52.9494619853363062,-48.7877555367376630,-51.0628249802163339
6528000,-31.6360010054533696,-30.0913944440897012,-33.0629640027677496
6592000,-25.7296937139684054,-60.4624797647483945,-54.4945561503881137
6656000,-44.5391882826601133,-37.2859395904229842,-40.2268420933295019
6720000,-67.1632810898671693,-43.0386963826921090,-70.0252167361472004
6784000,-59.8574059896738433,-33.2075059372884454,-60.1920620901984407
6848000,-50.9273313703576065,-19.9399893184585473,-18.2061018328018775
6912000,-82.8608953601656708,-80.8779677236391592,-58.4923064331760258
6976000,-58.3736901696683148,-80.5059785711945324,-80.8096767947673698
7040000,-16.4341868446567432,-43.3545814462920660,-8.9604954631971232
7104000,-14.4940150558614782,-29.7668622063306216,-12.6175799579926391
7168000,-5.6603269756691663,-30.2649889128615541,-30.1919197277745930
7232000,-3.4407055110732330,12.3773262195605991,13.8665338038750932
7296000,-20.8417703581128180,8.5086585432040351,10.9711843081910772
7360000,24.7231983698323639,19.7372439805830595,1.9144686188334656
7424000,-1.0155191672731991,26.5367793847192956,25.1890765938074956
7488000,1.7957318080965763,3.4594590927628079,3.5566583631981281
7552000,0.2803843210178876,5.2270299553621129,40.3704450181479189
7616000,30.5950278935830191,30.5124412872766300,30.1750152464310304
7680000,-2.0682422185936016,24.3624853117828515,-1.8441545407970459
7744000,-0.7165854247201615,23.8005521194929486,29.9044891641449340
7808000,47.1904504317843774,44.9501500210697813,19.9134780857941536
7872000,21.3372046706909941,23.8108226767290070,49.4400532190028841
7936000,-8.3573575588367426,-9.3798550864967254,-9.9498970676648710
8000000,-6.1015916018146417,-32.4022019638244529,-33.5620416610249350
8064000,-13.6404347611948129,-13.1234935875081273,16.0625990907880656
8128000,22.5800311113881271,26.3442384271427770,27.9029383520906720
8192000,11.3642794305977866,-7.4179026871440215,-7.1680404322749993
8256000,-3.2733061417225233,32.2446302001618221,21.2967551487863709
8320000,31.7350947262658849,28.3988706197720902,6.9786076205386607
8384000,37.9903356584383758,9.0353939315914609,42.4412287105870760
8448000,2.6214238466293613,4.6370015918431600,-22.4007518105317409
8512000,-0.5096276196189748,-6.7872500298534675,-0.9808204174182862
8576000,1.0060458577895375,0.8380914056980053,-0.5058765227571946
8640000,-34.2301876659758406,-33.9975584625650953,-34.1556392843163081
8704000,-19.0279781635330636,-44.4257838716428850,-21.1002081978372615
8768000,-46.8562141910609213,-35.8243006185737158,-36.0682013865443736
8832000,-64.3611768740292973,-35.8215267133338031,-63.9383175691968262
8896000,-30.0573512589584695,-33.6063761640754421,-53.0485470929571079
8960000,-17.2568578503502081,-16.2111978131364083,-16.9948613014222261
9024000,-4.2835539067810053,-32.4789241204817074,-11.6637793254913618
9088000,-10.2370392746614254,-37.7656409260947186,-38.9077758755674878
9152000,-61.0554180200744128,-61.0779752766684254,-42.9837274792653687
9216000,-34.4187707291347138,-30.6035400554147650,-49.0574437059857331
9280000,-48.8410594836621357,-19.3132895493061838,-19.6939245629277906
9344000,-21.9737862197374660,-9.9357141516737570,-3.4329920842760284
9408000,19.5475484687240666,-6.6364342979715278,-4.1300889713695526
9472000,-4.6312185613756576,-3.4072121118219219,1.6477774661402513
9536000,11.6601615137547441,15.1025600014773840,-16.7961610464587885
9600000,-17.2717049246150260,-34.5306505159956387,-35.5361700355187793
9664000,-11.3862530337988179,-8.9690792483813873,-11.5070018964835210
9728000,-22.0733928927811540,-2.6649061640869149,-21.7268355039740193
9792000,5.3427216214182698,5.0330578175041127,4.8470183457736953
9856000,13.4997759933757191,-10.0200804817665876,-10.4362822355113938
9920000,13.0184484870005281,12.0499049618312952,11.3968643231863869
9984000,17.5017485379083126,17.2698375717572574,-11.2221468291384081
10048000,-4.6733257216932813,-15.6523828783275700,-31.0515090816932613
10112000,-27.5359442448082952,-24.3695751686989119,-28.4400478783132336
10176000,-26.4794342001070930,-33.0179200707939913,-5.8078752612728728
10240000,8.4075367910808367,4.8270927482176775,-20.6060799262040462
10304000,-35.4951452567280370,-23.3816142616789726,-5.7526168670344173
10368000,-17.2757350014287638,4.9914968004835290,-17.7625613839296541
10432000,-6.2130184525272423,-18.8817623751251418,-5.7572113803646623
10496000,-42.6545985089531712,-43.0311572473758304,-14.2772915681536521
10560000,-28.0726597673103768,-28.0236947547036799,-29.7448502822165928
10624000,-4.2925051073506033,12.4344972096752606,-6.6116829843263947
10688000,19.8337482539988059,-13.6161659210242263,-4.1394768138996199
10752000,8.0255914644585413,-15.8337039047970514,-10.6815584455840824
10816000,-0.8894629488609365,-13.6426595322975608,-13.6479730359262312
10880000,23.9593790011287275,19.8067336023625629,16.5873556251820631
10944000,14.2542826016095514,13.4278711046606052,11.7086371302443055
11008000,-3.7997858475931885,1.3798461807483005,0.1841186037718749
11072000,-18.1759012648503138,0.1316724567872765,-18.6238217293987702
11136000,-5.0224414568504088,3.7071020675301565,-24.4269604648453971
11200000,-23.6613953556181400,2.4783811810837122,5.3923578272397172
11264000,30.6982003205409271,5.6333604199858556,3.5946194895043000
11328000,1.2590393494660717,5.8188139703405923,0.0458296981450275
11392000,15.9785074722495644,-1.3696855311970833,-0.6704312292045085
11456000,0.1718621992905085,-0.5971344856323881,28.6367840996198417
11520000,33.9643413656324498,25.4144565940625000,29.7647619005932640
11584000,-7.9714614896987035,-7.0882222445789003,-4.2941775704800866
11648000,5.2643488187543266,32.9127925554368446,28.8155767921174473
11712000,7.7844451950710223,8.7340430073728896,46.4502808584328832
11776000,35.1098784367462784,19.7329200661618280,17.2698658640875848
11840000,51.9109575024361334,50.2284252476814999,19.8826187395864586
11904000,44.1615435077985836,45.0901902877974479,31.1978850797571496
11968000,52.0668080630554186,53.3652992905199213,38.6680217001781159
12032000,35.0594353698233689,35.8559734185706986,61.0236773954948006
12096000,47.3461755314502000,69.7452281186496350,67.4855262980045012
12160000,69.3967229397708110,39.2952744866200092,69.5820516219165768
12224000,60.4255348692439824,81.8034294084768305,76.4166848008023578
12288000,75.7861330953937653,75.8392012518052070,80.7092434862836257
12352000,51.1723833435306688,77.7064478811016244,51.6728368327757934
12416000,58.4709137444409137,85.2814813728407159,85.3980750538162852
12480000,73.8578888437282046,53.0672027623284137,72.2600017548432874
12544000,69.4786346369590291,80.6072939555082542,69.0093391992554928
12608000,87.9055015000827211,87.7100257820440703,62.9186450792071099
12672000,95.0250603130897389,75.8999105362898092,91.8289724402114871
12736000,77.4586502107740102,95.7782611516035729,94.3642343228841582
12800000,81.0274919902014119,103.3038509352056877,106.7625253969347625
12864000,89.6351946980335867,105.1037303683286694,92.0470250474111538
12928000,82.2298073250908743,108.0913182438123243,105.0191385032893834
12992000,101.4004516311492949,81.9451846786423630,100.6934531650568090
13056000,111.6949125831185086,109.5689606658262818,82.1195338051044956
13120000,128.3716479941398347,102.6010743436311543,133.3555610233915445
13184000,127.7203867279807668,93.1650098454977353,131.0423770172022273
13248000,110.4895133089624295,111.9682986923022696,95.2606711836085083
13312000,129.4247513190897507,129.0696420434645404,113.6164962533258063
13376000,120.1144305906649521,148.9332561956918539,117.9187907673781979
13440000,142.0761740329046461,136.6616755134106711,140.6468874732239840
13504000,138.4142800855853750,134.8900772063705062,110.7884166674495106
13568000,146.8211202310886847,132.8818644201034544,132.5354797197763901
13632000,160.3312338824037511,160.5934897752931079,160.3775692192950828
13696000,175.8518557578265415,146.5857259969014876,142.0679025466763221
13760000,179.2200603042361138,161.6419875032119933,179.4518585895248464
13824000,178.6611493780555406,175.4694145979837003,153.2517084339167184
13888000,181.3945046045490130,179.5249431003465190,156.1602698668665141
13952000,165.6697366467332984,140.9292975009408337,141.9392972876613328
14016000,173.4545370967767894,139.6066032814143512,173.4808272854312463
14080000,158.5763305531083347,141.0515491716198540,157.1148998960208871
14144000,142.4657443531918943,140.0986625776441201,166.0639221140531276
14208000,178.1512941620862307,171.9777955453440086,140.7897443826743142
14272000,149.6474693156372950,176.4324419045761090,178.9224185593783432
14336000,176.7708185578176767,159.8096067558847153,176.6789949564700635
14400000,170.1807971483802362,164.6000583531121038,172.2923627246748026
14464000,192.4172536874982313,176.7980247694566174,188.4701079217871040
14528000,170.7561763551314868,163.4172621035498594,192.9613362217581596
14592000,188.3025499050017117,156.1935755310317120,194.4813802104485774
14656000,173.7176277126928881,197.7653727234403789,196.6636235495681149
14720000,178.6156538584423856,192.5495903234475463,201.8539938750278395
14784000,176.3114927371184706,175.4618343757342416,177.5950697778009157
14848000,202.1159708647911373,185.5757573738997621,185.2634678949523561
14912000,190.9358002297724397,209.7181998986002327,209.9667840796950884
14976000,191.9804688984052063,204.6325157608114012,192.6057383191218548
15040000,192.1828111120678670,192.8503660593637505,189.5569248622153111
15104000,195.8133077067352303,215.4002909242274484,195.6550715351290535
15168000,225.2200442259343731,221.7174011364309081,203.9461457758190193
15232000,207.6619507852333300,209.8414261345481009,240.2668985779526736
15296000,242.4732033156897728,223.7461363005000976,221.1283188121423109
15360000,209.0411422275955715,239.3037749021152649,246.7755140495570458
15424000,235.9205722729003298,215.2246646384576820,215.2398440106033490
15488000,242.1687430500197706,220.5622634960554365,243.2344840963644970
15552000,235.8741337387176884,222.0607170741181164,239.3015949602105650
15616000,213.7976103992547792,245.6873372770327819,253.3057090193593694
15680000,246.8762127969326059,223.9541394392539360,250.5351137112245112
15744000,243.9260270839039038,244.5128707446619103,233.3596701014680264
15808000,224.8387328634852054,251.2086673685985545,224.5095858785611540
15872000,243.8786019516610963,247.2657684373730262,247.1898521181469732
15936000,222.6432964846237326,223.6001358471160358,243.5458693245040536
16000000,216.5790896488633450,216.0893516144818989,221.4139410947848603
16064000,229.5738247445902971,257.4189047965919599,230.2436155833233045
16128000,263.0655350447786986,263.3482239479968143,229.8625479448181466
16192000,234.1490781647393078,232.9877696791835149,255.2328000678304534
16256000,229.8560865777525919,225.3540811132697002,255.7769657811180082
16320000,246.5985498592103227,227.0261271998757877,227.1092539856148562
16384000,223.8724302902481895,247.5816635652037405,227.3628123030115944
16448000,222.5804066059703246,251.0814960986165261,221.8171599030214054
16512000,221.9017392158077371,219.5473476912821980,258.7949408810012528
16576000,246.7373498743384630,243.6450009889627779,247.0376485602590435
16640000,251.6767472700800568,254.1401639627279394,248.2554771826205240
16704000,222.8911402730782925,223.9965454915537464,224.0023635121767711
16768000,225.1572469986198541,254.8263970238289460,253.7762325932676220
16832000,234.9611140742723876,253.0073893876633520,251.8158984865457342
16896000,223.5656484987865440,219.7648421990563747,245.0378825791176212
16960000,229.4381791065644052,250.8662254167829815,255.5024693689138076
17024000,248.2109593036944943,248.9566674677362244,222.4835124449137425
17088000,223.4893573632018899,226.6274318478345720,228.3188413155027945
17152000,262.8476754108224895,225.5261335263426474,262.7380534861279102
17216000,226.1089751841366251,251.8533401832457059,251.7579435982736129
17280000,248.3341381843013949,235.2463318974085666,255.2031061050114715
17344000,255.0506009172805761,227.6574955607553932,227.4160784507589597
17408000,255.3176601776823418,233.7428349340970897,234.8087253068016764
17472000,229.6010383663422090,258.3023631169522787,225.3443239296902050
17536000,260.7963273409275757,258.3280874347659051,236.1923406658452222
17600000,259.1575111159488642,259.4479288819082399,259.5745206677524948
17664000,256.3766596079316855,257.1116593538177426,232.9856055848663345
17728000,238.0528678082346516,256.7569819695049773,255.7650499591914866
17792000,232.8635868790860286,236.6402465480815067,240.7095908888700819
17856000,264.1183023499329465,238.3592907497897784,239.8304249850329768
17920000,266.2617809145669980,266.9753877035608411,232.9374564657078395
17984000,256.1793452213785258,255.1374282624176999,261.0253076717904719
18048000,234.1194249035576433,248.3635320626785301,235.6879852216849827
18112000,258.7452071089210222,259.7051243555914652,259.4604174662334231
18176000,235.0910668757826443,262.8464815453085066,261.0606265944652478
18240000,255.0721850278794989,239.8997061212022857,254.7990181333646547
18304000,236.9247877173303607,240.9061044864317864,264.8596912086783846
18368000,264.0432488894892913,265.4295909469939261,244.4497177505341767
18432000,233.5234157694818578,238.7729259420129893,237.5606955706595613
18496000,244.0965496400403367,241.1867081755721927,242.3610167409983944
18560000,241.3405336481313839,260.6760287647302903,241.2797282450296734
18624000,265.4417671041343851,265.1129609723718090,263.7056917764689956
18688000,269.3180909522758384,244.6689379407298190,274.1176454159325431
18752000,265.6956986705558847,244.5812133321498436,267.4351164279147497
18816000,245.0151464477024490,247.2234362614257464,269.6251846648879678
18880000,265.5960806850975473,245.6234157049346152,244.9555834783889168
18944000,269.9052471218289497,251.2049762719119599,238.4068862354367013
19008000,273.0069188594757748,269.4929194017091731,243.5526985473067896
19072000,239.4367707958253959,264.7123495953836141,242.9073226059794592
19136000,272.0584524881742254,277.2146725659824824,277.2981685795601265
19200000,242.2820265320123667,267.1051318779902317,242.8949576066556233
19264000,241.4393294353307340,244.7247586512639259,247.2881449889788996
19328000,267.0218236118204231,267.0120099187439564,266.9981833388073937
19392000,244.8681200093694486,267.0683763602191334,250.7829666089440366
19456000,239.3721959636063730,242.4616835407100268,273.4142661492237494
19520000,237.8756164910249709,239.2815852255309039,237.4791751376826028
19584000,247.8895101419628304,278.3205366164071961,247.4221762609380164
19648000,279.8921816145365824,275.2580288778901831,280.6918233501228883
19712000,271.1143478900179389,272.3479354892670585,248.8482326586485271
19776000,281.2092770314504264,285.8284883689436811,249.7789840225841829
19840000,255.5629424838492412,280.5851855201636909,254.8200963613734018
19904000,258.6257009821842985,271.2100101543596793,256.5555259788469584
19968000,272.5170501166819008,278.1888339413972062,277.9978155836993210
20032000,279.0084491567054670,252.7324833998778786,253.2849029479174021
