Step,harvest_original_cbam_baseline - SW_ep_rew_total,harvest_original_cbam_baseline - SW_ep_rew_total__MIN,harvest_original_cbam_baseline - SW_ep_rew_total__MAX
6912000,-83.6765226516664029,-58.8192598540025102,-82.4385196259110700
6976000,-77.0350270272746371,-85.4280682685108275,-83.7042349946754882
7040000,-39.8021801402453690,-42.3116825151221576,-40.0822332037728586
7104000,-30.6470418552928621,-10.9687018201177882,-30.8107638578303593
7168000,-34.0433682459418065,-28.0730514597592666,-29.8017321228296233
7232000,14.7755902162255310,-7.1770923945142542,15.0531977417556959
7296000,6.2310021886042382,16.1261322535658280,10.0573839213667018
7360000,31.5539532816059278,-7.0423523374203807,21.2935526197314147
7424000,2.4535052359829148,22.0108654951356826,2.5959620253569735
7488000,25.7392423483848205,-5.4406185384606882,-0.0918436822589594
7552000,29.8276428141315755,29.9463873096230202,9.2914347579192658
7616000,14.3851041195361837,13.9339190728831372,14.4978190214773655
7680000,20.3257788161150899,18.0889817059797338,17.9570883448936911
7744000,6.1670545532328784,1.5159789522591183,23.4059988595102837
7808000,41.5700741404320979,24.6969725915510452,22.1429882385239480
7872000,18.5252921035132871,15.4490426017311435,55.1718160923878358
7936000,-8.6312557085388093,4.0199404303817463,-8.3755122003385267
8000000,-9.7257584883641872,-7.0177246828375353,-38.3038545201363121
8064000,16.2420108873607063,17.8495922246551402,18.3117416126755224
8128000,16.5893401248516454,2.5909082095892870,16.8149115614881524
8192000,-8.3756790355096662,17.2481903253864211,17.0388571194321905
8256000,29.9065466044018038,1.4118849782174099,3.8689688025034474
8320000,1.1082892441599697,34.8409842260427425,3.6074947307304033
8384000,15.1054037999838950,34.3729112595763624,16.8652239960657901
8448000,2.7562398078359367,-11.6063949095833667,-15.8176492928104402
8512000,-21.9440067001028325,-32.3968052674747611,-30.1522908869406159
8576000,-4.7194910946706692,-24.5718663364760204,-26.4471637074748642
8640000,-20.3761285661426825,-20.6563921332214022,-20.9409338954434432
8704000,-22.7875979211735711,-42.5643690449065559,-22.9534149785774133
8768000,-54.4139734940713566,-29.1897386564799461,-27.4915292944412606
8832000,-69.7518045296991431,-30.9650515414077141,-65.4509670642052583
8896000,-31.4476532561532593,-52.7896872764224128,-52.7553539997480101
8960000,-49.0095619443407458,-44.8457478089789205,-46.6190038911000286
9024000,-32.8168739020969156,-31.4813982120215599,-8.4938797591001034
9088000,-13.4212117610168065,-32.4241713812336627,-14.0807637029805299
9152000,-65.2572255327206392,-45.8091759857313008,-66.8627600617888760
9216000,-30.8239857423013248,-50.0092169860405846,-51.7328295069583106
9280000,-47.6258767435218715,-46.1179744935421070,-42.8935066744370488
9344000,-8.2384259110170284,-9.0233439258412300,-20.1820603196312298
9408000,19.2093019421930649,-8.7885636768613686,18.4859649568092408
9472000,-0.1027759912801489,-6.0016660650001921,20.7388660496850932
9536000,-12.9449656934930779,9.3452459116856588,6.5351967806491356
9600000,-13.8465251837277759,-35.8432594046033088,-37.1249037227238503
9664000,-28.2095246480551936,-28.1727853748674022,-28.3160423641422696
9728000,-27.4859267693168086,0.0577186982701559,-0.2465501025674541
9792000,0.7783609060135745,1.0808601464309415,-13.1649509509803888
9856000,-14.3103204359674816,-5.8316155298175181,14.1402985469033542
9920000,14.7222669491952374,-13.5830130082949463,14.1361378296993525
9984000,-13.3016273910228762,16.8484014742912649,-20.7368749525783151
10048000,-34.6492641460078445,-33.7556441120830684,-14.1404363327807658
10112000,-52.0939482620143650,-21.7062900477069292,-23.6128575307033515
10176000,-5.1067125935860371,-9.1948582276319168,-4.6024809568932739
10240000,6.6005774105112911,-20.7054025317225694,10.7917564348658601
10304000,-5.5959822460667645,-6.0556715073346083,-30.0940788809194579
10368000,4.3247230656415594,3.5615428093361770,-14.5644415525698676
10432000,-7.0162441876754915,-1.7905625957938014,-22.9911449626501216
10496000,-41.8234684850658454,-36.7007973696513332,-42.2017578434130698
10560000,-30.8782653739596284,-32.7032903141245157,-29.9980725327638140
10624000,17.1684046353047783,17.7698786263324351,-11.2438120328170861
10688000,-4.4229673021699689,-3.6215931926075147,20.4645889463345121
10752000,-14.9569265405168164,5.0704477644957509,6.7247714656660769
10816000,2.6881570032467765,-1.9788483841920010,-16.4008934719513917
10880000,21.4044551836640622,21.7054494379572844,-4.4625171162454951
10944000,-8.3093340705937297,14.3060858618493292,15.2264117780912631
11008000,0.6362096903954342,1.7857000784081256,18.4598052432478461
11072000,-25.4916858534844479,7.0465752706901714,-24.4566626721761331
11136000,-25.8922424621434608,-25.3264966241530551,-1.8677795599165190
11200000,4.2764676249156057,-22.8068289781873688,7.9682261040351907
11264000,25.3900636382906448,24.2431223200372230,10.2497610075166836
11328000,38.7530053391797082,29.5420306910798800,-1.1255168858614830
11392000,-2.0569586092502181,19.1011244662370174,-9.0672361035213864
11456000,26.6597877870047846,-0.9506516673028003,28.4070894462935435
11520000,3.7088096279468523,24.8153898455409134,28.2874843681674122
11584000,-2.9474440414476666,16.7739177423592203,-1.4778631745858730
11648000,6.6651713946387474,28.4400560411889600,6.7324951299615776
11712000,17.0983479946449890,48.0027421454963488,15.7151586229204376
11776000,11.7046700664242458,15.5008395529539502,42.9556341428124995
11840000,18.9010311701231934,47.3504219286033106,47.8107417876944396
11904000,32.1483362588248553,22.8760821773126644,28.0995302711471098
11968000,37.3018371628377921,34.2859180935584718,37.7213083484942189
12032000,37.1555755440980064,32.9298819766736983,59.8620229381544533
12096000,40.9773097437716416,42.1511186223787604,70.4660836868759617
12160000,47.2724325308166158,72.1166176343113534,39.9898544830999967
12224000,84.3690920895037522,84.7033258017619630,83.8134345061484112
12288000,76.2587015983903456,52.4852757612034324,55.4728341912564531
12352000,57.8939511672906661,54.3890045647897367,70.6015608108988886
12416000,82.1856857549290254,85.2079349621559601,83.9289179064147106
12480000,78.3640872079535029,52.3645125430006431,77.5687096627049186
12544000,61.3348408603341113,63.1260322254444048,90.5060846294772574
12608000,83.6507722327802270,69.3063902237159368,68.2205073727950548
12672000,74.8747742435235608,75.0611112871089432,89.6468388886292615
12736000,72.0056672569354959,100.3160616430784131,100.7451994963276150
12800000,77.4796790155654520,81.0604308663039177,113.6043721830488096
12864000,103.1889335017748976,104.7835525178638250,102.1813895783479893
12928000,83.2687560776457190,104.7745964989359067,106.1841469435616006
12992000,83.0231389320094593,99.9047719396670715,102.2574666089901712
13056000,79.5960982996841722,80.2609345085908359,110.6423069895612343
13120000,112.9533814747578049,123.5653726982390737,112.7374887517351993
13184000,98.2680455030956495,126.8958409734140673,95.9712691382029277
13248000,82.1093739173220030,82.6826016107198001,91.9701071063419562
13312000,106.1448735726528696,135.5239178119417716,128.0364572629345332
13376000,116.7658486783393244,116.1517383635641067,116.4114020492779105
13440000,131.6654361028065523,117.8887243023725233,130.2041535727409780
13504000,132.7801334289305828,133.0822527784696945,133.0902172159044596
13568000,129.8038272279829357,129.8392258830578498,129.7933478567948669
13632000,143.5270187558208193,144.2795285028452668,155.2575602897012743
13696000,150.7788686934231634,163.7566028819115331,169.6839479850872578
13760000,181.1513892158531860,157.6067946702972904,157.1173207944149226
13824000,157.9563379457711960,157.7260763046510874,183.0324615493779561
13888000,146.5481139759016571,182.4399830117805550,186.6201725377003697
13952000,145.1137298640953475,162.2964890457316756,172.5548627188642001
14016000,163.8795392261964423,163.6796637370253507,142.3057900077699287
14080000,158.7268774818851398,159.6250404055046204,137.8655548937318258
14144000,166.8036668111306255,167.8583507057929864,137.8978901772514121
14208000,149.4936931132388054,152.5918167752044212,169.0450720043789374
14272000,150.6473329633471678,150.5784241851314675,150.6545244592917925
14336000,148.9895402101037689,187.9870426907013155,184.7853934196132286
14400000,172.7922025492880493,172.5576141091340787,172.5728768197600402
14464000,172.7440308662019106,172.4914763148849204,193.2073797732213052
14528000,165.5655598362803858,163.0244616589184545,166.8914439035550856
14592000,181.5385752902056424,169.2390959249767377,182.2140390867062081
14656000,173.9667702346745273,196.6726742222288351,196.5589779418341436
14720000,198.0559537575633158,170.9258801692395195,201.7733947416210754
14784000,176.7951810144582510,202.1523118863547950,196.2441733653435278
14848000,187.2492247125586005,188.5766910362950739,188.0367273103821049
14912000,187.0440135087092699,207.0614601420539600,215.1592011692648896
14976000,212.9657741737392485,181.8312060447046576,187.0171757896602571
15040000,192.3995407427721887,192.3962734358089222,217.8565455640043922
15104000,194.1101337696096891,193.0849761141386409,193.0022775557111743
15168000,204.5924346999831016,226.5425609061463490,195.2500979398581080
15232000,235.3188804853322438,234.9015227109215971,214.8981604504135703
15296000,219.6190347052501579,242.1661396686099010,216.6211843887044211
15360000,211.0956915153583680,211.4162468493476865,242.8124764724043700
15424000,213.1732713153546399,236.1421711832426524,234.1480465879397457
15488000,225.9210576257402749,225.0495639654304512,226.3776884848350051
15552000,237.0008467782946013,219.5321996855215332,241.7514614812284321
15616000,226.3659624334128466,239.6305658232081726,239.8205010233673704
15680000,214.7675600027535268,247.8930166593161744,252.3378954521941182
15744000,243.6852484409601800,243.7442969852070860,230.8525934364344891
15808000,253.1622622755984935,246.8395713758475267,224.3975675895030406
15872000,243.9885212334502285,243.9900305118476922,244.6738718866224644
15936000,238.2921691625744529,243.2870612765969724,245.8576245896093440
16000000,222.0451483474153349,245.7574817843051278,221.7920300391599255
16064000,232.4067027680147817,231.3543599938010971,255.9900329403020578
16128000,234.1272900314352796,234.0559388050328096,255.8165146201657763
16192000,249.5906361308164776,228.8302391373618718,232.7487016535067141
16256000,227.3756422366731158,254.3564171801589566,255.2087991054266354
16320000,251.2276986493344282,254.9980152522409469,223.8499483495402274
16384000,243.0969981908725686,242.4569459291583655,231.8153060930052050
16448000,219.7361908995457611,225.8284467429391213,225.8829408445710953
16512000,253.8450485870870352,250.8573023905453283,253.4411071454234730
16576000,245.6062987310498613,225.5020544533318798,245.7920543633527473
16640000,219.1835397669528049,219.6757369459358813,247.3997275078852454
16704000,224.9812972508144071,247.9478124194729105,227.8145585506819373
16768000,225.7985601828867175,250.1996857074493050,226.4789578317210328
16832000,249.6636036333177628,234.5959722931194449,233.4380099222542526
16896000,223.6919098518207818,252.3465555027728726,251.2368728885855091
16960000,256.4243723353637847,251.9893505546010601,255.3100942877189539
17024000,246.5670217862837603,245.7683728202872260,224.0856602519106957
17088000,253.2447752088110633,253.2758636235533345,230.0499116709335965
17152000,259.0886799055753045,232.2534872887246706,229.9838907369986600
17216000,256.2280630093932814,250.4555325649192241,250.1974637116181555
17280000,250.7981221341812272,254.0305069310892350,233.3651228076122095
17344000,230.5597816733548768,230.4825399370081698,255.8585525614658422
17408000,229.0692335562194728,228.1096281237911967,262.4891007932849334
17472000,237.3739087581946308,232.2888979415208723,237.7596411652587562
17536000,263.6270732054191512,236.9768541222897227,231.5217804225934799
17600000,258.9424196125362982,235.9296247956497155,232.2524907991372913
17664000,235.2110751418841517,235.4709113759833485,255.8872707811206624
17728000,259.6668169271067654,260.6035186653339224,234.7522756149503209
17792000,266.9128639762213311,271.5460057584517131,229.6716819935324452
17856000,256.2135472560908624,236.1845966871245537,263.6318772042242813
17920000,234.8199125673910714,235.5384880366696621,234.7060851406758388
17984000,232.0432989424223251,230.6374775700730311,233.5053466237962425
18048000,255.0609499549453858,222.4115869400762335,225.2197889580947674
18112000,254.6129573022133172,237.5469441864591147,238.6507013463520650
18176000,232.1954918307321805,265.1051689343959765,263.7707008982710022
18240000,263.5028403124064198,227.2497683854538764,227.0899621235451491
18304000,260.9008567084989068,247.7054039399871499,260.6771628034366586
18368000,263.7816671081812387,239.3586539451740975,264.2687364944904402
18432000,235.7014653315467285,264.9958057751179012,231.9000882172249760
18496000,262.4922638705652389,240.7751754671281503,240.9844138244000646
18560000,238.7819290128216210,235.6538251858735009,258.1330212069582331
18624000,266.3299756241449927,242.2137794104056070,241.1862432814014028
18688000,248.8126324337011965,247.7407415060993117,235.2010854478769772
18752000,267.4554987950035638,265.8708912479529545,244.6963045099357430
18816000,267.3463082647476767,251.6504425449405744,248.8234322194047365
18880000,266.9598502615598932,267.2143014228316247,244.2141585913582276
18944000,266.5146927613203047,266.0453878324183847,248.3323401109122130
19008000,251.2553262999488766,267.0551966594758824,245.6617404340328221
19072000,246.1548383891072831,268.2324986719777939,243.8155887220020475
19136000,268.1477389640143087,247.6253458805965693,246.0998130187466586
19200000,245.2112744579565060,267.6176400998741656,246.1156718127804766
19264000,248.6018920854122030,265.7762356485038140,266.6910860293029373
19328000,273.9742381154981672,242.6897444816754899,245.0446183497425068
19392000,244.2067590661710312,247.4217838397300113,271.0869746173197541
19456000,249.3700346625325324,271.2886795819227927,245.0294540507794068
19520000,274.0569434997801750,246.2629784631000689,239.1643577809397243
19584000,276.9854244054723722,250.9056736061712058,250.5602466573420202
19648000,276.7705271464290036,281.4164560283998071,280.2350366457114887
19712000,271.7061762724285927,270.9330964654297418,250.1479312515017739
19776000,273.7658203450860697,257.0569909381951561,256.9070313126010205
19840000,251.6637142011464334,257.4221759719989109,274.4523031951762846
19904000,273.9600202394261714,255.8993988183301553,273.9740966824306838
19968000,258.4720678773114173,248.0771165540834886,246.7758747447010705
20032000,258.7065034000970059,255.4317842739795026,258.3567114211695639
