Step,cleanup_0.3_0.0_0.85_0.015_cbam_inequity_aversion - SW_ep_rew_total,cleanup_0.3_0.0_0.85_0.015_cbam_inequity_aversion - SW_ep_rew_total__MIN,cleanup_0.3_0.0_0.85_0.015_cbam_inequity_aversion - SW_ep_rew_total__MAX
2432000,-7197.1052571705913579,-7139.4778782099147065,-7197.2919897780302563
2496000,-7183.6255384339319789,-7121.7912090354848260,-7181.8543088358483146
2560000,-6881.5360981227186130,-6885.2707367283801432,-6887.5226194653769198
2624000,-6661.0533369045169820,-6659.8799800662673078,-6615.0295561116945464
2688000,-6593.2883019931459785,-6595.2876267431520318,-6599.4421035209934416
2752000,-6470.6654174871810028,-6409.1729006152581860,-6408.7188281605558586
2816000,-6225.3528376395024679,-6220.3944135857936999,-6159.9955601340925568
2880000,-6682.0044349796862662,-6684.7806893450797361,-6639.6532853225653525
2944000,-7210.0371129527939047,-7178.0078537506196881,-7208.7870578802740056
3008000,-7090.9242373904107808,-7129.7810148596654471,-7088.6912725926858911
3072000,-7125.5424892867813469,-7052.8209069514541625,-7059.2247704059127500
3136000,-6981.9910982966421216,-7045.8040586543356767,-6987.9126404746648404
3200000,-6779.8323078457451629,-6718.3896798852929351,-6777.4092713203854146
3264000,-7070.6989364398978068,-7020.4280560662655262,-7084.0194025008468088
3328000,-7429.5231968233110820,-7467.9690296529915940,-7471.2521348932932597
3392000,-6929.8139532303221131,-6920.6303149185905568,-6964.1366797779228364
3456000,-6600.6749345921625718,-6592.9571697662249790,-6620.9514546915143001
3520000,-6485.0227244771067490,-6483.7351353379781358,-6483.4742091853477177
3584000,-5748.2089519126975574,-5788.7922868043970084,-5781.4336504570546822
3648000,-5677.0676231363659099,-5676.7996736297272946,-5676.5638940266699137
3712000,-5654.2942963651375976,-5659.0638048021664872,-5666.6110467810804039
3776000,-5673.7367803845600065,-5674.0353305261869536,-5673.4961522250578128
3840000,-5305.8218337747039186,-5294.9974852289715272,-5250.3207905580093211
3904000,-4951.3129011887940578,-4908.3904271974988660,-4951.2185978788056673
3968000,-4856.4078863249924325,-4820.1555367364244375,-4857.5201628148306554
4032000,-4983.0552040240563656,-4974.5694207185160849,-5006.6787296274133041
4096000,-4802.5948201123092076,-4842.0004848099752053,-4797.9121961658202054
4160000,-4609.7692708269914874,-4626.0771737396171375,-4610.2067661934643183
4224000,-4660.1069750027445480,-4669.0151447300722793,-4616.5153436295213396
4288000,-4594.6492432255017775,-4590.9452348848426482,-4588.9896148779162104
4352000,-4483.1570409240957815,-4420.8277808597576950,-4458.6992461071076832
4416000,-4286.5489569784804189,-4281.8064168791879638,-4247.9920529606442869
4480000,-4373.9275107619423579,-4355.6925660014476307,-4355.6863845422985833
4544000,-4197.6923281346007570,-4208.7794347269200443,-4217.5310475978258182
4608000,-3851.7295499700039727,-3912.9043275171293317,-3857.3885602743994241
4672000,-3988.0489872427465343,-3988.2997317859917530,-3971.9688363590926201
4736000,-3601.5039597436466465,-3648.0274626786949739,-3603.8818661726186292
4800000,-3150.8500305004022266,-3147.3471009498316562,-3095.2089773695870463
4864000,-3095.6964555908916736,-3051.8094358106113759,-3098.9001174246345727
4928000,-3045.3363423843579767,-3044.6814224429945170,-3043.9074669762471785
4992000,-3148.8551567190688729,-3085.5396789652554617,-3141.4769997278713163
5056000,-3037.9903494558552666,-3044.3565893339487047,-3045.1390184541191957
5120000,-2869.6117537293152964,-2928.6503182843066497,-2897.3762428665331754
5184000,-2974.2195398053363533,-2928.2530563815621463,-2934.0312839919838552
5248000,-2800.6061840292804845,-2791.0101631616357736,-2761.7886468753199551
5312000,-2824.5620272359929004,-2824.4328463981319146,-2825.3173268475306941
5376000,-2819.3556856419891119,-2775.5076260074865786,-2769.9329648632042336
5440000,-2801.5431272478458595,-2758.6340229486822864,-2797.6589559347025897
5504000,-2766.3345786880472588,-2771.1802086160482759,-2772.0340413345866182
5568000,-2733.3276216287122224,-2730.3292285521670237,-2778.4232986495180739
5632000,-3021.4044510905600873,-2997.4698019846719035,-2999.5017164169921671
5696000,-3070.8343957279603273,-3020.5867816045388281,-3019.5339745426945228
5760000,-2967.2239445155109934,-2961.8248853975173915,-2967.4925416196888364
5824000,-2631.2064991454540177,-2632.3314709610463069,-2607.6385308568410437
5888000,-2535.5514880374580571,-2472.2890454823677828,-2541.5518856973903894
5952000,-2365.4907059110310001,-2317.7151233376239361,-2335.2641005643499739
6016000,-1995.8924966483134540,-2080.0442037205912129,-2063.2992080863482443
6080000,-1871.2047941296591489,-1907.7806448799508416,-1919.5850442870516872
6144000,-1634.3141595493980276,-1634.5893524251707731,-1650.4369808996916618
6208000,-1443.4581696784568976,-1375.0001769199686805,-1375.3267578180409600
6272000,-1453.7110985321864973,-1452.9410688186801508,-1453.8900391630181730
6336000,-1426.1859970614582380,-1422.7264313265309283,-1450.5284569344719330
6400000,-1544.8142277255033150,-1607.9694078125105534,-1549.9044320389632503
6464000,-1534.0555375601145442,-1535.7649404895862517,-1538.3508168582839062
6528000,-1435.7141472740845529,-1380.4618199868621105,-1424.6058594821877250
6592000,-1302.4677521283260830,-1257.8756240998138765,-1253.7712104562222066
6656000,-1260.7364924625305775,-1260.6141699156155482,-1252.8587817199177152
6720000,-1215.7255723930484237,-1172.8922828930255946,-1177.5424505714054249
6784000,-1182.0571658377109543,-1140.3017070358753244,-1194.8665672761487713
6848000,-1203.9032449636379170,-1242.0364066070676472,-1202.7557305184591314
6912000,-1263.4015575962644107,-1264.2018331370109081,-1262.2716618318308974
6976000,-1126.5229536549763907,-1197.4147087583887696,-1183.8404159507617806
7040000,-1057.1062286721478358,-1063.6185215036166483,-1073.4602684676042372
7104000,-969.3685957021161812,-972.4015401303175850,-973.0141124230201513
7168000,-923.9762095938222046,-844.2904964093762601,-849.8893723741419990
7232000,-772.1390328560202079,-724.4753623549239592,-771.1180377888817929
7296000,-758.7582646236845676,-728.3472346845576340,-726.4601866896604179
7360000,-721.7446965132494370,-768.7368381566229800,-771.7881202211292475
7424000,-723.1840137557246635,-760.8499719757277262,-723.1838649568032906
7488000,-694.5736692801236813,-683.0996183078021886,-681.3946378003658992
7552000,-610.7664045117827527,-611.1887197058006223,-651.2389860963410229
7616000,-704.8260502549638886,-676.8210753738164840,-626.6486774819024959
7680000,-662.4479577129715153,-662.3509482733661571,-662.0046950844317735
7744000,-703.8614211898093345,-639.5371467337361082,-702.2276238146594096
7808000,-702.7722703284855470,-642.4661129033376028,-696.7854398048428948
7872000,-654.8978756654296376,-652.0392944031093521,-601.9991663217842870
7936000,-554.6506309603479394,-549.3808311907315556,-593.8337737806828045
8000000,-575.6798682339290281,-576.4807136700705996,-547.8435378438703083
8064000,-533.9502397741289315,-531.0845358751107597,-529.2617471444164039
8128000,-518.6113891751574556,-530.0131305425461505,-504.1806472529681287
8192000,-568.8329862376352821,-568.6128334609970807,-567.3252508135843755
8256000,-507.0880586220887949,-557.6769084358738837,-506.3805336571671205
8320000,-541.1301951001601083,-584.7018522057603604,-529.3026333382025541
8384000,-545.6542403084224588,-539.0589985218617812,-548.5672715149293026
8448000,-534.7564230173155693,-533.5016095557114113,-472.9070784070456739
8512000,-516.6342292091836725,-542.5134408470057679,-531.5089722376208101
8576000,-582.1108540435931218,-614.7991663496811725,-538.6454480190333243
8640000,-648.4442863070343037,-586.0362472066821056,-653.9531824853955868
8704000,-721.5959390076299087,-653.3325991504369767,-642.2165789079631395
8768000,-657.7228101208553426,-655.4224474321071057,-709.0657924859533523
8832000,-741.6947292895363262,-751.0089940277898677,-808.4697072229619152
8896000,-851.0483978795466555,-843.9453418046836077,-849.7717117667796174
8960000,-762.0345967739195885,-827.1020025428503004,-775.1144540752350167
9024000,-720.1409954002375571,-770.3427947152966908,-711.4991525548052778
9088000,-746.9248119834467161,-747.3599042317049452,-746.9151851598451231
9152000,-703.3282401081748958,-703.6968775078406679,-727.2546848873076897
9216000,-639.9477018594577657,-640.8720268421297988,-636.9376770140620465
9280000,-599.4904234212201573,-613.6514972006469861,-670.5824666611945304
9344000,-557.9184881247767862,-616.3436470817351847,-637.3137791662694553
9408000,-610.5807620970057314,-587.7738502621390353,-613.8378598453515451
9472000,-520.5942062198437270,-515.5130010712696276,-589.3894660991693399
9536000,-538.4333750853643323,-543.3875013506501546,-502.4791613261036218
9600000,-453.1359925709948016,-454.1666132562760367,-440.5414303928541244
9664000,-449.7868355275876411,-457.4812125143250796,-450.2360606634441069
9728000,-446.3585410944686487,-487.0846499378070575,-443.3491553896245705
9792000,-519.8790941466718323,-477.3930656732105149,-488.5475751191996778
9856000,-455.1424143452434805,-483.7829107232535080,-455.5462917048193390
9920000,-438.7762011472192398,-492.0676195867104070,-455.6876126069877273
9984000,-467.3603464384071913,-467.8603830594123565,-468.9204018880962508
10048000,-444.0974245465682770,-378.1489599141156077,-378.0508648008861883
10112000,-359.4932581808831173,-358.5118694045349343,-360.1267963156792007
10176000,-374.9815754981298710,-426.3767772583702254,-426.3982326874129285
10240000,-359.9238108619659329,-416.1997888716638272,-357.0880841048165166
10304000,-297.8225324794202606,-297.3818855581437219,-348.6783869205217457
10368000,-300.5957985616656174,-299.3386492791380533,-303.3029958894283595
10432000,-311.7135718730551730,-267.4919276096375711,-288.8425330799509538
10496000,-322.7839949059568880,-322.5378874830365135,-320.0024325294666596
10560000,-291.0691991835837484,-290.8824996032509489,-287.6182476561026533
10624000,-220.7902514176786894,-227.7362099161532569,-274.6641891596657956
10688000,-268.1173123947926911,-270.2618323286511668,-270.5043355679108004
10752000,-240.0457949705015608,-240.2439252306585331,-240.1790009658342342
10816000,-184.6371557732838653,-187.0180586452361524,-177.4900934694610726
10880000,-167.3351395248504332,-181.6498200069921154,-182.9072665077272859
10944000,-214.4028398660288701,-209.7214485342088892,-211.7923696332916279
11008000,-183.2928032216668441,-133.4397121524076226,-129.1555152857817745
11072000,-174.7776615636654185,-128.3664156632292475,-110.1971376981083068
11136000,-161.1199799333132887,-132.4874878466456494,-128.0120922896692548
11200000,-129.4449884558940482,-177.3674034341212860,-177.7042066122257609
11264000,-179.6483119012388556,-123.7420430581167636,-126.4515632295478156
11328000,-169.6997229587764480,-167.6989470695899058,-120.0096443028494093
11392000,-84.8388022552623653,-109.2607161036614514,-72.2791154017238568
11456000,-74.7180754365375321,-65.0208544611910071,-83.1007446343585059
11520000,-140.6340964035346133,-95.5575411773186261,-108.9662660662798999
11584000,-144.1198665881369436,-61.8693503388415280,-71.5318524575400403
11648000,-106.8789829342836413,-138.7465044725370262,-127.3339371039083119
11712000,-68.2804917841797732,-68.0110635516725495,-65.1131663964279994
11776000,-18.9731492249316140,-12.5323329714921883,-7.7376836522247316
11840000,-21.3756818837155365,-17.1755440503555192,-28.6428726798255937
11904000,-50.3266044120768825,-41.2423092095291679,-114.8835339264674360
11968000,-39.9697993274175118,-28.3154475814333466,-25.9445344831854285
12032000,-78.2422868294858631,-77.9720196346282819,-76.5746873515231385
12096000,-17.1186394405267635,-22.8979658473712178,-81.4179387344805434
12160000,-35.8111510089531890,-32.5267315845843683,-39.0864388346582103
12224000,-48.1938404100349302,2.4709861108798705,2.0126019388993335
12288000,-16.2707729038455220,-17.3668146395137235,-43.4218993804389797
12352000,-14.5396333111248950,-46.4724367017474833,-47.1994375070573398
12416000,-49.2737644687359619,5.6160821892256649,-57.4157863104028721
12480000,-52.4391997780620045,13.7375484913008918,2.9885490522365394
12544000,-3.4268069288884604,-6.1645301206908183,-6.9126596553813560
12608000,-40.8624814364067319,-48.6421787222551529,16.1357305001675826
12672000,-50.8550701111755501,-67.0786873095430565,-50.2805418149680108
12736000,-44.3408778385906999,22.1952624872047295,-7.8119438026254961
12800000,2.7647220547679972,-3.9603239802730563,0.0181134226021751
12864000,-40.5733997764941137,-73.6374797333433548,-61.6464574297066505
12928000,-51.8451055687871047,-9.5387196609140652,-6.0863768902381388
12992000,-38.4359413642487127,3.2201144623684179,-39.4107171988963714
13056000,15.6069374658769142,-46.2695362618954675,-53.7828034305367595
13120000,26.9377548476045519,28.0747524642180935,20.3931294740830680
13184000,-34.4163333984239017,-45.4826191718692954,-41.9283448735842370
13248000,7.7410189444779149,13.7922699780595543,-26.5274108544887426
13312000,-20.6167751485857380,-0.4977719461685446,-28.2697986763920746
13376000,10.1101542392792680,3.6638927267593253,7.2049291027148072
13440000,-30.1764418029498493,-43.6974991621241102,2.8228598519324564
13504000,15.0792810985496644,-41.4402126353481037,-40.4642164082456617
13568000,-39.4667367038018000,29.4688842456862119,-37.0334834037970069
13632000,27.3982055408159688,-3.8503174314268946,24.4771648890328244
13696000,-16.3569906594426904,-7.0943014900952797,-15.9669649528286541
13760000,-21.0254171516332491,-25.2356158397805075,-33.3988567912071943
13824000,27.9532347703045616,-5.5576615426795009,28.2273712404419932
13888000,-5.9600876572596473,10.0978847205329529,1.5486068473365524
13952000,22.5501164594616057,-24.4333906739893507,6.4128208849579096
14016000,-34.4743463224659621,-27.9082232324659607,29.3282912291423337
14080000,32.4468006689781561,-20.7123109282251434,29.8000838458215895
14144000,21.0027088850629156,42.4199164869098198,23.4450251335786355
14208000,26.6107165923203262,37.8607777726874843,-9.7357272412680622
14272000,-26.2605197402856589,20.5281405655050762,40.5225566037347562
14336000,-22.4507885058834518,25.6194873858283856,44.1966835336646042
14400000,37.8011929309088828,-15.5481792911786130,-14.4114702467769575
14464000,-10.1989542035807155,40.4798603861165347,-12.3858805148914932
14528000,-4.7077659119448185,1.3030639100585972,52.6825331118340472
14592000,-10.0740280951337056,49.7779188423360921,-6.8167267685258075
14656000,-3.7918592727397922,50.1737914126302940,-7.3909104155278698
14720000,-23.9504628329270872,-4.5968633746618082,-0.0601064136960439
14784000,51.6312801917303830,-1.7829040148362267,41.4741721470692823
14848000,-0.2654854325404088,39.7105207631112478,-12.0896090303828814
14912000,26.4435033057338593,17.3467808289295746,25.5899002792647252
14976000,9.4043137529429135,37.7881569840933764,1.9320329498540012
15040000,-4.1280879343400727,51.9698081505614340,41.1716641722744043
15104000,67.5722209080034730,-19.6607298445228764,-1.0785352926410923
15168000,-0.5851838713539657,50.6876390055253552,50.6533179713298978
15232000,70.5483852797115105,47.0125316253063090,43.7711770977529397
15296000,61.3892281103077551,-11.4507768527089908,48.1881957021799110
15360000,35.8748639737305055,24.6802559054550379,24.2334072427708271
15424000,-16.8000612748169260,58.2022076214471298,53.4511899906189498
15488000,8.9573867152343176,43.9925005914216243,10.0992058992985534
15552000,61.4975618542317335,3.2037297673192882,-3.3359067024392530
15616000,62.8660759990545870,0.5132369970731006,72.4219746844195242
15680000,65.6865813696630170,1.1533483880460338,66.4915397896081970
15744000,7.7414141167674799,7.5775074292971105,54.6805886725417878
15808000,7.1925414514373891,-2.9229879660319789,13.1270854384332321
15872000,46.2343773668499409,14.3130048782693322,14.0387722656180554
15936000,45.1541009599261542,13.1512967430805574,42.7898284459725033
16000000,-1.3092441004596722,4.9008573243924474,1.2609873201071871
16064000,-6.8155163827938026,-1.5617958643482197,1.3648549907870162
16128000,12.2139786698700021,45.7807529338384711,9.1661017115246395
16192000,17.7911565936392719,3.2303431711132582,55.7889318772381557
16256000,-0.6855790372549713,66.5698792731280236,-7.4092408326750103
16320000,63.8185381353347623,3.8917021349594307,50.9500031117966685
16384000,-15.3401562673539047,36.7712114770752478,-13.4551862142094336
16448000,52.5296255195496542,-4.7322466112646850,1.1622460022401313
16512000,45.4392645586085990,47.1707239124847035,45.7206814672274220
16576000,51.6268141001687297,64.4796396092429802,-15.8435215596898473
16640000,7.0501496104967245,55.1970251932546034,53.0124709046456033
16704000,51.3168993537825457,-3.0517511457516662,63.9287678612795034
16768000,51.7292584118343086,0.0598057030563623,10.4162041081009846
16832000,59.1990671446647880,56.4018913137866349,4.5775120279386776
16896000,16.2193147923268768,10.4359445138180149,12.7954248753809523
16960000,40.9412308637103024,35.2223149686203882,21.5981153421917931
17024000,49.9722272898846569,10.1685924537493442,52.1935729178350698
17088000,41.0582279696293782,38.5351577731917772,15.0289942956198459
17152000,60.5665510090629056,51.3693609798220692,-7.7699285348510188
17216000,15.8276832484573262,17.2273723277906186,36.2849548511572806
17280000,55.6960234058897683,-4.2378057836583558,52.1946145680468163
17344000,57.2129073077161934,64.4894639314203459,-6.5883611880244786
17408000,5.8699571713585925,5.1157217851980796,41.4940399613928150
17472000,17.3819469578370018,40.0327234929192386,8.6583828177912707
17536000,64.9711070940152808,53.8865398766602155,59.4011876453917367
17600000,-4.2029447707218708,57.7019487558555042,74.3079010342290758
17664000,35.4958611231533183,-1.8476998437915277,39.0169221782224014
17728000,19.1986101495524011,16.9614596013279808,45.6379056177185873
17792000,43.5465115122485003,17.6809596557818267,17.1403924859349885
17856000,68.3079277803472138,41.4522593446333190,41.4141537696498290
17920000,46.4769610886812075,5.7478491276532218,5.6428758254913376
17984000,11.3361012194530471,-10.3256953002223426,-1.7467961192736610
18048000,29.5726977996997604,19.6930924521536213,20.8101663526117484
18112000,53.3375507291252973,56.4295267394581046,-16.6190259966961591
18176000,39.5985949476282144,-0.8709014346300776,39.8307467463706502
18240000,37.9090924257737925,53.6541411688702965,43.1115515562362077
18304000,41.7230431831707733,51.0248037508245744,-6.9424414757569366
18368000,40.5568684870756826,54.0949867430191915,-6.3975369656731509
18432000,19.1603196858484068,26.1804646763499029,18.9568226721254476
18496000,54.0656799376708079,-19.8455328659619852,46.8782638967992682
18560000,-3.6501627831237471,-20.0754058255034096,46.3394271236610820
18624000,67.2641357482026478,-4.6287164871307596,4.5535144031535992
18688000,10.6102570462486412,-8.8534875743986206,-13.3847005399843368
18752000,52.3101920917273873,52.5357546130562909,-2.6531145941108001
18816000,53.5160498398441220,54.5273559672885568,3.0834994485931411
18880000,10.8196506656218823,52.1652805436049434,-0.5664240352390735
18944000,8.9877840764493726,48.8782625116016618,12.5889706936048391
19008000,21.3430383826263963,38.7836919915330114,21.4127570613190201
19072000,-5.7513659168215909,-6.7505368968247126,8.1880023296608329
19136000,9.4194249689394027,62.2943194668751374,56.0248993181343451
19200000,8.1274432080574002,46.3828069336188520,-11.1162149950416591
19264000,58.9595088982646587,6.1593605751282574,60.1333480981187591
19328000,34.9561794873045599,-5.9291437951325463,33.1401103997502631
19392000,56.7769217881634063,57.5643050779595384,58.7768400267997606
19456000,-5.4128256384828148,72.3067274297897882,9.2364183664177588
19520000,61.0122379046545333,2.6941941863123660,56.5897230350125398
19584000,21.0470476299848457,15.2435071099364414,73.1953652736681732
19648000,76.4356546904906509,-0.7628635681877540,82.5696978946176614
19712000,10.1847631753906356,57.0467500809833936,71.0382424755554496
19776000,19.0366758736342128,45.7332681112968942,25.7987064003046385
19840000,44.7154959273652395,44.5019306892083151,37.2139361956933996
19904000,55.9013745806517406,64.0768879984196644,8.3375129634698339
19968000,16.0283295632501179,73.7694213670707626,61.0650124097574434
20032000,55.4023360093897708,58.0319093926655327,66.5977410335671891
