Step,cleanup_0.3_0.0_0.85_0.015_cbam_inequity_aversion - SW_ep_rew_total,cleanup_0.3_0.0_0.85_0.015_cbam_inequity_aversion - SW_ep_rew_total__MIN,cleanup_0.3_0.0_0.85_0.015_cbam_inequity_aversion - SW_ep_rew_total__MAX
4224000,-4611.7941204281187311,-4669.0391319921918694,-4665.0980344572608374
4288000,-4585.7384016000660267,-4557.3698521241331036,-4585.9114636842841719
4352000,-4414.5149399876017924,-4437.8450552193735348,-4422.3291016359744390
4416000,-4297.3126131555354732,-4253.0457549703351106,-4284.9393822422771336
4480000,-4395.4553054597745358,-4384.7282574791925072,-4380.1550597283858224
4544000,-4161.7642341140517601,-4145.1179438199387732,-4182.0993897729749733
4608000,-3903.7292348484579634,-3917.9005527985286790,-3903.7566913025766553
4672000,-3953.3210995166959947,-4009.8532695636249628,-4005.8258056255494921
4736000,-3633.2985774674252752,-3641.0058256484753656,-3609.5568622965311079
4800000,-3091.2659490121845920,-3093.6982355507502689,-3090.2893927884351797
4864000,-3053.0003064376223847,-3049.6650072148686377,-3052.3793316073924871
4928000,-3100.0766355675013983,-3095.4435067472054470,-3032.3555123776864093
4992000,-3089.6375501348807120,-3093.5993822682321479,-3090.4947168713142673
5056000,-3051.6766592515068623,-3096.9074323554873445,-3043.2092301620200487
5120000,-2919.0651292156198906,-2895.2814132595740375,-2888.9694346222277090
5184000,-2947.9876504951889729,-2913.1726263279169871,-2941.2306362129334047
5248000,-2808.8449312445368378,-2804.2786194144769070,-2797.3560183447989402
5312000,-2770.1612193488790581,-2768.3212277914135484,-2820.8809434338186293
5376000,-2785.1722899909459557,-2803.5471985226563447,-2803.5955408142544911
5440000,-2810.6504244613761330,-2815.4269405151735555,-2730.5947165759826021
5504000,-2750.9832222864338291,-2712.3341614062633198,-2751.3651917122897430
5568000,-2713.7333137460605030,-2787.0650544731697664,-2780.3423560094506684
5632000,-3020.0084300804569466,-2986.5628712093357535,-3034.1351707562516822
5696000,-3070.6765921019518828,-3019.7871702964080214,-3019.8717804931911814
5760000,-2976.6498929235644937,-2995.8301481668522683,-2976.2983337099062737
5824000,-2599.0415225935407761,-2598.8173934047135845,-2599.5442923899909147
5888000,-2520.9752902476352574,-2518.1489118180011246,-2514.7512250140548531
5952000,-2329.0144119208471238,-2330.5311658452005759,-2371.0495713965956384
6016000,-2078.9836535529811954,-2078.1509496364301413,-2080.1666420693545660
6080000,-1861.3829174273253102,-1862.4633251545358235,-1854.5638166043509045
6144000,-1636.9442163376527333,-1576.6699418977350433,-1579.8702171375148282
6208000,-1440.3169731258822139,-1388.7940098226640657,-1435.4901375378867669
6272000,-1459.2778325272897746,-1486.4543614146211894,-1485.0967861369549610
6336000,-1439.1675106668415083,-1449.6649610456738628,-1477.1573227376582054
6400000,-1560.1235912935337637,-1593.7275949513420983,-1604.5759923362841164
6464000,-1559.9274510104285127,-1556.9056201518878879,-1558.9474836149477142
6528000,-1393.3437595869995675,-1429.6673364762677920,-1392.1707094640498781
6592000,-1247.0371906217001197,-1245.6323433180739357,-1242.3467589700551343
6656000,-1227.5967707476872874,-1257.1192875134183851,-1260.5163084147675363
6720000,-1225.0057629070879557,-1232.4817069978444124,-1223.1880996389099892
6784000,-1177.7019310218290684,-1177.1351967526106819,-1132.4681926937346361
6848000,-1178.5084902531723401,-1181.4873038644147982,-1184.2348757499951262
6912000,-1268.8922607806168799,-1258.3060286820798410,-1262.4195874274632843
6976000,-1146.2936207375812501,-1138.4064668008406898,-1178.6363004766130871
7040000,-1043.6302233403494029,-1025.5644069536569987,-1015.1130715387275814
7104000,-991.4521095647309039,-987.0204345043275680,-991.8588711815738179
7168000,-918.4804921242848650,-923.8201731817268865,-856.3484419868973418
7232000,-731.5665770481787149,-713.1220250386035104,-788.5960455896279200
7296000,-771.9540599979743547,-712.7725741419458245,-774.2308228613737811
7360000,-734.2723192382183015,-718.1240400471378962,-721.2302304487898255
7424000,-764.0435677852447043,-762.7743142654793473,-721.7760499889008088
7488000,-739.1908544594268733,-735.1039797698149414,-697.3438730637680010
7552000,-643.0805939899958048,-640.2690522012674137,-611.6667416538044790
7616000,-692.6093681841812213,-690.3896057905716361,-688.4558835347630747
7680000,-656.9107685520283439,-699.3410149345758100,-697.8186417222935916
7744000,-642.7905494035950369,-654.1888260003860296,-648.9162828706440678
7808000,-658.1844350196038249,-684.8956722554348744,-657.9510008176445126
7872000,-669.8914599768062317,-652.4231769047139551,-594.1050207589159982
7936000,-601.7221165359349015,-561.9659773893488364,-545.4273556323665844
8000000,-527.7546597832799762,-594.0900851217807030,-595.2579854193159008
8064000,-531.1986855255811406,-526.1475164753151148,-522.8021141996046026
8128000,-564.7527214103472488,-572.5347176972753687,-571.0453306518261343
8192000,-538.8308462412263680,-534.4795389579085167,-555.4001564917475662
8256000,-492.7459348819798493,-492.8738172417529313,-495.8823162683302144
8320000,-544.0332146953461461,-574.0965860276689909,-537.3662195326817255
8384000,-607.6071712074672178,-598.9278769330696832,-596.3003020732809318
8448000,-541.3264997467573494,-476.3549885499382981,-535.0981752696829972
8512000,-536.4483138501728945,-489.9803883809963168,-490.9038856358485532
8576000,-553.4116915131257883,-590.6565176441205267,-599.7437369765551693
8640000,-594.9316832986123700,-605.2931350334687295,-605.2415896520701608
8704000,-693.8413083792122507,-666.4267555401029313,-699.2797474556783754
8768000,-699.7096516157815813,-645.3478435470676686,-709.8284824973112563
8832000,-769.6111612409772533,-777.6928894131606285,-777.9331517162067939
8896000,-822.4298150626867709,-818.9451645285678296,-877.0216176367059688
8960000,-816.6234266475329377,-762.8905913766446929,-763.0922593313578091
9024000,-751.3260020841394180,-718.5423245877268528,-727.0276591063350224
9088000,-710.4083867861600083,-729.4228913818263891,-717.4600735691873297
9152000,-701.4109104060146365,-735.5401045203185504,-739.2997327722418959
9216000,-648.2915814275628463,-701.0831783747386226,-701.0018203099253924
9280000,-652.7790091612436072,-637.3283064182328417,-652.6161820810832523
9344000,-561.4240650797131593,-610.9038463623801363,-549.3106247418885459
9408000,-625.3302108391076217,-621.6058314134309057,-586.4145635187873040
9472000,-539.0975118877953491,-538.9697303387226839,-539.1861433693683239
9536000,-488.7408338165133728,-488.7658487108008671,-486.9420942882613303
9600000,-498.6668522292150669,-439.1229355103423586,-496.6972681224671646
9664000,-491.5429203464582315,-489.1148959843081343,-417.3456906733817391
9728000,-454.1704846193213712,-473.5936638025580123,-456.7475782997700549
9792000,-518.0356496211438753,-480.2027672873530264,-478.6542498827629402
9856000,-476.1512649720756372,-478.0126031630106809,-493.3335251138081503
9920000,-494.4160570874176983,-499.9422629971789434,-495.4690681488049790
9984000,-432.0524787679477754,-433.3590651578959978,-432.7667663343381150
10048000,-375.9467736882142503,-447.7171445388094071,-437.5613623040292737
10112000,-371.7357676218375673,-370.2124254080464993,-373.7596365042465436
10176000,-377.4291773697332246,-414.2822669076595616,-421.8762786638197895
10240000,-412.3690442985177924,-419.4976343471103064,-356.2247687375410123
10304000,-301.4841636214592882,-333.6350685655496022,-336.8399800416333392
10368000,-285.8638635726312032,-301.0672953614433141,-335.4356210414051134
10432000,-273.0516150280383272,-335.6250822081029241,-318.8430849804814216
10496000,-326.2631143637469791,-323.4401647239403701,-322.8826713686177072
10560000,-267.8057947438431370,-250.7773159344069427,-274.8101635279523975
10624000,-224.5389140227724170,-214.9070379491705296,-212.0361078690248178
10688000,-268.4073625689632081,-215.9122134397264574,-212.8337546504263287
10752000,-295.7040617430938596,-293.3645189760819676,-245.9316607489113267
10816000,-219.1666811468593039,-206.1650054554357894,-220.8637765654268321
10880000,-181.2586744950258151,-177.2224732782827346,-177.7450298762266527
10944000,-199.3630349786334932,-149.8341651532469996,-161.2913933541556446
11008000,-126.8307634974369194,-169.7098848952936692,-170.2447378107681573
11072000,-165.5110980858636083,-112.9343962819463627,-120.6854421858563455
11136000,-132.1965590528100165,-159.7845285650352025,-135.6562953032796202
11200000,-130.9574498307045474,-133.3804134610626022,-185.1483241199306633
11264000,-141.4369084877385774,-141.8268137889782565,-161.3528061708856285
11328000,-121.8673730523869096,-169.8019073874880291,-171.6186710137205296
11392000,-56.0401529678183294,-50.5429435619073715,-136.6777249340795777
11456000,-104.1291025964587362,-83.2335588194916625,-109.1000471414605641
11520000,-159.5377639525084987,-99.9584124577630035,-145.5651911212042364
11584000,-81.8228205034637028,-117.3539621126330417,-116.7275745094708554
11648000,-77.2774552995335426,-116.6169457949696096,-79.3226556398215052
11712000,-83.6612760682753702,-124.2998113248484628,-76.0759603874136019
11776000,-40.7357265574691354,-53.2834186664497622,-55.6305045125894182
11840000,-47.5300744119191947,-36.7059355905204967,-8.5583199775499423
11904000,-47.6576941630677737,-45.1819527942323163,-47.4877838000746166
11968000,-44.8602369545030868,-88.8805133442331226,-72.3715885677337951
12032000,-50.4663979417573785,-48.2119230609064573,-50.6911085003670223
12096000,-25.8586714325227831,-82.7814260189109632,-92.5806428208727112
12160000,-12.7531817936154823,-12.6164535719651010,-16.8993526616770922
12224000,12.5978626538867928,6.1092426445717258,0.5148741969721158
12288000,-12.3038691777242057,-0.1379781851229254,-53.6769716117172067
12352000,-6.6260395827005425,-12.3911016930870659,-60.4735494244974277
12416000,-13.7971074191910823,1.6801836792959648,-19.2629010226682560
12480000,-22.9008043565962680,-24.6905080708112123,-4.0094136994972587
12544000,-56.1782108852693511,7.9320134923783243,17.5727873845346352
12608000,-38.3445447904170535,-58.3926531818030483,-3.7124073840180429
12672000,-39.2955421968859753,-42.4035326178330507,-19.0756417812196837
12736000,-36.1892859453692637,-47.3056432489736167,-59.2437090018152404
12800000,-33.8446642141629042,9.6767411052631829,-33.5391210309450400
12864000,-57.8486849600637356,-56.6388218323837265,-58.3491539859681652
12928000,2.8054556656602969,-44.2607513653447810,-69.2219499211407197
12992000,23.8419167338215843,-58.0705181392346006,-30.3186776977207906
13056000,-3.8968860276170707,-30.6153234398325438,9.3185244018732512
13120000,-32.8379266572764408,-15.9452511346130734,7.4364952932207053
13184000,-14.9239547797689376,-0.8825304935737188,12.5753171691684571
13248000,17.0484061136552008,15.6793410310147650,16.6516210122609536
13312000,12.2455438596978965,-34.6101072618588006,16.1840699751369925
13376000,6.0596602439234246,7.9077130350176041,9.3163901722800020
13440000,-45.2026501643534004,14.8168622777035210,18.3631788500053688
13504000,-49.0163988173208551,10.8938010062029917,11.5249059734250672
13568000,-35.6652815265182852,24.3947901323679233,-33.2642811564736220
13632000,22.5745514344961222,26.8507226435224382,-19.9668711094323044
13696000,11.1472401831306751,15.5404511787769852,15.0862317772597230
13760000,19.1152062408644241,-5.2254517641059017,17.1801927082115782
13824000,-2.8143673927045807,-2.8104733891704630,24.3101412419126248
13888000,33.8509237885403778,-18.4731988630579274,-15.2216179541872165
13952000,-23.3397900205851272,-46.4746053518791129,-14.3616847220358981
14016000,26.5807117514871187,-25.2993143285281690,25.6761669735866391
14080000,13.8654057422540795,11.3065428379355097,-6.6727087252209998
14144000,24.5263229361934627,27.2031217473082663,-12.6787188649486957
14208000,39.4921903271428363,43.5549217633324304,-10.9214574501392896
14272000,27.3545750542918853,-1.2649317613908906,0.2422665027903737
14336000,43.5344237325265340,-12.5698553789932319,-11.6613203971174038
14400000,-0.5774645558141565,18.3376534970786409,-0.0050205012537141
14464000,3.3271012881394153,26.7781191423100644,3.1058046181775651
14528000,-4.6326461281810900,-9.5409894010209868,65.4896950646922136
14592000,-4.8850416871052111,40.7883426205951167,-5.0322272498429754
14656000,33.0261716426742424,40.9889771984988371,33.7185314552192281
14720000,48.7994032350515141,47.3900277507117593,44.9953967600559821
14784000,35.0144609246200531,10.3767091308687771,35.6317207425053795
14848000,11.1214797263274896,13.3452827895051591,8.9128718157164908
14912000,-3.1253520499911822,48.4333114209321067,-6.3803375239484410
14976000,50.1966230621349396,66.5099130564505856,54.8447771512155100
15040000,15.7950952751359761,15.8256422219011554,15.8106946887790034
15104000,-8.2912097608287993,-4.3829329798437229,58.4042301937862902
15168000,9.7528759930998632,7.9253123396795289,7.8428320043175574
15232000,46.4140516200034341,-4.3667018374134301,61.7605096046691386
15296000,-2.4115378573448183,73.7961977645910849,68.6587620225420636
15360000,47.2337691917492108,43.8322079096213812,45.9468791397872920
15424000,32.5478334676006185,26.4827812778119878,32.4338708629042358
15488000,45.1200115973191345,7.2556004984987013,42.4393144883439319
15552000,47.5342837827133309,12.6868337728806111,52.1009901462624114
15616000,28.0031683133239646,47.6474585513395397,12.1924723733254297
15680000,6.6765021658663457,57.2538584042638590,57.2339005647736485
15744000,15.8152972378635468,48.7419885479513653,51.7778997956445082
15808000,11.5124043647636878,43.1351157677968473,11.6766784210013039
15872000,16.0338585020867441,43.8170317971946019,42.4223782886762422
15936000,23.4301286333599137,23.4820748459896222,23.4148557460079303
16000000,52.2471146072261590,3.6294413134750307,48.3726964531278156
16064000,8.7180599361500661,11.2289622823721835,50.2918843328922236
16128000,59.5669411889588574,11.6888242874991590,2.5324960762880977
16192000,41.1481902184644071,11.9797401871862164,50.8342413853862283
16256000,7.9380130683916335,56.4662353522713332,49.6594531925008909
16320000,58.2187769971434932,-3.5044669100518320,62.0761416124486303
16384000,51.5492720714095327,38.8673037609006826,9.2804632371423921
16448000,-6.1470052897898810,53.1552213106762963,46.2264126339360715
16512000,-1.0804263433384236,49.7909697697983162,51.3845738418364490
16576000,44.0445784712630939,-0.4479544186116691,47.0233281948299151
16640000,38.9354793484257584,-0.8502688041350588,3.2248904257053610
16704000,5.4328279196705509,6.4933282505237813,-11.4680535281176077
16768000,8.6587738586943885,46.5923577799746624,50.2403595436606238
16832000,7.8114159440877700,51.9400291400061036,6.5104274459168465
16896000,10.1866402751469423,45.9378124332659041,49.2328209889554884
16960000,0.3993061387742287,52.7776234236538855,-2.9780336452594263
17024000,46.4275143526722260,12.6955924866460457,14.7139129641485269
17088000,41.3426132697307693,-4.2734840294483831,44.2889484475253425
17152000,48.7405577445174458,57.4951962842473563,0.0031587530713928
17216000,-1.9726091890474109,60.4779120082326358,47.9964896153169036
17280000,55.8942366881834332,-2.9640941956613993,-21.1868815614602397
17344000,49.4019263594980771,-4.9956582405042376,-2.7667175712774892
17408000,4.0755177417480475,41.2255359891280904,42.3724427220677171
17472000,-10.8633599762333191,-6.3164274431202045,60.7691821450469405
17536000,51.3489344958439347,3.3253650586972832,5.0913957412164947
17600000,19.2555032202336065,6.4726550874473219,46.3964334476647196
17664000,32.8497575103359267,21.1898866047176568,32.1305383908974491
17728000,52.0130744870237152,66.3863296649955430,51.7838699234347146
17792000,59.5050580745172368,3.0865465692024507,56.6136546509223990
17856000,64.2425249391438342,68.0518326184277100,-0.3473028954042832
17920000,65.0995240233134354,55.9423589289619514,62.8383944171925748
17984000,3.3516251789456533,-0.3116035955112011,70.9250594090675008
18048000,15.1259794145642097,38.0627298021418667,38.3309442707649879
18112000,42.1638139353144936,39.3240288542677376,42.5631791858866393
18176000,45.1343346902932296,42.6420601592518125,45.3546581474671839
18240000,-13.9105261762121941,15.0151387585597682,56.7641216702522087
18304000,-5.7283364751549719,-13.2338474573025024,-11.5711071492697926
18368000,5.0734670183547124,46.0485492062618817,42.5056483877238520
18432000,-5.8877650278955329,-3.2443091216638749,-12.1144950485854821
18496000,43.0826897227920753,6.9999408415330819,14.5309838674475706
18560000,59.4307678983104282,-6.8579987783016776,2.8204377358798141
18624000,59.2115311240140798,38.1460077362723666,61.9666389541027272
18688000,65.9436800891675574,-2.6463906419612613,4.5318072480970848
18752000,51.6676843083280488,0.1569886928924582,43.9133933262305618
18816000,-5.7326727166084126,-21.3081212213521951,-9.2424820218682981
18880000,56.8624810751307521,0.8744864976359352,12.8497526475019637
18944000,18.0578165784365439,23.8347790458153206,20.7781094129744126
19008000,56.4426869639692370,7.9788832725345813,6.9034530929028293
19072000,62.4228732103892128,-9.9739652985892633,65.8611826486582288
19136000,46.1620329524042674,6.5131027036368110,48.3707141992229595
19200000,-1.0599830642166914,0.1479135080597906,-1.5597268730936804
19264000,53.7813329367008706,69.1243755963219257,-13.7987382294730239
19328000,45.8723949782240439,40.0301600725533433,49.7282034916028692
19392000,53.0784319509986062,10.3806442849160128,12.2308157473042414
19456000,55.2469591616380171,45.4834133706018022,-0.6476892240453296
19520000,38.2663972422168825,18.9013150622118147,44.5344394010322659
19584000,3.0403071799718902,3.6075527538778402,4.1291006638801093
19648000,77.6549421707116778,17.5673114643684620,8.7339942915375985
19712000,66.7858288000893765,70.8536021392627333,76.4582959266358841
19776000,-6.5595605473057930,79.4190795042255786,12.8261539746016808
19840000,61.8452964661134956,64.8716902229779890,66.3228239042815062
19904000,-1.7992088854746697,64.5727393942787415,60.8305920347156146
19968000,67.0398692492465500,10.5002675385271438,10.5444600471163099
20032000,61.1734385612854723,78.3789581842106884,4.8330035781586886
