Step,cleanup_0.3_0.0_0.85_0.015_cbam_inequity_aversion - SW_ep_rew_total,cleanup_0.3_0.0_0.85_0.015_cbam_inequity_aversion - SW_ep_rew_total__MIN,cleanup_0.3_0.0_0.85_0.015_cbam_inequity_aversion - SW_ep_rew_total__MAX
2752000,-6417.0282634694685839,-6466.7797764010692845,-6467.3499720295094448
2816000,-6174.0388612380475024,-6164.2493927435334626,-6179.5213667701527811
2880000,-6613.8453472504852471,-6620.9640144313998462,-6630.7347411730270323
2944000,-7176.4262883096080259,-7162.0095760509448155,-7174.9461644310686097
3008000,-7145.5936248213347426,-7140.9849581486305397,-7122.7493537150148768
3072000,-7072.2567623181957970,-7139.5503376120095709,-7124.1680051502653441
3136000,-7005.5871505607265135,-6997.9388325772215467,-6997.0164919651369928
3200000,-6765.4781784861133929,-6765.4392397809160684,-6771.8821335426182486
3264000,-7082.3199061640889340,-7028.2786152403341475,-7068.0536105877908994
3328000,-7456.5560850480333102,-7454.5465754748629479,-7465.1090284561605586
3392000,-6976.3644548697566279,-6909.5072994722831936,-6976.1349741447456836
3456000,-6617.0467593812245468,-6557.7770992732930608,-6615.2909411095834002
3520000,-6488.5037737568645753,-6507.9039461785414460,-6484.0432043756181884
3584000,-5749.0828455135533659,-5749.2245318025879897,-5784.9096173305224511
3648000,-5666.5010142779437956,-5636.4961164246897170,-5623.7206171202833502
3712000,-5652.9089992312538016,-5653.1462959979899097,-5657.1673135114115212
3776000,-5674.5147094225685578,-5656.3503485732508125,-5648.3192342313823247
3840000,-5277.5804938759711149,-5277.1858651126731274,-5290.4916801113186011
3904000,-4907.6560515612554809,-4963.1593447552686484,-4964.7283923053819308
3968000,-4861.9697661526606680,-4810.6420348695837674,-4868.2610632223195353
4032000,-4983.6013968124207167,-5003.7024279260931507,-5000.8067183647326601
4096000,-4842.6167386756396809,-4804.4992666953130538,-4787.3055923147358044
4160000,-4646.9951473061446450,-4647.0222921107779257,-4591.0676756208486040
4224000,-4617.2436977118404684,-4613.1439786000692038,-4615.3931980524230312
4288000,-4549.6304513328032044,-4594.3511621625248154,-4545.6555842585303253
4352000,-4469.7194862795995505,-4426.0312224386843809,-4462.3034603721735039
4416000,-4297.7205560059082927,-4299.3438909105243511,-4246.4393676501676964
4480000,-4352.8627570325152192,-4356.7138311060998603,-4391.0767105240365709
4544000,-4195.2633795561869192,-4152.5136072456834881,-4154.8947732126689516
4608000,-3898.0676482647450030,-3903.9297712475254230,-3854.6999261892956383
4672000,-4007.1970979313114185,-3950.0949552697570653,-4008.4571251372371989
4736000,-3599.2856233802840507,-3659.2134574253882420,-3665.8111779719879451
4800000,-3111.0315990538128972,-3136.7460983136534196,-3132.9910212360646256
4864000,-3088.8085466103611907,-3089.1115001567263789,-3080.8273278005076463
4928000,-3074.2333521500563620,-3043.2678151431218794,-3076.2710283742471802
4992000,-3093.3605527859240283,-3135.0233308001088517,-3087.8274268718423627
5056000,-3041.2212415736030380,-3114.7305563066238392,-3100.0229577342292941
5120000,-2910.2637629913147066,-2909.2563493942634523,-2910.6225121721768119
5184000,-2940.5725564663325713,-2919.7112258631632358,-2924.3711791273785821
5248000,-2803.9648635680250663,-2809.4946060361294258,-2806.0729910519448822
5312000,-2825.0594839286554816,-2767.6275187197816194,-2769.7365282418081733
5376000,-2815.3514122417277576,-2783.6680218692877133,-2781.2081564754880674
5440000,-2755.4639579699032765,-2799.6411441299687795,-2752.2993809256472559
5504000,-2761.4861062030090579,-2717.4858276189393109,-2768.6390324221929404
5568000,-2784.6586534262301029,-2786.9183849929904682,-2783.8909509574414187
5632000,-3018.9382429616816808,-3005.4429362908281291,-3002.3141923410062191
5696000,-3089.4878576393753065,-3014.6116152350095945,-3072.7212834394772472
5760000,-3027.2673474644320777,-2945.8564958639544784,-2961.2437382689081460
5824000,-2640.2225797349401546,-2588.1498394347199792,-2590.9795878800814535
5888000,-2536.8698963559422737,-2485.5110091334540812,-2520.0240964782187802
5952000,-2367.5780684418359670,-2365.6924045134228436,-2339.2332362935985657
6016000,-2063.2321279039824731,-2065.3236242109787781,-2005.5542315658353800
6080000,-1841.3738894275616076,-1861.3482109647709422,-1864.9970972105465989
6144000,-1595.7056568898572095,-1619.0484800103872658,-1619.4810690525455357
6208000,-1444.5109552520846137,-1381.8156767141088039,-1440.5782729145419125
6272000,-1491.8501099206680465,-1498.0100835251473654,-1494.1712784932244631
6336000,-1490.5809037380188329,-1433.6251342126181498,-1446.9446161617181588
6400000,-1564.8548407561841032,-1589.6635405588381218,-1607.5018178988545969
6464000,-1537.5630075239503185,-1586.7766170501449778,-1538.6139858602816730
6528000,-1371.1662615890941197,-1365.6318100504388440,-1371.9964306493652657
6592000,-1307.6898541296311578,-1308.4191433573068934,-1296.5709612979264875
6656000,-1205.6146218116066393,-1275.1899834475279931,-1268.9363827543825209
6720000,-1207.8292781746533819,-1213.4365068973211237,-1217.3824938724342246
6784000,-1180.5503889588048878,-1134.1585745857369147,-1129.2193711564236764
6848000,-1197.5356416485039972,-1198.1228739812122512,-1226.2777103521439130
6912000,-1217.4761075067299316,-1257.0192135622419300,-1227.6205517697187588
6976000,-1140.9498060048658772,-1186.8099957573833763,-1183.7922237083766959
7040000,-1059.4489768272887886,-1013.4630043308875429,-1011.9260580004078065
7104000,-974.4303619752644181,-932.7560833623525696,-956.0719738155507912
7168000,-911.4597101510996708,-865.2847488179767197,-865.3200230145882870
7232000,-761.7324844872075573,-729.4598190312299266,-730.5188048222299813
7296000,-737.3958871308111611,-752.4881182501923149,-734.7310885734077601
7360000,-709.9524269817261484,-775.1598707678040228,-723.2056656800949668
7424000,-766.6329644221478929,-758.6595625223282013,-718.5972415181345241
7488000,-737.5422086122525798,-701.3799206981816496,-698.9567347990412145
7552000,-585.8464792627481756,-591.1414759387886306,-648.9527524728702019
7616000,-684.5228439023633200,-684.1622748328396710,-640.9356394834253479
7680000,-643.5067292680282662,-702.3580165903678107,-645.9789487176934699
7744000,-643.8142717553430430,-698.7851133583675391,-657.6052915861661177
7808000,-701.7351182996458192,-640.7523833812822431,-696.7071207338772183
7872000,-654.0801276204223313,-609.4406506054692727,-603.0697969754791075
7936000,-606.1196951346327069,-591.3324882895916517,-616.5878180431343480
8000000,-545.1287532741686164,-537.5957433021067118,-544.1490633390196763
8064000,-511.7345411033845721,-585.4347347832788273,-523.9473950347573918
8128000,-572.2555647262371394,-507.2915989203031586,-497.3468979841615010
8192000,-526.1665783759290207,-581.0083466203366243,-533.2305884788488584
8256000,-559.1186662334280300,-566.9184142839797005,-514.7012275797775374
8320000,-581.3220183548623936,-515.2715482752793150,-515.1288698071978160
8384000,-626.0934225135393945,-622.1583484706557101,-615.4864008100907995
8448000,-484.2906589252359026,-481.9967539163397987,-485.8669083594084555
8512000,-487.4232247764527415,-490.1865929372990536,-491.2604918495497941
8576000,-547.4733689744678031,-581.4560362709526089,-549.2957277103639626
8640000,-602.2530275812100626,-579.8589787829779425,-608.1346550679234042
8704000,-660.7348420008092944,-713.0471344973603891,-713.8290664287857226
8768000,-708.4457163033679308,-654.8559507534500881,-703.7165473697257312
8832000,-784.8854002899940951,-785.0282584575609235,-758.0832326551935694
8896000,-871.3212307218610704,-876.9670149043730589,-874.3592207795370541
8960000,-815.6558693250104852,-825.5988545926788902,-809.2982580742880145
9024000,-726.3656537688204935,-762.8178564843752838,-727.5253595521317038
9088000,-757.4762511957734432,-749.1243848214693344,-751.6357200277956281
9152000,-675.3099982256512703,-735.2455397123356988,-728.0091400734180525
9216000,-643.3243066442109921,-705.3720861645492732,-700.2456630559271389
9280000,-659.5755357320504118,-616.8459985720048735,-625.0739798022996183
9344000,-577.4454826717541209,-598.9040759419742699,-582.5952624524653629
9408000,-639.6440615427959528,-556.5637909971288764,-644.7868717647252197
9472000,-565.2538413536466351,-554.8123546766325944,-565.2526962191817574
9536000,-491.4380603626178186,-498.9264745908026839,-546.5868650187226194
9600000,-484.4256824892815416,-486.0990964229617362,-498.1237220957160616
9664000,-424.1096695841280848,-490.9904183561691298,-424.9790632215280084
9728000,-427.0811938556627183,-486.0888783200242074,-426.1421353215361592
9792000,-526.6156917549152467,-476.8473651359658447,-476.8584772305737260
9856000,-487.4376610180765397,-487.6421480458138831,-488.6784706599005403
9920000,-447.5616475046845153,-454.2505138973133398,-492.9641387752844253
9984000,-474.6302532530150984,-474.4753187990388597,-474.5999864843997784
10048000,-389.3476991389909472,-443.3170648952778947,-376.8333115886823066
10112000,-424.0068625674662712,-353.6670135460625488,-423.8932423141419008
10176000,-369.4764682726128058,-368.9642186780857855,-420.0094722360386754
10240000,-358.3848781991198962,-426.8109518174475170,-415.5467172152318085
10304000,-302.9267641842376406,-347.9369493029936962,-292.5189700759079301
10368000,-293.7993515630502088,-306.4901352570669815,-299.0307924970392150
10432000,-322.5821849056816859,-317.2540971333051516,-319.1652611641515591
10496000,-316.9826609370972506,-340.8420028089557263,-284.0584272428641839
10560000,-253.4059942989034084,-269.8700709142134997,-267.3688515762268025
10624000,-227.4143459395502589,-275.0820853486227975,-225.5795879736733696
10688000,-233.8804336591452966,-234.0898391171921844,-248.5582394898952714
10752000,-240.7691773398252622,-239.8903388910047170,-294.5340647686463740
10816000,-189.8952260341645228,-191.6264176512808035,-190.3211510973874283
10880000,-185.7944901987717117,-230.7580294645105425,-185.0727358814708907
10944000,-158.3458488764954950,-208.0766851005556362,-157.5320182725947973
11008000,-133.1884868796907142,-189.7618884756135742,-191.1425936015969285
11072000,-101.2857406316611844,-97.3145047084159671,-175.2858834062357118
11136000,-162.8691482167383811,-131.9604278107054256,-131.9090954476340301
11200000,-132.4094183241506641,-135.2696483861482193,-134.3366490287714328
11264000,-164.3986150974770624,-165.6513058569932753,-138.5767902362669020
11328000,-123.4767723887038784,-128.5833761353892157,-158.0252840052269789
11392000,-115.0427945530582861,-136.0690505698284483,-137.3214958121208156
11456000,-81.5640160381028352,-77.9074552490228598,-83.4383944163963491
11520000,-134.4919837492705597,-101.4964718582345711,-148.8015053688244507
11584000,-123.2335987291138366,-79.0974229242320064,-128.6366458244206683
11648000,-89.9649550958147159,-103.8189179789232099,-103.8712386682176714
11712000,-112.4983517203785226,-63.9777226651861781,-68.9796406577939933
11776000,-24.1667776064037909,-66.7671932502513812,-27.0751773347136826
11840000,-10.1889168619513271,-94.6336241652375634,-95.1918950538182571
11904000,-92.9238497991921975,-42.1707484991555575,-99.7120738293663607
11968000,-42.8023870938185027,-27.9746596718503753,-45.3134761459718050
12032000,-84.3809014843985778,-32.4779105041614642,-76.4162231377705723
12096000,-80.1460698402588463,-30.7995258416413833,-86.2328900354817449
12160000,-49.1102990591459374,-4.7365452592975430,-1.1987213589365346
12224000,-33.4610299149706591,-47.6144381309710525,-56.0189619140957049
12288000,-36.8494267311031791,-36.8585044943936850,-36.7126498846959777
12352000,-52.8959578342649337,-5.4269519395086263,8.9654742198454187
12416000,-16.7935262039259996,-47.2495284643860884,-9.8599525146476950
12480000,-48.6592147068304683,7.4356224864464053,11.8167550363272582
12544000,-44.9667214964848156,-45.3296073336907455,-45.0287430618143105
12608000,12.3808032793685072,-56.5816267472773049,-56.3722850458944293
12672000,1.1462409019266744,-65.1794835687223042,10.4979712775576814
12736000,-6.2585328724741025,-7.0916570838150896,-35.2530647045294359
12800000,-30.1200993623553934,-27.0999717938576339,-5.0211980465854644
12864000,-59.1410831889120914,15.8738733348999688,-69.8821600717731144
12928000,-66.2456591753180390,-47.1401912434019010,-15.7404529393188355
12992000,-45.9441313780590974,-44.6516754386214814,-44.7170752653909176
13056000,-47.6364844254270139,12.4751563698803167,-32.2417302861363311
13120000,18.6710176022378249,15.6547395345502665,-21.2838249595459956
13184000,-30.4238575109571201,17.2737295968724283,-15.5858925511275235
13248000,-46.7806409968632835,-43.1548736616947579,-44.5070675841929386
13312000,29.3195460120038547,-53.0187509158954384,20.4805661154254111
13376000,1.9583817990483112,12.9440380190353608,-13.5354229613135750
13440000,-39.9317648046494256,3.7644273991388459,3.4125986072318142
13504000,-35.4946600496335449,-38.5209765629965943,32.8718584831634217
13568000,-17.6421974526947238,-18.5230192625343371,-16.7068851308073505
13632000,27.6399405903304469,-17.5769679160463639,-14.2096716164335675
13696000,27.8052895125046575,-24.0901834574968596,-31.1410282153106408
13760000,13.5648857288180515,-7.7510652900791577,-2.8536727233802175
13824000,16.7669811773277431,6.8094740804229819,17.9796683336649501
13888000,-7.4229859945894070,17.0343799656251988,-6.4185488889940263
13952000,-37.8765230634458803,-33.0212789726484104,21.7330579372470432
14016000,14.0589241552541573,-18.2559480818529565,21.9310561156257435
14080000,28.5818282450147478,-22.7775407961885463,-20.6059461182371351
14144000,32.8169837568505898,34.4086554686402337,-15.2696286236869163
14208000,40.1510409168368199,38.7830641709155515,55.4566044121948636
14272000,12.8245301922805446,5.5631923947588966,12.8347136639041270
14336000,35.1418716709192935,-17.8154160839092590,-19.8112212213885215
14400000,-4.8651930252179945,20.9958030728045912,21.8193638697084111
14464000,43.6321620001794273,-13.8678871650812070,-19.5878805993779821
14528000,3.7675466815262766,7.5496301163994630,3.1474253750200596
14592000,37.4725234073579614,-31.8271283543681633,47.6770383866842380
14656000,12.9818126555433633,56.1820047062177252,-10.2393968521353571
14720000,-0.7380629539981314,38.0274399470738231,4.1520217728492312
14784000,8.5790352746541281,5.0365780880200077,5.3264318372213388
14848000,-2.9575218858943160,49.9812473165726487,-3.5923461934844347
14912000,55.8279954054515173,52.7588066383331764,53.5618232695273377
14976000,20.4430225274425226,26.5965700539972438,26.4964117601979758
15040000,-1.1845976868736265,0.8555842083382181,0.0773662581245169
15104000,49.4119132164632404,59.7286439606104977,56.8040199926708596
15168000,12.1486132783654579,15.6052459967561763,36.0977639057198871
15232000,50.1691299754599882,50.5896993659119119,60.2762076985354867
15296000,54.1443152580262392,1.3903883675681783,54.5855635591379738
15360000,16.7000560689049387,47.8928125291908131,21.3053178772363836
15424000,50.7419925101065274,50.2741464984767958,50.5058714271528402
15488000,0.3364396847706388,-16.9513883912843752,-4.1839331929285635
15552000,6.3878408483867020,59.9314456024572024,6.9902717230906930
15616000,18.8129028143565122,11.3696196374905689,-13.8959437351585251
15680000,-5.5456735320776502,3.3565117843859511,17.1887607623525582
15744000,10.0946044767933394,51.2117835878279379,50.7485896325072332
15808000,50.7567959252136305,52.8073784014413548,1.2149630648637952
15872000,10.6010484360845965,9.8390227897405182,48.8073903603372798
15936000,69.8991102515733758,-4.3671770979908473,81.1233288974764548
16000000,-8.5078164444065578,48.6463585737569275,-3.4087560893081061
16064000,53.7767357450466434,59.3574305017320256,69.0567403952618264
16128000,61.5540693462013024,-2.2958357556729005,59.6995201311029078
16192000,9.4699746253551567,9.5268426229278980,48.9674806836078957
16256000,-4.1971379407095881,62.6501081992866702,69.4427355083502107
16320000,41.0375212865533996,38.9180991578626987,20.3963927984134017
16384000,16.1345208875174961,18.0404824102782548,35.7961982181600007
16448000,6.0706516054170976,54.0314273799655567,-3.8233388125959209
16512000,0.5813138643931630,1.3947364537157156,53.9294490536879465
16576000,-6.3679867142374569,49.2929857371395954,-5.5245107807487663
16640000,-5.5160449417418533,59.6201754878515331,56.1608187155053216
16704000,-0.7741904903624359,4.2196905250467438,4.9935572503937706
16768000,72.7145419953436090,-3.8144024896880957,63.2495722229173083
16832000,24.6059109582553290,35.1841922756937393,21.1559959728750755
16896000,23.5450962166912774,36.1895755989453534,6.1181966790314348
16960000,25.5609342467880083,39.9561766240896006,37.5918125394654510
17024000,6.1619365219720024,10.4943988608243544,37.6933978648675776
17088000,69.0603100703123118,-16.6436925188439062,76.0256728546002165
17152000,-3.3720222894853897,67.9037729054872443,58.2014625326980095
17216000,41.1367003515587371,0.9195356701694450,4.6306352893860208
17280000,29.2188015117560269,18.9104004917394022,18.6443290731758609
17344000,61.9877288922143208,59.0875591774292346,-11.4677034719051960
17408000,42.4043655614367054,62.3224465733870687,2.4856806617643450
17472000,56.1310177311922942,-0.4120869133168021,-6.6119063616186580
17536000,13.5021424682680955,42.6815469809964227,20.2430765855065289
17600000,74.7397061747550708,55.0414961032958985,66.5851500894871293
17664000,14.3086928728724878,42.5769352069131486,-2.6166870258688277
17728000,49.4220989472182168,-8.9798193489396212,9.7793463442453969
17792000,51.3347609525225579,70.2860086817938168,69.9143118512100727
17856000,44.6939660877315532,38.8393681939222759,19.3875080060845164
17920000,41.3102290322228427,42.4097552803280351,11.1712700681059758
17984000,-0.4807545432080076,51.7807378488289487,3.4038851433892390
18048000,54.6166761242786691,-5.6221803537291564,54.6939013972106380
18112000,-22.3014050160393538,65.0418806174344581,67.8731779920223062
18176000,24.7268910164436555,24.8225912526572721,20.2034799972063830
18240000,-0.0271646695406602,10.2512593151633133,46.0187166272114041
18304000,4.3860840907515133,10.5755953873721413,5.7390825791991880
18368000,39.4311279900285996,39.4515124927255272,39.3171293899873859
18432000,46.4741843498492955,44.2287068311971723,46.0123616590580866
18496000,6.8406207675722612,43.4497753278921053,47.7954669962989271
18560000,-15.0937568676492049,-14.7535188236104062,-1.3360751418882941
18624000,-6.0318035144628013,57.7447778835021168,4.6481263573335916
18688000,49.7157615084770725,9.6366340361611762,9.6544263366797836
18752000,11.0094868575420382,43.5989038119877108,42.7447533019182089
18816000,40.4374476511962087,28.7765428831311425,46.0595054402953110
18880000,40.0121374670896941,-4.5458321775874566,58.2671819732282614
18944000,0.9700850059440320,1.4392919181985775,2.7910422601041844
19008000,-0.4840012979939345,50.2672538497268633,-4.3693730472194261
19072000,0.9162006093599686,2.7838365605804931,60.9534175756800281
19136000,53.6661384927616254,53.6943141376594184,3.7894898733913109
19200000,69.5438542425796697,10.4093188292532268,52.3572107994602050
19264000,38.4061534402117033,40.4797959267521037,22.9328943610684490
19328000,34.4488924862879387,35.0652107565569011,34.8289185238081558
19392000,46.7270583529307402,18.5943765979774085,43.3417348524183765
19456000,10.4890399628827922,8.9793800661261400,63.7300386232414766
19520000,53.8967498708452979,11.4192465824127503,54.3030587232706097
19584000,61.6865520200754531,60.6737669896009564,4.6200498001898751
19648000,24.3348285208279265,24.6092871481968771,61.9074753765270742
19712000,72.5525484404699057,66.3954955901317874,10.7181690044977138
19776000,56.3188843172989024,29.5328875640773489,35.5870502645965914
19840000,58.0461339192617771,26.4066490017734310,64.5673807037314589
19904000,68.5625067383977864,-2.6985201785731618,63.9915738653463890
19968000,60.0666837535061759,21.5933556674301492,60.2588260537881766
20032000,63.7615819590447614,55.4848820974224282,9.1073514683397079
