Step,cleanup_0.3_0.0_0.85_0.015_cbam_baseline - SW_ep_rew_total,cleanup_0.3_0.0_0.85_0.015_cbam_baseline - SW_ep_rew_total__MIN,cleanup_0.3_0.0_0.85_0.015_cbam_baseline - SW_ep_rew_total__MAX
1920000,-2285.0998515291353215,-2286.4995190575527886,-2273.7508125300937536
1984000,-2422.4168480330304192,-2424.5769731738528208,-2436.8653242960126590
2048000,-2344.9830207349755256,-2332.2507286335758181,-2328.1973578886140785
2112000,-2264.6579377528482837,-2265.1412728120653810,-2269.5818924100190088
2176000,-2175.8488045692120068,-2175.1391498622783729,-2176.0443833564836495
2240000,-1868.8650133824428394,-1872.7401474907483134,-1872.7377240738242108
2304000,-1734.7290561580789472,-1752.0068543504587524,-1735.7029341573208967
2368000,-1702.4004045303440762,-1701.1043090613852655,-1704.4349434575756277
2432000,-1530.8359461973582256,-1530.0535531657912998,-1543.2832576987480024
2496000,-1539.7635954885308820,-1550.1058788886673483,-1551.2973780470094880
2560000,-1575.2260688729236335,-1589.1165413003748199,-1592.4893715664968568
2624000,-1562.4401868813240526,-1549.8629426236020663,-1553.1320149101459265
2688000,-1530.0990878363070351,-1526.2269542702149465,-1530.2569308632057528
2752000,-1439.4209120096450079,-1454.5001551566615490,-1456.7648907047878311
2816000,-1449.4346721199008243,-1438.6241536140867083,-1435.6923201274928488
2880000,-1320.2527870045676082,-1335.7858963896328532,-1334.4143138720880870
2944000,-1333.5169642808662047,-1333.9037835475928659,-1332.0437502225017852
3008000,-1299.7597352461380069,-1299.8231199090705559,-1296.3628845942932912
3072000,-1254.3884267181840642,-1243.4073014756304474,-1253.0718933775701771
3136000,-1160.6566298439365710,-1158.5029695709347379,-1147.3760083633721933
3200000,-1053.2817743221389719,-1049.3403587567217983,-1048.1287677401571727
3264000,-1041.3029986937447120,-1028.1847556478292063,-1039.0780574028301544
3328000,-1033.1546741166548600,-1033.3103994441662508,-1017.4337244607717139
3392000,-1043.8961886817157847,-1046.7006817422793574,-1028.3200931919673167
3456000,-1023.6549149084762576,-1035.2731856793452607,-1019.2491004423862933
3520000,-998.0309222620496712,-996.1145879927755686,-984.0996942068106819
3584000,-833.0370452914559110,-845.2622064069098542,-844.5883691498055441
3648000,-809.1357208035822168,-826.9016622326813604,-827.4154259489968126
3712000,-804.3887772452850413,-802.3779367300161312,-785.7524773836208851
3776000,-743.3114140443182123,-747.0863286582001592,-748.4596307787144269
3840000,-663.3417363461028344,-663.8409653111315265,-675.9417918150162450
3904000,-631.3487297338540429,-615.9176090993801154,-620.3258146315657768
3968000,-575.5454569050064038,-574.8813068713448047,-591.3916558059376030
4032000,-549.5027262384439837,-565.2607819631170969,-564.5040541938622027
4096000,-484.3100286757573372,-500.7094544301496057,-482.5005491595903209
4160000,-496.3372234940159728,-496.6011327406736768,-498.8404034901611794
4224000,-430.3297342577400855,-448.2007198775917800,-445.9025753147960813
4288000,-384.0022422786939273,-380.6468491177643614,-381.5589970332182475
4352000,-352.9950464810361268,-351.8035932907644678,-353.3907859713988842
4416000,-395.0131610822926973,-375.8267224866198148,-381.2303197334989022
4480000,-364.4830079035211838,-362.6030838679977819,-363.7587722411066693
4544000,-336.1822100840506664,-350.6537781276368833,-354.6763869878331548
4608000,-332.0861766886043256,-316.4079347262335773,-318.6382271898328327
4672000,-311.2652000321234027,-307.1457354636376635,-321.7796085614850767
4736000,-261.1355356230274083,-261.1065282269835279,-275.6566688919793933
4800000,-229.4316789295731382,-229.1500951240276436,-239.9348258574096633
4864000,-244.6522681556415364,-242.3752317571926653,-239.3114545100954444
4928000,-226.9803396392178456,-226.7550744018300293,-227.8691922252950803
4992000,-235.2363405111019574,-219.5591257218211751,-219.4323743580245036
5056000,-291.7101587946696100,-303.9187274295599650,-288.8398426903156064
5120000,-307.1391968005149806,-291.5195417033610852,-288.5510060579987339
5184000,-320.7055841739299922,-307.7774458940818931,-303.5464609299080507
5248000,-337.9111254678716136,-336.2819774975557721,-323.9078052182929355
5312000,-266.7604094615826398,-283.0469836872767928,-267.7354272917759772
5376000,-232.3357639956676621,-237.0499302454148847,-250.6592228850241497
5440000,-239.7925937205021114,-222.5339095693448996,-222.7828807494869068
5504000,-211.5677419165282060,-223.1540895414778447,-225.8038588087125902
5568000,-210.9720212873323817,-192.5472837027923561,-194.8600392455533949
5632000,-209.9922742887374625,-210.5857279473285928,-227.1308277985034465
5696000,-249.2147180881492829,-248.6042811260902852,-235.0773697645512641
5760000,-252.5284917570739083,-251.0309631420450955,-236.4922551301185365
5824000,-212.2708933192754728,-213.8615182657943308,-213.7820402086913987
5888000,-188.4267758597098634,-203.6925018142202646,-190.2217111159267517
5952000,-213.5928893120454291,-212.5936063930730029,-215.0490605863654991
6016000,-214.2718048192196818,-215.0829084963420428,-197.6712401553053269
6080000,-200.1972432843672323,-199.8247778615280197,-190.2036173347989347
6144000,-215.6913368711261967,-198.5709384802566717,-216.9246618769334702
6208000,-223.6587682354901858,-220.2164371410014496,-205.9014833844017858
6272000,-184.8207140500374805,-203.3232223778970251,-199.2766309517121499
6336000,-157.9635224366521413,-170.3281194363556779,-172.4216335977663448
6400000,-178.7652864481760275,-175.5957339531094874,-179.1489003962534525
6464000,-149.2549901083060320,-163.3748542477349588,-163.9535279836360644
6528000,-158.9878181190237001,-143.9301905874858676,-145.8895188977736552
6592000,-144.7847597793043519,-141.8166537575823156,-141.2824939165040234
6656000,-144.8223405227330716,-145.9549699974855628,-143.5584379106985011
6720000,-139.4377194313807422,-130.4737351229158548,-125.4901048606259764
6784000,-134.3866443340017156,-137.3713466692669840,-124.6037993009358331
6848000,-118.8155011569647712,-133.8282900758477467,-133.4010171644681861
6912000,-120.8750794546935055,-123.3214233900410477,-136.1375089150863857
6976000,-127.7495297066547693,-115.0053647237772765,-129.8070927923122326
7040000,-108.4378506940618081,-110.8409086242039194,-109.7561449644128260
7104000,-124.0314478169071748,-128.5865691675974745,-111.5743329405374311
7168000,-113.0952829008743663,-114.2716177025604907,-113.8102825132137355
7232000,-101.6915286670245280,-98.2884708361731612,-101.2231911884891957
7296000,-103.4568407484157433,-100.3126676506623909,-90.3995645458725079
7360000,-93.7907947583555881,-79.4520081637990359,-91.0900647299577457
7424000,-85.7329227903041726,-84.8106201544499498,-101.0042815385468487
7488000,-75.0872350487074414,-87.4593460459688998,-90.5864006759130973
7552000,-65.3078992244078620,-75.2499436408800904,-76.6616160180712995
7616000,-56.4726974301547031,-67.7248119915047226,-54.1246304874111104
7680000,-54.2794567683894655,-71.5155865545135327,-70.3888726671095384
7744000,-48.4939975637438465,-47.7243645785887622,-48.1165889875866313
7808000,-61.4314430545231218,-48.1354787254383325,-49.2711203075368687
7872000,-55.3351082095374451,-51.0304511260528884,-36.2234045895442094
7936000,-52.6458478785372961,-49.0378549236970045,-48.1061034970949493
8000000,-65.8627919878328498,-67.8274710129490472,-65.9999615483378221
8064000,-44.3394498972516544,-46.1215041504002272,-44.1737008072763402
8128000,-60.7600843148437235,-59.2716705986884094,-57.8556199773076472
8192000,-50.8697957122402045,-49.5277016875892073,-48.0515687743090822
8256000,-29.4893906404301305,-27.5794328918308835,-46.6695957366943190
8320000,-35.5204658917229565,-25.4749281599152724,-39.5162231276494822
8384000,-26.9838370155632639,-28.0946508492508507,-36.8481479321389358
8448000,-35.5145547748470491,-18.8958958932052425,-34.0984960357474449
8512000,-33.3686858240253414,-22.2205496365850408,-17.2736126696621994
8576000,-17.5922211513684879,-15.9604958536868935,-12.0318149483731496
8640000,-10.3416754603295100,-11.5016341307113841,-22.0824449540651173
8704000,-23.1868207165018205,-22.1509072065594701,-7.4919766212544054
8768000,-10.8863970299070782,-8.9864364389090738,-6.7061197148009111
8832000,-21.5242114082608040,-4.7350616204374667,-4.3861507315463131
8896000,-3.3616496413647878,-16.4437506829448594,-1.1836977699593971
8960000,-9.9668713387968122,-5.7865247926409449,-20.0708382231013118
9024000,0.7303324613185733,-14.0196477425181385,-1.0883605304537625
9088000,8.9821545657251889,9.0961708591389865,7.8194257106225988
9152000,-4.2663593742779646,10.2523581409403572,8.3603941858742878
9216000,8.3434989046818764,-7.6791248040586666,10.3073518115226861
9280000,8.1111338402567483,10.0537993688070042,9.0326533139027116
9344000,-3.8048645217915755,-2.5670235539929145,10.9089970781784338
9408000,0.1309217847044453,12.8773398995974588,15.1031454554518838
9472000,-0.0976955276199867,2.1602344467902483,-0.6634675985921525
9536000,15.6327223008028895,16.7125493448531799,2.8086837101391620
9600000,17.2334902329036090,18.6044475286190618,2.2489594988654176
9664000,2.9771185376087583,20.8131628394112980,6.0822919358087448
9728000,18.1006880785659803,6.1592557661283021,17.4854615667345428
9792000,14.1139836943055013,2.7110225150129956,16.5627037020461430
9856000,3.2782921752545970,4.9887669408757285,6.4188622593101012
9920000,9.6539673765405905,21.6000246494235952,19.5150187054788589
9984000,4.5411320117479033,22.5858937735193308,21.8606887539691783
10048000,22.5422789300656738,18.3136716526478658,7.4691470321619686
10112000,8.8562599417028203,22.1731889072730013,8.7286377456396309
10176000,8.5235591897087701,22.4903991354202226,11.8214354351234725
10240000,10.7437364602691510,24.7040603029662336,20.3669919653266263
10304000,7.7881857968709420,22.9791808892616984,6.7109835065538475
10368000,5.8559245646605351,18.2840900739346992,18.9365713984716137
10432000,21.2808160843204384,23.7569485318879714,22.0044166663094316
10496000,18.6045548877531850,4.9579759152641181,22.1791186591160887
10560000,6.7047380719838365,20.8099695378687137,5.4571542369293411
10624000,18.2568913242659292,19.1290565405278556,6.6246967428803831
10688000,17.4626531758345216,18.1415250483131949,21.1013122599574316
10752000,20.5779813065693773,22.0538001825695176,17.8822739897593905
10816000,4.1614289222736680,7.4515272924614759,18.5617631987055276
10880000,6.2458913209492293,19.9873905991586014,5.6874511887530046
10944000,18.0994220380763693,4.9056326172404381,6.1740569692241305
11008000,1.6972868664330427,1.0697872463231395,3.3984421300127359
11072000,15.6242082233061570,6.0377074787324663,2.1720293199120491
11136000,16.9118452684523817,21.7319056931268300,16.4140542998061889
11200000,6.4824592985028247,7.9309224542453789,21.9884946763540228
11264000,8.8910354973218411,7.9942661621415834,21.5561110688292992
11328000,21.6595779379354596,20.4894117958303816,6.0264791374570761
11392000,6.4715725425112938,10.3176826173838094,18.9713245946010289
11456000,6.7377630672429110,24.5257195397049195,21.3725821777866116
11520000,5.0434959488710867,8.1730511753195785,5.2356690658679934
11584000,11.1542492456457847,9.4715820072836632,13.9603145165687579
11648000,8.0845217051128504,26.5931420545115778,12.9720772308354899
11712000,25.3602756502101840,23.5741931925363417,11.9098782335086426
11776000,27.5182329267905423,9.6376861018704147,22.4747165085431888
11840000,9.9884193850166536,22.7171759096271515,7.4598021186252979
11904000,6.8090137289054979,6.7555787144343249,10.2308714673482655
11968000,13.1896543814550089,25.1491230964798014,11.7482191790338923
12032000,23.9464168987112096,11.6765289151105023,12.0963496176954344
12096000,9.9885660953836162,8.4986821965454862,7.0168127932915443
12160000,12.2979743641432240,8.4612447413664498,22.4505882469034859
12224000,25.8647992780676645,9.2569368512720605,25.9282860177021988
12288000,25.1052646951135827,20.7989993320967734,11.9289530296526038
12352000,10.0175739024898558,26.1582840609877607,28.3838897129089958
12416000,10.7524993642694646,22.0576681787782292,22.5673494016031562
12480000,26.1201545251046845,22.1985226006398833,11.1733585494212662
12544000,13.4526959046095236,13.0118681157448908,12.6182334143163395
12608000,25.9739987623880921,14.8922406568225600,25.9294353979291969
12672000,12.6020626756988001,29.8778580613234830,29.0886971996552646
12736000,30.0917221179895158,11.0862559543326036,11.7820994834717521
12800000,27.0456922766982188,27.1437082410490760,26.6788534792253103
12864000,27.1702047300099245,11.3615629825678290,27.5847637371742032
12928000,10.6661565194700607,23.1569379243425182,10.0321273260331481
12992000,25.6421359781386720,15.0965661674790628,11.9627284565132399
13056000,11.9061696703496978,9.5930773449899700,27.1226032807746549
13120000,24.3462757548432442,22.2744510883946063,22.6843576249844858
13184000,9.3473945160822112,22.1673486929389796,22.2912342150274512
13248000,24.5857289961265160,25.7070692067188240,8.1968508956196793
13312000,28.5862362172297395,8.9159281385980460,25.7067018944209380
13376000,15.1512777311032885,14.0698801808682319,28.1039306441485408
13440000,29.0091501586678042,29.5664095150358861,17.4972572081670243
13504000,28.6543951927231362,15.9348628062087467,14.2649674066731613
13568000,29.4341614641994909,33.5444909944810803,16.1220790887057213
13632000,33.9748830836548024,18.3894217181617314,19.8540707971821924
13696000,21.5402635133640956,36.5210259512404676,21.7001771118222280
13760000,18.7046798077409697,34.9858365387450618,24.0128828484870560
13824000,22.7900004501644133,23.4426271089710312,19.5745044656232707
13888000,34.1709115862676924,21.8592871011393939,25.2329536215203660
13952000,20.3600902701770323,37.1263410183221936,37.8757057254882028
14016000,23.0919228308264550,34.6999751136760040,20.8959153116580296
14080000,19.9235974045992918,37.4556937524623734,20.1809961685823218
14144000,33.5742850070135432,36.7436973077771256,38.5577983892139997
14208000,39.8126225492816985,24.0507203127787470,22.7756943451126830
14272000,19.9026422522115425,22.2148453751346437,23.1459872961674087
14336000,30.0913419169149989,32.5529855408866737,18.9939638242886062
14400000,35.0851545325010790,19.6310277961249184,18.3913899669611602
14464000,32.5846624449970790,33.3984527033107597,35.9824928391803098
14528000,40.1520876386436214,34.7048155933408893,37.5777906232594532
14592000,39.2308562385643924,23.9229741666499898,38.8164881995241657
14656000,18.9108977254227213,19.3423238466845113,35.7966049972087532
14720000,34.2567372553855449,17.7578218591750279,33.9976903002721969
14784000,35.8616553937207811,32.8812182797532415,21.3664159203753172
14848000,37.4680295483108523,39.1680497152812279,21.3445728359565905
14912000,38.8324203665279839,26.2637305342358545,23.1899931574978595
14976000,22.9727381437248184,22.5982917748516883,35.7560557738444942
15040000,36.6649065045620972,36.5599519340498276,32.8298201306854764
15104000,21.4518701556228493,18.1480963759541254,22.2772399073961012
15168000,24.4381704038921654,25.5693199682972008,22.8532632913730112
15232000,25.2359334705359295,28.6567818019295935,41.2910888287581486
15296000,28.7791100991163660,44.0864542076995178,28.9908697076483364
15360000,28.8288631239360882,29.4071664255355998,29.1567591250733749
15424000,25.3681279504212718,27.1715582731743837,26.0882613055802572
15488000,20.8238888296751625,22.6897351264445994,35.1420922486663443
15552000,38.6668311208731765,38.4986297139325941,38.2925410926185350
15616000,24.5425493003522419,38.2449575288066654,26.4046252056365525
15680000,37.8817692796825867,33.1557376350374042,37.6480364517024668
15744000,21.7295895577218445,22.8200388717921108,35.6207194702582512
15808000,35.0038564168429218,35.8783729688499733,38.4991968897343071
15872000,36.3614592883688630,36.1351993607012005,32.2115563280682551
15936000,19.1551922323639516,32.3672980843894180,15.9661027227517316
16000000,31.7948516020766085,15.4351916763210468,31.4544371044187194
16064000,19.9109794705852607,30.3166603149742535,19.4380859792992062
16128000,21.3488174253874199,17.3902214803150379,34.7675338039701813
16192000,19.1015850075724174,17.4161294652928049,16.3565257950477587
16256000,16.5970823890094721,18.7001067512441388,29.7866828775142061
16320000,31.0957683503066384,18.4100796533110653,16.3135723942655311
16384000,11.9295565601483542,12.0283321386363191,14.7706790260766088
16448000,8.9274803761448123,25.8323596833616840,20.2070587234978873
16512000,22.9093092658249589,8.3668936951420001,10.3639202999217801
16576000,24.8170466793210167,8.2651228456773040,8.8805115387102038
16640000,26.9240818731268057,11.9873137837839909,13.5974623669678181
16704000,25.0844393769029637,14.6033393508668006,28.0712384910393240
16768000,26.5301542603853306,14.1110835298186359,15.4089983019231660
16832000,16.5638179427228991,16.4032149910271912,14.4263277823270961
16896000,27.8816758210150226,22.7887969886871353,12.8873656965329015
16960000,14.3746655521453945,10.5101721085696855,24.1806164113462252
17024000,9.8173149399833068,23.5845558541693663,28.7816290419492589
17088000,9.9419490849835377,12.0218521130433977,26.7555258178395263
17152000,27.7300732278422970,27.3341825611740816,28.3912460370849864
17216000,24.5383666404834138,10.4970431032575799,24.6095365853701011
17280000,10.4925283437470362,22.5636898873635658,24.9454114044698336
17344000,24.5538786652226975,23.2030304192684937,11.7809238350199941
17408000,18.5429039911382603,24.0060825782033511,23.4009485077733750
17472000,10.1606372127797933,20.4078494630845135,9.2762679789054232
17536000,10.0732837156224733,26.4090416144318461,26.3243197747186848
17600000,23.1771500448240104,9.9463404513622500,25.3720844005721169
17664000,6.8913885610681724,8.9940947968160323,23.3224085371823477
17728000,23.7811705801725779,24.3589086091814089,28.3835686403074376
17792000,13.2283336997748240,25.7736778276647627,10.9229765131136158
17856000,11.0029710053734231,26.2753864768994063,12.7905076959403665
17920000,12.2753275552461645,26.2530650739518521,8.1426160586855829
17984000,23.3108363617747045,7.1365733948947927,7.4338667500514415
18048000,20.6972405532373429,9.7375023936819112,8.4953201513334875
18112000,23.4717808826176153,8.4124489542473739,23.1365066850776202
18176000,17.7062168028359537,4.3226894452864633,6.3167146742071489
18240000,16.3311891920348877,5.6054695786596787,4.2180773882324409
18304000,17.9821726960934924,19.7740379629676966,7.9169915087250677
18368000,4.6469440670897662,23.0037672655309287,6.8603530213802930
18432000,6.9281075422691067,9.6252754489804140,22.6510863130512234
18496000,8.4453624403770959,21.3825436890344847,10.9170247119217620
18560000,10.2670199898081513,10.5459548164021619,20.6375491658268082
18624000,8.5073949331080136,20.6117319168442954,20.0438318049458140
18688000,22.4081143499575646,22.2387517805185091,19.1219583217700482
18752000,23.2167243535117223,6.7469323424260166,5.9827520997300319
18816000,22.6728373293117400,9.3828279941876200,8.7168686829503308
18880000,10.9572262268067107,24.6173880313129345,25.3797849557202788
18944000,9.8139154470296859,8.2306673561088211,8.7664525657581205
19008000,11.1638985706478060,23.4376870635735202,26.3418451724490268
19072000,23.7471988214685297,11.9686180004349438,22.1977375458702788
19136000,27.8854098574157092,13.9023949622705132,25.3025862068285932
19200000,11.5876489661392768,28.4848541152309771,27.8362037933294033
19264000,23.5766975855907255,25.5025937045207201,25.1554579466569237
19328000,6.2750748297459733,9.7647779147259257,24.8351154466454105
19392000,8.4106300456116649,11.2449321751922220,25.9838348937925936
19456000,12.7172170116178513,26.4627159902741553,26.8471791542075380
19520000,23.4565543584635812,11.4674350461936534,23.9222362952963330
19584000,13.8171515643363598,13.9918131629941289,29.8729692906543889
19648000,26.3700124484832479,26.4674077452524017,28.1529749189016307
19712000,15.5223979155107621,31.7089860431641988,29.9998884192669024
19776000,29.4646875334264067,15.6197909490526374,15.3822998299877405
19840000,14.9512684843130970,14.8980840754386019,11.8162299680199734
19904000,17.3677674782803066,28.5327716368818507,17.2002254771105356
19968000,31.1131813012919025,26.2204704135825359,15.8269946454994290
20032000,28.9224566192474519,28.2938776078051113,28.9141761880691561
