Step,cleanup_0.3_0.0_0.85_0.015_cbam_baseline - SW_ep_rew_total,cleanup_0.3_0.0_0.85_0.015_cbam_baseline - SW_ep_rew_total__MIN,cleanup_0.3_0.0_0.85_0.015_cbam_baseline - SW_ep_rew_total__MAX
5248000,-355.6192623042342120,-300.7336269455088882,-377.3268311346893711
5312000,-261.4564210728663056,-261.8779154421860085,-268.2949616785818421
5376000,-229.0570959999994329,-214.7752802459450265,-267.2229887270058271
5440000,-226.0467226442391961,-250.5333547324270569,-217.5495592537068603
5504000,-242.6918542955931457,-241.7439908891420828,-193.3167650423563089
5568000,-226.4068215145639158,-179.4353994670391046,-222.3425175757305965
5632000,-227.6374768733402334,-225.0777896436545973,-213.3392402688951961
5696000,-221.7324485086150219,-228.5488758386461541,-258.2450251534106656
5760000,-230.1949406213538794,-255.3730499488622741,-255.6005049490617864
5824000,-243.1449475284248649,-192.0953166155059648,-244.2009260728429467
5888000,-208.4193972145749001,-215.4226160184198591,-179.9656979595339692
5952000,-221.7307404892097509,-220.7076221277188210,-221.4100637027517280
6016000,-231.5791952291262987,-238.1442972074316344,-176.5793554889834525
6080000,-175.5542888434163729,-175.7289117213417455,-212.9565245105754343
6144000,-188.6481512754737366,-226.1503181608600528,-176.7130886434531476
6208000,-192.4455958347255660,-235.3278676821856550,-235.6815207852197886
6272000,-174.6832992899455235,-212.2669489492214439,-173.1932503060378110
6336000,-176.7748612910354211,-139.6067829879778515,-186.9924508986828755
6400000,-147.6144749870059627,-143.8452648304597687,-196.0787926614641492
6464000,-139.4909797561593052,-176.8794878245763016,-179.6117235716615710
6528000,-132.6300563005973459,-123.7259728362902251,-141.6365302029975624
6592000,-140.9738151843603475,-160.2637480653689579,-144.0273530505333213
6656000,-159.4582112840041930,-159.4562651902357970,-159.4189611084318585
6720000,-159.5650396670035320,-160.3837401944271619,-160.8760180408671090
6784000,-100.1160046459879140,-106.3628759259152190,-170.1778649707225384
6848000,-98.5512870582154079,-147.2548751932113476,-90.3255709001104208
6912000,-123.8263041182085686,-139.1097897333959565,-138.1514919576694354
6976000,-153.7658792789944471,-166.3705592135101767,-90.5236916690706437
7040000,-128.6393012181800088,-127.9455436546175662,-128.7154080260319233
7104000,-167.9864935165138320,-89.1121183213491292,-155.2839712699331471
7168000,-67.7438796942596611,-70.8670410464667810,-75.4349542911239865
7232000,-124.6055710281226538,-128.4330250164787230,-63.0312754949857066
7296000,-117.9359385155134419,-117.1821917471566508,-73.6329971317307468
7360000,-102.5057270927113535,-68.3501288951238166,-72.9530318200042984
7424000,-84.8898106843711560,-95.5436625147005003,-98.7706583601322450
7488000,-57.0096957942057116,-101.1290779105071493,-104.1651516195696558
7552000,-117.5693887451894000,-93.1599728650729872,-115.8524484482862249
7616000,-68.7686854744149798,-57.0853252406890874,-57.0976660205989859
7680000,-92.8843552093469356,-36.6807081519554146,-40.4966254820687084
7744000,-65.4641272353228914,-65.0049393541343363,-50.3173968924237158
7808000,-66.5554214425361153,-25.7449823356930771,-27.3741127982388335
7872000,-39.5961671181790891,-38.2071820069251160,-27.1189442776981338
7936000,-69.9370966162257588,-79.3595652991009217,-78.0635404107601119
8000000,-72.6648647189027912,-51.5408567955135126,-73.5279682643902532
8064000,-9.5599369538650194,-68.7479170308435954,-35.4134311204417074
8128000,-71.7013085403793298,-29.8784982860552688,-25.0086916697464261
8192000,-19.3955443324069172,-17.7252220435387535,-12.1188104690878369
8256000,-19.8104996086546379,-26.4502825553824650,-20.5185346208325967
8320000,7.6265150961784727,-65.4598181066096316,-4.1988893411838291
8384000,-17.1653390814294085,-18.6973132935621393,-17.9342377382737226
8448000,-13.5574023237181738,-38.4307689761132565,-22.8595277099826042
8512000,-21.2178849765944406,-29.6367030810268908,-33.0911876042641708
8576000,-55.2791095170258941,2.2896857893719442,10.8421588609274053
8640000,-34.1632038050178011,-45.1067160163595631,-3.1785822635630296
8704000,-23.7656059307298406,-4.2827973330817990,-34.8869431578302027
8768000,-49.6099834719007475,16.3224561911880279,21.7277218210830654
8832000,3.4992127484719031,-34.6675147787886289,12.6434513108791080
8896000,-45.4694518475969147,-47.4219850326634074,-34.2607576135804095
8960000,-26.9016936828706115,-2.0708287531703071,-23.8632312521828212
9024000,9.0068751185994707,10.0854731857954185,-28.0964572424373706
9088000,47.5435030326335024,29.4288047599903386,28.9181262467717488
9152000,31.7122835901914293,32.9434659550366575,25.2230115489982580
9216000,20.8895413820547446,-14.7260555668086539,-23.6945776394739056
9280000,-28.2152508930373038,31.4783888735109727,28.9033747904976082
9344000,-6.4604460361975526,19.6026141714978124,18.0305626728901061
9408000,-18.3747463209798312,-2.9032662011463017,-20.3658675445102162
9472000,-8.4102180524884567,-6.8973361397962556,-6.3384477052667911
9536000,37.6402199568452573,41.1201271930437144,39.3951227269537938
9600000,49.4816812221261060,-30.6882255082434199,56.8268016771534974
9664000,-0.0652634633977609,31.2268743801392787,0.2553111634628156
9728000,-4.5677083713238247,-1.2353276874428509,32.2115925792235913
9792000,45.3966446868261500,31.2980553220436661,50.9500568093376600
9856000,39.8750146601709119,-17.7081738683617331,-17.4849454140680223
9920000,3.8492274731769882,4.6311055782706596,24.2337467681384702
9984000,-1.5798089889486189,47.3153741254578435,37.9640663564099938
10048000,-13.8774847216141168,-9.7024596762780355,-10.3482438346562233
10112000,0.5095815784958404,-4.6743725860115788,-1.2226312668316623
10176000,25.0758039251814395,25.8800137183526182,34.9656548881887517
10240000,43.2117890763210397,-14.8521876826236294,-7.4800793831702848
10304000,41.2678700468687154,-13.9760281196464753,43.5999180634839902
10368000,-10.3446117800210047,42.4456492900213789,-11.9027084012732196
10432000,33.2087229985928900,3.5331416905026938,24.0810000951202383
10496000,43.5571287090237576,-27.2699986193816244,-34.9829161930493910
10560000,38.3349453684957453,-16.5362297041422295,47.3564273873455761
10624000,46.6490910911539558,32.2668091732801088,25.5150269231092395
10688000,-12.8598793475413338,-7.5624727955987154,36.9548984116580286
10752000,-15.9402894939710400,-14.0198507106744685,47.3554309027648941
10816000,0.3614986668400419,23.8837784028123288,2.5754135956046049
10880000,40.4524668573583099,50.3436954790023776,43.8254161007258034
10944000,23.9274364683548129,-30.6826262543120194,-5.1726751143121064
11008000,39.0762483395002747,-17.3031245903760649,-5.3219743221842393
11072000,36.1479102912681611,39.9050873875085585,32.7845922972845685
11136000,-31.8644626899826449,45.0605052357675859,40.4025688509215044
11200000,26.6068666816011472,39.6837625582613853,42.2325589107326707
11264000,54.8771677859191414,40.0533744970425190,40.2485473015105555
11328000,-18.9138425722863168,52.5158698700868740,-12.5828177731466937
11392000,-11.4769462562308675,-13.8936309667956230,-14.8831860331443160
11456000,29.9885184387139851,-14.2570209315222129,32.0956107256575933
11520000,-4.7561349490189215,-23.1355515077755811,33.3566390288868178
11584000,52.9013899178308051,-1.1653602397194369,36.1929678764804521
11648000,30.6201315343484097,-8.9332696362223594,58.8233254334482893
11712000,6.3005810919165040,28.1120876115657623,28.0686012732352488
11776000,26.6549077326589554,33.0537791979448556,1.6610030731370884
11840000,37.7913970800849981,-11.7430084862021928,32.7956513867297517
11904000,47.8148594960446900,40.3810230984928324,-10.2477511397393286
11968000,54.9542734410028828,53.8052903519306511,-9.7783699972104117
12032000,39.7427093445863306,37.8160577111332543,39.0586454968063137
12096000,-5.4921171635845916,53.5959429462180665,49.4758513322845346
12160000,42.9291233683129860,53.6594038555143555,43.3133803151367829
12224000,43.4074660970845443,-8.0260499128286895,-1.7575575910774113
12288000,-6.6683201516758963,-19.3499559720801528,-6.4969403693718846
12352000,36.4491634681757830,-2.7916104196696310,53.8123120579635810
12416000,51.3556678119024497,-19.7541813922968856,49.4806074081170024
12480000,3.0115314199063050,-5.1162171464525770,-7.6046743380760304
12544000,-18.2873561287092059,-5.2347026676556752,-0.1441706679187931
12608000,41.8039171280696991,-4.1186426475742728,10.4774056587367728
12672000,40.5995457133381095,48.9752862759087293,-11.6747254743473761
12736000,30.5739336788486256,9.2086929047162869,-11.4014270224841425
12800000,6.8729596386311691,6.9826587999167984,2.8921650923763842
12864000,5.3065179745068622,1.2871509743352831,-6.3523468087679014
12928000,39.1694691801722570,-10.5871884806290630,-9.3191856855960502
12992000,-13.8409885071150001,-20.7437658223309711,44.4429329121370884
13056000,34.0420421846869914,59.0635539212957923,57.3448893465400289
13120000,0.3455982921559482,45.8835354517888589,-25.1577032549107287
13184000,23.7368252239930086,24.2926773561681522,23.8984790793652451
13248000,38.2233187736934354,38.3748552141064181,38.1439390410410937
13312000,46.2200209587595765,-8.5277946440492869,44.7400242646222068
13376000,3.9079688435440261,3.1350573373302772,40.9426473873622427
13440000,38.5620967994676676,2.2468350812102926,3.3136715176588609
13504000,-8.4203085143764298,-15.9295591944511870,58.3569498231270813
13568000,40.8029869214574461,38.7198481189938875,10.7193544902223152
13632000,0.3476995267338552,49.1693292498085270,-13.4144293956945972
13696000,17.9062494128493697,11.8970065669401599,12.1934934718295267
13760000,25.4515224339134427,31.2693350592898014,18.2185539832686878
13824000,50.6312079482582789,49.5336037327459024,50.7276410982038328
13888000,2.6319011183520260,-0.0380615705691980,4.9096022444610554
13952000,4.8460223521590997,6.1735251972090488,4.7808789917124948
14016000,10.3712530420132616,17.7149758490890576,43.3573141349516220
14080000,69.0812812762154067,55.8574347976966976,3.7433709444391390
14144000,14.8077202021559398,45.5973862688491351,44.7274165411204194
14208000,66.0888991809512589,4.3445819650974080,-0.5806850606378546
14272000,31.6597617996260219,31.0857253714198229,32.1667761200744522
14336000,-12.2433121481265914,52.5498107818879916,35.8786135392008134
14400000,45.6629761575135973,4.5520053584885680,10.3488748593358899
14464000,46.4533637906295951,66.0314344863352147,36.8482340439237390
14528000,54.0560251900922424,47.1729084001030543,53.0849049537597040
14592000,3.9579597053907385,56.2004783498871205,6.4375724723644794
14656000,-8.0602302984459726,-12.9062279469607546,-6.5671168811549236
14720000,48.2101463561172068,1.9884124124283815,1.0193238503541622
14784000,-2.0889240120653412,-3.2478608915880400,-15.5905186147464576
14848000,42.0618973039120334,23.4375419241877196,37.1159068662143241
14912000,18.1672787877162314,55.8552859561270481,48.1428038851531355
14976000,52.6650628952529374,4.3534254760193036,11.5774740016561495
15040000,59.2898813090990373,69.9491206056733290,57.2967541897082526
15104000,16.2112266273550354,48.1935916862090465,35.9490459948844148
15168000,48.8827284478663273,58.0734413478030831,11.8850612044384754
15232000,56.6845431542794813,56.0707759389590663,54.9109412362513396
15296000,70.8120422562524254,76.8556336149003414,78.5551176948378895
15360000,65.6156086282723265,69.9612468327590307,76.8034728883995115
15424000,42.7145680226945075,51.8691166973758513,12.9954471572893802
15488000,2.7476211855594634,53.3752960453778798,55.5945182834165053
15552000,42.3909438761205166,39.9788392766815761,39.5082224257227281
15616000,55.3728659544157793,9.8612585374242840,56.4514688056846552
15680000,61.0330783569557411,-10.7605993750044959,8.0375306158064284
15744000,71.1478306137812524,-14.5195791279529942,-0.9741070697584675
15808000,7.2634452503948310,55.0892238512827248,15.2635572558393697
15872000,6.2500487580693225,47.4010856768896218,47.2516044435245419
15936000,17.1828555839076387,16.7721218776933725,16.5719670999014141
16000000,9.5237464089844401,47.5830831249175716,46.5706823626484976
16064000,69.6847079168629904,72.7284378470965862,-22.2010875145017579
16128000,47.8621467496853228,-5.7730477657593653,62.9314994965502166
16192000,-1.1967699798566045,69.8908961674618752,34.6753538307575795
16256000,41.0299048251467013,0.8435467238633905,8.3314456273971782
16320000,42.5349610559161349,33.2833686223579832,9.9052519756926287
16384000,37.9312398305024416,9.2321342835039069,13.5157815874745530
16448000,-9.8837347557864916,-1.2869756408772943,-25.0238267778220944
16512000,-18.4762969466733438,-23.2951396976292955,-22.8704575651346644
16576000,32.8368141283912465,-8.1314304552462744,43.7514162704065157
16640000,42.0976036468319137,47.8847042060662034,-12.6937178386888796
16704000,-9.0139041021529280,55.2005489270227230,41.5886927099739694
16768000,-4.2119496394030307,47.5753170974097870,-6.5108260859412397
16832000,-2.1019293214463488,0.0493628202820595,42.3172234183779636
16896000,26.0866767398095760,26.2415982229477507,24.7955354051884314
16960000,0.1602307950220876,6.6670786778510447,6.6208368181612745
17024000,10.3182162393428278,33.1118649772241866,30.4256643258444797
17088000,33.5516318208090567,25.4639107610231576,32.6234736431514278
17152000,47.4698259444425474,-24.7251779593709600,58.7732185195601318
17216000,53.8790215187174937,49.9614449524710267,-7.0887899311818963
17280000,-5.5128842303092966,52.4551832539987686,58.2210794240262572
17344000,-11.4671866413106507,-8.6315168792312846,23.7478014743804664
17408000,34.0322153788327952,-5.8718058016377128,22.4685154068508055
17472000,52.4894823683820064,50.8316697554426327,-11.4474033726473898
17536000,3.3184636875829447,29.9869228881420078,-1.1627643031351944
17600000,-1.5183961614050183,-1.8846299810414351,39.7149922340175436
17664000,50.1004253749658659,41.9038969394218554,40.0679259899718119
17728000,34.6733615515631470,4.0602478959390282,33.1212773067995130
17792000,37.3632320212070752,37.4435701152697646,37.4841896018908685
17856000,56.2244846783902048,41.9384607276771177,-16.6376644811238847
17920000,8.5930446201392705,32.4061299925346660,28.3010106067577603
17984000,49.2614631219348951,36.8622119301391962,-4.3015450842572669
18048000,22.0419355517024798,6.7549490098341458,33.3839451230925945
18112000,-4.8866406313047932,36.1931848037592943,-7.8616191351630391
18176000,27.0022170289054451,20.9855014376286881,4.1764119611875739
18240000,37.9615791759281436,51.8422307694269335,52.6989565130100601
18304000,45.1180012340555265,49.9721393201079707,41.5449022237170595
18368000,-26.6800978098159689,54.5957051550171570,-25.3656101148423545
18432000,-10.2059914235374514,36.8587981844610084,-11.4233342100201440
18496000,45.4114544348670606,35.1585872398323289,47.2449687665812164
18560000,28.3288951862335843,34.5948086881044077,38.1379597979966647
18624000,-18.0607423224772532,45.9060976623812564,-19.2634176393318057
18688000,-16.4289096069289613,45.0649167898445953,-9.8374245121373995
18752000,23.6417706576476832,24.9188166357744052,23.9677318580637149
18816000,-11.8255979180982251,33.3976231636190590,-8.7417677592114273
18880000,47.2530290803461881,1.0870617194031205,33.6066554238236961
18944000,-1.0397476634668728,-1.0928724732582644,36.3909677340092159
19008000,36.4967292199359221,52.0163043121898880,-0.0050643352470487
19072000,3.8420888666783668,30.4801449660771837,3.7047132856759131
19136000,52.7202745223242530,-18.3415825053747668,45.3896814559723865
19200000,-0.4664345533875434,-0.1233739766837161,-0.6366898192321884
19264000,30.5026671182613427,6.2049659001346047,4.3865356878581991
19328000,39.5093885137553968,38.3258832205441848,34.4999352149106358
19392000,-7.5676509355882899,-17.8814849468183468,-10.3781684750804928
19456000,-1.3217148130595469,37.6710819349105179,-1.2800729621712392
19520000,36.1019421696815073,1.7989346888553541,38.3323513013964643
19584000,0.8758560316323170,-3.9618950287090193,-19.0864650518547165
19648000,13.3676353107042569,34.4194658667771449,13.7671680630874071
19712000,-10.8198081502981296,-4.5854480382582032,56.9710238728056311
19776000,36.7974726712447051,11.8863939561955458,10.3821306630252295
19840000,46.2922711638581035,-6.8819375240851279,38.5194099775115575
19904000,56.3180111130846370,-3.3655765581950874,36.4016615452535603
19968000,27.5484212093342400,29.5894043047207482,11.7796155682510353
20032000,61.7809406152739911,-19.1027674266002876,-0.6319365811982536
