Step,cleanup_0.3_0.0_0.85_0.015_cbam_baseline - SW_ep_rew_total,cleanup_0.3_0.0_0.85_0.015_cbam_baseline - SW_ep_rew_total__MIN,cleanup_0.3_0.0_0.85_0.015_cbam_baseline - SW_ep_rew_total__MAX
11520000,38.7671344421875119,-4.9393778890243780,31.8195672234678604
11584000,31.8838705311627990,48.5591636444810462,51.6135892676060593
11648000,-1.5594809710432145,33.4607699942805397,33.7066992227929063
11712000,40.9881115639459637,-13.6972187762245738,44.1916007925990897
11776000,31.6876829167809575,31.6823682080025790,4.1203112488758293
11840000,63.7932943909561345,-23.5752278123761130,51.0399045130405185
11904000,5.1950531504126971,5.2936734339961315,6.6089352696579766
11968000,-7.0352182501210834,39.8884821630126822,-6.6634696009840262
12032000,-2.9414462624806603,-4.2055353814731760,-1.7063581667529597
12096000,1.6533772903303241,28.8703866430382341,28.5970593512324776
12160000,-7.1813272446970515,-2.9606027213204698,34.5361639947983292
12224000,-5.9528097978960979,-19.6551206458490455,-25.8253424234528239
12288000,-9.7789810740944674,-18.1347262022658384,61.7003044808846752
12352000,24.5409242639338316,15.1416930777010634,22.0333300618463674
12416000,-3.9276198580811155,38.8276291309113333,-3.0713375029649903
12480000,-4.5734427812061966,39.9348988791316444,38.0996043690614670
12544000,42.1570674204457490,-2.1681637543639738,55.8737613425051478
12608000,4.0397418098212157,45.8859295835759866,31.1431422669687343
12672000,33.1692561505521439,33.6889564262165919,7.1186929429005978
12736000,-15.1844221965000088,34.4411043592007005,43.5691711732889857
12800000,48.3993545087434498,-13.0836915324585306,52.9529595989357205
12864000,3.8454822203388410,64.3739373655397600,-25.9862512647177439
12928000,-5.0416230501131665,-3.1657182222557587,40.7601519356119155
12992000,3.0600793892987461,8.9328721448725812,27.1670115746036842
13056000,26.4050322751822151,30.7739272383121971,29.1933806042043038
13120000,40.2873485336444617,-11.7855132616272407,39.8157921153359737
13184000,47.6894822706901849,55.7746616776435360,-12.2216909402779166
13248000,2.5925438957011124,5.2125075732932125,34.0529732151669648
13312000,-8.5440319081182849,-2.7672992556731799,3.8290310128159248
13376000,59.6074763604531768,36.6357006662157474,34.0753275477780164
13440000,50.3101564249139130,2.4828758711113394,38.0146031933022286
13504000,40.9026897585846427,-4.2061797660550937,43.5412710271682499
13568000,-5.3777905154730092,51.9982314995313217,-9.9737741456271607
13632000,-1.3216947840352375,54.3649885081364630,56.2516001763715607
13696000,6.2963104715709122,54.2075505194461229,65.4443887843932259
13760000,12.2228333047143565,15.9607697840278870,5.1122486443813813
13824000,47.2079598705178398,5.5610550439253608,10.2288549626255616
13888000,-2.2942827938438199,63.2715632340344101,56.0840264248902685
13952000,6.7720337796714567,51.7385002323240286,46.8976131761130048
14016000,-1.4779418804793814,-4.5627201046386716,-5.3328135187445724
14080000,16.0621432654600191,42.7212918030715798,16.6991859579297710
14144000,2.9271573062906171,69.9564732993147373,-14.8669022495184890
14208000,3.0974685942463616,59.8382492778229675,23.8397090860750609
14272000,42.2346032107405591,43.5239311495986385,45.7651138652110703
14336000,-6.7003132493915913,-0.4635474188059838,-10.1543542478575120
14400000,13.4134590396444793,43.6016353805741943,43.1499215255466879
14464000,-5.1071936867528578,-0.3357746989776373,58.4346011333573472
14528000,51.0219909959621063,12.2412853603585248,18.4520247914549991
14592000,0.4630992266110781,-3.9056103563566325,0.4712772236222023
14656000,50.6537092795059039,3.3557603554464208,3.0791810101396067
14720000,54.7420349985682719,-1.8860421321949836,50.9648118060104380
14784000,59.5664102099590878,62.1462228648940425,59.6227231269761404
14848000,54.2908545932885289,4.4948620698119868,61.3871009258675429
14912000,38.1019041095294142,38.8061832068144525,38.0588247984314876
14976000,51.5145010838247401,7.5443646234857873,50.5864282647251571
15040000,-8.2585011130485810,53.5347881206367049,-16.4125798145100461
15104000,46.2044425268745300,46.5400550424063368,46.1769248246738613
15168000,12.9813699715603228,63.0422399514040492,6.6082552077322703
15232000,67.7081195171950299,8.4715489440469014,17.5522552196489237
15296000,8.4564551921534381,13.6707807813874993,2.8990118892759895
15360000,-12.6749586777471421,64.9013956981349764,75.9536706987065600
15424000,22.6584450517827420,16.6302366359824028,51.8256679113020056
15488000,51.6744257637984887,50.6031788839907932,10.5608398085647472
15552000,53.5142321768256224,17.5152820683011328,48.1498130675469227
15616000,52.4972718212980993,72.7898590109323322,-14.0195745350731116
15680000,-8.4095377748990003,1.1448431648797772,-0.8877188344855753
15744000,61.1993349689313746,50.0674343880091968,46.9274026897484831
15808000,57.9583827203038169,-0.2105042925499383,54.8535705889672869
15872000,-2.0024798999705808,-13.0529457127051955,-11.2576443940070448
15936000,61.5234656532821802,53.0985686102690693,51.4191312688132101
16000000,-1.4589738854570165,-20.8237785483834159,71.1941359798577906
16064000,45.6970378790950491,9.0312813359959314,60.5860080374185372
16128000,13.5814241056717719,10.3089038808104014,42.2967460326215559
16192000,-4.9026830362112221,56.6655983225478295,-0.0747993366417568
16256000,45.4987666113553075,47.1976847764858078,50.9162874029889778
16320000,14.2345134447633992,45.2001088524159229,40.0118058782894792
16384000,33.4472793881417516,54.4305701253005338,44.7929678913383995
16448000,33.7594386283637249,-4.2643924521746719,30.5107333978627011
16512000,-17.0137015515167604,-16.9706680424660732,29.1097490490807260
16576000,31.4606392099751844,4.6580707709808884,25.9648324075579247
16640000,-2.9023191630373404,-3.6420122981932117,38.4085970601066720
16704000,31.5637970354123496,9.1245575979990665,9.8977542393326399
16768000,66.3790695229304220,-14.5919167637711524,-6.3509027791609007
16832000,-2.9493538902840584,34.4770995683958574,31.3436566423602549
16896000,42.0483676392701469,-23.7751175268223847,-15.2944282305086787
16960000,30.1780233660811987,34.5714592399660816,-5.3313680306000606
17024000,-5.7536933982861065,-6.7413676518195800,51.7078871520192607
17088000,25.2670470628141715,25.0137409188775592,12.3590485976347360
17152000,23.7445505387430416,23.7988816232155216,24.7487396202013130
17216000,-5.1852232561039848,-12.9564476463329505,48.7446941602334505
17280000,9.7874745692723515,26.7810914448314605,9.4068328938297014
17344000,36.1513500787135342,34.1399569494932891,34.5342813132531887
17408000,-12.1976472146001811,41.4515807338294522,-7.7802046816806403
17472000,0.0217524494883570,28.4546354204649781,30.6802019112643869
17536000,-28.1183289415585023,-7.6308861251189413,53.1081386888765010
17600000,-0.6307790483356719,-0.6960505190852260,-10.3770827929550222
17664000,-9.1873940435114285,54.4780988266494077,-12.0667789125358027
17728000,-0.7823864474778013,41.3185257447335132,39.9313634418813876
17792000,34.1638121411458897,-10.8180075007760834,6.8786116350979469
17856000,5.0247597040376970,5.0964565409109017,31.2290357816402846
17920000,-6.7711771999483972,-6.3496858921434942,43.4342931906881589
17984000,43.0120628267302294,-12.2821550922252101,41.6743963151268701
18048000,-13.6124139806097979,39.1708917086802870,-14.3296843215662690
18112000,-20.9484171855139536,48.2892023392727694,-24.2776982374156631
18176000,-20.4186779951809214,42.7840466775694921,-16.5096145434702706
18240000,-11.7996252345360375,53.5682906529600587,-19.9652744334831524
18304000,37.6665968949409091,38.5282376947018435,27.2867658373790860
18368000,28.2642540628156880,-0.8731459333110863,25.5310448361872275
18432000,-27.6480323816175044,-30.4162546202171171,43.6691787079572933
18496000,22.4059113793735136,8.5312311863225414,22.0437083775610674
18560000,46.9573536872696309,46.0155813703278369,-15.8349522893260044
18624000,50.2486730776853889,55.1992319566742822,32.9357414837119080
18688000,39.4158111993292621,-20.9417398640636918,-26.5631163006763984
18752000,-6.5364534356070081,34.5132909358618321,34.4961226958701843
18816000,34.4536852887074190,-13.3414934829170591,-9.5921163321971576
18880000,-15.9055809083706592,42.7758740930449051,-15.1104179424817033
18944000,-11.6653651446583879,-12.1046741839404888,-10.0537585500922368
19008000,-8.8947486466566410,45.1227443177830594,-8.3896361929469769
19072000,3.7603959643775440,2.4594604011311318,4.4229623517006669
19136000,47.3058915567863778,-24.6898240979144532,-10.7035968703608688
19200000,-3.8192015967713644,-16.6207611658718548,-3.6353102558860257
19264000,30.1218939010675584,0.3467592976758382,30.0843334437231178
19328000,46.8202595897400329,-20.0794055284109589,49.8927352490571749
19392000,-9.5913158909076444,-9.0570771629157569,42.6292752984018506
19456000,12.0899016153721064,7.6439608524117038,12.5931385594961487
19520000,37.2182020100612903,44.5537260869274689,2.4749701765635415
19584000,50.5970184816807631,-1.8545450877749659,40.4156940670978599
19648000,3.7290837919397077,-8.2128533517730098,37.1502961586261762
19712000,46.9399266797014079,-1.8672483033497329,-6.3770868153880045
19776000,6.5367948062043624,39.6240788111313265,39.6508226878056291
19840000,55.2366508939569059,58.0421963823228637,-17.8800043051428261
19904000,2.5348143794839686,42.0435505302081935,45.9741649730163289
19968000,-17.8368348815983850,-11.8556983615841531,-13.4638014337176273
20032000,48.4453646057758149,-6.8410186050695998,-7.4108902324459045
