Step,harvest_original_cbam_inequity_aversion - SW_ep_rew_total,harvest_original_cbam_inequity_aversion - SW_ep_rew_total__MIN,harvest_original_cbam_inequity_aversion - SW_ep_rew_total__MAX
4224000,-2171.5440456158698908,-2210.8439134316527088,-2215.2282215624145465
4288000,-1964.6581928728144248,-2006.5566005414605115,-2008.0444336828436462
4352000,-1769.2127731329610469,-1769.2355661936603610,-1769.2390139354256462
4416000,-1563.7164738720198329,-1602.5156913202386022,-1564.5220656179831167
4480000,-1514.3659322027758662,-1514.6243139514688210,-1513.6774146074023975
4544000,-1308.1195596385125555,-1306.1118636877708923,-1307.8488559950935723
4608000,-1302.1895813459341298,-1303.0341574051274165,-1305.0582884630998706
4672000,-1254.9266351604740066,-1254.0494876803209081,-1209.5865721887209929
4736000,-1041.1923564436319793,-1075.9947583894702348,-1041.6035844475397880
4800000,-943.7580249727817545,-900.3798258548687272,-949.1235420336706738
4864000,-849.7634352760666161,-851.3081427856316168,-886.0635421401550502
4928000,-845.0286129900734977,-844.8456366140175078,-882.2444181793670168
4992000,-856.1856639448592432,-814.4077305973929697,-858.3458522306888199
5056000,-773.1298862281516904,-772.7970152608800163,-815.3311570263255135
5120000,-720.6313135280477127,-760.1620207146989969,-760.2422394982030482
5184000,-697.2192798548140900,-731.9934282669830736,-695.2544179838743048
5248000,-685.8093746618812929,-685.4603289598838955,-650.1477205999312901
5312000,-613.0644929011657496,-611.9314915243628548,-567.5902518390146270
5376000,-474.9393597628205725,-508.0270932819978498,-515.1167920853109763
5440000,-505.5440185922477667,-470.3748304993893612,-506.0964301624309201
5504000,-491.7350656711066677,-486.9738787440393821,-442.7007743256760932
5568000,-463.9938756288056538,-418.0549257364551750,-419.5099987281091103
5632000,-434.4950742571856495,-469.5119382931096084,-469.5299378558549961
5696000,-478.8826903776939616,-479.8412218897186108,-478.6683179794097782
5760000,-516.8869184772503331,-516.5921194178694122,-516.6141478598042340
5824000,-504.4995907953966707,-507.7062224860910646,-506.5992087401525623
5888000,-458.1809491515170407,-489.9255625340622942,-490.2518709352677888
5952000,-485.5133076704012751,-485.0801419532562591,-524.2445520263038361
6016000,-486.1160214165063280,-451.9911991335988546,-451.9524494823784266
6080000,-477.3916028801063476,-480.8087083806215674,-523.8808781268022585
6144000,-473.2259156739625610,-470.4788899828648141,-514.1294561410196593
6208000,-501.8587468713418502,-452.8342625422248489,-455.4691135907926878
6272000,-535.2418182499408204,-492.8035457322608863,-536.9072645905790750
6336000,-558.8361864369840077,-515.5869755813072288,-555.7806217484078388
6400000,-594.3440744936261808,-551.8106416129415948,-550.2936665261649978
6464000,-636.8712399768580781,-598.7097981404176608,-597.9279378734842112
6528000,-635.3880806090148781,-632.9004198788392159,-594.6398409512078160
6592000,-616.4922388736813446,-622.8005432001780264,-623.5193067496306867
6656000,-623.3576141706550970,-624.8678033690920302,-585.7558677586123395
6720000,-572.0563241875881886,-539.1262596630318740,-538.6775213255116341
6784000,-620.4687843972742485,-622.3656084489938394,-619.3507112770518006
6848000,-549.8588657606870811,-543.0223819684689488,-591.4051105133819419
6912000,-604.6282028197056206,-565.4879364376897684,-566.6388034858804303
6976000,-523.0478979713549279,-482.8712770185296677,-522.8155597747705770
7040000,-633.4669329706295002,-636.7266713308559929,-680.3823354053066623
7104000,-526.6981018442047571,-526.5904311164275668,-526.5061731260443594
7168000,-562.9711241023478578,-562.8798839673244174,-561.3162249970501989
7232000,-586.2884466715225926,-553.8734863162929969,-553.8902352479595947
7296000,-552.2461428082303883,-600.5167139623978301,-551.6665072373539260
7360000,-505.0427039108459439,-505.3697304763973079,-505.5216735045146947
7424000,-496.4757557466701883,-496.2672857814795861,-531.3864845262068002
7488000,-527.4852707098227711,-566.0827433861405780,-527.4890257583754192
7552000,-489.4119729628983464,-489.6490106141964134,-530.7591414961119654
7616000,-503.3854518959375355,-539.4796195715824751,-505.0440581758661551
7680000,-488.5844958578243222,-447.4627409281271184,-447.3601632183627999
7744000,-444.9184245298580436,-441.7458538320081516,-482.2522419617781679
7808000,-428.6955639143293411,-428.6233904757856408,-428.7033985338271123
7872000,-406.7526244888945257,-445.6003479596770944,-445.3919547000621151
7936000,-380.3447459544719891,-381.9238815656138399,-339.1275724474405138
8000000,-430.6765201765218194,-470.8149032179458686,-470.9650743183019586
8064000,-474.6514278453706197,-434.7106250445522733,-474.5400843742498296
8128000,-399.5552383784838639,-399.1099520921415547,-444.3904921043094305
8192000,-430.2322376114711346,-428.3371626988133016,-427.3219682985682653
8256000,-359.5444839154428109,-361.2016267801378717,-361.7073893498901498
8320000,-375.7694014613019249,-409.4366855453000653,-375.9066372274298828
8384000,-409.1578314481165535,-406.7013158957003043,-407.4985291570619665
8448000,-394.2197267327723011,-356.8805975297061650,-395.2804761578262287
8512000,-366.6169840896292271,-324.6586808318059525,-365.3256828913748677
8576000,-343.3428294926670219,-376.7923211659269214,-343.2393127921965288
8640000,-343.6580615332666753,-296.6212783632246328,-300.6334790892191222
8704000,-253.4041363328387604,-254.7598508280504461,-256.0273842065228109
8768000,-300.5942996577764461,-257.3932985041170696,-261.0818005322939257
8832000,-265.3175667309614596,-270.0914052526766795,-308.0021218006517074
8896000,-263.4845478616795731,-221.0081667283041895,-220.8535240622326228
8960000,-280.9230329757449454,-239.4316973480776198,-237.8406140803862741
9024000,-240.6351834662508509,-240.9289894452395515,-284.5495271685875878
9088000,-258.7370501310238637,-256.0259262529681337,-259.5097331076794944
9152000,-273.6968765438762148,-227.8350601223491765,-228.6866540432901047
9216000,-259.0390731027561060,-259.0339278214607930,-215.4050368668429201
9280000,-237.6109657303268534,-235.3346027435512724,-279.4235878310345242
9344000,-223.2767784620367308,-226.0469045552455896,-226.7547651917000167
9408000,-267.7538977837549510,-234.8456645681140174,-268.4434692356154528
9472000,-256.7774701648254450,-256.4069687081855591,-215.9295099491570511
9536000,-212.5827139395156848,-254.4228753405309931,-251.0105393548105042
9600000,-213.6968402202595030,-215.8535939578382852,-253.4324390711104797
9664000,-255.9141763392641735,-214.6314137471305798,-215.1882578064731320
9728000,-264.5383175263681892,-266.4058177053403256,-229.3698663083105203
9792000,-206.7999442857589258,-202.8119378804998405,-251.8105320361463271
9856000,-224.0695549329317373,-180.5327139186453280,-221.1244699505379288
9920000,-216.0646822702798886,-175.9826757869283256,-215.1384585669156309
9984000,-143.5094578072782383,-145.6062184330801585,-139.8556172278190104
10048000,-171.2112970109112382,-168.3113352568818186,-174.0954192430975525
10112000,-120.7474908873230675,-120.2878294365622054,-120.5580880142877760
10176000,-132.9927065798833610,-131.8148099642706939,-87.8375490787608584
10240000,-154.3301782147162271,-111.4116612776479371,-113.2874270186597130
10304000,-104.5579105310967947,-145.3280213238047054,-146.1765199736889258
10368000,-88.7167111441023479,-85.9928583258752184,-128.7461895464671215
10432000,-65.3413246493117015,-99.9432684360949253,-101.4489091505072196
10496000,-70.7887469967546679,-110.4187451651681329,-66.8963585246604993
10560000,-111.8758589624436866,-111.5137427832368644,-73.7576995493450056
10624000,-88.7101495261402846,-53.0312595007821344,-87.6247985550792521
10688000,-64.8897740711549460,-61.9370957091397401,-102.6027910197330471
10752000,-96.5842906359528399,-96.9175349519242673,-61.8875201127917762
10816000,-79.9964934386334079,-80.0209761417450522,-79.7413112934661541
10880000,-49.5624540641196205,-90.1500037893424917,-89.5679790903026287
10944000,-73.3689686795766818,-73.2880320673899064,-74.4206210904232250
11008000,-35.3189574357316260,-77.7705908595105484,-74.6950692070379034
11072000,-38.5716309156895250,-34.4733253635118970,-84.8776991422377165
11136000,-54.2286165544616239,-54.3668168788040802,-89.2598794975916974
11200000,-92.9106697846101781,-54.2642527694661538,-49.4952301217572455
11264000,-79.9772409976653194,-31.6651260546555235,-30.8446100217542778
11328000,-11.9263986204675803,-51.1560913477366270,-52.4333331345190743
11392000,-37.0370699332519990,-42.4710268333823251,1.9259757258994910
11456000,-30.5236215783083011,-27.8837841229196215,-26.9786209207680336
11520000,-20.1731157594192396,-19.0202284199488290,21.1558020532809294
11584000,31.6940593342378847,-9.8449622809980255,31.8635593812755005
11648000,-20.9204807598076918,19.5530357382278765,-22.1779074466730606
11712000,-20.3222273895854428,-19.1607751457270652,-19.9418711549833283
11776000,22.2157021900632436,-18.5991966744406945,24.7272550516203360
11840000,36.8942709729109524,-6.5217236612028557,-7.1704443036826682
11904000,-14.3496832593363166,25.2856912844809898,25.4846980271780659
11968000,21.8044477979670610,27.1161848569652619,-18.5795756320730163
12032000,40.6603194519875188,39.8201727276894957,-0.4593185133730699
12096000,-9.2519374923754754,-6.7273359616515762,34.1376418865224878
12160000,43.8214097113246623,3.4529270840425035,3.3360325758094334
12224000,-5.7010638121964661,-5.9380838516479173,42.5131197929213442
12288000,37.1696134063803925,-2.6214498629367498,36.7540612996734524
12352000,40.4911146031077180,-3.8040541740586775,-3.7243490348813921
12416000,-1.7064081518216803,-4.2994343272623325,-4.1841453826993664
12480000,45.1958945765931617,44.7968695424355872,44.7999866323647780
12544000,-7.2778017186133184,-5.5240812208813281,27.5464093791825206
12608000,49.7467424585793481,15.5549876004885128,14.5576137733201492
12672000,10.0740664535418745,50.9404638863541948,11.3789951923549886
12736000,1.9556977289344282,45.6271127923277717,2.3420098092792188
12800000,-9.3840996228171853,37.3537161436787812,-4.8041252122175599
12864000,5.8235510727145723,7.6932994732852791,5.2153209434732517
12928000,39.0643710934536443,2.8110588335655677,4.4899430444263970
12992000,53.7647382147120254,53.2988358206678043,52.5811981887261268
13056000,54.5835502167771267,53.3023101921274005,53.2615112033240479
13120000,61.0840154420760868,58.8832374200702091,58.6607632250061855
13184000,57.1894527690817114,21.6749813917165532,20.0939498554014015
13248000,54.6695247527097550,51.6897507015411364,13.8981070650456964
13312000,13.1657793210363749,63.0280034292477751,15.6190396867068984
13376000,19.0010455446930067,17.8673663180746090,16.4223224879339611
13440000,64.6768623161845682,18.8701158877492574,58.9088070365471665
13504000,57.3589677341875017,59.6607662093288411,17.2260412991224037
13568000,52.3149062243143987,51.9428135140361178,9.9777773243972234
13632000,55.6488887117257178,54.4041952560385198,54.7547046098813297
13696000,2.2909943573300140,2.0058115000854002,42.4796449364134645
13760000,5.5484462190721153,5.3085830116134574,46.5609418640783588
13824000,-0.3537993116161360,-2.4895743086557545,42.8842142284865133
13888000,40.6779660680527968,6.1037928589579948,6.8019940931557699
13952000,-3.2789785824711899,0.7157203411796758,-3.5355795173379789
14016000,0.0489353619855670,3.8053559790959639,2.2841750718990923
14080000,17.8044105342100103,17.8700202174215939,54.1189041550943557
14144000,55.0718133051353078,57.4839894500775301,59.7255191031141948
14208000,55.1224317175058758,16.3255204147895512,13.6335641053706489
14272000,16.9243374003197182,14.8089327572987379,60.3340295604517678
14336000,21.8119355905621433,65.0446302937818501,64.7354160633358617
14400000,63.5651758849963571,24.4475842145631184,24.7121797182580778
14464000,11.6923819661963577,14.1884886321280277,51.7379495149264699
14528000,12.1481083675441468,44.8016005631640155,44.9863679127719678
14592000,11.5566864625749517,9.7408695705477477,53.3787278058134120
14656000,40.0182112646073307,38.8026555204109087,6.2425295780885541
14720000,7.0803507206174672,4.7446042028851352,51.3334679925811272
14784000,45.2348792301471576,12.4663104772015032,10.2734055340306192
14848000,66.6373792219248884,66.9952975790334477,67.0645543563794320
14912000,29.4473393048481924,64.6446262908126243,24.7393184466969025
14976000,61.1065259549941544,56.9113380487091902,11.3373178896144893
15040000,10.2356224917517267,48.7412678444304177,49.2398638507288240
15104000,55.0708077322444041,56.7249589644510266,58.6409270140422620
15168000,5.4638269388166592,41.6925875873241196,39.5741972369710453
15232000,-90.2839500342270469,-93.3168310008169186,-55.5278436481399638
15296000,-100.9067510012688871,-101.4950068240049745,-101.1097676512852672
15360000,-118.4813054463290030,-119.2375980916281719,-115.4894138983707137
15424000,-127.1069252027288456,-126.3477532314926179,-127.5856975816288070
15488000,-88.4631972975287226,-92.8394471351807908,-91.6673521173398740
15552000,-106.6220424998985692,-55.8884517689068474,-58.2515595961839594
15616000,-46.6459646137676813,-83.9193539766095000,-46.9298201943132440
15680000,-24.0058306529519037,16.6799968213666645,17.1888887489845033
15744000,19.8300146382158253,58.9725341766054783,19.1154668549025217
15808000,72.8268499978378117,71.4454569048759538,32.9121210751719317
15872000,63.3682620465008313,63.9318139069738720,21.3847665001150808
15936000,18.0366786898484932,61.5140415051212770,61.8670493542819031
16000000,19.8415670829365212,57.0773453227063499,59.4765908327062363
16064000,25.0489423521215819,62.4705866353665584,64.0210643071144005
16128000,-31.8648249876336429,-31.9426428547441361,-31.9435987058871831
16192000,-14.2366914558274011,26.5245054560537312,24.3717467598291861
16256000,25.0569834662617836,19.4963572080060636,25.6937113697347890
16320000,2.7691430523710068,11.1069523576517710,7.4685019617760737
16384000,52.6181523768333363,17.9306436309051165,52.6903417043858582
16448000,67.8874576298329373,68.6637645722279046,67.6236788365077075
16512000,-26.7985632149278885,14.5881223620141363,17.4260289116309082
16576000,-11.9424021266314071,36.0119389825559892,37.4402525632516756
16640000,71.2931261907228162,70.4158210310024941,70.3164995401046156
16704000,28.6969177310138654,28.7128025484191873,29.2223601000734838
16768000,49.7749433847745166,49.3311225448138373,50.2311550550941632
16832000,-176.7088866721387888,-130.4881350225614653,-175.1608095585780802
16896000,-520.0813273161271582,-519.9118323718541888,-520.2839727391695988
16960000,-845.1702066802546369,-845.6650677753339096,-807.0444376446492925
17024000,-1206.9117460495344858,-1245.4456570571283009,-1210.3103513567398295
17088000,-1727.8628656003750166,-1726.1909178946259544,-1725.5780343610231284
17152000,-2130.0212050785403335,-2168.5161121488513345,-2131.1493111112413317
17216000,-2164.6387732388511722,-2125.3061021148382679,-2125.7695240171433397
17280000,-2544.1431057081736071,-2543.7878343125325955,-2543.6018976073310114
17344000,-2570.6953066584924272,-2615.0793578321072346,-2611.2229901209129821
17408000,-2560.1125229782037422,-2602.5428080457268152,-2601.6859649244411230
17472000,-1956.2416489842237297,-1958.4691103977215789,-1953.6051901499108681
17536000,-2094.3835102155962886,-2096.0549351383888279,-2055.1245327687743156
17600000,-2085.5478232824625593,-2085.5898118168865949,-2085.6266634839935250
17664000,-2032.3859714058269219,-1997.7310859238148169,-2032.4364208951317323
17728000,-1973.0029057230738090,-1973.1003997179529961,-1972.3703132768030173
17792000,-1843.4910589680337125,-1885.4441299963025358,-1886.2595183175910734
17856000,-1643.7610864962582582,-1682.3996937397441798,-1644.9241917157398802
17920000,-1468.2567584947234991,-1505.7959823221563056,-1507.2778432875109047
17984000,-1541.2036369388213188,-1574.7781021053310724,-1574.7539208175680869
18048000,-1879.2603490030257944,-1878.4443451811671366,-1835.4520243014133030
18112000,-2066.1080360757173366,-2066.3274876220239094,-2026.8417031616331769
18176000,-1818.8407631304946790,-1818.9115467066787915,-1783.9330568653963383
18240000,-1531.9443055595731948,-1530.4929921789682794,-1534.9446329217610128
18304000,-1806.7392520286189210,-1837.7081885320587844,-1805.0233910632528023
18368000,-1534.0010001153002577,-1534.4622058965605902,-1533.9368061159186709
18432000,-1446.1796105460100534,-1443.8225021287203163,-1442.2641221902574671
18496000,-1516.8737542992200815,-1562.1820189595621287,-1519.8206589899371011
18560000,-1652.6958236923758250,-1692.6735474588679153,-1653.0037276595162439
18624000,-1711.3471511655970971,-1674.5523371425051664,-1709.9924147444689879
18688000,-1768.9288688246044785,-1808.6484062105812427,-1770.4892420695905457
18752000,-1818.7567127365141459,-1773.9425878711192581,-1772.3333574344314911
18816000,-1633.2077128011878813,-1632.3202476092442339,-1587.4080441916021300
18880000,-1665.4971561116444718,-1621.6910560025419272,-1622.2759361929049646
18944000,-2057.2008106235084597,-2015.1437110886920436,-2018.1051171314666135
19008000,-2134.0179299972569424,-2133.6150217386707482,-2171.1756472545403085
19072000,-2109.1865914197255734,-2148.7212172186946191,-2109.0499801731402840
19136000,-2116.1186098273119569,-2115.8547890811919387,-2115.9300492139987000
19200000,-2180.3163683639627379,-2135.4903725879248668,-2135.7830094702067072
19264000,-2083.5297552155711855,-2084.2035095818264381,-2085.7074558812255418
19328000,-2125.7181498385489249,-2082.9215507883395730,-2084.7604497254496891
19392000,-2146.6011557275564883,-2104.5277685523337823,-2104.7724908651580336
19456000,-2009.8726526071093303,-1971.6346915235310462,-2010.1413386570570765
19520000,-1841.9029505860314657,-1881.6983939155070402,-1838.2322629187860912
19584000,-2153.2510865283834391,-2154.6552665075878394,-2154.0366093453922076
19648000,-2050.6781019551494865,-2002.9406559629819640,-2048.5765341992323556
19712000,-2135.4883738791313590,-2101.6347205569009020,-2103.3975144460805495
19776000,-2100.2872512950684722,-2139.1091397371756102,-2140.2057808000240584
19840000,-1882.9758506973053045,-1918.1905043474873764,-1917.8801002959330617
19904000,-1780.5006361167463638,-1789.2348063452438964,-1781.5248397615646354
19968000,-1910.5733963633008443,-1909.1307437600116828,-1866.3900806183874010
20032000,-1899.5474109262520415,-1861.3878790257203946,-1901.0274381671586070
