Step,harvest_original_cbam_inequity_aversion - SW_ep_rew_total,harvest_original_cbam_inequity_aversion - SW_ep_rew_total__MIN,harvest_original_cbam_inequity_aversion - SW_ep_rew_total__MAX
3264000,-4562.3804974814584057,-4523.2599777688237737,-4526.6139292994639618
3328000,-4567.2323342878462427,-4521.7769393507833229,-4570.0251877661548860
3392000,-4526.7606421469336055,-4572.1859074970152506,-4572.9509644178297094
3456000,-4067.5852025744702587,-4067.8853975047568383,-4110.7187997507780892
3520000,-3697.8035246298400125,-3705.8032811668090289,-3654.7604374714296682
3584000,-3586.8608358559795306,-3551.4070583463276307,-3552.8348396739002055
3648000,-3412.8607356685870400,-3412.8828516377939195,-3381.9510716748668528
3712000,-3009.9617485819553622,-3012.5961544793922258,-3010.1643755165318908
3776000,-2980.1720408822843638,-2937.6556967365859236,-2941.7159375815685962
3840000,-2711.5034637162125364,-2667.7399201747689403,-2664.9302246724132601
3904000,-2636.0648625849180462,-2590.6683099142755964,-2591.1444286466989979
3968000,-2368.4116728323183452,-2368.1573368617168853,-2368.6242461990264019
4032000,-2388.2222047704140095,-2387.5933578334775120,-2389.2181976489150657
4096000,-2239.0264891193787662,-2279.0526537503733380,-2239.1846796785107472
4160000,-2191.3116244168400044,-2192.9542386092866764,-2230.0833301966658837
4224000,-2211.3009210546083523,-2171.3666106176951871,-2172.0256382736270098
4288000,-2008.4958600278837366,-2008.3292464750436466,-2008.9417536815176391
4352000,-1726.2359283196030901,-1726.8427245022699026,-1768.6261976850807969
4416000,-1600.0588731487666792,-1599.0165796035330459,-1566.9587369112834949
4480000,-1512.9085843085931629,-1511.2475713453079607,-1510.9558292213012010
4544000,-1309.7377819469736551,-1344.4688299258573352,-1308.7088974915025119
4608000,-1262.4044011236173901,-1302.0327721055641632,-1302.0935684879054861
4672000,-1206.8335603690704829,-1257.4054735825607167,-1209.0665964422337311
4736000,-1075.8912831139582522,-1042.3045838404002552,-1076.1161148620622043
4800000,-907.9530843324016587,-943.0924918522986218,-907.3403952859057426
4864000,-846.3880297730206621,-845.8982721404368021,-889.2125301700743876
4928000,-885.0655807325881597,-842.6632549274565918,-883.5939425557985487
4992000,-857.3315623642107539,-857.3375473091289223,-814.8940836119971891
5056000,-769.0594545756439402,-820.1630896197291349,-815.7708391570620279
5120000,-721.4656237953715845,-759.3493397698173339,-759.4153535929858663
5184000,-732.4828030326751787,-732.7772190780725623,-733.3368554166440845
5248000,-682.7535987953291396,-683.0433728429227358,-650.4208760119635144
5312000,-570.4643822189979119,-608.9053617347399268,-571.9281941335863166
5376000,-511.2347264337527122,-511.1461008161245445,-510.7119278065930530
5440000,-466.8252700277673739,-464.3404477768353900,-465.9151910504880334
5504000,-440.0399747573738978,-489.8002349541392277,-444.2575629382752709
5568000,-457.0110003905222129,-422.7938548186872936,-418.8298590292684480
5632000,-434.3902836802578236,-434.1046543811377774,-432.9907966421983474
5696000,-521.0011460553181450,-521.8490000985335655,-477.6738225925737993
5760000,-512.0239318925970338,-479.0427178639578187,-512.0587877045848018
5824000,-503.3215493629439266,-503.2001473535337368,-501.1915794354474087
5888000,-455.4212253132112664,-492.9598766822642801,-492.7217490509748359
5952000,-523.8842578561611845,-523.2888305222804775,-522.5375823692168069
6016000,-490.0100186662901933,-490.0386941941430337,-448.5654867244293769
6080000,-521.1854642200471517,-478.7944245578142954,-480.4773521974285018
6144000,-474.3022065834589966,-510.8746668094245820,-510.6937386922059545
6208000,-457.3327937958540588,-496.3021568462469304,-496.2403298431541430
6272000,-498.1694547776181707,-495.8295291873688484,-493.6783884840333485
6336000,-558.1519805562159036,-561.9862355908943528,-561.6612975167677178
6400000,-552.9558378628815944,-599.0186406704648334,-593.6108675150744602
6464000,-636.6111368751015789,-597.8782585791541351,-634.1050202051142151
6528000,-637.7039455901734755,-637.8720555855048815,-591.0002654083522202
6592000,-622.9613466115035862,-620.7073302844863747,-620.9890577761957502
6656000,-625.4310721302377942,-588.2400716942361214,-584.6489682140430659
6720000,-580.1936122438930852,-532.1800583831224003,-535.9201173445660515
6784000,-623.5082935819547174,-580.0228178315701371,-619.8936999570000808
6848000,-587.2800033256136203,-587.5112264511855074,-550.6968752223198180
6912000,-568.9640455287084251,-567.4902359737053530,-607.6294318079239929
6976000,-520.7977216466352957,-521.7273670608053635,-483.0974255511131901
7040000,-634.1566678383659337,-637.0320605946113801,-633.0322959733421158
7104000,-520.8526962744962248,-523.1877644028776331,-520.9230241272530293
7168000,-559.5254766417817791,-601.3513773280188843,-559.7108499096958667
7232000,-588.6169504717530572,-549.5429627710789191,-586.9208318490196916
7296000,-595.6405584492530352,-560.2159425834975082,-559.1781671454970137
7360000,-543.6620050577738539,-503.7916907321434223,-503.4272777628443691
7424000,-489.6878644289593012,-493.2155846057840449,-538.0800959754994892
7488000,-525.5884237461368684,-525.7385751747841596,-569.2694482128229083
7552000,-488.1117801149752609,-531.1180400382951348,-530.1128866194949296
7616000,-496.4096220541982802,-499.5339599915880626,-545.5412135248928962
7680000,-446.1096766674781975,-493.1178457251502323,-445.1290344124100216
7744000,-486.9122181916316663,-485.1557908253369078,-442.1161757415468969
7808000,-462.1106573888724824,-430.2239346237346922,-430.7659261197662772
7872000,-406.0346296294501940,-406.1220935988612837,-406.1011866959073586
7936000,-343.4325216890553634,-343.2767840790925220,-343.7490663068958270
8000000,-469.5098086370223882,-430.1872399082413949,-432.0351357593602302
8064000,-474.8941436938986840,-434.9302111948902052,-434.2383664089974218
8128000,-444.7675140405352181,-401.1332793550665770,-401.7666610612043314
8192000,-386.4310194023654503,-386.0602381201387630,-428.9942820387377083
8256000,-400.3146073258095043,-354.4476382161584525,-400.5859186118697721
8320000,-372.9695581960950790,-372.0407584691992042,-412.6457617780993701
8384000,-366.8304613780184127,-409.6478856675925613,-411.5162952768382638
8448000,-399.6639683469001625,-348.7959173563284594,-398.1160819319789539
8512000,-326.0060071161237261,-328.2537131750726189,-326.5695109227313537
8576000,-376.8815649097796268,-343.7873743573604770,-343.6720367188626710
8640000,-299.0020204881995483,-299.9307345709257220,-301.6799455521936011
8704000,-258.0806131472994025,-257.8186952509431080,-296.6960569197124187
8768000,-259.4335008931282118,-258.8969486071356982,-301.3251892589301519
8832000,-304.7832295333083721,-304.1828623707185102,-305.0184191128896600
8896000,-265.8769559826083082,-264.2834174981154547,-220.2161322526424669
8960000,-234.9969978548974154,-238.9559462680313686,-235.7692956253815169
9024000,-239.7743044691542593,-282.5843442040203399,-284.4607254450419873
9088000,-297.9997622590433366,-262.2937895297872046,-297.9457165573850830
9152000,-275.0222244186852549,-275.2092964437559317,-276.0919910445073242
9216000,-216.1535483218312663,-257.1978990049921663,-214.2682431968024446
9280000,-233.6612870288429349,-279.4419214655041515,-232.8847852636798166
9344000,-230.2738876743846674,-263.3027719686630803,-263.4706598898418406
9408000,-232.0607392674074845,-269.2092674301127317,-269.3514381403094831
9472000,-214.3226970396430602,-213.5741823603699743,-214.9876821823860382
9536000,-249.9214881969101043,-214.8466555304733845,-213.9771274463510622
9600000,-215.1594476436996501,-254.4537088496261958,-254.8208111735640102
9664000,-219.4774627026878875,-252.3336775355805628,-219.6960181288357887
9728000,-224.1320235195138366,-224.1497036954195323,-224.2383589403079895
9792000,-206.5680756392284820,-248.6253213066869989,-207.7446292453699357
9856000,-219.4838381924936925,-181.8473151783471167,-221.4664197239458474
9920000,-211.4591723168102533,-179.6048866613424480,-217.0968739028648145
9984000,-144.2694620924110893,-139.5991681961596385,-143.4178107580214316
10048000,-174.7295880143905151,-210.8593517396152492,-173.8126698752221841
10112000,-154.8171399777955344,-155.1584651851356398,-154.8714225531956856
10176000,-133.1615808642307570,-134.9170742240813183,-131.8682718994010941
10240000,-153.6703384476217309,-111.0287231245585389,-112.0510623052006167
10304000,-99.8333919147836468,-146.8545971607113643,-151.2788885597875321
10368000,-129.9255689381110699,-83.2495220968024228,-133.4644626000000756
10432000,-65.8886790616286504,-62.5755588310797606,-98.2151249302529123
10496000,-71.9422703717500838,-108.6678812303989048,-68.5908876704216937
10560000,-68.0901911570644387,-114.4021438340795953,-112.1953692601283450
10624000,-54.4109807785202548,-54.2348804438079526,-54.3278847818201740
10688000,-60.5236384529858356,-103.5050679890760392,-103.6556387701222519
10752000,-97.9484177883032174,-103.9144061455097869,-56.9910771486867631
10816000,-81.1610311972435170,-46.9035403362389403,-44.4819810209250477
10880000,-85.7810704174075909,-85.7261754545195060,-91.2950896780990888
10944000,-38.8192994673923337,-39.8764288803635623,-39.5633608331642961
11008000,-34.6733796247793435,-75.3923790455781671,-75.8528901926100758
11072000,-34.6079368886274921,-37.7069799602135021,-37.7501026024402861
11136000,-91.4825919157357248,-52.2603672420761782,-52.1295745596045634
11200000,-93.6477788833250315,-96.8667989203147499,-96.0229538307450667
11264000,-75.2897156792657540,-75.4156439909903185,-35.3685640172988087
11328000,-11.2285561542251067,-8.9710508879387518,-52.4378551970416211
11392000,4.1650383727045721,-39.0265439938117353,-39.7165828572197555
11456000,-28.6536761295630349,-30.4262861989287394,-27.6237881503497782
11520000,18.0158887103780252,-21.5526746260683630,19.5497369655766491
11584000,36.2201348218995633,32.1097633179866406,34.8608455056993165
11648000,21.2899138117619060,20.0879321502947441,-20.3498540819204479
11712000,18.2541258896197114,-20.0797038714368128,-19.5531913420746157
11776000,20.3227309231929247,-13.9833383927790855,-13.5637991400160516
11840000,32.1185503145192257,-2.0072795327889175,-5.3729891984228608
11904000,25.4661201742425582,23.2636652392672652,-14.9484957304305333
11968000,-18.1267224204997603,23.0751495125107304,-19.6211533351623579
12032000,40.1381221293935937,-2.9745200629146922,-3.3312407914685096
12096000,-3.7489477683326022,-4.0386819310853603,29.3470833022660678
12160000,5.4524850921828616,40.8572681853693211,40.9566047893009966
12224000,43.0283751213297450,43.1170027570611580,-1.8194018282786395
12288000,-3.2632604604756565,39.8683716847974523,-5.4097308523797842
12352000,-4.1255896912937082,37.8118198184245813,42.6137959759951386
12416000,-5.0875250329610751,-4.8520991782800316,1.2985949054899137
12480000,42.6777150811104917,45.8260708040491380,43.1103030205210445
12544000,-11.5286169559787197,32.1393990574802757,29.7816623826648197
12608000,15.8349022651190481,51.2926010044417779,51.9409394335478396
12672000,55.3802186945347401,49.7102260434354974,50.7866377629974011
12736000,2.4072680606804155,46.0638048038380106,-1.2286840985680207
12800000,-11.2241217786756593,-6.9126531142403813,-9.3247188914522674
12864000,51.7645490694890213,8.5845238712396323,49.7122705221154675
12928000,5.4793400368175220,5.0693525660193295,37.4019878551718392
12992000,12.8572503154217515,12.3530604307111389,12.3680254303034189
13056000,19.2593465805619068,53.9357888755994281,17.5942878626698054
13120000,58.2114549731368527,22.5465204520579903,22.3452850502430849
13184000,63.0557160180892851,17.9557133512218563,59.7766534697373118
13248000,53.9164339558183627,9.4720705706983281,12.5207386766583468
13312000,18.3832875300442815,59.9151969818542725,14.0046846030784806
13376000,59.5587138321697864,16.8016668447905921,14.2588109661038942
13440000,56.5470453687974270,58.8960073331917400,56.7297987648947100
13504000,19.9982680836988251,53.8045811238004035,19.7751502678148690
13568000,50.5135412407793609,8.9627397781911959,8.2773311010472952
13632000,51.7900898054092522,53.2297893461046883,9.1266837251743347
13696000,1.4089842430554071,1.8163200787059708,38.8451717989570398
13760000,44.4836284436744620,43.2794149860099324,8.2418385210399201
13824000,41.4457782792031679,-0.4342790513173327,-1.1288650472702599
13888000,41.6580167830751265,2.8408250498010474,41.5360392388006616
13952000,41.8413407167044866,-2.9386643404404111,42.7483047106862699
14016000,45.1021011762304909,4.1796285405776850,4.5719000628000863
14080000,52.9204822326242521,16.8294201669626773,16.9983785709030073
14144000,56.8336525070441922,15.5451734223446429,12.2569517288865271
14208000,52.9869822640510222,19.7719991599454339,19.6252044975061288
14272000,62.3889869611958261,62.2308755394851403,62.6024986270043371
14336000,27.2564404509830958,22.9615369359109813,59.5438808392686454
14400000,23.9481478598513071,24.1248287844677094,23.6625718355443482
14464000,13.8210639574891268,51.0394156547480904,51.0702647507705265
14528000,8.8417712896435745,51.4352761620272787,48.4807418125934362
14592000,8.3842723162890103,51.3527153452345146,11.8401505161515459
14656000,2.6271676553669856,2.1501036821559509,1.6484943632331159
14720000,8.0915922520154098,4.4508824974686547,48.4777298466085824
14784000,49.1246294125499574,5.8342417426618454,8.4058385551023207
14848000,26.1504586665938845,26.5315557385003800,26.4717148261109791
14912000,24.5571108607856523,68.9735239564902400,67.7022112953544877
14976000,11.9431843638229154,60.9869749703363837,57.3347548261346773
15040000,10.8274157009042895,9.6574290557008347,50.2117958519219840
15104000,12.2178665690616981,56.4122576669385651,54.4396184676672021
15168000,1.0659970743918450,0.9355726672405886,45.0880963928840615
15232000,-52.1867573149188786,-95.1113241172253367,-50.9339062079815079
15296000,-102.6782212657555959,-100.8587749727527552,-142.3768864295520871
15360000,-158.5357031794607678,-121.8371356457705872,-156.8543906037240276
15424000,-84.7256576933125274,-81.4624743322988678,-83.9979159566084661
15488000,-52.7006038625617066,-93.5380575568753443,-94.4112218665963780
15552000,-102.8365799692221714,-100.8431538228024635,-101.9930541091434009
15616000,-47.1419179078516635,-83.5263715644615132,-47.6908525299581783
15680000,15.1117093211159350,-22.4667489081703167,-23.8577227186666754
15744000,19.5658587933514738,18.2674763632017800,62.0362100557160900
15808000,68.4809834659304784,68.8367832971318308,68.6001816454360096
15872000,22.0813778101920875,64.7624228057287752,21.7940154799331154
15936000,59.7787391171060989,18.3504214254702909,19.0023271696502185
16000000,56.4924731205683202,19.1879365296385167,19.6968175240013039
16064000,65.4190526879202139,23.9981928689294648,64.1617563999609501
16128000,2.4777179483442282,3.7276587366050826,3.9860655292420510
16192000,-16.0855693709750760,25.4118290116041337,-17.3806035749158312
16256000,23.3399030232701961,60.9393812375221984,23.3442653969673444
16320000,48.9818607938327091,49.5715720867708356,5.5980996319154173
16384000,57.5353898442924532,57.0769963006875471,13.2381022865579787
16448000,26.1340734733188746,69.1384714116997401,68.6358665299806887
16512000,11.8923285516560995,-22.3060322222877687,12.0688792557261877
16576000,-6.5331319413793665,31.2786327099628814,-6.4845298598985472
16640000,64.5300691422450114,27.6907098720377647,26.7416981454548655
16704000,71.8202661840913379,26.8039017947910345,26.8258294128929435
16768000,3.1405153977668903,11.4949507387315784,9.0180531224704694
16832000,-131.6197338679668576,-172.1080554352095930,-173.4209397033582718
16896000,-517.1393021947542366,-560.9312884540787536,-561.6998751703748667
16960000,-842.4508502276452191,-845.4003440821803679,-842.7058518620632412
17024000,-1253.0568355258412794,-1209.2824175012815431,-1205.3929615989277409
17088000,-1720.0888348482585570,-1686.2007840406197374,-1686.7751980678970085
17152000,-2130.3159566292988529,-2130.9819409775882377,-2168.3849749089517900
17216000,-2165.3015049019254548,-2165.1259115442326220,-2165.3072814019647012
17280000,-2542.4379370926612864,-2541.9782720425782827,-2506.9956912050356550
17344000,-2567.3582581453588318,-2616.8238885430969276,-2614.2118253191597432
17408000,-2560.0277608242031420,-2603.2704756161874684,-2604.1050919556164445
17472000,-2004.0523860200617037,-1957.4648641144460726,-1955.4666814159033947
17536000,-2057.8282252607759801,-2099.2369495268649189,-2092.1080964694801878
17600000,-2123.0630053307104390,-2123.0874827358379662,-2084.8824334878263471
17664000,-2037.0222377940929164,-2040.8889172835981753,-1993.1750180431463377
17728000,-1975.1610844339529649,-1934.4199658624070253,-1972.5902077324876700
17792000,-1843.3413963969671840,-1884.8015999356032353,-1884.9589209792247857
17856000,-1642.8232936845024597,-1642.2442360570748860,-1641.1858155211709800
17920000,-1505.9328724748943387,-1469.2618052112975420,-1505.3995148956551020
17984000,-1538.8908514776496759,-1577.9684553470558512,-1576.5038970027517280
18048000,-1877.0370765953164209,-1875.7700796923083999,-1874.7282482812067883
18112000,-2022.2829455848573161,-2023.6507982963053109,-2027.2987361538505411
18176000,-1818.7268783590609473,-1784.3759991398767397,-1818.5528023522222156
18240000,-1488.7200818209671525,-1537.1222832088617452,-1537.0671501537945005
18304000,-1801.7018826916037142,-1842.6344827883062862,-1801.8926400881844074
18368000,-1573.1084815375829749,-1569.5641274717243050,-1530.9043702085123186
18432000,-1442.0820985209029459,-1450.0530019407333384,-1399.5249898237295838
18496000,-1560.8426632058590258,-1560.7130637118245886,-1518.5021520290692933
18560000,-1691.0076519753361026,-1692.2138489502697212,-1656.0647222361792501
18624000,-1709.1883096865135485,-1709.6321558983413524,-1677.2222476527331310
18688000,-1809.9384715770879666,-1808.0040532304140015,-1809.4821432500752962
18752000,-1813.2282735337196300,-1772.6864248542576661,-1813.8885923679304142
18816000,-1626.8534149475544837,-1591.3251758760175107,-1592.5315532280910702
18880000,-1625.4952276298124616,-1628.0599125915412060,-1659.5414752498761572
18944000,-2015.4131112974675943,-2062.3161492434528554,-2059.7282966004804621
19008000,-2168.3917787740633685,-2169.0800191023058687,-2134.7634557859046254
19072000,-2151.0891666645434270,-2108.4913180910907613,-2149.5806014519075688
19136000,-2074.4688322270312710,-2076.9941950235911463,-2075.5378897054783920
19200000,-2179.0412138022402360,-2137.3977287977136257,-2179.2527688473592207
19264000,-2045.2497775815736532,-2088.0014549606562468,-2087.4945825433319442
19328000,-2083.8514077811391871,-2126.6400195082005666,-2127.5490378815479744
19392000,-2108.1789512222717349,-2103.9491200241163824,-2105.0757023352657598
19456000,-1970.6878576596795938,-2006.9786621103662583,-2006.9692818260111835
19520000,-1843.6247787925190096,-1844.5456828636963564,-1875.2537515328763220
19584000,-2149.5726573168913092,-2149.9314173403427048,-2150.4979877518139801
19648000,-2010.8376251924503322,-2011.0115572803438226,-2010.9095266636111319
19712000,-2136.5675549026427689,-2139.5599383566050165,-2100.5182505067446073
19776000,-2145.1552788280746427,-2141.1904488494592442,-2092.0762613221504580
19840000,-1879.9074685054038127,-1878.3721153076660357,-1922.0250670868110774
19904000,-1742.1647562389996438,-1742.8663622947656222,-1783.4711980154856974
19968000,-1869.5993884857005014,-1869.9799916883616788,-1868.9723001397055668
20032000,-1855.9596842022749570,-1896.9257101644602699,-1856.4617454022049969
