Step,harvest_original_cbam_inequity_aversion - SW_ep_rew_total,harvest_original_cbam_inequity_aversion - SW_ep_rew_total__MIN,harvest_original_cbam_inequity_aversion - SW_ep_rew_total__MAX
5056000,-776.0895964844321497,-820.4981767151446093,-819.0008373413440950
5120000,-721.0588618807107650,-760.7531047096442762,-758.7246325942112435
5184000,-731.3938556349821738,-697.2828012175446020,-696.0711613117805427
5248000,-684.6362091596272421,-648.6856612419410339,-684.7438805231877268
5312000,-609.2291334577575981,-609.1772903485789357,-609.1752085574412376
5376000,-515.0520415605242306,-514.3785731210840595,-469.0099955396431710
5440000,-510.0988981465631014,-469.2104917913728741,-468.6487617376765797
5504000,-483.3404860812555626,-486.5638719955673537,-445.1419777993470461
5568000,-416.4071144315212791,-421.8565085574488194,-421.4032553499528717
5632000,-429.6508500943601803,-474.6329212170550136,-475.2194539989782811
5696000,-476.8501534983885222,-519.5904013242932251,-480.0411195167567371
5760000,-515.8381193875550252,-475.1555262979721874,-476.3778617865095271
5824000,-506.3994491618181542,-500.9845793685524882,-501.5073721960253579
5888000,-450.5414327134538439,-450.3505781980487654,-451.6743427704063265
5952000,-483.8459219509327340,-483.6888414047922424,-526.0145524736277594
6016000,-450.0999064420534523,-488.1647973158792411,-450.6378945112038537
6080000,-520.2575160538153796,-521.0316629740736971,-481.2024662639104804
6144000,-515.1918281175845777,-469.4944091315161359,-468.7809260711177899
6208000,-494.5452940019376911,-495.4002088107407644,-493.5167711971213862
6272000,-497.6474523233154628,-498.5131310919539374,-499.2920690011347347
6336000,-557.8898946812379336,-558.2600870356791347,-558.7318495184789526
6400000,-552.5129015378535087,-549.2133814419599958,-594.9137788151483619
6464000,-595.9651481129279773,-635.1791736726903537,-594.6986643872785407
6528000,-637.2744698603811457,-635.2475015116767736,-635.9596836646910560
6592000,-659.9722298465917447,-656.9519970628218744,-658.7609504186140157
6656000,-583.2711274310673844,-583.3111249986524172,-623.8742753960082155
6720000,-532.6925762625825200,-579.2776336904394157,-573.5325528314193662
6784000,-585.1939005646987653,-587.2036076877807318,-620.4535719137451224
6848000,-585.2108727795402956,-553.1838173850361500,-586.5132941842559831
6912000,-562.3216792568988467,-608.0230911905475750,-606.9273006344370742
6976000,-487.2120391391017620,-487.0481469655385354,-521.1793267784971704
7040000,-634.8441463849862885,-634.7858665863589067,-682.8232224257301368
7104000,-568.0425965356986353,-568.1148820507205528,-568.8429817915666717
7168000,-561.2649318500137952,-601.0139698950786169,-601.2032247385350274
7232000,-592.2321917610382798,-593.1353262544192830,-546.4349830859846406
7296000,-555.5732382094785180,-555.7013339112570520,-600.1672727081294170
7360000,-543.2603243204088130,-501.8061926647033033,-504.3755391489913222
7424000,-491.9024674344723849,-537.0773374964035156,-537.1420156020108152
7488000,-530.0780692325888594,-571.6889523589170494,-524.5633795251975471
7552000,-490.3967802622347563,-527.3185524326381710,-490.8537639092613745
7616000,-500.5648079014724772,-544.3728605751556415,-544.0411179384141178
7680000,-449.3598522732385163,-449.7264918115575938,-487.1352316150172328
7744000,-443.1770146918747741,-484.9488136400240137,-484.8685769337992610
7808000,-420.9432191182648353,-467.6478629372718956,-471.8503820812048275
7872000,-444.7364420966336525,-402.7018480550102026,-446.3349928110721976
7936000,-338.3482114496698614,-337.8386551691401110,-380.5484582738964718
8000000,-469.8830857431766503,-467.4398309448133091,-467.6834509525685917
8064000,-436.7668770693388751,-435.8107392150473629,-437.0399970386578730
8128000,-442.0232416850133177,-399.0226381619332301,-400.5843714842953318
8192000,-426.8290908859181059,-424.1264045210849645,-390.6600652797031330
8256000,-358.9549565803524729,-358.0753671060303418,-356.8124346626397596
8320000,-413.5122101737976550,-368.7721561074096712,-368.0121337069018068
8384000,-409.4426323227385751,-362.9057171327833089,-411.5884457208715048
8448000,-395.6468890205820799,-395.9865044528878570,-352.5789832500678358
8512000,-368.2810986890044660,-320.0540567063049480,-370.6918310754945765
8576000,-335.3588608032644629,-379.7689069648146756,-335.3971342297691081
8640000,-296.3154107003168747,-296.0451131543091492,-301.3450752040178031
8704000,-257.6438647677174458,-258.2113799877838574,-297.7617384445355810
8768000,-260.1917662491760552,-303.7500842540853228,-305.0697492691033972
8832000,-269.0929613171368260,-267.6956074672565933,-307.6209111107446006
8896000,-263.2276663756077255,-262.9495606015401563,-264.0289786416079210
8960000,-239.3928734828162419,-238.7628272655655337,-281.0554633380568816
9024000,-284.2364313964046119,-286.2018521133963986,-237.4504596806659436
9088000,-299.0240720445561919,-300.9498336554780167,-257.7566325399141078
9152000,-228.4428367266536384,-228.7706966566503013,-228.9701407635345447
9216000,-215.7372857742103633,-216.8965532315826863,-256.9228601068015791
9280000,-235.6600192736573831,-279.2865258546897280,-279.7278369909768685
9344000,-266.2064871347650978,-266.4085844857486904,-267.4502443713229809
9408000,-231.8313360121927644,-232.7703940891803711,-271.3954834210060767
9472000,-256.4477254621779707,-213.6367769750198136,-213.8652784029970064
9536000,-217.0397481342883452,-216.9470320387182198,-216.9068680139878609
9600000,-214.2091093423208576,-211.7899445690940752,-253.5153635400308758
9664000,-262.5434661760823474,-252.3579989745469163,-211.9817141890993071
9728000,-227.0506964040221760,-226.9469507096874565,-264.4321839872923192
9792000,-205.7184860577268353,-208.1647674749061991,-248.6793168847595439
9856000,-183.2720231392690096,-180.0654202709756646,-180.6777246770078023
9920000,-211.4213669973653111,-180.5671585529653953,-180.2707428933481424
9984000,-140.2864016300341916,-139.4715977399794724,-184.8032359640883442
10048000,-177.3845594775006020,-177.5846378374418180,-208.4566046888323001
10112000,-154.9169123306079143,-155.7731692803571661,-118.2724167452542758
10176000,-132.8596555237839709,-132.4674046596852861,-129.9057691968230017
10240000,-150.9538988178885575,-150.8060865011580063,-150.9098615183525851
10304000,-107.3927846886634256,-142.4512497985178072,-103.5480872383725597
10368000,-128.6611369734725940,-88.3300412338557521,-88.2411237778672444
10432000,-106.9988369357680114,-101.1780441001136381,-59.7599443899494531
10496000,-110.2620261966242197,-108.2337410443332004,-108.8074408751645450
10560000,-74.3167064000384130,-111.3994358625845109,-74.2697920803751259
10624000,-49.8216068278147333,-91.6057445196171471,-48.4375711752292304
10688000,-58.5205451073956766,-106.3082176136153407,-102.0754067180704965
10752000,-102.8847657105869189,-58.4952532766148110,-57.2296930692363901
10816000,-79.4106692771975560,-80.7155105484752653,-79.9892851318130624
10880000,-54.2785150962976246,-51.5710413488553314,-85.9739189758810483
10944000,-76.3346872730271713,-37.6457642942469235,-74.6881933960088276
11008000,-76.1945273114912709,-32.1174864825288466,-30.2293266624221992
11072000,-79.5891680851800913,-38.7964711222788452,-79.7376550430733175
11136000,-89.5151682784687779,-90.3893114595678355,-89.9809023017238161
11200000,-51.3020656201062977,-52.2473189202058563,-50.7058463124443364
11264000,-38.4758913994382965,-32.1987910401154238,-73.3288007667139112
11328000,-57.5546227548028639,-55.1722737537966879,-10.2140614698205496
11392000,5.5914410161520465,5.9560629430861383,5.8456599269337239
11456000,11.2449950324904719,-26.5409660414571498,-28.2596474216197429
11520000,-22.2364413990725254,23.2120693816434596,24.9831477365251793
11584000,29.8919430994531794,33.5913023475449535,-3.5316296774013374
11648000,17.3667763623634528,-19.6105313882594459,17.2549156979717360
11712000,20.8249664316495249,20.2355479959205624,-21.5595484452251078
11776000,22.8444586595032071,20.0547934656050764,22.0239822090564275
11840000,37.7440785248501243,37.8729403315391835,33.9040493439693407
11904000,25.0402538087852058,25.7941030544581054,25.3631941870456572
11968000,-18.3991196903240635,-18.1030730583636768,-18.0132457355062989
12032000,37.5330174553444067,35.8286569516080533,37.8417357330847963
12096000,-9.0181516546982614,-11.6425966338799576,34.3667637914880544
12160000,-0.1688735669902712,47.4230371418152146,45.8629084442816577
12224000,35.6321214985068337,2.0665376373843678,36.7905584734364126
12288000,34.2439178176494252,33.8039467566959075,0.3567240134758762
12352000,33.3308462309320248,33.3677312920994353,1.2102186078053982
12416000,38.3521798973759616,-0.7842416357610134,41.6848444538471057
12480000,-0.6029112433868562,-0.1859912929215461,49.0736239272307699
12544000,34.6248423320018190,-11.2051725285462105,35.5876916665565091
12608000,17.0915911027245393,49.5065186892997957,52.2689390591812355
12672000,7.9330396113734665,8.2253126394648426,54.4177914293140361
12736000,39.2067617691296064,-0.1962967878980422,46.2787721015506150
12800000,33.7564204837715138,32.5147437746572336,-4.5082912884331279
12864000,48.0461339170789685,49.4140237374186597,54.6497131304397783
12928000,42.6885052422948235,-0.4156131077828960,-0.1941709708632970
12992000,11.5142496737974085,50.6826095397657213,52.2587658800735326
13056000,52.0112319692623259,54.7185108663093587,19.6610252633502114
13120000,61.1567831243355897,15.6464249706436007,22.1756844892666720
13184000,22.5982356584029347,54.4627430776119468,22.6562095512002131
13248000,9.4187875313320752,53.0000119532135230,53.9730602850589065
13312000,13.9274617757939971,60.3769288255191441,59.1961969893395406
13376000,19.0924060665094188,59.2921270875598125,58.8912106420366825
13440000,63.6346477399490311,16.2436418721425007,16.5767917704588470
13504000,57.9062447947167840,11.2921911892481148,58.1769461542541677
13568000,12.3197894534783643,52.1763624114551234,50.2035781182049874
13632000,12.3367962808854550,48.3854162650119690,48.8544213822297664
13696000,39.2465824124204374,37.6640453020703916,42.2448904198584358
13760000,5.7341016048087923,45.2418732301011488,46.9585809877772391
13824000,2.4073515220734230,43.7236506511218579,0.9152900325755375
13888000,43.7339267258324043,2.0863274467244466,45.4181544883836281
13952000,39.4615225988298945,0.0055309594868334,2.7307825796395164
14016000,44.8627392483493281,43.8830817556869448,47.2443172404024949
14080000,19.5677491389461089,52.3051154410458139,19.5065391014496647
14144000,17.8067919781829573,52.9745146213195000,52.2406147697640222
14208000,57.6679935262759500,52.4767947000775550,55.6016170482231047
14272000,16.3857656423915934,15.2641103244860190,61.7211441468135433
14336000,61.2062132830543106,23.6211813195877909,23.9303856483347559
14400000,65.7159883747591493,66.5655867773516832,21.1874549469036211
14464000,53.5266300822843917,10.3513761965079532,10.6171274439314587
14528000,44.8108661817694838,12.7263282999058287,44.8119767552016270
14592000,11.4777561174222384,53.0250308773401429,56.8033353943731569
14656000,38.8039745505480198,0.9365472559225267,38.9679022843140217
14720000,8.5905059808204953,7.4149244116782107,8.6736794375411215
14784000,10.9674803512626049,9.3200899272020443,50.6616908039018199
14848000,28.9668478102233777,61.8409324653589039,60.7107403838408857
14912000,62.9628625175970171,67.9495000483750573,65.9203664120367847
14976000,53.8435558714234546,54.4003326224520123,53.1895044897618305
15040000,51.7092671833747275,9.4698241103881884,48.9992910037751130
15104000,13.0453338423472296,56.0142663411299111,54.8296445597315056
15168000,2.5876058707066747,2.8505533852940204,2.6930785369921253
15232000,-55.0447380064149456,-96.1627148076210290,-51.6161880457407420
15296000,-140.3127112282209055,-101.9245958878592688,-101.9556572593071451
15360000,-117.1745687546420527,-159.3202326227000754,-114.1734424611705094
15424000,-79.7404258763350668,-81.5813592726629508,-127.5797074649156428
15488000,-96.6333545709348698,-98.8043767643169986,-95.2973477937615172
15552000,-63.5601932812217072,-98.8235697739754926,-98.8542513637645754
15616000,-44.1650224707986681,-87.0201693972817765,-44.1745166033760341
15680000,16.5531081892414491,-24.2973033144275696,16.6144966399737797
15744000,61.8022622565838660,18.6499683544117154,60.8690104931306166
15808000,34.5832057372329800,36.0268815568495029,69.0397315691597839
15872000,65.1550427747334027,24.1446705358806852,23.5964815094982789
15936000,56.9883875678789167,22.4590522284202052,58.7284428933633436
16000000,15.8714361945898794,14.8653429158906825,58.1430866340439820
16064000,60.7402445272528837,27.1541666525133785,60.6581323505226351
16128000,4.4395639815109931,-37.4029746590490362,5.2690685708068123
16192000,21.8519359628165404,21.2379077094561488,21.6370132797060641
16256000,19.0066866857074892,25.1109986727854562,25.0771802138842546
16320000,48.0707728889438428,6.3475371235766005,8.0590169241141076
16384000,55.3411887086947161,15.2770829776602248,55.3725258784625893
16448000,70.3708200850237375,24.8788574023081352,21.7038907756478849
16512000,20.5301149971677646,-24.5784965668393340,-30.0609069373631677
16576000,-8.2276590455102436,-13.3147600812397719,36.3853147741734801
16640000,27.0555417157243987,68.3613491924095626,66.6136697000441131
16704000,21.7036538028575308,25.0623285262830287,68.4124023722377643
16768000,7.6285650916987002,7.5894511559338191,7.5944994572635593
16832000,-130.0863755533766266,-130.5372001713759573,-176.1485003565769318
16896000,-516.4413663179375362,-514.9897875878975810,-566.5446759579371019
16960000,-843.8447841060346946,-808.9941365121418357,-808.7498157551472104
17024000,-1249.4442004673885549,-1204.9386907421171600,-1252.7678721093318472
17088000,-1682.2624190163110143,-1723.3983704023360133,-1685.9658655743901363
17152000,-2128.2192579846691842,-2171.4378084192430833,-2127.8612969670825805
17216000,-2165.8735616424696673,-2121.6419203006321368,-2166.6973727546992450
17280000,-2545.7533341309613206,-2545.5831628147216179,-2502.4824855231740912
17344000,-2570.9418302637300258,-2615.5358747999616753,-2568.7628787600929172
17408000,-2564.1180081838920159,-2564.1755683222299922,-2563.7757344000528974
17472000,-1998.2828152676358968,-1960.1830826708087443,-1959.3379904753928713
17536000,-2052.4979876520455946,-2054.0192836438391168,-2095.3922794796731068
17600000,-2126.1616469629702806,-2078.4072152337303123,-2127.5332331173590319
17664000,-1998.5714782564321013,-2031.9025879547093609,-1998.1645094823584259
17728000,-1927.6922624636149521,-1978.9669322134898266,-1927.9282408688509349
17792000,-1845.1340527175541411,-1845.2199601492927741,-1884.6268543576679804
17856000,-1639.6080881019663593,-1685.1978436063780009,-1638.4602603181176619
17920000,-1465.3265943412588967,-1467.1823100263754895,-1467.0420145966027121
17984000,-1582.7490762018003352,-1582.1303865075019530,-1582.9465217646586552
18048000,-1836.1757684041963330,-1878.0555109854217335,-1878.2669670219863747
18112000,-2024.7774350020101792,-2022.0052999406802883,-2021.9571156009869810
18176000,-1820.1672608061278424,-1820.0077468883823713,-1782.6189507156534546
18240000,-1529.3853977271630811,-1532.0531563666804686,-1492.4024413966210432
18304000,-1803.8763643098207012,-1805.0551162211049814,-1802.9125953855259468
18368000,-1529.8722929724328878,-1529.9759542383251301,-1571.8617753006944895
18432000,-1447.5037679845988805,-1403.8542876842520855,-1402.7311712776984223
18496000,-1517.5672109913257373,-1558.8197503832832354,-1561.5235863046857503
18560000,-1693.6292369633672479,-1694.1515355115161583,-1694.2549327724550494
18624000,-1669.9284828543625281,-1718.0764935802014861,-1714.3224522512466592
18688000,-1810.0498345361286283,-1810.0079005080365278,-1767.0148583400682583
18752000,-1769.6242390348108984,-1773.1841657921415845,-1815.8947139860190418
18816000,-1590.0980809514901466,-1589.0727281421432053,-1588.4910808668635127
18880000,-1622.7259555271618865,-1663.6486464877402796,-1622.5858035667361037
18944000,-2054.5466333523750109,-2057.6797645810197537,-2022.2347693674385027
19008000,-2135.9577181169565847,-2169.2124586568365885,-2135.7659486301772631
19072000,-2107.6333384651952656,-2107.7813867891882182,-2150.4362945138368559
19136000,-2117.0275844628458799,-2117.0011913638932128,-2082.5110323702010646
19200000,-2175.1281258641279237,-2136.7660185386271223,-2177.5563135526631413
19264000,-2087.0202743579916387,-2042.0255730629432946,-2042.1877427266981613
19328000,-2126.5000171148053596,-2085.8764086912765379,-2085.9139916957797141
19392000,-2107.3705153861878898,-2141.0374758434518299,-2141.2493466963792343
19456000,-2005.9262467100063532,-1970.3013977235286802,-1972.0728428941379207
19520000,-1878.8314523708802426,-1838.5631835281260464,-1840.0536598327096272
19584000,-2154.1296702352287866,-2155.2486755575241659,-2112.1311369580726023
19648000,-2044.8184999913974025,-2009.9163414162990193,-2044.6888849683141416
19712000,-2097.5755408185550550,-2141.3879255207657479,-2142.6878911683988918
19776000,-2139.5903797949445106,-2097.0247082289761238,-2141.2204762223482248
19840000,-1919.4636761281660711,-1878.9676369878925470,-1877.7505703194253783
19904000,-1786.6834884784173028,-1786.3688894059780523,-1743.7201322139380864
19968000,-1863.8491980562537265,-1909.4998409842221463,-1912.1861490518222126
20032000,-1895.5339916769967203,-1895.1952574039980846,-1859.6441436383572636
