Step,cleanup_0.3_0.0_0.85_0.015_cbam_svo - SW_ep_rew_total,cleanup_0.3_0.0_0.85_0.015_cbam_svo - SW_ep_rew_total__MIN,cleanup_0.3_0.0_0.85_0.015_cbam_svo - SW_ep_rew_total__MAX
1984000,-3992.4207978789031586,-3993.8283530978114868,-3993.0824247348305107
2048000,-3498.2611581666496932,-3498.4802116315540843,-3471.5928987473153029
2112000,-3284.0094759128874102,-3283.5320055977590528,-3263.5167645957362765
2176000,-3218.1782682439543350,-3242.5380693637566765,-3217.4286861302775833
2240000,-3058.9957754038823623,-3084.4477608906368005,-3059.1300271516170142
2304000,-2887.4792254525291355,-2887.1200421280941555,-2886.8203600184974675
2368000,-2628.2589188685701629,-2630.8888893078456022,-2601.8604463165979723
2432000,-2582.7263043498228399,-2583.4777424246331066,-2585.7863729917603450
2496000,-2588.2261455559732894,-2587.1524054939391135,-2587.7760384973967120
2560000,-2603.3794660576318165,-2603.4243915355104946,-2630.3732458646604755
2624000,-2535.8586471780140528,-2558.1577495903325143,-2534.9492005161146153
2688000,-2235.5035903751236219,-2253.9074993505191742,-2236.0163737886891795
2752000,-2160.6595853213598275,-2135.6005557054641031,-2133.5623514144072033
2816000,-2224.2615523358517748,-2247.6158038853809558,-2246.1989572188681450
2880000,-2189.6098933992329876,-2162.8881502626477413,-2190.4744101921160109
2944000,-2115.5577789075446162,-2090.2346024131529703,-2090.0866231984532533
3008000,-2102.7533315141940875,-2077.8518876008433836,-2102.7011015446073543
3072000,-2088.7587642490580038,-2089.6633356532684047,-2090.3775133967019428
3136000,-2077.7623811865100834,-2102.6251686353371042,-2075.0818635592690953
3200000,-2057.3249190979113337,-2057.1579737193842448,-2083.9764863611267174
3264000,-2051.2412339394868468,-2045.7447291556970868,-2050.9060375392814422
3328000,-1947.3990932500880717,-1924.6522731296956863,-1948.6050297515851071
3392000,-1754.1526820781054994,-1753.4376716765741548,-1754.6863400304653169
3456000,-1762.4389061631538880,-1733.7956655798361680,-1757.8049990297708973
3520000,-1628.2523528171423095,-1628.5971240329383818,-1595.8327131439675668
3584000,-1511.2894696297491919,-1513.0111531877221296,-1514.0704894058187620
3648000,-1479.2464477776154581,-1448.4919451137643591,-1480.2182995069697427
3712000,-1360.3387757786567818,-1383.2234587294324228,-1360.7472837071518370
3776000,-1250.2092247090729416,-1269.9803180739929758,-1270.6093661045463250
3840000,-1188.8993041224575791,-1185.5532161457879283,-1188.4655055039595482
3904000,-1240.3814256743107762,-1210.6784959614428772,-1240.6588689570255610
3968000,-1228.0952523928431219,-1225.9209101384647056,-1202.4762026854339183
4032000,-1010.4074885983885679,-1042.0877021646290359,-1038.6422492901863279
4096000,-945.0176084744865648,-945.2817840385495174,-925.8873693346765776
4160000,-898.6362318090784811,-876.1770475340330222,-899.4967340757511920
4224000,-882.8806434896224573,-857.8078354581247140,-880.2939195108904187
4288000,-899.5707074345735919,-876.5796648680069438,-902.0579207717768213
4352000,-823.7587956261427280,-849.2963137118134682,-852.6693440344200781
4416000,-857.5668943936442474,-853.5160814882052591,-827.8881076699880168
4480000,-854.4732659020548908,-854.3928203505267902,-835.1174683941923149
4544000,-729.4988781445609902,-727.0859646618508805,-699.7105205130069407
4608000,-689.5389995975605189,-662.2448469169432883,-692.2792721979070620
4672000,-669.1049627192398930,-645.9634813387400527,-647.4939966318206643
4736000,-610.5506989589291607,-610.8452793771874667,-630.3355541756541243
4800000,-612.8798812860948146,-613.2158469937253358,-613.0776984374638232
4864000,-587.8276743842064889,-588.3740623444120956,-587.1837725440706208
4928000,-546.4927993298895217,-540.3728015570443404,-566.7167767518310484
4992000,-608.2749002259450890,-580.6873213922229979,-580.6906986573035283
5056000,-615.4766791124309293,-640.3212697349629252,-615.5278585523749371
5120000,-581.1203593367423537,-581.9767869237180093,-554.2895004042999290
5184000,-559.2338988463956184,-531.9675546815402640,-558.2328304611149861
5248000,-525.1268018435368958,-525.7808364280954265,-526.5314578665785348
5312000,-515.0597635753694021,-492.1745878839582247,-513.8431707770575940
5376000,-509.5833291368136884,-507.2013772582207025,-507.8735200193855803
5440000,-467.8890850125465590,-461.9182250401338479,-467.4224235937545586
5504000,-469.3006190716568540,-497.8100474898630523,-468.6093373523979722
5568000,-502.6143516565669529,-531.4695580971273330,-505.0002228308758845
5632000,-522.4525874137032133,-546.0877593423404051,-546.0131242301407610
5696000,-510.9957238742923664,-488.2811980003057784,-509.4468537565350061
5760000,-518.6097524404439127,-491.7375429826008144,-491.9063233525519081
5824000,-433.2139318221849749,-437.6262164251949116,-462.2003703777368742
5888000,-376.4522755940522529,-403.9977305510001315,-405.3032639109391084
5952000,-449.1955341446503098,-450.1507251764155626,-450.2578934779334645
6016000,-391.0063417878027394,-365.5162503920659560,-392.8736702726592966
6080000,-335.5475231400225766,-333.2987241436284762,-352.8097742150256977
6144000,-346.9130448966595281,-315.0573094294169891,-319.0589868702841727
6208000,-345.8496327336432046,-351.1546970713539508,-347.2702754387297546
6272000,-342.0087886704969264,-368.1831464595036891,-368.4170160129048099
6336000,-356.4870361390418907,-356.3181844677117169,-356.3097052618527982
6400000,-427.7441574693964412,-428.9584031620975679,-403.6034141570840461
6464000,-361.6198515800571727,-361.8976804863438019,-361.9875343691841181
6528000,-427.4471397406962296,-426.2384878316426011,-406.0638022622273411
6592000,-368.8970889529124975,-392.0999490888805212,-367.9378695995744692
6656000,-325.5829228594315055,-326.7472344135363755,-325.6096412028077793
6720000,-270.2404800992784999,-296.9836333602153786,-297.4451705669574721
6784000,-243.0213679004685048,-273.4626095178292076,-241.8633019842120007
6848000,-266.1176984351694159,-291.7194243179137629,-265.0273190939712435
6912000,-248.1908258523851032,-216.3094499817312055,-243.1196688117756821
6976000,-200.7451440334631343,-204.8703269696671327,-229.1786558933140157
7040000,-246.9844681610803434,-246.8549236215420422,-246.7999319151120687
7104000,-177.2012037739981167,-203.0061962704777727,-198.7296622028942465
7168000,-165.8110649552161817,-140.7308844914943791,-140.9864596885946924
7232000,-108.5747623953303247,-108.8683748669861018,-107.4867914647212501
7296000,-128.7232890070318092,-151.5927724812010240,-151.6374141685897143
7360000,-138.6519090477217446,-116.8261896688680537,-116.9520125120530452
7424000,-149.6230623044855577,-180.6593764808553146,-153.7356047917224942
7488000,-131.1256235757148261,-149.9019064006706117,-150.0090065722809811
7552000,-181.1451681219938905,-181.5188783245518493,-181.4732450670773858
7616000,-147.9856505953634098,-147.8923902861342015,-121.4439382256708342
7680000,-113.9665586293859008,-131.3725954460785772,-131.3758100390086838
7744000,-171.9387364309088184,-197.0790030396535997,-171.8282949373769384
7808000,-172.2165620986872341,-145.1771938872896044,-145.1675149798687414
7872000,-97.1719764888890438,-97.1947312412879540,-97.2178312183333588
7936000,-63.5059828876649775,-63.6126107022154628,-63.1800376283453602
8000000,-135.0232636120292966,-114.4743692669500490,-137.8132509559732171
8064000,-90.4677950955831136,-89.5540099517671564,-91.2138325468289111
8128000,-66.5873383806653436,-66.5617517768288280,-66.4265116471751327
8192000,-83.4164961023137579,-84.0168236457577819,-56.8948986858809391
8256000,-44.6710139502487493,-70.8063615568361655,-45.2195147705551790
8320000,-53.5263136969625037,-53.2072220860555944,-53.4125590257574245
8384000,-61.6900913288187169,-38.9265876393839534,-62.2173987595519833
8448000,-27.1372260242604000,-2.6503583160962219,-27.4156448300477429
8512000,-34.9314632480135003,-33.8248593116154552,-5.4858202869352581
8576000,6.3454021414731869,-16.0870500386179103,7.3757040225110142
8640000,1.4118449248952274,-25.4957374683295654,0.3577607559412854
8704000,-7.0190182509600749,-7.0868775082703177,-7.0164862914397510
8768000,-13.7587059803401477,-11.7075235908518245,13.5157844509921823
8832000,4.0804712909061944,-13.6137918651865721,-13.5353972098374040
8896000,0.7094066038136848,27.3978024667543210,-1.0023820231572884
8960000,13.8698956795522221,12.3769110224930614,12.5364800899287570
9024000,-11.6733962499567721,-12.6493969532849349,13.1156049114439455
9088000,2.6607428316953072,28.2213354697883680,2.7217308491884360
9152000,40.7726514236790791,65.6461600922998230,64.3003106083151863
9216000,25.8090440371350205,26.7702201300587319,26.5940599257595807
9280000,55.8706260309449050,57.4581101634698754,57.3066723179190802
9344000,53.5774326593312082,79.7477380588237708,53.8480531801816298
9408000,93.0771776730614846,88.2476483842561663,59.8858324413989180
9472000,80.6703635332623605,80.1492939254750070,79.2258657236992718
9536000,88.3087780380842275,87.0319571879994243,86.5059321900970559
9600000,65.9982268154658129,66.1716913167388299,66.4490654826733333
9664000,107.6418351812045131,81.9954095685122439,82.5471661354009711
9728000,84.7807805795895888,80.7925483878183428,112.3805006975724297
9792000,86.5744807257631237,117.3381937648992448,86.1804877551328730
9856000,96.4831002793756340,117.3304561196748352,96.7398507298242123
9920000,102.8648228847998780,104.7435100750294623,104.5446630271600270
9984000,101.5891918822048154,105.6006500671340689,102.7766268544076809
10048000,101.8910553260314771,102.3661362091379345,102.5157291795979688
10112000,122.1566665035672372,121.3763623346376761,101.6645305223833731
10176000,120.2413045427825580,119.9867488074230693,120.1871819723768908
10240000,131.1213780721925275,132.7918660322601170,131.6180845775326702
10304000,134.7392296328287387,134.2355003266182223,134.9875899250353370
10368000,112.7934909348505386,138.4507814550353544,138.2613018434373373
10432000,112.0437615435782561,139.6033176535117661,112.8721833044968719
10496000,110.9326240553915142,110.9037610858130307,110.9271616158749936
10560000,123.9849536453305490,125.4108500461527598,123.9991278420215366
10624000,110.9445184910637039,140.5744907161002573,145.3439854496145642
10688000,150.7379726123342607,148.5028506151035401,116.7448082958652975
10752000,132.6720436141777952,132.3041892904861356,108.9599497577250560
10816000,120.2883240238056430,141.7744523143890092,119.6065445873293243
10880000,103.9158468061122420,131.7388123817911492,131.0717703961044833
10944000,123.3731363626722555,102.4145463872679045,125.0769524339267207
11008000,126.6643568616831601,145.7928171793100773,126.8272377919853398
11072000,130.0447312364035781,132.9505269597436268,129.2168105536613041
11136000,146.3381421746276772,127.2098609025857598,127.2968236471494237
11200000,140.7675287266566215,141.6509028835627078,161.3415245405007852
11264000,128.2495083546850765,156.7957902852009511,130.7287948550217891
11328000,147.1322255290909595,167.0623869153491228,145.1300741902518325
11392000,148.0111321965388242,147.7475562544053957,147.3037419674659816
11456000,151.8202448396178568,172.5150041848385456,176.2283113886407477
11520000,148.2309611827557490,173.7826866989666428,149.9251045139178302
11584000,140.6034082342731892,142.2901654396311812,166.6936196278826401
11648000,168.6767306366273544,145.7230700367916825,168.6528340409797693
11712000,145.9397322842997653,145.5697972602802110,147.9090981329156023
11776000,182.0115655502479797,158.1439663222645606,158.2436436568098941
11840000,170.9934098369344042,171.5668765104458089,148.9938155203929284
11904000,159.3837947479376567,160.1013971299809100,160.5061432195779503
11968000,151.8044024975424406,181.1470866216811544,150.0305245789397759
12032000,162.9741858374910066,163.0746299919121043,162.6898372513644517
12096000,160.7327570602909645,186.8023912008734726,187.3794098887661335
12160000,161.6990235001653957,161.7907021277754893,187.7094131917957327
12224000,187.9764424057486565,159.5889014400299004,189.4731984067682049
12288000,163.0610840439576634,162.9013205523863519,162.8303397790710960
12352000,179.9956359586975907,160.3352298067643460,180.3871853120378148
12416000,173.2574210454648949,175.6699980811442856,141.8056416655976761
12480000,175.6783950417716085,148.7398944315850713,175.9236915834740955
12544000,152.5029478876889470,181.0089488706648524,179.8950465094029312
12608000,148.9693380088866661,149.1681749342528178,166.5283134203710063
12672000,160.6138040749657137,157.3853316004093301,129.2098999425553245
12736000,152.7423326524260858,154.4831778862160832,152.9348148450542908
12800000,158.2954944086784508,157.8951918579436153,133.3017579747339880
12864000,127.3051066026210378,126.6872660199877316,128.6687766053609607
12928000,118.2044670995100120,139.9646054249650149,139.1954444335450489
12992000,111.1326267059938573,145.1641778115575789,147.1994844988278999
13056000,143.0066998121007771,141.9822634024095578,113.8092979923756332
13120000,141.7135341507344606,117.0474359922942682,117.6241084346832935
13184000,134.1493613781851195,134.5441215612115400,116.5831815618759748
13248000,131.0833079674877979,130.2037751754793646,111.4531916052148830
13312000,115.1397089411254626,136.8370786986593259,137.9203739445362373
13376000,118.3647891999009829,138.0837805054937064,138.9698193783076476
13440000,109.3798680915456316,133.8823250122117088,133.7576909860425189
13504000,115.6035990340568844,114.5729125080234780,114.2577850849312995
13568000,106.3790197733544005,133.2833559371163119,134.3855666318739566
13632000,140.3889980784272495,111.5230554232436759,109.9163912265053540
13696000,111.3183470064982572,117.0766975955134228,136.0487396946890613
13760000,141.5280765376820113,113.7105351042148698,142.8076453740550846
13824000,132.7471076148265183,107.6244991921886509,132.8818769000312443
13888000,110.3759734854948391,109.5689988565009401,135.0185575730886285
13952000,137.8323055764130913,113.0019847186950130,114.3415669009124258
14016000,109.3009461268521960,138.8627204186579149,139.5115370718705776
14080000,114.2453630317181279,140.1486685826323253,114.1696891576174266
14144000,116.5579980504705446,140.4452315286419832,116.8216893566003449
14208000,110.2551754706312863,109.4209410457755638,106.7427327525793146
14272000,124.9197511506656326,101.6608313183698868,122.4330340472658634
14336000,111.2296762125644989,131.4044637226629675,111.5398720978895426
14400000,104.7579151774097710,105.2823671405753174,105.0284805225149398
14464000,108.6330871170038819,135.2635212053797318,108.8763956804005915
14528000,136.2442886564358275,135.9729612953562423,115.1631484157040575
14592000,132.0093879267064665,133.6560238059696530,107.2216095281683721
14656000,135.5271716945254354,108.9009724690725989,108.6579582505829364
14720000,140.9636310279794600,140.4410872250969646,114.6322336641260762
14784000,140.9318736392222036,115.5094827832051578,119.7137111028013408
14848000,114.8936817507916999,144.0431916002010269,117.4166373256573479
14912000,136.8778460597925744,137.6627719682708175,117.0069853883915698
14976000,108.8452466583147924,135.4453262713159063,135.4902305263464370
15040000,125.1198768756863444,118.8484204005320208,126.3300224721962195
15104000,119.7036332678992494,92.8925876107717414,115.3977114943304514
15168000,123.0382944572710500,124.5832444543314637,101.7412612777656307
15232000,105.5056007609385347,104.9004306058967018,105.8062317031606341
15296000,133.4376968886112422,131.8909093864546378,107.2434831160626061
15360000,108.2439206087273931,109.1594850133589318,108.5188301718295634
15424000,128.4019051899912256,104.7986223717187784,132.0648913136159024
15488000,128.2955964831810434,103.6909776083103054,103.5165484331231767
15552000,128.2853885464116956,128.4670916627432860,127.8870799952312893
15616000,127.0096010433785949,97.4253068462863610,99.2549174538221735
15680000,98.8389837574795678,127.3808108844141032,125.4361145645888485
15744000,123.1053668311321303,122.3645312877786893,96.3446445035807955
15808000,124.9899259822540216,106.0434675943437952,104.9533478147060066
15872000,130.3028975995221970,130.3196606390097259,104.3664363353510822
15936000,140.2984708912051133,138.6479577402118650,139.2771162021341240
16000000,147.1671904736094518,127.8423460467750488,127.5558183571017281
16064000,149.9522611361904012,149.7545287873791722,149.7157661398290998
16128000,149.7531977890665758,150.0069228222362767,125.5748496980657620
16192000,132.0770012680768275,151.7490195787079870,150.9695580045652719
16256000,124.0347064408341566,124.2186619346195187,153.0122047956657241
16320000,145.3943185792988402,145.5508484111651057,145.6096831808904710
16384000,143.8273654232302476,123.6979153918025247,122.2482739908618044
16448000,122.6449285996400533,123.5003886951433145,120.4350123402786608
16512000,128.8438636251198659,126.4259029083020494,125.5520061606074051
16576000,121.5542900464859031,149.5277215378910682,124.2779145345532754
16640000,120.3612330864462905,120.2104005851467150,120.1495683951880551
16704000,147.2091114000977541,114.7142750704417864,117.0848466068509452
16768000,114.3507947393395483,114.8220109171109584,114.6931579935698551
16832000,146.2036369977568029,148.9298851713419367,122.0287163024360524
16896000,147.0151319888010448,147.9004913607875835,148.1307782025130564
16960000,145.7237981141944090,120.9434875593162388,145.7652612132939964
17024000,118.4987413835049921,123.1704705878924528,119.9438188547039488
17088000,140.5012797038947099,140.3453187088672394,120.7601041304103546
17152000,115.2012827759565852,147.2946246512011328,114.1652203140132258
17216000,120.6038955122918424,155.8971762225865518,123.0669059218899264
17280000,152.7090443140679668,152.9854724518370972,130.8843777183677446
17344000,150.6786695934178510,129.9017583038920236,151.0078635235775266
17408000,154.8834335495174344,130.7372890195112234,131.0659819132935979
17472000,132.3656524079683834,151.6350884644976134,128.0280510471283719
17536000,131.1865707010764197,154.0389187948733820,155.0686848500878341
17600000,161.9234278268314995,132.7733500372233095,156.5534685024020689
17664000,130.6099972616451055,132.4016936895640981,133.2031764103977309
17728000,156.6853141270583762,156.9280834445588653,156.9844711759414224
17792000,153.6302713770596711,151.9564085698688700,134.8939198438645235
17856000,128.4634073833273078,130.7487685546497005,132.0627379676735131
17920000,150.2444269776278531,126.2662294854909675,125.9745374263112865
17984000,126.8008219330112638,155.0358284683386216,129.5899922294083524
18048000,158.5070435960315649,158.1997843197745510,159.0964620486970489
18112000,148.3753193270714519,148.4665084717746026,129.4023682697676918
18176000,145.4363280296158223,146.9684365789798619,143.9257305238986362
18240000,151.6931350705063153,151.9989157611867654,151.8705846815460347
18304000,156.2072318937152318,157.6509843849240156,132.8560569407989931
18368000,151.5545217418240043,127.8661426833351271,152.1260317907784270
18432000,142.4575392656464601,114.9694772164011312,112.0366859064480280
18496000,116.8582737629017458,142.3094544447911574,141.0174669100554752
18560000,115.8912895277556885,143.4373719496665558,115.0419210641727403
18624000,146.2984836958461869,122.2732881891611783,146.3572525827486572
18688000,115.6349279264368022,116.5990783608358186,139.1044811774207233
18752000,115.6615720348227967,146.7090194504324359,143.7902173922345241
18816000,119.7866574109551010,146.1897670936355667,120.0225393480458393
18880000,150.0204470325740260,145.9510937722743051,144.6820397560318838
18944000,139.1893027436923660,139.4106711031507757,139.6235693744928881
19008000,121.3014223907817239,148.5123876371989411,121.4124484516579230
19072000,119.1771599645897624,119.0172133097984783,140.3444686933221988
19136000,135.7638250669222657,113.6979108495351198,134.5437680105729044
19200000,137.8059320688109892,104.7806066752126952,104.2155855142292467
19264000,130.9642043303800847,131.2123642346858219,107.3706579331324065
19328000,132.5440123804071675,107.9048469372297347,109.0116760446156690
19392000,110.4874630174966228,110.3861925979058327,131.7090047328227342
19456000,131.7248414983406235,110.8706496516833511,131.7991659179826343
19520000,143.8879688773495218,119.0556868259905912,143.8182667645073138
19584000,140.5335156738233024,120.5628230073551777,139.5795535565914918
19648000,137.7102457187673110,137.9878366931090454,137.6141780985358878
19712000,103.6722733071924267,137.7988539896091424,106.0656327044767409
19776000,126.2432286394297023,126.0723316477149467,102.2859837894693555
19840000,107.1505311887612777,102.2409020718586277,132.3260213084149370
19904000,101.4456449836260816,130.6410224619730798,102.1773255312155726
19968000,106.1013051580342790,105.8794686311567119,105.8763497365897450
20032000,125.0827941825683496,125.1314250386560758,126.8097978879994088
