Step,cleanup_0.3_0.0_0.85_0.015_cbam_svo - SW_ep_rew_total,cleanup_0.3_0.0_0.85_0.015_cbam_svo - SW_ep_rew_total__MIN,cleanup_0.3_0.0_0.85_0.015_cbam_svo - SW_ep_rew_total__MAX
3968000,-1199.5668613303114398,-1228.5651843302512134,-1229.0872440927364551
4032000,-1013.3948416640396317,-1012.7537024073105840,-1034.0674304423159811
4096000,-949.0013971464908309,-920.2549975065369381,-920.2955273363044171
4160000,-900.5848163129211343,-899.2015821502021709,-901.5745053817225880
4224000,-881.1531102361449257,-882.3461446737084088,-859.3224786159225914
4288000,-879.1109403625380310,-902.0356022214409677,-877.7928927903669774
4352000,-849.5961300222867294,-822.7875613937171693,-852.8271243648822519
4416000,-828.1613400338630981,-828.0518453886684256,-825.6391543244965305
4480000,-832.0128506493799705,-829.8644796066101890,-857.1313706448833045
4544000,-701.5040272942488855,-727.6542746189244326,-728.1732537160921765
4608000,-663.2116037763762506,-663.2273366536063577,-689.3792607768276639
4672000,-642.7499224991555593,-671.4539316146039027,-671.0836189920128163
4736000,-609.0852493770362344,-632.8994411904006938,-609.3188067238868371
4800000,-616.9579122099754613,-592.3125479841196466,-616.9614390281832357
4864000,-593.2895369945634911,-561.6577514299974609,-591.2482590038475792
4928000,-544.3020391433713030,-569.8470202055762002,-545.5430273208344261
4992000,-605.6779066436719177,-583.7967880078000462,-605.4470995203810162
5056000,-617.9863019199556220,-639.9878255438712813,-637.9480968605197404
5120000,-558.7783844821879029,-559.0372342001878678,-559.6126164563742122
5184000,-560.1304634299127656,-532.0515276275425549,-559.6606865971695015
5248000,-524.8047652484181071,-553.9449246186377422,-554.1011909319392998
5312000,-490.1542397524914350,-514.3180973696734100,-489.4787174075921712
5376000,-475.8012030883465400,-475.2659923696304531,-506.6159160410513778
5440000,-491.5563304868921932,-469.4564440927917985,-492.5265901636871035
5504000,-469.6306404821774549,-473.4237598786930903,-471.1891507438666054
5568000,-501.5184978337193229,-529.9934314291124338,-530.1541637844184152
5632000,-551.7598377609883755,-550.0274590004472657,-545.9790961448187545
5696000,-485.5730101852307143,-513.2566370206359352,-513.6383468301280573
5760000,-491.4985081617103901,-493.6829555003321843,-490.8255254885452246
5824000,-465.4158659917133036,-465.7116392528737947,-435.5525220753597750
5888000,-401.5539607711511394,-401.9557607227534390,-401.6174922498785236
5952000,-475.3154353559902461,-450.8713542242811627,-452.5047386628395429
6016000,-367.4660618016883973,-390.7963046211300480,-392.3421236065304925
6080000,-358.5340571906594960,-328.4816444663601942,-329.6692035141957717
6144000,-347.8766260592976209,-344.2592304429750811,-313.4708652034350393
6208000,-348.9459723740105801,-348.8923981617513732,-375.1536120242252537
6272000,-370.2304035594517586,-339.0095849331372619,-343.2351320466586344
6336000,-358.5089792218423668,-359.5770375926730367,-358.7966173943879085
6400000,-404.8742900285965902,-405.3226545942993653,-424.8780876491991307
6464000,-358.8426628964450629,-361.6482004461400948,-384.5943774576558667
6528000,-429.8341975665661607,-429.6735148968883209,-430.6841543705573372
6592000,-366.7815451802940743,-366.2648548961548158,-393.8583227904599653
6656000,-348.1002975106172244,-328.3632596177918117,-348.1776256137796395
6720000,-293.2238230357985458,-267.6635371320087415,-295.7183690387201409
6784000,-247.3876828528995873,-267.4172824869519900,-268.5662286285823939
6848000,-267.5202695400257085,-289.0595312617242030,-267.9730492837985594
6912000,-215.7702164987103970,-243.2241915096688558,-218.8122898485810310
6976000,-202.4623973906336971,-202.2525180336449466,-202.4720957026994483
7040000,-248.9337559344079409,-220.0000788826454254,-249.4771825300517492
7104000,-201.6187025078995987,-201.1627667410514277,-179.7462461637202580
7168000,-145.0522952255405187,-162.8976373310877364,-162.8853993144136609
7232000,-110.7479790920524181,-112.8165782667595352,-134.5391157903590056
7296000,-126.0231448033629675,-154.1271536752121847,-128.1294100042207447
7360000,-115.8350331819019630,-111.5926308231588280,-117.0644134461710735
7424000,-151.3627446229354518,-152.5645110221117022,-180.1022937292402730
7488000,-126.8302611582620045,-127.8750422170883638,-128.5255403654616373
7552000,-156.3611834038500774,-182.7057357868713439,-181.6271112113141442
7616000,-118.9779920946166811,-146.3787087606368971,-146.8361937103587707
7680000,-134.4297361697917665,-134.4967946295724062,-110.9559392413647032
7744000,-197.8395993503538932,-199.8680072736759428,-200.8633051599085775
7808000,-141.6743827167143195,-173.1724030543754793,-141.1113290155337268
7872000,-119.6547012760301811,-120.0383455605370955,-93.0621178160765794
7936000,-93.0428508249802348,-65.8501967142551337,-66.4622605652984362
8000000,-138.2594249913257727,-111.7984605823114919,-111.1381647527588825
8064000,-93.4479815999032724,-67.2198749113811544,-95.2671743558044852
8128000,-94.4588775074469993,-65.3005056226129881,-92.9777077167531729
8192000,-80.8392942004898174,-59.9574268211663508,-58.6060784237457639
8256000,-71.0724553852017493,-70.3814255896579368,-46.6369522867329920
8320000,-78.6272862597832471,-47.8678367188116454,-77.1590542593926614
8384000,-39.9728057174497522,-60.0778678275773288,-61.0417513624895136
8448000,-25.2775600464679187,-24.2341606810499037,-24.3701723577344005
8512000,-32.0958441185967160,-31.3553885280104438,-7.3298485036353966
8576000,-12.7923079074223036,-12.8585502837900147,4.5039630373054909
8640000,-25.4251777985902052,-24.9124372409993207,-27.9927807043704462
8704000,-30.9390460836061045,-34.7798324690118079,-5.0565766803587309
8768000,-8.9289452159618747,-8.1892325327419950,10.9435091701617111
8832000,-18.4794559458555163,-15.4539374391593078,9.5606603617791635
8896000,28.2341674570952677,26.9972381059333628,31.0679094401107321
8960000,13.3885927543013050,13.1561537839096072,33.9105862488893592
9024000,-12.0264185716850189,12.7770070193317196,13.9530897991732363
9088000,27.6740027931751200,3.9252886879490347,4.3830966932746342
9152000,37.4983822056627929,67.2813213634949392,68.5387292728099879
9216000,25.3613232188497477,24.6474624628804690,1.8177661561133842
9280000,51.7667573635790461,31.3687467312644443,51.7239544328043621
9344000,79.7090062019368020,76.8482183458598342,80.2417332944648791
9408000,64.4876445844544151,64.9788341182276383,65.2898223333569234
9472000,58.0351929976470586,76.3499305078160688,58.1176745859573458
9536000,59.5272029024707479,82.9465283249193561,59.9168307766861687
9600000,89.7469422766243952,62.6974359990877304,89.4149936676954979
9664000,84.8923222085679896,108.7311069637241445,106.4363182905996013
9728000,88.4110266127870119,109.2430381494202294,84.2936436307966801
9792000,110.9003775122551616,88.7538150179480425,89.7019182434293896
9856000,116.9951262521160515,117.6471954130185935,97.3521595078018578
9920000,79.6940929797048483,103.3642137477744143,103.2914477488456839
9984000,73.8977679207531537,77.4544129579980734,76.4236198977624923
10048000,97.9954271193642796,100.1175708401619602,99.4179132652860744
10112000,121.7070614623325042,102.9883980957113181,103.1814705790304032
10176000,125.4777482583666597,119.3434378851742963,91.9363246543462935
10240000,135.8642268780883740,135.8555716457758535,136.8747508584518471
10304000,107.0868283306432431,108.1783409531527553,107.2507596630650113
10368000,110.7944681212738942,109.8592795550380288,138.9042367891934191
10432000,137.1760475874446854,138.6236142559559141,110.6697981463384508
10496000,107.8395365329990341,107.8506788091657285,107.8459966749991281
10560000,121.9694274867979402,99.3033748435255319,121.9871370872955509
10624000,141.8234981693892678,114.8968518847830751,141.0151932486371891
10688000,118.6508037633471702,149.2640476765537301,118.5735176848459673
10752000,134.2853956881362762,134.3545111635768876,134.2974250383319941
10816000,146.3268513707480736,115.8279274222643522,119.5179422353783423
10880000,106.3305908686934060,129.6509356901980539,106.7934070222364511
10944000,99.6165326755927509,98.4571048446098729,99.1547499166072157
11008000,144.2805947554271313,123.9721734404086391,123.5751217692552615
11072000,136.0951576664776894,107.8402564260206020,133.5486045166589406
11136000,119.2540045418764691,152.1546192692194097,149.4533752104016742
11200000,139.6937516230453582,163.8343074663823984,163.6454956385778416
11264000,153.8369131900696232,153.4254072254365724,132.5952494724026565
11328000,170.5922122454777821,141.4616102815031695,169.4953240941037507
11392000,148.2081330373157186,170.1040242140522309,145.7183040927330069
11456000,172.9127492303027793,148.0514332575512526,147.9958000229357253
11520000,148.0956428702352241,173.9962955790239505,149.0032701332119700
11584000,140.8946499135572026,170.1404433671967240,142.4700952841885453
11648000,167.6218441208622494,143.8590178508081578,172.6733008113095593
11712000,155.0678001876339067,174.3966575019046843,172.4397036866095618
11776000,154.0760032480147288,184.2488035472678973,182.4126371226851404
11840000,146.5026154878586340,146.7223032060843479,174.6867315670128846
11904000,159.5168126774950679,180.9874402996417473,159.5102657907051764
11968000,152.1361431559722348,177.6697504340866089,152.2789022225807400
12032000,189.8234900569572687,187.7056852325056013,189.0391031873987515
12096000,167.3718637456759382,185.5457432138552747,164.5721614179524295
12160000,186.2949065646712654,187.2544197622695492,186.6722952887674296
12224000,189.8991148856833604,188.5406964333280087,189.6757571788011489
12288000,188.8530332403709622,161.8648653756527551,188.8455654786122011
12352000,180.5533498997005211,156.8691433292483737,180.4961468964497158
12416000,150.2634777349690012,174.6268129715449504,146.9348778615428728
12480000,177.0093834438336557,175.4038858693646716,148.3926709198491949
12544000,182.3615674862481342,181.6878437181990193,181.9663920189817077
12608000,170.2607709587754243,172.7865696931033312,145.4173272880773595
12672000,131.1469723562850334,157.4141546929048161,130.0262633248194675
12736000,125.6581522063398353,151.6251466076337806,125.0142093356014925
12800000,161.9072443360245757,161.3465799627324202,160.8302931845582293
12864000,129.1858208919112769,129.0321267669592373,130.0466687887540047
12928000,146.8879499528301267,112.8516254275646560,112.2725253508411356
12992000,114.4904116725193575,143.4147109005713787,113.3908355962975492
13056000,111.4437864383808545,145.1858092375300089,142.5922551687314126
13120000,139.9549880741442962,138.2923345688515155,139.6316855748011108
13184000,137.9761494622309215,135.9483576427568323,114.9177335271492524
13248000,112.0129599176007815,111.3904098391360549,111.0560506242590435
13312000,110.6880939937474579,111.7009177946202669,113.9228124982927426
13376000,115.4724287996139793,141.7494246659377382,141.7461992993837043
13440000,109.0225479285471692,109.1374338662318024,130.3708488182080600
13504000,137.7219480618621219,138.3406229606419515,111.9438703929594254
13568000,130.7092177348951054,112.0841759294643225,130.9218374663938391
13632000,138.1859075430660937,139.3980049221025013,134.4584771689272316
13696000,116.0720265590890676,137.7868743000138636,116.4461784454604469
13760000,115.7992261695233793,141.5492658030531459,140.5298585090062886
13824000,135.6226212787771885,105.8274245309132340,135.9941266189129863
13888000,109.5288533890317666,111.8441022483254130,133.9536437131157811
13952000,138.6709489912880144,114.4169677747762535,112.5985414716631396
14016000,115.7348726762688926,132.7301174067472971,132.4003216548242960
14080000,110.0661629426541168,113.8758752478514680,113.9515086176792806
14144000,139.3307529340336828,116.1708401423390171,140.6501505541223196
14208000,110.1341717000376121,136.9462193765111238,109.9588228204498535
14272000,100.2860364707617578,97.4689148404748664,123.2290477922347520
14336000,107.4478352019418423,132.9198355506548239,107.8675474770718949
14400000,133.3627104373023542,105.0398811260465237,133.9636387083938303
14464000,108.0549146335898172,107.3942832281248627,109.2232022408763044
14528000,114.4010128294985265,114.0842994779828246,136.1265254117226391
14592000,104.5443588430875934,130.4184897836572077,133.1077732385378170
14656000,137.4904938349064309,109.7308315099183460,137.7092596760987533
14720000,136.9715388343846030,116.2933456691782368,139.1202823502064234
14784000,143.3543523956393813,142.2840347898732887,117.0154284677767578
14848000,112.9485834526567487,145.4576934459608708,145.7922337652518650
14912000,117.6800949470482038,135.3696373301449967,117.8043710700526248
14976000,110.8884213907188609,109.0840349782831140,134.6552849945143464
15040000,121.7078359897964503,121.9490234537721278,96.6853967741721334
15104000,85.4827451787690222,85.6898961458775403,119.5175370214349897
15168000,98.2373292103066831,94.9507768461413804,126.0620453391167928
15232000,131.5123323745608275,131.0226480120340113,104.4413095070009518
15296000,133.8295476346062287,128.9951353655353898,106.4775886168751242
15360000,130.6615088319157110,130.6957679610073626,109.1158623825509295
15424000,129.0971972322667227,131.9857271346658081,128.3699819573357672
15488000,129.4942604841832008,127.7483403163795259,126.0564440462150912
15552000,104.8782817504653906,130.2282331975616501,131.2857968526387538
15616000,103.5718978456960713,123.9295636787557129,104.2852843306127255
15680000,122.2128237305625191,122.5951230506817637,103.0392765446453467
15744000,95.7765028424114604,122.3652109936111287,121.7577020018952965
15808000,102.1218377705676943,128.0563203427729206,130.2082720722261797
15872000,104.1033277972370428,104.1455389920733694,131.0652143039099258
15936000,120.6514232963580611,118.4801686401004019,144.8386045135550830
16000000,150.6534989746039912,125.6481810405337569,125.3542828172223267
16064000,124.1308504666686616,123.0823669784373493,155.8923508798966679
16128000,153.3371242965235410,122.9621998891163770,152.9977735638628928
16192000,156.3696138809248168,128.7930781077640461,155.9125026805524783
16256000,150.0435934968495246,126.7927387823149417,124.7245251026687924
16320000,146.3393987994583085,146.9879935185888371,148.5646083891925286
16384000,119.4829314277453705,148.8557421596314327,115.2811545686760013
16448000,124.2046877140964369,125.1025993169498776,148.4747508520295582
16512000,158.8524090716631747,128.9956570152473887,158.2964955360613146
16576000,127.3503489250830114,147.7356699440434511,147.0943609811997419
16640000,144.7363949349170866,118.7788602651234697,119.2477421854977706
16704000,112.3698863954593605,115.3850907589175563,114.6866665305704487
16768000,113.8882890451773591,139.7856206642120185,138.9637370925066477
16832000,121.4302134068449561,118.9075574565701601,147.1186510849755678
16896000,149.6163478482401956,149.3571284186012633,121.7424189744996283
16960000,150.1046452777767115,146.1480797853633931,149.5827532790950158
17024000,149.1722616604676546,146.9303420846466111,115.3618905366632532
17088000,118.6457858807056596,118.8825330822955095,143.1581039259527302
17152000,146.0397099821547329,116.7516269102795974,113.5135873377529663
17216000,125.4325890243708699,126.1429191943377077,150.2754601993479753
17280000,128.4816379579989132,128.8391753848826795,154.1369458070672351
17344000,126.7809469679973944,150.3288476595487566,123.6473201183539459
17408000,153.1490320392404101,130.9626373663885204,154.4036657283439808
17472000,158.3010593276745226,153.0872985678046803,153.1910093356428320
17536000,126.3344763613176553,131.2356913780827199,128.9731287297389315
17600000,133.1184128966203559,133.1513176950024899,133.1444566085687313
17664000,158.5632753958028047,129.4169767976772221,161.8517423435978628
17728000,130.5273274982502585,129.7190363940356121,126.8246851880134045
17792000,128.5245268070285931,153.8243221338164233,153.3496545370731212
17856000,130.5395213165482744,129.7829914509071614,158.9202814128959744
17920000,152.9984192747240286,126.2001825083534072,129.4300339386209941
17984000,131.1039600532953102,131.9534534698318851,131.9885338816663420
18048000,157.7460280943885778,130.7065403805339088,131.0941136513883691
18112000,148.4472076402234393,148.7140595887163386,148.9347994657693448
18176000,144.6384706941392437,146.0681302650247630,144.2846101363790581
18240000,125.1289081251890707,125.5261932812267389,124.5075589090958914
18304000,128.8520225483559045,157.4385359600703964,157.5880165137132565
18368000,128.3474740532364820,152.6686370357302280,130.4018764199255997
18432000,115.7381277861002218,140.6983692485922859,140.6445932227730395
18496000,147.1585687101988356,116.9402951481823010,145.5746824960678225
18560000,118.8971872266140508,141.4095411729194325,142.9112140054430995
18624000,119.4016462836842294,123.1211779633158301,119.0860209751102161
18688000,113.0689556845165242,115.7676969864029957,141.0041026154250972
18752000,116.0009488143134604,114.6499177495472139,114.5158241039298730
18816000,118.4995887156281356,147.4326012281698581,120.3052791170309774
18880000,148.4934404246214683,148.8058487465548012,120.0082176201333652
18944000,140.4929839488418963,113.6034933441132324,140.4251877754529687
19008000,149.2885039996350827,151.9436409865551809,152.0546106318187185
19072000,118.1802964686292654,138.0750719945581579,118.8346674993448318
19136000,112.2550004662469547,106.6738155166169975,112.2962451071369685
19200000,134.8039733101170157,133.8220772137284484,133.1951407985142453
19264000,101.9800977990610988,104.5778631161198433,136.4147684813580099
19328000,102.7528312027370703,137.3103395722450841,102.6170213299827765
19392000,109.5510326563729677,132.4983435329533563,132.1473075482445267
19456000,108.6434487619361278,134.2373733911283580,130.3435204036173616
19520000,117.4093720314398439,141.7901691987764536,140.6621261941899377
19584000,114.7777731937660235,145.8573708832480520,115.7793701656054424
19648000,138.7275098079188638,141.7470648141880929,142.4993288241439586
19712000,137.9043973349299392,104.1409991451013894,108.0774412167127991
19776000,102.8949728531331544,102.8652950830067567,102.7100865250743169
19840000,132.3929267746241862,102.4913146290485599,134.3453598993982041
19904000,128.5263885460130098,103.9574566079427171,128.5860065872835492
19968000,130.8570486667036050,107.9364964735506618,135.6764298739964545
20032000,125.6222423868853610,124.8415735415429992,127.1870757512565149
