Step,cleanup_0.3_0.0_0.85_0.015_cbam_svo - SW_ep_rew_total,cleanup_0.3_0.0_0.85_0.015_cbam_svo - SW_ep_rew_total__MIN,cleanup_0.3_0.0_0.85_0.015_cbam_svo - SW_ep_rew_total__MAX
2880000,-2166.1824011843041262,-2186.5049902447199202,-2187.8999056464795103
2944000,-2089.3001188273015032,-2116.9223429428484451,-2088.3453985180049131
3008000,-2078.9746841590795157,-2080.1980138042713406,-2102.4058453213237954
3072000,-2115.7422065138762264,-2115.1093986497235164,-2086.8423414126941680
3136000,-2101.8382864868090110,-2101.9283107733585894,-2075.7110588188852489
3200000,-2055.9365504553611572,-2085.4418620496094263,-2085.1493034936042932
3264000,-2048.3154481006240530,-2021.0421139140487412,-2048.3266483329980474
3328000,-1928.1146824116924563,-1928.2931765469434140,-1945.7797367855951052
3392000,-1757.2059125396417585,-1777.2361889107910429,-1774.4871640745539025
3456000,-1760.3764732377303517,-1733.6798973007876157,-1737.1511536424325186
3520000,-1596.6305128648941718,-1597.8396293383773354,-1597.5871842715362163
3584000,-1511.5634661587589562,-1489.7991925173714662,-1512.4777338927508481
3648000,-1449.6202665805139986,-1478.9017692474408250,-1479.7036165234997043
3712000,-1384.5427525497141232,-1361.0216092556481726,-1359.4757023838312762
3776000,-1247.7524661926072440,-1247.9473512197942000,-1272.3648164122478192
3840000,-1189.1602846386347210,-1164.5990267133222460,-1164.2140160967403517
3904000,-1211.4592937390621046,-1236.6337656615748983,-1238.3143160644046930
3968000,-1228.4049452653357548,-1202.6040590983138827,-1228.2576688507519975
4032000,-1011.8870637217752346,-1035.8310710490604833,-1037.3573219781317221
4096000,-948.4000133895900717,-948.5013434645026109,-922.4719638007173899
4160000,-874.7052054616256100,-873.0599302466151812,-901.8914679592286348
4224000,-859.9928159727114689,-860.3750254285391748,-879.5140527927668472
4288000,-901.5717173970984959,-903.6846136867628729,-871.2099861405805541
4352000,-823.0196313683743483,-852.5362457742988909,-825.5635288994092207
4416000,-855.0645218649464141,-829.0734359226263450,-826.2155485650908986
4480000,-832.5947657340462911,-856.8744518249263820,-832.7722986176457880
4544000,-726.7674999369178295,-700.9020901372171011,-726.6805448976790558
4608000,-664.7157306385245192,-687.3029968204257329,-663.5962785273803775
4672000,-639.4955915323647559,-643.5796223151186268,-673.0343464007205512
4736000,-606.7547026827431864,-635.4597250859515043,-636.7789703722842205
4800000,-619.9034192758144854,-617.8622602869818365,-619.4905298822200166
4864000,-592.7895303176292146,-564.4679298683637398,-563.0168305809932008
4928000,-544.7590913794142580,-568.8589038896166130,-545.3671653230492211
4992000,-582.5865546370447419,-605.4695632127720728,-582.2222178140315236
5056000,-618.9884337080485466,-618.8060905741467650,-618.8605879860081131
5120000,-583.7034909978461883,-584.3974853221642434,-555.1419284588261007
5184000,-561.1236268483148706,-531.1735070992421015,-559.3607536925037493
5248000,-550.5975498601940217,-549.5419784027124024,-551.0851147693957728
5312000,-491.0509678199758241,-491.7355346016672115,-492.1453900969954134
5376000,-507.0267490671817541,-506.8340020330676339,-478.4018885620720312
5440000,-464.5140983936918815,-465.2700491402957255,-466.5108743440758872
5504000,-468.9243555340815988,-469.6932211731913185,-497.5345456677226821
5568000,-504.0078816407980185,-532.5711994094377815,-532.2295206013779989
5632000,-544.2352809561806453,-525.0311729009571309,-525.0441039166547625
5696000,-512.1258090662136055,-512.5964434684038906,-510.9968607254793937
5760000,-491.7777105632277426,-515.1559571183322532,-493.2962647949609618
5824000,-462.3516758024503588,-437.4759227696085873,-437.0534683996914964
5888000,-376.1779851938826482,-401.3388819758236536,-401.9253587012577213
5952000,-476.5175510386523001,-476.4314933631354734,-476.1738651032396774
6016000,-394.9302119391048222,-362.5969814785959215,-394.3855692316421937
6080000,-329.0749858519330928,-330.4416736423772818,-361.0607978471408614
6144000,-342.1519077306658119,-346.6109518451060580,-344.9014395801298747
6208000,-345.5072434554113556,-375.7944525063264791,-379.1555652870404742
6272000,-340.6448550349243192,-346.7175651874432560,-371.0365387626646907
6336000,-356.2729837051903701,-385.3532470200766511,-353.4531205881586970
6400000,-400.3661677526148992,-430.4052089423916527,-399.7516834285983691
6464000,-356.4447593665996692,-383.7949513302842206,-355.0404582864496206
6528000,-431.4753440130331228,-427.3930819953550895,-405.0946686530352281
6592000,-391.6212910818561568,-391.7618617852996863,-369.3354631601419555
6656000,-327.0154676304801455,-353.5917154214108109,-353.3404078336026828
6720000,-294.5286884061330284,-299.0675328119436358,-297.2850289454642052
6784000,-270.4541919179586671,-243.7474019998301742,-244.3953155647033952
6848000,-264.4896636574646891,-264.7446890170685379,-291.5686174636354053
6912000,-219.3047124625006745,-219.1347167190436664,-218.7133758809509629
6976000,-202.3122600096736505,-201.4206441777380121,-228.9950882885895282
7040000,-221.7305652691464388,-222.4431193034500041,-247.8759063435828125
7104000,-199.1425251499307763,-199.5949313163584407,-180.6255562193125286
7168000,-144.8331250574237572,-163.3929804479694496,-162.2386444580744183
7232000,-104.3378679840069765,-134.0908265362337488,-103.8321985197997606
7296000,-155.6828523790232452,-151.5891379938516934,-125.3330244045853874
7360000,-118.6740449535381288,-118.6190569555185448,-136.8811964762578555
7424000,-180.6636558038047724,-180.9550390617738458,-181.9521066090798342
7488000,-129.4886612393153200,-150.8335668550794537,-130.2628924195523723
7552000,-180.5990493572957689,-152.3607926672774511,-182.2604579106871370
7616000,-118.9980569828203016,-146.8571578416892294,-149.1130530276293769
7680000,-110.9750597781550567,-108.9048088194781059,-109.2262613539785150
7744000,-169.6393422236831157,-197.6508454638166086,-170.3292098009999620
7808000,-174.5352668791379074,-174.3506486389483428,-141.2283497245215926
7872000,-93.4011296181444237,-92.8706129193365655,-120.3792350241927522
7936000,-90.7688777191901437,-67.7230975212955855,-67.3426032753574333
8000000,-113.6570150443891123,-113.7295974948769270,-137.1946152872401115
8064000,-66.5420965986885165,-67.9898758261489320,-90.9987801529343727
8128000,-66.4072607282348599,-66.4012537684866118,-92.5328312253525382
8192000,-83.3080208745012953,-87.2597294763846918,-56.4726672443719480
8256000,-45.2058428824823935,-69.2657804783087556,-70.6433056706476634
8320000,-73.4081233967531546,-73.3647493649684321,-72.8485536483980241
8384000,-39.8823193231260049,-60.8257117599120605,-60.4437413810556592
8448000,-5.6873920106436557,-5.6564307592057954,-5.0394946091301893
8512000,-4.2750394192642922,-3.7510429956638696,-7.2045839300325696
8576000,6.3174224308656690,6.6665860330121198,6.0172904665339129
8640000,-23.1196306990011919,-23.5737871701088260,-3.1082514743576546
8704000,-32.2878785403027351,-9.0199939687078619,-28.5960142253024614
8768000,13.2423776124118273,-11.9452923620060183,-9.8257937764997436
8832000,-16.5125719523835350,-16.8882723209273600,-15.5857284085350525
8896000,24.5096575127536056,2.7105666314108792,24.3836592383497148
8960000,36.8225462306721880,10.2539427569347730,8.8257817402236398
9024000,-14.3209588634274354,-13.6642926414920360,13.3712458617616914
9088000,2.6454082660477898,2.6066202391313151,3.8063762366269138
9152000,63.5643120693994916,43.3611134504877924,66.4473111922729345
9216000,25.5471872293784941,26.0298078524687710,-0.1520667298211613
9280000,28.6637662708363194,29.3722925029763111,29.5214639716549989
9344000,51.2468036296882161,52.5516973906469786,49.4755374580702920
9408000,64.8111921900833039,88.8707279069935794,59.3130346129850636
9472000,77.4558952316321552,76.8140227409524528,58.3505828279156802
9536000,86.6470947650644376,85.6564706072232980,88.5672783321286232
9600000,88.8574899349357565,89.3767431160525803,63.1038582068957226
9664000,77.6459775292860144,78.7575289436237824,110.9308533673863337
9728000,106.0981259773263190,89.3505331385544537,89.6302376250076236
9792000,91.1672904492017864,108.7790390317873062,109.6562438022416615
9856000,121.4984923142083630,91.8761259232412897,89.2208537915932993
9920000,79.7194830108746544,104.1739096096508916,104.1428862904319317
9984000,102.0254628690956764,103.3395441067265921,79.8681545439301601
10048000,76.8962217964539008,99.5845531344017587,98.8736060975871709
10112000,126.1490303732950764,126.5729135625519746,97.9376602079502021
10176000,95.7645532671649846,94.2914232382464945,97.3417512282994011
10240000,107.2531140912253136,136.0808463599613560,109.3545886833621097
10304000,105.9461933018065594,132.3016720757224221,106.0535631384045274
10368000,136.9363328372659510,136.9505887167068749,135.4501225614886266
10432000,112.5677001042476206,114.0693273012163473,113.7424224637650383
10496000,106.7831093077956837,138.2232975570151154,139.5043088371496367
10560000,97.9816104783438107,118.9774989875894278,98.7116250545229406
10624000,141.6644526617103850,139.6119645247434562,113.0619578439050485
10688000,141.7935670112944706,144.0194430256440512,143.2276219242389175
10752000,111.2964664576431773,133.5710477591343874,130.3190225285437975
10816000,120.5093252988759360,141.6921677326761824,117.3616837250475982
10880000,128.6434231872038652,106.2849838704934484,129.7799534796288015
10944000,129.1279407373863535,127.3817956908779507,96.0612295605895667
11008000,120.2906422150880843,151.4592517054235827,122.6905225252090617
11072000,134.7114117226947769,106.7982203068953595,135.9212845182227909
11136000,150.0245147343119072,123.3151187000216140,123.4829723633532836
11200000,162.6351174317946402,160.9631309373409351,159.8936669842915421
11264000,131.9769500537830424,154.6096812090310664,130.4331551288825040
11328000,168.7798813323845764,169.3089886419792265,142.7188948431980862
11392000,146.5868919230002234,169.6497260655079629,169.4901009445844977
11456000,149.0292387428835070,176.5383678965226864,175.7226825052408685
11520000,172.0058247994962528,150.8164779046523734,171.7916677419775340
11584000,163.3051734402302202,162.8288289215407474,162.7684248617362641
11648000,145.7622784817213812,144.0444184862496115,172.3537413311007072
11712000,153.1124659050998673,153.1466674968260406,176.2649325696002052
11776000,153.8417938376815073,153.4284001415587966,183.6354412123325801
11840000,174.9470256375169015,147.2603753214807227,145.3463689506214678
11904000,160.0229484744855881,181.7780632196285069,156.8618762823715542
11968000,176.9187256341663215,178.8314594834230036,152.7812608354326471
12032000,187.3928429958698985,162.8301046790461442,162.3475474249887611
12096000,185.4412649881611230,164.4785737801483947,189.2974299224615322
12160000,184.7327983391077453,166.7602278483009854,166.6605034189301477
12224000,187.2909392172069829,187.4260140194805899,184.9385044476357507
12288000,189.6259631298992474,160.6761274201723495,190.9392590078390413
12352000,159.3361092101181669,158.9833063202358403,183.4038560663704516
12416000,145.8078730894174555,146.2705170392779337,171.8020014201624690
12480000,149.6344100360659013,149.5207477713307753,149.2266369764278124
12544000,154.4720803871222756,154.6858295387059172,154.1300534050281783
12608000,141.1640006738363411,174.5231762696341775,171.8112031031240861
12672000,130.1352912140665126,156.1429737782536051,129.1450400188180083
12736000,129.7443662185135906,148.6179298691647830,148.9819270696419267
12800000,161.2698581704150627,161.0553721270963194,131.2207530103999034
12864000,154.1681630756405639,124.3072407546193574,154.6308352670047839
12928000,140.0309221214306206,141.2164047075080759,140.9605576241669098
12992000,118.7327726672137089,118.7177908062560761,118.8964236672484986
13056000,136.4621839402315402,112.3167785158117340,143.2679548404294110
13120000,119.7654447803994344,139.7912840269911499,120.9578483751171234
13184000,108.7414207542098410,110.0595033919598222,107.9871856616509689
13248000,133.3435496143022476,109.4749023776552121,110.2639955536458700
13312000,139.4613814231541653,113.1970673677113695,139.4883433619019968
13376000,142.2290603243928331,143.9456303035084375,114.3335667677871754
13440000,111.3621821949665360,111.2962784376124858,131.2932045292598104
13504000,117.5036833645791035,117.8303202234219640,135.8102608059654131
13568000,106.9031514872620505,106.7893746156011900,133.6204724785245617
13632000,140.1093715172259806,112.0756411223634217,136.4551316454003427
13696000,136.2444396235341628,136.2696031987637468,136.3682895655983884
13760000,142.0303359918314641,116.1004331202881446,142.7856064755658565
13824000,135.9394735985402747,133.1562415045278840,104.8816178419987324
13888000,133.6303580944762643,137.0611077255810244,136.0847199498310260
13952000,113.1580297582077890,112.9287042224917741,140.8412648465491088
14016000,112.3265051090862130,107.5949040440759177,112.2576038089773220
14080000,139.5235922623200224,115.5676359960983177,139.4983548779254647
14144000,137.4151533872888820,138.0110242791583062,137.4980533375097025
14208000,135.6080879514080664,139.5636912392103000,138.1222353773599991
14272000,122.5975298651026151,100.6826530159618756,122.7624829449819970
14336000,130.4567303094751480,110.3893196994040693,133.6889381220124164
14400000,104.0230026776349916,106.8715516052464665,136.0933735684990324
14464000,108.2281719914941647,139.0127328436462903,137.2794742304347437
14528000,116.8506638072992985,136.4327383010195263,115.7152087591896787
14592000,131.5913876022800935,105.5051959989223036,130.0164185125815663
14656000,110.6538277942967312,131.4007059836952749,106.8015403432970061
14720000,116.9961398932868377,134.6410756556365698,138.2621772922467187
14784000,141.1433168535946834,140.0568962740722725,140.2438736166138824
14848000,145.5556622411812953,144.6954214904786795,145.1461629512821219
14912000,116.9402933020267170,118.3324206192405654,115.0172253811993812
14976000,134.9329930085778244,135.0315165876244521,106.1539124548805546
15040000,93.3257795258816572,94.2323518380565304,93.0285259968944018
15104000,116.6255852919325946,92.1640583939637992,120.7831978073691630
15168000,122.5765334124401704,99.0304956373901462,101.2412678164688202
15232000,105.5869702772458965,129.3136056484966616,105.1250663866561155
15296000,108.5016906008001172,133.0018090409215858,132.5123096577815716
15360000,133.7093430886008605,106.5870762376119387,133.6121130442453193
15424000,105.3261849600837223,130.6097492157668967,105.9499185097693328
15488000,129.2574711238461589,127.9050625138124531,99.5496008873370215
15552000,105.5564298503719129,105.4114331364362727,104.2320190094667538
15616000,104.3464445508313361,123.5082602513734855,123.9470117064564505
15680000,99.1307164896695951,127.7129970688583001,99.4103074903837864
15744000,121.6537597863023876,123.6974298132254120,94.7697369447660947
15808000,123.9296958452801789,105.8294578745281314,123.9117202795450225
15872000,126.1569062890262245,109.0309135281242163,109.0259489046761274
15936000,118.7751896241098279,140.4857573697435669,140.4847010907164417
16000000,125.9954783647549874,153.4969272286894864,150.6620758082594307
16064000,156.1505772574072921,152.8156577722365626,126.5569668271807586
16128000,125.2583536034748022,152.0915713596865544,151.9736911154914196
16192000,130.5168876095364112,126.9259055288346048,156.7946462763979412
16256000,152.3396672287540810,125.9210259845899316,152.1194611574408668
16320000,149.3513928318184298,149.3272961753310994,119.9681356271083530
16384000,121.1800398695055776,120.8724018114885155,148.1279754578308427
16448000,148.2858627640720215,148.0770557859872554,148.1154576393122397
16512000,132.0707120719121690,155.3172488781385141,154.6685295250965169
16576000,151.3693075968758421,124.1682791062306563,150.7601513873117369
16640000,145.3364650225327921,146.2529719567538393,119.1859099585472848
16704000,118.7081413139087118,116.4492845981939553,143.9944062793809110
16768000,114.9758459226134164,110.6825764159842862,110.6341757038239138
16832000,124.3691896553870606,124.3775484994937699,143.9410007665744615
16896000,124.6474175656284018,146.5974339877699890,125.1287514776175129
16960000,143.0436365525763449,123.0825549924854556,142.8085546477185517
17024000,146.2518068458395817,146.5351304337702913,117.4995421016232484
17088000,140.5570272708611981,139.6043819955912113,120.3635311941897896
17152000,116.8232451146870403,145.2898404057212929,116.6396973516229281
17216000,122.9637386567415973,152.7480962661936701,124.3154604741716582
17280000,128.2490882227494353,154.4857348673393176,154.5770755635411433
17344000,124.6386344679210652,153.6046750125027813,157.3642888243267350
17408000,158.4293932581082061,126.9327580976131458,157.9869371559695708
17472000,153.8155404450770902,130.2137623980617320,127.0066538113207173
17536000,154.0131557349563423,131.7652539681372446,153.0874849288392170
17600000,131.6983492324667111,156.2290027660690157,157.7676130801555416
17664000,158.5203443416845062,129.5950632739120181,157.9645197979988893
17728000,133.8656962734096396,154.8200562244062439,133.8987021123395778
17792000,159.1589258321569105,129.2193164032380253,131.2646567936710085
17856000,130.3871401144915865,131.7486460061094817,156.5519038951972561
17920000,153.9216532720557495,124.6070045369791046,127.5350321976029875
17984000,152.0553618339127979,152.2068453885855206,152.0953359363999766
18048000,131.2284136944201975,130.9406910141377978,159.9608400532209771
18112000,126.4537087145253906,125.7173074103828299,125.3606644954779767
18176000,145.3976086795601930,144.8896612161181565,141.4593615173596675
18240000,155.0716118729357618,152.7844786735950606,154.6445560035196536
18304000,157.2965632349205691,127.8896921601421468,158.0264069607779902
18368000,150.1998094053463433,151.1696673982019945,128.3353233603088199
18432000,111.7506365706477141,142.4107628525177347,142.3244956318772267
18496000,120.5528637021443501,139.3736737505727490,120.2351847074928202
18560000,146.6617485990330465,113.2853351249367506,146.8058189025733213
18624000,149.5637532538319761,116.8583751139713058,120.6042530385701070
18688000,113.1211524118117921,112.7055623109010156,139.5239859509750886
18752000,142.3794064188335824,118.0248448235162755,117.9092333157381205
18816000,146.4648867337068339,146.6374066655145896,120.3017844483722598
18880000,119.6221766160974767,149.4760923897076452,121.2359051935179224
18944000,118.1748887782978841,118.2482423993701843,118.1722290752234272
19008000,122.4570591227722218,150.5173785091033096,148.6468003566154721
19072000,138.2640003298693898,138.1062643562896426,118.5697320380066060
19136000,111.6849120883200186,111.2313003350543710,111.0393703900604123
19200000,109.7669148205795011,111.8794524816389639,111.0033246432823546
19264000,130.2055552210962617,130.7144260931906956,107.2752787517926265
19328000,106.5516651103777974,106.4526733242090444,133.2675579987015055
19392000,106.5298477491121076,106.4601071562145620,134.8509686857158840
19456000,134.4062420731612804,107.9633866599265559,108.1922375146717883
19520000,118.8566780788279402,145.1351775382760536,119.9960350587296176
19584000,143.3279790481047655,141.9565741771340583,117.9673419193394750
19648000,141.2951439396668150,141.8400829715343434,143.6743966002937043
19712000,130.2169547729390899,132.1136106001911230,111.1903006032838164
19776000,131.7216251908041613,125.3900073328357649,130.6836489231053235
19840000,130.6598074695196772,131.2038963939775158,131.4920901458009723
19904000,103.2364054636695698,103.0704586400248104,102.4186423399703330
19968000,128.7106776505836763,130.2234010690040122,130.2649063696104292
20032000,101.9429587558251171,123.3388099621859482,100.9023275884658801
